Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2022/2023,A1,Regular_Season,1st,1,-,3001,23/10/2022 ,19:30,3613,-,C,Prosecco Doc Imoco Conegliano,Conegliano,3,0,8,16,21,25,2,8,9,14,8,16,21,25,5,11,18,21,8,16,21,25,6,8,12,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59 ,30 ,34 ,73 ,15 ,4 ,47 ,4 ,0.49 ,0.38 ,91 ,3 ,3 ,46 ,0.51 ,-,9 
2022/2023,A1,Regular_Season,1st,1,-,3001,23/10/2022 ,19:30,3613,-,O,Volley Bergamo 1991,Bergamo,0,3,2,8,9,14,8,16,21,25,5,11,18,21,8,16,21,25,6,8,12,18,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32 ,12 ,-,55 ,8 ,2 ,58 ,10 ,0.41 ,0.26 ,80 ,5 ,9 ,27 ,0.34 ,-,3 
2022/2023,A1,Regular_Season,1st,1,-,3002,23/10/2022 ,17:00,26,-,C,Igor Gorgonzola Novara,Novara,3,0,8,16,21,25,4,7,8,15,8,16,21,25,3,7,7,10,8,16,21,25,5,12,16,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63 ,36 ,37 ,74 ,10 ,11 ,42 ,4 ,0.57 ,0.40 ,88 ,8 ,4 ,44 ,0.50 ,-,8 
2022/2023,A1,Regular_Season,1st,1,-,3002,23/10/2022 ,17:00,26,-,O,Cbf Balducci Hr Macerata,Macerata,0,3,4,7,8,15,8,16,21,25,3,7,7,10,8,16,21,25,5,12,16,21,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28 ,10 ,-9 ,48 ,6 ,3 ,64 ,16 ,0.38 ,0.31 ,75 ,7 ,8 ,21 ,0.28 ,-,4 
2022/2023,A1,Regular_Season,1st,1,-,3003,22/10/2022 ,20:30,2875,-,C,Vero Volley Milano,Milano,3,1,8,16,21,25,2,4,10,16,8,16,21,25,5,11,14,17,8,15,20,27,6,16,21,29,8,16,21,25,4,8,12,13,-,-,-,-,-,-,-,-,82 ,37 ,44 ,101 ,16 ,6 ,67 ,4 ,0.63 ,0.45 ,122 ,10 ,8 ,60 ,0.49 ,-,16 
2022/2023,A1,Regular_Season,1st,1,-,3003,22/10/2022 ,20:30,2875,-,O,Wash4green Pinerolo,Pinerolo,1,3,2,4,10,16,8,16,21,25,5,11,14,17,8,16,21,25,6,16,21,29,8,15,20,27,4,8,12,13,8,16,21,25,-,-,-,-,-,-,-,-,46 ,12 ,-,76 ,9 ,2 ,84 ,13 ,0.55 ,0.40 ,120 ,8 ,16 ,36 ,0.30 ,-,8 
2022/2023,A1,Regular_Season,1st,1,-,3004,23/10/2022 ,17:00,1046,-,C,Reale Mutua Fenera Chieri,Chieri,3,0,8,16,21,25,3,5,8,14,8,16,21,25,4,10,17,17,8,16,21,25,4,9,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56 ,33 ,35 ,74 ,8 ,1 ,37 ,8 ,0.49 ,0.19 ,80 ,2 ,2 ,46 ,0.58 ,-,9 
2022/2023,A1,Regular_Season,1st,1,-,3004,23/10/2022 ,17:00,1046,-,O,Trasportipesanti Casalmaggiore,Casalmaggiore,0,3,3,5,8,14,8,16,21,25,4,10,17,17,8,16,21,25,4,9,12,12,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33 ,14 ,1 ,44 ,7 ,4 ,66 ,4 ,0.67 ,0.33 ,95 ,12 ,9 ,27 ,0.28 ,-,2 
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580,-,C,Il Bisonte Firenze,Firenze,2,3,8,16,21,25,4,8,13,16,3,8,14,17,8,16,21,25,5,16,21,25,8,12,14,16,6,11,16,21,8,16,21,25,5,6,8,10,4,10,12,15,70 ,31 ,17 ,99 ,13 ,6 ,84 ,10 ,0.70 ,0.40 ,139 ,14 ,16 ,47 ,0.34 ,-,17 
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580,-,O,E-Work Busto Arsizio,Busto Arsizio,3,2,4,8,13,16,8,16,21,25,8,16,21,25,3,8,14,17,8,12,14,16,5,16,21,25,8,16,21,25,6,11,16,21,4,10,12,15,5,6,8,10,70 ,31 ,20 ,96 ,12 ,4 ,86 ,8 ,0.51 ,0.23 ,138 ,13 ,17 ,50 ,0.36 ,-,16 
