Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2022/2023 ,A1,Regular_Season,1st,1,-,1,2/10/2022?,15:30,"2,698","2,300",C,Sir Safety Susa Perugia,Perugia,3,0,8,16,21,25,6,12,17,19,7,16,21,25,8,13,15,21,8,16,21,25,6,11,14,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,25,19,73,10,7,44,2,0.61,0.39,72,3,6,41,0.57,-,6
2022/2023 ,A1,Regular_Season,1st,1,-,1,2/10/2022?,15:30,"2,698","2,300",O,Vero Volley Monza,Monza,0,3,6,12,17,19,8,16,21,25,8,13,15,21,7,16,21,25,6,11,14,18,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,12,-13,60,16,2,63,7,0.48,0.22,79,6,6,36,0.46,-,6
2022/2023 ,A1,Regular_Season,1st,1,-,2,2/10/2022?,18:00,"2,056","15,861",C,Itas Trentino,Trento,3,1,7,16,21,25,8,12,13,16,6,16,21,25,8,15,17,21,8,16,17,23,7,15,21,25,8,16,21,25,5,11,13,17,-,-,-,-,-,-,-,-,70,30,13,97,15,6,59,3,0.69,0.29,116,6,5,53,0.46,-,11
2022/2023 ,A1,Regular_Season,1st,1,-,2,2/10/2022?,18:00,"2,056","15,861",O,Emma Villas Aubay Siena,Siena,1,3,8,12,13,16,7,16,21,25,8,15,17,21,6,16,21,25,7,15,21,25,8,16,17,23,5,11,13,17,8,16,21,25,-,-,-,-,-,-,-,-,57,16,-15,80,21,3,82,6,0.5,0.21,121,7,11,49,0.4,-,5
2022/2023 ,A1,Regular_Season,1st,1,-,3,2/10/2022?,18:00,"2,096","12,183",C,Allianz Milano,Milano,0,3,7,16,17,22,8,15,21,25,6,12,17,19,8,16,21,25,7,14,18,23,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,13,-2,65,18,2,61,4,0.57,0.28,94,5,11,41,0.44,-,5
2022/2023 ,A1,Regular_Season,1st,1,-,3,2/10/2022?,18:00,"2,096","12,183",O,Top Volley Cisterna,Cisterna,3,0,8,15,21,25,7,16,17,22,8,16,21,25,6,12,17,19,8,16,21,25,7,14,18,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,20,17,74,13,2,47,3,0.45,0.19,82,3,5,39,0.48,-,11
2022/2023 ,A1,Regular_Season,1st,1,-,4,2/10/2022?,20:30,"1,854","18,183",C,Gas Sales Bluenergy Piacenza,Piacenza,2,3,8,16,19,20,6,12,21,25,7,15,21,25,8,16,19,23,4,15,21,25,8,16,20,23,6,14,16,20,8,16,21,25,5,9,11,22,4,10,12,24,86,27,7,113,28,11,102,10,0.49,0.33,135,8,11,65,0.48,-,10
2022/2023 ,A1,Regular_Season,1st,1,-,4,2/10/2022?,20:30,"1,854","18,183",O,WithU Verona,Verona,3,2,6,12,21,25,8,16,19,20,8,16,19,23,7,15,21,25,8,16,20,23,4,15,21,25,8,16,21,25,6,14,16,20,4,10,12,24,5,9,11,22,82,34,10,119,17,10,85,11,0.41,0.21,117,7,10,61,0.52,-,11
2022/2023 ,A1,Regular_Season,1st,1,-,5,1/10/2022?,19:00,"1,326","12,663",C,Gioiella Prisma Taranto,Taranto,0,3,8,16,19,23,6,13,21,25,6,16,21,23,8,14,20,25,6,14,18,21,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,12,-5,69,19,3,63,5,0.51,0.17,90,7,9,43,0.48,-,3
2022/2023 ,A1,Regular_Season,1st,1,-,5,1/10/2022?,19:00,"1,326","12,663",O,Cucine Lube Civitanova,Lube,3,0,6,13,21,25,8,16,19,23,8,14,20,25,6,16,21,23,8,16,21,25,6,14,18,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,17,3,73,10,5,50,3,0.6,0.3,69,6,3,34,0.49,-,9
2022/2023 ,A1,Regular_Season,1st,1,-,6,1/10/2022?,20:30,"2,055","15,588",C,Pallavolo Padova,Padova,3,2,8,16,19,25,4,15,21,22,7,11,13,16,8,16,21,25,8,16,21,25,5,14,15,17,4,13,19,23,8,16,21,25,5,10,12,15,3,9,10,11,70,32,-2,103,17,3,76,9,0.47,0.18,114,12,3,53,0.46,-,14
2022/2023 ,A1,Regular_Season,1st,1,-,6,1/10/2022?,20:30,"2,055","15,588",O,Valsa Group Modena,Modena,2,3,4,15,21,22,8,16,19,25,8,16,21,25,7,11,13,16,5,14,15,17,8,16,21,25,8,16,21,25,4,13,19,23,3,9,10,11,5,10,12,15,69,25,-8,101,25,8,86,3,0.48,0.26,135,9,14,58,0.43,-,3
2022/2023 ,A1,Regular_Season,1st,2,-,7,9/10/2022?,20:30,"1,797","19,691",C,Cucine Lube Civitanova,Lube,2,3,8,12,21,23,7,16,20,25,8,16,21,25,6,12,17,20,2,10,16,20,8,16,21,25,8,16,21,25,5,11,15,16,5,7,8,12,4,10,12,15,73,27,8,105,11,5,84,8,0.57,0.26,123,10,9,60,0.49,-,8
2022/2023 ,A1,Regular_Season,1st,2,-,7,9/10/2022?,20:30,"1,797","19,691",O,Pallavolo Padova,Padova,3,2,7,16,20,25,8,12,21,23,6,12,17,20,8,16,21,25,8,16,21,25,2,10,16,20,5,11,15,16,8,16,21,25,4,10,12,15,5,7,8,12,78,26,9,101,17,7,94,5,0.54,0.23,126,13,8,62,0.49,-,9
2022/2023 ,A1,Regular_Season,1st,2,-,8,9/10/2022?,20:30,"3,259","38,575",C,Valsa Group Modena,Modena,3,1,7,16,21,25,8,12,16,21,1,7,14,15,8,16,21,25,8,15,21,25,7,16,19,22,8,16,21,25,6,13,16,23,-,-,-,-,-,-,-,-,67,26,-3,89,18,11,78,11,0.44,0.32,97,7,11,48,0.49,-,8
2022/2023 ,A1,Regular_Season,1st,2,-,8,9/10/2022?,20:30,"3,259","38,575",O,Gas Sales Bluenergy Piacenza,Piacenza,1,3,8,12,16,21,7,16,21,25,8,16,21,25,1,7,14,15,7,16,19,22,8,15,21,25,6,13,16,23,8,16,21,25,-,-,-,-,-,-,-,-,65,28,4,92,13,8,71,11,0.37,0.2,91,8,8,46,0.51,-,11
2022/2023 ,A1,Regular_Season,1st,2,-,9,8/10/2022?,18:00,"2,251","11,646",C,Vero Volley Monza,Monza,2,3,7,14,19,25,8,16,21,23,8,13,20,25,4,16,21,23,8,15,18,20,2,16,21,25,7,12,20,23,8,16,21,25,5,7,9,11,4,10,12,15,80,31,10,105,11,7,91,8,0.51,0.16,142,17,9,63,0.44,-,10
2022/2023 ,A1,Regular_Season,1st,2,-,9,8/10/2022?,18:00,"2,251","11,646",O,Allianz Milano,Milano,3,2,8,16,21,23,7,14,19,25,4,16,21,23,8,13,20,25,2,16,21,25,8,15,18,20,8,16,21,25,7,12,20,23,4,10,12,15,5,7,9,11,77,27,4,110,19,7,94,9,0.4,0.16,133,5,10,61,0.46,-,9
2022/2023 ,A1,Regular_Season,1st,2,-,10,9/10/2022?,16:00,981,"2,921",C,Top Volley Cisterna,Cisterna,3,0,8,16,21,25,7,14,17,20,8,16,21,25,7,12,15,16,8,14,19,28,6,16,21,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,22,28,76,13,1,55,3,0.45,0.22,81,2,.,49,0.6,-,10
2022/2023 ,A1,Regular_Season,1st,2,-,10,9/10/2022?,16:00,981,"2,921",O,Gioiella Prisma Taranto,Taranto,0,3,7,14,17,20,8,16,21,25,7,12,15,16,8,16,21,25,6,16,21,26,8,14,19,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,12,1,64,9,3,63,1,0.49,0.16,90,6,10,43,0.48,-,.
2022/2023 ,A1,Regular_Season,1st,2,-,11,8/10/2022?,20:30,"2,647","28,055",C,WithU Verona,Verona,3,2,3,13,18,23,8,16,21,25,6,16,20,27,8,13,21,25,7,14,21,25,8,16,19,20,8,13,21,28,5,16,19,30,5,8,12,17,3,10,11,15,89,36,15,120,16,9,91,9,0.38,0.23,120,10,7,64,0.53,-,16
2022/2023 ,A1,Regular_Season,1st,2,-,11,8/10/2022?,20:30,"2,647","28,055",O,Itas Trentino,Trento,2,3,8,16,21,25,3,13,18,23,8,13,21,25,6,16,20,27,8,16,19,20,7,14,21,25,5,16,19,30,8,13,21,28,3,10,11,15,5,8,12,17,88,31,-2,115,24,8,104,11,0.43,0.21,137,6,16,73,0.53,-,7
2022/2023 ,A1,Regular_Season,1st,2,-,12,9/10/2022?,18:00,"2,080","30,573",C,Emma Villas Aubay Siena,Siena,1,3,8,14,17,19,7,16,21,25,8,16,21,25,7,11,14,20,6,14,19,21,8,16,21,25,8,12,16,19,7,16,21,25,-,-,-,-,-,-,-,-,54,20,-1,85,7,3,75,10,0.48,0.32,95,9,12,39,0.41,-,12
2022/2023 ,A1,Regular_Season,1st,2,-,12,9/10/2022?,18:00,"2,080","30,573",O,Sir Safety Susa Perugia,Perugia,3,1,7,16,21,25,8,14,17,19,7,11,14,20,8,16,21,25,8,16,21,25,6,14,19,21,7,16,21,25,8,12,16,19,-,-,-,-,-,-,-,-,79,31,18,94,19,10,78,3,0.37,0.23,102,8,12,57,0.56,-,12
2022/2023 ,A1,Regular_Season,1st,3,-,13,15/10/2022?,20:30,"2,829","24,323",C,Sir Safety Susa Perugia,Perugia,3,0,8,16,21,25,6,13,20,22,8,16,21,25,3,7,11,14,6,16,21,25,8,14,18,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,27,36,73,7,8,50,4,0.46,0.24,82,2,2,45,0.55,-,9
2022/2023 ,A1,Regular_Season,1st,3,-,13,15/10/2022?,20:30,"2,829","24,323",O,WithU Verona,Verona,0,3,6,13,20,22,8,16,21,25,3,7,11,14,8,16,21,25,8,14,18,20,6,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,11,1,58,8,4,66,8,0.32,0.21,75,4,9,38,0.51,-,2
2022/2023 ,A1,Regular_Season,1st,3,-,14,16/10/2022?,18:00,"2,225","33,357",C,Cucine Lube Civitanova,Lube,3,0,8,16,21,25,5,11,15,21,7,16,21,25,8,10,11,13,8,16,21,25,4,13,16,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,21,18,73,12,4,41,2,0.59,0.24,69,3,3,45,0.65,-,4
2022/2023 ,A1,Regular_Season,1st,3,-,14,16/10/2022?,18:00,"2,225","33,357",O,Valsa Group Modena,Modena,0,3,5,11,15,21,8,16,21,25,8,10,11,13,7,16,21,25,4,13,16,19,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,5,-6,55,14,2,61,4,0.59,0.26,70,5,4,33,0.47,-,3
2022/2023 ,A1,Regular_Season,1st,3,-,15,16/10/2022?,15:30,"1,625","9,772",C,Allianz Milano,Milano,3,0,8,16,21,25,5,12,14,18,8,14,20,29,7,16,21,27,8,16,21,25,4,11,14,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,23,20,77,14,5,53,2,0.45,0.17,80,4,3,43,0.54,-,8
2022/2023 ,A1,Regular_Season,1st,3,-,15,16/10/2022?,15:30,"1,625","9,772",O,Emma Villas Aubay Siena,Siena,0,3,5,12,14,18,8,16,21,25,7,16,21,27,8,14,20,29,4,11,14,17,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,10,-14,64,11,2,63,5,0.4,0.19,88,12,8,38,0.43,-,3
2022/2023 ,A1,Regular_Season,1st,3,-,16,16/10/2022?,20:30,"3,205","47,064",C,Gas Sales Bluenergy Piacenza,Piacenza,3,1,4,16,20,23,8,15,21,25,8,16,21,25,4,11,16,18,8,15,21,25,7,16,17,22,6,16,21,25,8,14,17,22,-,-,-,-,-,-,-,-,66,26,2,96,21,6,72,5,0.5,0.22,118,4,13,51,0.43,-,9
2022/2023 ,A1,Regular_Season,1st,3,-,16,16/10/2022?,20:30,"3,205","47,064",O,Itas Trentino,Trento,1,3,8,15,21,25,4,16,20,23,4,11,16,18,8,16,21,25,7,16,17,22,8,15,21,25,8,14,17,22,6,16,21,25,-,-,-,-,-,-,-,-,59,21,1,88,16,5,75,8,0.44,0.23,110,11,9,41,0.37,-,13
2022/2023 ,A1,Regular_Season,1st,3,-,17,16/10/2022?,20:30,"1,170","4,061",C,Top Volley Cisterna,Cisterna,3,1,8,16,21,25,4,9,16,19,7,16,20,31,8,15,21,33,8,16,21,25,3,12,16,20,8,16,21,25,5,9,15,15,-,-,-,-,-,-,-,-,71,28,11,105,15,4,66,9,0.52,0.33,108,6,7,58,0.54,-,9
2022/2023 ,A1,Regular_Season,1st,3,-,17,16/10/2022?,20:30,"1,170","4,061",O,Pallavolo Padova,Padova,1,3,4,9,16,19,8,16,21,25,8,15,21,33,7,16,20,31,3,12,16,20,8,16,21,25,5,9,15,15,8,16,21,25,-,-,-,-,-,-,-,-,64,15,-4,88,22,9,90,4,0.58,0.3,120,12,9,48,0.4,-,7
2022/2023 ,A1,Regular_Season,1st,3,-,18,16/10/2022?,18:00,676,"4,374",C,Gioiella Prisma Taranto,Taranto,3,0,6,15,21,25,8,16,20,23,8,16,21,25,4,8,12,16,8,16,21,25,6,13,17,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,19,18,73,10,6,48,5,0.38,0.19,78,3,4,43,0.55,-,4
2022/2023 ,A1,Regular_Season,1st,3,-,18,16/10/2022?,18:00,676,"4,374",O,Vero Volley Monza,Monza,0,3,8,16,20,23,6,15,21,25,4,8,12,16,8,16,21,25,6,13,17,19,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,11,-2,60,12,5,63,6,0.35,0.13,77,10,4,34,0.44,-,4
