Season,Division,Team,No,Player,Role,Born,Height,Nat. Sport.,Note
2009/2010,A2,Kathy Van Zeeland Donoratico,6,DIOMEDE VALERIA,Middleblocker,1980,183,ITA,-
2009/2010,A2,Kathy Van Zeeland Donoratico,8,CRUSCHELLI SARA,Libero,1979,168,ITA,-
2009/2010,A2,Kathy Van Zeeland Donoratico,9,FILIPPI LIANA,Spiker,1976,174,ITA,-
2009/2010,A2,Kathy Van Zeeland Donoratico,10,CALLEGARO CINZIA,Setter,1975,175,ITA,-
2009/2010,A2,Kathy Van Zeeland Donoratico,11,BECCARIA VANIA,Spiker,1973,194,ITA,until 05/01/2010
2009/2010,A2,Kathy Van Zeeland Donoratico,12,ZANOLLA EMMA,Spiker,1982,180,ITA,-
2009/2010,A2,Kathy Van Zeeland Donoratico,13,GUIDI LUDOVICA,Middleblocker,1992,185,ITA,-
2009/2010,A2,Kathy Van Zeeland Donoratico,15,LUZZI GIORGIA,Setter,1989,177,ITA,-
2009/2010,A2,Lavoro.Doc Pontecagnano,1,KOSTADINOVA ADRIANA,Spiker,1982,188,ITA,-
2009/2010,A2,Lavoro.Doc Pontecagnano,2,ABBRUZZO STEFANIA,Middleblocker,1978,180,ITA,-
2009/2010,A2,Lavoro.Doc Pontecagnano,3,STACCHIOTTI MILENA,Middleblocker,1985,185,ITA,-
2009/2010,A2,Lavoro.Doc Pontecagnano,4,MEZZAPESA TONIA,Setter,1985,184,ITA,-
2009/2010,A2,Lavoro.Doc Pontecagnano,5,BALLARINI MOANA,Libero,1987,158,ITA,-
2009/2010,A2,Lavoro.Doc Pontecagnano,6,CAPUANO PAOLA,Spiker,1978,182,ITA,-
2009/2010,A2,Lavoro.Doc Pontecagnano,7,TENZA CHIARA,Spiker,1991,180,ITA,-
2009/2010,A2,Lavoro.Doc Pontecagnano,8,ASTARITA GIUSY,Spiker,1988,183,ITA,-
2009/2010,A2,Lavoro.Doc Pontecagnano,9,RONGA MARTINA,Libero,1990,153,ITA,-
2009/2010,A2,Lavoro.Doc Pontecagnano,10,MONCADA ELISA,Setter,1987,175,ITA,-
2009/2010,A2,Lavoro.Doc Pontecagnano,11,MENGHI SARA,Middleblocker,1983,183,ITA,-
2009/2010,A2,Lavoro.Doc Pontecagnano,12,PASSARO GIUSY,Setter,1991,172,ITA,from 20/01/2010
2009/2010,A2,Lavoro.Doc Pontecagnano,12,BURGOS HERRERA DAHIANA,Spiker,1985,188,DOM,-
2009/2010,A2,Lavoro.Doc Pontecagnano,15,VORONINA TETYANA,Spiker,1977,187,UKR,-
2009/2010,A2,Lavoro.Doc Pontecagnano,16,SORRENTINO LORENZA,Middleblocker,1992,0,-,from 25/04/2010
2009/2010,A2,Linkem Club Italia,1,CAGNINELLI CLAUDIA,Spiker,1990,190,ITA,-
2009/2010,A2,Linkem Club Italia,2,ZAMPIERI FEDERICA,Middleblocker,1992,188,ITA,-
2009/2010,A2,Linkem Club Italia,3,BRUNO ELEONORA,Spiker,1994,0,-,from 21/03/2010
2009/2010,A2,Linkem Club Italia,3,RUBINI JETMIRA,Libero,1992,181,ITA,-
2009/2010,A2,Linkem Club Italia,4,BIANCHINI MARIKA,Spiker,1993,178,ITA,-
2009/2010,A2,Linkem Club Italia,5,GABRIELI ELENA,Middleblocker,1992,192,ITA,-
2009/2010,A2,Linkem Club Italia,6,SEGALINA SILVIA,Middleblocker,1990,188,ITA,-
2009/2010,A2,Linkem Club Italia,7,PISANI GIULIA,Middleblocker,1992,184,ITA,-
2009/2010,A2,Linkem Club Italia,8,RAVETTA MONICA,Spiker,1985,185,ITA,until 06/01/2010
2009/2010,A2,Linkem Club Italia,9,DI CRESCENZO MANUELA,Setter,1988,182,ITA,-
2009/2010,A2,Linkem Club Italia,10,PARTENIO LAURA,Spiker,1991,180,ITA,-
2009/2010,A2,Linkem Club Italia,11,VIETTI ERICA,Setter,1992,187,ITA,-
2009/2010,A2,Linkem Club Italia,12,BERTONE FLORIANA,Spiker,1992,201,ITA,-
2009/2010,A2,Linkem Club Italia,13,DIOUF VALENTINA,Spiker,1993,201,ITA,-
2009/2010,A2,Linkem Club Italia,14,BICCHERI VALENTINA,Spiker,1991,191,ITA,-
2009/2010,A2,Linkem Club Italia,15,POSTIGLIONE ANTONELLA,Spiker,1993,187,ITA,-
2009/2010,A2,Linkem Club Italia,16,BAGGI LAURA,Spiker,1992,189,ITA,-
2009/2010,A2,Linkem Club Italia,17,VUJKO MARIANNA,Middleblocker,1992,187,ITA,-
2009/2010,A2,Linkem Club Italia,18,CANEVA ANNA,Middleblocker,1992,187,ITA,-
2009/2010,A2,Linkem Club Italia,19,GRAZIETTI GIULIANA,Spiker,1993,196,ITA,-
2009/2010,A2,Linkem Club Italia,20,LUCCHETTA SILVIA,Setter,1993,178,ITA,-
2009/2010,A2,Liu•jo Volley Carpi,1,BACCHI LUCIA,Spiker,1981,181,ITA,-
2009/2010,A2,Liu•jo Volley Carpi,2,PARIS SARA,Libero,1985,165,ITA,-
2009/2010,A2,Liu•jo Volley Carpi,3,MARCHIORON GIADA,Spiker,1987,181,ITA,-
2009/2010,A2,Liu•jo Volley Carpi,4,GUATELLI ALESSANDRA,Spiker,1983,178,ITA,-
2009/2010,A2,Liu•jo Volley Carpi,5,ESKO SAARA,Spiker,1980,178,FIN,-
2009/2010,A2,Liu•jo Volley Carpi,7,GIOGOLI FRANCESCA,Setter,1983,175,ITA,-
2009/2010,A2,Liu•jo Volley Carpi,8,SAGUATTI GIULIA,Spiker,1991,175,ITA,-
2009/2010,A2,Liu•jo Volley Carpi,9,DAVOLIO MONICA,Spiker,1975,175,ITA,-
2009/2010,A2,Liu•jo Volley Carpi,10,PAVLOVIC MARIJA,Spiker,1985,185,SRB,from 05/12/2009
2009/2010,A2,Liu•jo Volley Carpi,11,MAGNANI ELISA,Middleblocker,1987,181,ITA,-
2009/2010,A2,Liu•jo Volley Carpi,12,ROMANÒ MARIA PIA,Middleblocker,1976,184,ITA,-
2009/2010,A2,Liu•jo Volley Carpi,13,SGHEDONI VALENTINA,Setter,1989,173,ITA,-
2009/2010,A2,Liu•jo Volley Carpi,14,PARENTI DARIA,Middleblocker,1977,185,ITA,-
2009/2010,A2,Magliano Trasformatori Chieri,1,CORVESE VIVIANA,Middleblocker,1978,187,ITA,-
2009/2010,A2,Magliano Trasformatori Chieri,2,BORGOGNO CHIARA,Middleblocker,1984,192,ITA,-
2009/2010,A2,Magliano Trasformatori Chieri,3,MARCHETTO CHIARA,Spiker,1977,186,ITA,-
2009/2010,A2,Magliano Trasformatori Chieri,7,BERTOLOTTO MARTA,Setter,1989,184,ITA,-
2009/2010,A2,Magliano Trasformatori Chieri,8,MOLINENGO MICHELA,Libero,1978,162,ITA,-
2009/2010,A2,Magliano Trasformatori Chieri,9,SOROKAITE INDRE,Spiker,1988,187,ITA,-
2009/2010,A2,Magliano Trasformatori Chieri,10,GLOD JOHN DESIREE GUILLERMINA,Spiker,1982,176,VEN,-
2009/2010,A2,Magliano Trasformatori Chieri,11,PINEDO GEORGINA SOLEDAD,Spiker,1981,179,ARG,-
2009/2010,A2,Magliano Trasformatori Chieri,12,TAROZZO CLAUDIA,Libero,1987,167,ITA,-
2009/2010,A2,Magliano Trasformatori Chieri,13,D'AGOSTINO STEFANIA,Setter,1986,179,ITA,-
2009/2010,A2,Magliano Trasformatori Chieri,17,CHUDA NINA,Spiker,1986,185,SVK,-
2009/2010,A2,Magliano Trasformatori Chieri,18,TASCA FEDERICA,Middleblocker,1989,182,ITA,-
2009/2010,A2,Osmo BPVi Vicenza,1,ZECCHIN LISA,Setter,1992,181,ITA,-
2009/2010,A2,Osmo BPVi Vicenza,2,LYUTIKOVA POLINA,Spiker,1989,195,UKR,from 05/01/2010
2009/2010,A2,Osmo BPVi Vicenza,3,MARCOLINA GRETA,Spiker,1992,180,ITA,-
2009/2010,A2,Osmo BPVi Vicenza,4,GORINI GIADA,Setter,1988,181,ITA,-
2009/2010,A2,Osmo BPVi Vicenza,5,POPOVIC IVANA,Spiker,1983,184,SRB,-
2009/2010,A2,Osmo BPVi Vicenza,7,ARIMATTEI SOFIA,Spiker,1981,186,ITA,-
2009/2010,A2,Osmo BPVi Vicenza,8,STROBBE MARILYN,Middleblocker,1989,189,ITA,-
2009/2010,A2,Osmo BPVi Vicenza,9,GOMIERO IRENE,Spiker,1990,181,ITA,-
2009/2010,A2,Osmo BPVi Vicenza,10,ZILIO ISABELLA,Libero,1983,174,ITA,-
2009/2010,A2,Osmo BPVi Vicenza,11,LEVORIN GLORIA,Middleblocker,1992,185,ITA,-
2009/2010,A2,Osmo BPVi Vicenza,13,ASSIRELLI FLAVIA,Middleblocker,1990,183,ITA,-
2009/2010,A2,Osmo BPVi Vicenza,14,TSEKOVA PETYA LYUBOMIROVA,Spiker,1986,190,BUL,-
2009/2010,A2,Osmo BPVi Vicenza,15,PACCAGNELLA STEFANIA,Middleblocker,1973,186,ITA,-
2009/2010,A2,Osmo BPVi Vicenza,17,ZUCCOLLO FEDERICA,Libero,1992,179,ITA,-
2009/2010,A2,Osmo BPVi Vicenza,18,MURI ELISA,Setter,1984,181,ITA,-
2009/2010,A2,Si Supermercati Emmedata Loreto,1,MASTRODICASA FEDERICA,Middleblocker,1988,182,ITA,-
2009/2010,A2,Si Supermercati Emmedata Loreto,2,LIGUORI STEFANIA,Spiker,1989,184,ITA,-
2009/2010,A2,Si Supermercati Emmedata Loreto,3,ALICINO FRANCESCA,Libero,1981,176,ITA,-
2009/2010,A2,Si Supermercati Emmedata Loreto,4,ORTOLANI MARIA ELENA,Spiker,1989,182,ITA,-
2009/2010,A2,Si Supermercati Emmedata Loreto,7,SAMPAOLESI SARA,Middleblocker,1989,181,ITA,-
2009/2010,A2,Si Supermercati Emmedata Loreto,8,CARRAVIERI CRISTINA,Setter,1987,170,ITA,-
2009/2010,A2,Si Supermercati Emmedata Loreto,9,BRUTTI FRANCESCA,Spiker,1993,158,ITA,-
2009/2010,A2,Si Supermercati Emmedata Loreto,10,PERCAN SONJA,Spiker,1981,186,CRO,-
2009/2010,A2,Si Supermercati Emmedata Loreto,11,GIULIODORI SARA,Middleblocker,1983,182,ITA,-
2009/2010,A2,Si Supermercati Emmedata Loreto,12,PIETRELLI GIULIA,Spiker,1988,178,ITA,-
2009/2010,A2,Si Supermercati Emmedata Loreto,13,BECCARIA VANIA,Spiker,1973,194,ITA,from 06/01/2010
2009/2010,A2,Si Supermercati Emmedata Loreto,15,NOSEKOVA MARTINA,Spiker,1985,181,SVK,-
2009/2010,A2,Si Supermercati Emmedata Loreto,16,BATTISTINI SIMONA,Setter,1976,172,ITA,-
2009/2010,A2,So.Ge.S.A. Roma Pallavolo,1,RUSSO ALESSIA,Middleblocker,1985,184,ITA,until 28/12/2009
2009/2010,A2,So.Ge.S.A. Roma Pallavolo,2,RENZI SILVIA,Middleblocker,1985,185,ITA,-
2009/2010,A2,So.Ge.S.A. Roma Pallavolo,3,CAPONE ELEONORA,Libero,1992,168,ITA,-
2009/2010,A2,So.Ge.S.A. Roma Pallavolo,6,ROANI MANUELA,Spiker,1983,186,ITA,-
2009/2010,A2,So.Ge.S.A. Roma Pallavolo,7,ENSABELLA ANNA,Libero,1990,165,ITA,-
2009/2010,A2,So.Ge.S.A. Roma Pallavolo,8,CONTI ELEONORA,Setter,1988,180,ITA,-
2009/2010,A2,So.Ge.S.A. Roma Pallavolo,9,PEDRA MENDES MARI HELEN,Spiker,1984,178,BRA,-
2009/2010,A2,So.Ge.S.A. Roma Pallavolo,10,JALINE PRADO DE OLIVEIRA,Spiker,1979,190,BRA,-
2009/2010,A2,So.Ge.S.A. Roma Pallavolo,12,MATTIOLO ANNA PAOLA,Spiker,1973,180,ITA,-
2009/2010,A2,So.Ge.S.A. Roma Pallavolo,13,MARAZZA MORENA,Setter,1977,177,ITA,-
2009/2010,A2,So.Ge.S.A. Roma Pallavolo,17,CHIHAB NABILA,Middleblocker,1984,188,ITA,-
2009/2010,A2,So.Ge.S.A. Roma Pallavolo,18,KLUG GEORGINA,Spiker,1984,171,ARG,from 29/12/2009
2009/2010,A2,Verona Volley Femminile,3,MINATI VERONICA,Spiker,1983,187,ITA,-
2009/2010,A2,Verona Volley Femminile,4,FRATONI ALESSANDRA TEIXEIRA,Spiker,1981,183,ITA,-
2009/2010,A2,Verona Volley Femminile,5,LOTTI SILVIA,Spiker,1992,186,ITA,-
2009/2010,A2,Verona Volley Femminile,6,NARDINI DANIELA,Middleblocker,1982,182,ITA,-
2009/2010,A2,Verona Volley Femminile,7,GENTILI FRANCESCA,Middleblocker,1990,186,ITA,-
2009/2010,A2,Verona Volley Femminile,8,DECORDI GIULIA,Spiker,1986,184,ITA,until 10/01/2010
2009/2010,A2,Verona Volley Femminile,9,CARLI SILVIA,Middleblocker,1991,189,ITA,-
2009/2010,A2,Verona Volley Femminile,11,TONON ALESSIA,Libero,1992,169,ITA,-
2009/2010,A2,Verona Volley Femminile,12,ALBERTI VALERIA,Libero,1984,175,ITA,-
2009/2010,A2,Verona Volley Femminile,13,SIGNORILE NOEMI,Setter,1990,183,ITA,-
2009/2010,A2,Verona Volley Femminile,14,SAVCHENKO MARYNA,Setter,1976,183,ITA,-
2009/2010,A2,Verona Volley Femminile,17,SHOPOVA NADEZHDA,Spiker,1984,186,BUL,-
