Season,Division,Team,No,Player,Role,Born,Height,Nat. Sport.,Note
2009/2010,A1,Chateau d'Ax Urbino Volley,6,BUTNARU ELENA,Middleblocker,1975,184,ROM,-
2009/2010,A1,Chateau d'Ax Urbino Volley,7,PETRAUSKAITE VALDONE,Spiker,1984,181,LTU,-
2009/2010,A1,Chateau d'Ax Urbino Volley,8,LEONARDI GIULIA,Libero,1987,164,ITA,-
2009/2010,A1,Chateau d'Ax Urbino Volley,9,DI IULIO CHIARA,Spiker,1985,183,ITA,-
2009/2010,A1,Chateau d'Ax Urbino Volley,10,GALEOTTI MARTA,Setter,1984,172,ITA,-
2009/2010,A1,Chateau d'Ax Urbino Volley,12,MASONI MARIANNA,Spiker,1986,186,ITA,-
2009/2010,A1,Chateau d'Ax Urbino Volley,13,RASTELLI GIULIA,Libero,1990,168,ITA,-
2009/2010,A1,Chateau d'Ax Urbino Volley,15,FERNANDEZ MARIA ISABEL,Middleblocker,1982,194,ESP,-
2009/2010,A1,Despar Perugia,1,LEHTONEN RIIKKA,Spiker,1979,183,FIN,-
2009/2010,A1,Despar Perugia,2,QUARANTA ANNAMARIA,Spiker,1981,184,ITA,-
2009/2010,A1,Despar Perugia,4,LEGGERI MANUELA,Middleblocker,1976,186,ITA,-
2009/2010,A1,Despar Perugia,5,ZETOVA ANTONINA,Spiker,1973,189,BUL,-
2009/2010,A1,Despar Perugia,6,WEISS KATHLEEN,Setter,1984,171,GER,-
2009/2010,A1,Despar Perugia,7,DUSHKYEVICH YEVGENIYA,Middleblocker,1979,187,UKR,-
2009/2010,A1,Despar Perugia,8,CASILLO LUISA,Middleblocker,1988,188,ITA,-
2009/2010,A1,Despar Perugia,9,ARCANGELI CHIARA,Libero,1983,167,ITA,-
2009/2010,A1,Despar Perugia,10,PINCERATO GIULIA,Setter,1987,182,ITA,-
2009/2010,A1,Despar Perugia,11,AGOSTINETTO MARTA,Spiker,1987,184,ITA,until 02/01/2010
2009/2010,A1,Despar Perugia,12,ANGELONI VERONICA,Spiker,1986,186,ITA,from 03/01/2010
2009/2010,A1,Despar Perugia,16,VASILEVA ELITSA,Spiker,1990,194,BUL,-
2009/2010,A1,Despar Perugia,17,MEDAGLIONI MARTA,Libero,1986,160,ITA,-
2009/2010,A1,Despar Perugia,18,KLUG GEORGINA,Spiker,1984,171,ARG,until 28/12/2009
2009/2010,A1,Foppapedretti Bergamo,1,ORTOLANI SERENA,Spiker,1987,187,ITA,-
2009/2010,A1,Foppapedretti Bergamo,3,FANZINI CATERINA,Spiker,1985,186,ITA,-
2009/2010,A1,Foppapedretti Bergamo,4,SERENA VALENTINA,Setter,1981,184,ITA,from 11/01/2010
2009/2010,A1,Foppapedretti Bergamo,5,GUJSKA KATARZYNA,Setter,1975,180,POL,-
2009/2010,A1,Foppapedretti Bergamo,6,CARRARA SARA,Libero,1992,168,ITA,-
2009/2010,A1,Foppapedretti Bergamo,7,FURST CHRISTIANE,Middleblocker,1985,192,GER,-
2009/2010,A1,Foppapedretti Bergamo,8,MERLO ENRICA,Libero,1988,170,ITA,-
2009/2010,A1,Foppapedretti Bergamo,9,BOSETTI LUCIA,Spiker,1989,175,ITA,-
2009/2010,A1,Foppapedretti Bergamo,12,PICCININI FRANCESCA,Spiker,1979,185,ITA,-
2009/2010,A1,Foppapedretti Bergamo,13,ARRIGHETTI VALENTINA,Middleblocker,1985,189,ITA,-
2009/2010,A1,Foppapedretti Bergamo,14,LO BIANCO ELEONORA,Setter,1979,171,ITA,-
2009/2010,A1,Foppapedretti Bergamo,15,DEL CORE ANTONELLA,Spiker,1980,182,ITA,-
2009/2010,A1,Foppapedretti Bergamo,18,ZAMBELLI MARINA,Middleblocker,1990,187,ITA,-
2009/2010,A1,MC-Carnaghi Villa Cortese,1,ANZANELLO SARA,Middleblocker,1980,192,ITA,-
2009/2010,A1,MC-Carnaghi Villa Cortese,3,NICORA FRANCESCA,Spiker,1978,182,ITA,-
2009/2010,A1,MC-Carnaghi Villa Cortese,4,BERG LINDSEY,Setter,1980,174,USA,-
2009/2010,A1,MC-Carnaghi Villa Cortese,5,LANZINI ALESSIA,Libero,1981,165,ITA,-
2009/2010,A1,MC-Carnaghi Villa Cortese,6,PINESE ALESSANDRA,Setter,1975,174,ITA,-
2009/2010,A1,MC-Carnaghi Villa Cortese,7,HASALIKOVA MICHAELA,Middleblocker,1984,194,CZE,-
2009/2010,A1,MC-Carnaghi Villa Cortese,8,SECOLO MANUELA,Spiker,1977,181,ITA,-
2009/2010,A1,MC-Carnaghi Villa Cortese,9,BALLARDINI VIVIANA,Spiker,1976,176,ITA,until 17/12/2009
2009/2010,A1,MC-Carnaghi Villa Cortese,10,CARDULLO PAOLA,Libero,1982,162,ITA,-
2009/2010,A1,MC-Carnaghi Villa Cortese,11,LUCIANI NICOLETTA,Middleblocker,1979,185,ITA,-
2009/2010,A1,MC-Carnaghi Villa Cortese,12,AGUERO TAISMARY,Spiker,1977,177,ITA,-
2009/2010,A1,MC-Carnaghi Villa Cortese,13,CRUZ AUREA,Spiker,1982,183,PUR,-
2009/2010,A1,MC-Carnaghi Villa Cortese,14,BOSETTI CATERINA,Spiker,1994,180,ITA,from 22/11/2009
2009/2010,A1,MC-Carnaghi Villa Cortese,15,DURISIC VESNA,Middleblocker,1979,187,SRB,from 30/12/2009
2009/2010,A1,Monte Schiavo Banca Marche Jesi,1,VAGNARELLI PATRIZIA,Spiker,-,0,-,from 12/12/2009
2009/2010,A1,Monte Schiavo Banca Marche Jesi,3,MATALONI MARTINA,Libero,1988,162,ITA,-
2009/2010,A1,Monte Schiavo Banca Marche Jesi,5,SOKOLOVA LIUBOV,Spiker,1977,191,RUS,-
2009/2010,A1,Monte Schiavo Banca Marche Jesi,6,MAZZONI CLAUDIA,Libero,1980,170,ITA,-
2009/2010,A1,Monte Schiavo Banca Marche Jesi,7,NEGRINI CHIARA,Spiker,1979,183,ITA,-
2009/2010,A1,Monte Schiavo Banca Marche Jesi,8,RINIERI SIMONA,Spiker,1977,188,ITA,-
2009/2010,A1,Monte Schiavo Banca Marche Jesi,9,BOWN HEATHER,Middleblocker,1978,192,USA,-
2009/2010,A1,Monte Schiavo Banca Marche Jesi,10,CERIONI MOIRA,Setter,1977,170,ITA,-
2009/2010,A1,Monte Schiavo Banca Marche Jesi,11,DEVETAG FRANCESCA,Middleblocker,1986,186,ITA,-
2009/2010,A1,Monte Schiavo Banca Marche Jesi,13,CALLONI RAFFAELLA,Middleblocker,1983,187,ITA,-
2009/2010,A1,Monte Schiavo Banca Marche Jesi,14,DALL'IGNA STEFANIA,Setter,1984,175,ITA,-
2009/2010,A1,Monte Schiavo Banca Marche Jesi,16,TIROZZI VALENTINA,Spiker,1986,183,ITA,-
2009/2010,A1,RebecchiLupa Piacenza,2,MAZZOCCHI EVA,Libero,1992,170,ITA,-
2009/2010,A1,RebecchiLupa Piacenza,3,CROCE PAOLA,Libero,1978,167,ITA,-
2009/2010,A1,RebecchiLupa Piacenza,5,DALL'ORA CHIARA,Middleblocker,1983,187,ITA,-
2009/2010,A1,RebecchiLupa Piacenza,6,ANGELONI VERONICA,Spiker,1986,186,ITA,until 02/01/2010
2009/2010,A1,RebecchiLupa Piacenza,7,KACZOR JOANNA,Spiker,1984,191,POL,-
2009/2010,A1,RebecchiLupa Piacenza,8,BORRELLI VALENTINA,Spiker,1978,190,ITA,-
2009/2010,A1,RebecchiLupa Piacenza,9,NICOLINI LAURA,Middleblocker,1979,187,ITA,-
2009/2010,A1,RebecchiLupa Piacenza,10,PETRUCCI ALESSANDRA,Setter,1983,184,ITA,-
2009/2010,A1,RebecchiLupa Piacenza,11,STUFI FEDERICA,Middleblocker,1988,186,ITA,-
2009/2010,A1,RebecchiLupa Piacenza,12,BEIER HEIKE,Spiker,1983,184,GER,-
2009/2010,A1,RebecchiLupa Piacenza,13,JERKOV MIA,Spiker,1982,193,CRO,-
2009/2010,A1,RebecchiLupa Piacenza,14,KATIC MARINA,Setter,1983,186,CRO,from 08/12/2009
2009/2010,A1,RebecchiLupa Piacenza,15,KAJALINA ANNA,Spiker,1991,204,EST,-
2009/2010,A1,RebecchiLupa Piacenza,17,RONDON GIULIA,Setter,1987,190,ITA,-
2009/2010,A1,RebecchiLupa Piacenza,18,WENSINK CAROLINE,Middleblocker,1984,186,NED,from 11/01/2010
2009/2010,A1,Riso Scotti Pavia,1,PACHALE HANKA,Spiker,1976,190,GER,-
2009/2010,A1,Riso Scotti Pavia,2,FRONZA ELENA,Spiker,1992,0,-,from 21/03/2010
2009/2010,A1,Riso Scotti Pavia,5,SPINATO ROSSANA,Setter,1977,178,ITA,-
2009/2010,A1,Riso Scotti Pavia,7,FRIGO LAURA,Middleblocker,1990,185,ITA,-
2009/2010,A1,Riso Scotti Pavia,8,CAROCCI LUNA VERONICA,Libero,1988,174,ITA,-
2009/2010,A1,Riso Scotti Pavia,10,HORVATH DORA,Spiker,1988,187,HUN,-
2009/2010,A1,Riso Scotti Pavia,11,DE LELLIS SARA,Setter,1986,180,ITA,-
2009/2010,A1,Riso Scotti Pavia,12,GRIZZO ANNA,Spiker,1984,190,ITA,-
2009/2010,A1,Riso Scotti Pavia,13,POMA CELESTE,Libero,1991,165,ITA,-
2009/2010,A1,Riso Scotti Pavia,14,CAROLI SARA,Middleblocker,1979,180,ITA,-
2009/2010,A1,Riso Scotti Pavia,15,FERNANDEZ NAVARRO AMARANTA,Middleblocker,1983,188,ESP,-
2009/2010,A1,Riso Scotti Pavia,17,IKIC MATEA,Spiker,1989,185,CRO,-
2009/2010,A1,Riso Scotti Pavia,18,MATUSZKOVA TEREZA,Spiker,1982,190,CZE,-
2009/2010,A1,Scavolini Pesaro,1,USIC SENNA,Spiker,1986,190,CRO,-
2009/2010,A1,Scavolini Pesaro,3,GARZARO ILARIA,Middleblocker,1986,189,ITA,-
2009/2010,A1,Scavolini Pesaro,5,MARI FRANCESCA,Setter,1983,182,ITA,-
2009/2010,A1,Scavolini Pesaro,6,WIJNHOVEN ELKE,Libero,1981,170,NED,-
2009/2010,A1,Scavolini Pesaro,7,SKOWRONSKA KATARZYNA,Spiker,1983,187,POL,-
2009/2010,A1,Scavolini Pesaro,8,SACCOMANI LAURA,Spiker,1991,191,ITA,-
2009/2010,A1,Scavolini Pesaro,9,MARINKOVIC DRAGANA,Middleblocker,1982,196,SRB,-
2009/2010,A1,Scavolini Pesaro,10,FERRETTI FRANCESCA,Setter,1984,180,ITA,-
2009/2010,A1,Scavolini Pesaro,11,BOSCOSCURO MARTINA,Libero,1988,165,ITA,-
2009/2010,A1,Scavolini Pesaro,12,COSTAGRANDE CAROLINA,Spiker,1980,186,ITA,-
2009/2010,A1,Scavolini Pesaro,13,USIC MARIJA,Spiker,1992,184,CRO,-
2009/2010,A1,Scavolini Pesaro,14,GUIGGI MARTINA,Middleblocker,1984,188,ITA,-
2009/2010,A1,Yamamay Busto Arsizio,3,FERNANDINHA CRISTINA FERNANDA FERREIRA,Setter,1980,175,BRA,-
2009/2010,A1,Yamamay Busto Arsizio,4,VALERIANO FEDERICA,Spiker,1985,179,ITA,-
2009/2010,A1,Yamamay Busto Arsizio,5,KIM MI NA,Setter,1984,176,ITA,-
2009/2010,A1,Yamamay Busto Arsizio,6,TURLEA CARMEN,Spiker,1975,185,ROM,-
2009/2010,A1,Yamamay Busto Arsizio,7,KOVACOVA KATARINA,Middleblocker,1981,187,ITA,-
2009/2010,A1,Yamamay Busto Arsizio,8,DECORDI GIULIA,Spiker,1986,184,ITA,from 11/01/2010
2009/2010,A1,Yamamay Busto Arsizio,8,ZINGARO SERENA,Spiker,1993,182,ITA,-
2009/2010,A1,Yamamay Busto Arsizio,10,CAMPANARI BARBARA,Middleblocker,1980,191,ITA,-
2009/2010,A1,Yamamay Busto Arsizio,11,OKAKA STEFANIA,Spiker,1989,183,ITA,-
2009/2010,A1,Yamamay Busto Arsizio,13,BORRI MAURIZIA,Libero,1977,177,ITA,-
2009/2010,A1,Yamamay Busto Arsizio,14,CRISANTI LUCIA,Middleblocker,1986,186,ITA,-
2009/2010,A1,Yamamay Busto Arsizio,15,DE LUCA BARBARA,Spiker,1975,185,ITA,-
2009/2010,A1,Yamamay Busto Arsizio,16,HAVELKOVA HELENA,Spiker,1988,188,CZE,-
2009/2010,A1,Zoppas Industries Conegliano,2,BRAKOCEVIC CANZIAN JOVANA,Spiker,1988,196,SRB,-
2009/2010,A1,Zoppas Industries Conegliano,3,GHISELLINI SIMONA,Setter,1974,170,ITA,-
2009/2010,A1,Zoppas Industries Conegliano,4,WILSON MAKARE WASA MARY,Middleblocker,1976,188,USA,-
2009/2010,A1,Zoppas Industries Conegliano,7,MARCON FRANCESCA,Spiker,1983,180,ITA,-
2009/2010,A1,Zoppas Industries Conegliano,8,DO CARMO BRAGA LUCIANA,Spiker,1979,185,BRA,-
2009/2010,A1,Zoppas Industries Conegliano,9,MANZANO ELISA,Middleblocker,1985,187,ITA,-
2009/2010,A1,Zoppas Industries Conegliano,10,PAVAN SARAH,Spiker,1986,196,CAN,-
2009/2010,A1,Zoppas Industries Conegliano,11,MARTINUZZO LINDA,Middleblocker,1992,188,ITA,from 28/01/2010
2009/2010,A1,Zoppas Industries Conegliano,12,ROSSETTO CARLA,Libero,1984,168,ITA,-
2009/2010,A1,Zoppas Industries Conegliano,13,SANGIULIANO RACHELE,Setter,1981,183,ITA,-
2009/2010,A1,Zoppas Industries Conegliano,15,POSITELLO STEFANIA,Middleblocker,1984,190,ITA,until 07/01/2010
2009/2010,A1,Zoppas Industries Conegliano,17,DAMINATO CARLOTTA,Libero,1993,160,ITA,-
2009/2010,A1,Zoppas Industries Conegliano,18,BENAZZI GIADA,Spiker,1992,180,ITA,-
2009/2010,A2,All Fin Cfl Volta Mantovana,1,KAPTURSKA JOANNA,Spiker,1986,184,POL,-
2009/2010,A2,All Fin Cfl Volta Mantovana,2,BRAGAGLIA ANTONELLA,Middleblocker,1973,184,ITA,-
2009/2010,A2,All Fin Cfl Volta Mantovana,3,MIGLIAVACCA LAURA,Spiker,1986,175,ITA,-
2009/2010,A2,All Fin Cfl Volta Mantovana,6,CREPALDI LAURA,Spiker,1982,180,ITA,-
2009/2010,A2,All Fin Cfl Volta Mantovana,7,VINDEVOGHEL LIESBET,Spiker,1979,189,BEL,-
2009/2010,A2,All Fin Cfl Volta Mantovana,9,MARINELLI EVELYN,Libero,1974,175,ITA,-
2009/2010,A2,All Fin Cfl Volta Mantovana,10,BRUSEGAN ROBERTA,Middleblocker,1986,188,ITA,-
2009/2010,A2,All Fin Cfl Volta Mantovana,11,ZANIN VALERIA,Setter,1984,175,ITA,-
2009/2010,A2,All Fin Cfl Volta Mantovana,12,LOMBARDO GILDA,Spiker,1989,180,ITA,-
2009/2010,A2,All Fin Cfl Volta Mantovana,13,COLOMBI ALESSANDRA,Setter,1983,172,ITA,-
2009/2010,A2,All Fin Cfl Volta Mantovana,16,BENATO MARIAEUGENIA,Libero,1993,163,ITA,-
2009/2010,A2,All Fin Cfl Volta Mantovana,18,MALVESTITO SERENA,Middleblocker,1988,185,ITA,-
2009/2010,A2,Aprilia Volley,1,ZAMORA GIL MARTHA MARIA,Spiker,1983,187,ITA,-
2009/2010,A2,Aprilia Volley,2,MUNARI STEFANIA,Spiker,1978,185,ITA,-
2009/2010,A2,Aprilia Volley,3,CASUSCELLI STEFANIA,Middleblocker,1975,184,ITA,-
2009/2010,A2,Aprilia Volley,4,VETRI ALMA,Setter,1985,182,ITA,-
2009/2010,A2,Aprilia Volley,5,CORJEUTANU MIRELA,Spiker,1977,192,ROM,-
2009/2010,A2,Aprilia Volley,6,GARCIA ZULETA LORENA ALEXANDRA,Middleblocker,1981,192,COL,-
2009/2010,A2,Aprilia Volley,7,PAPPACENA FEDERICA,Spiker,1985,173,ITA,-
2009/2010,A2,Aprilia Volley,8,TANTURLI GIORGIA,Setter,1981,168,ITA,-
2009/2010,A2,Aprilia Volley,9,PINCI SIMONA,Libero,1992,173,ITA,-
2009/2010,A2,Aprilia Volley,10,RAVETTA MONICA,Spiker,1985,185,ITA,from 07/01/2010
2009/2010,A2,Aprilia Volley,11,PIATTELLA MARTINA,Setter,1987,172,ITA,-
2009/2010,A2,Aprilia Volley,12,LUCIOLI ELISA,Spiker,1986,178,ITA,-
2009/2010,A2,Aprilia Volley,14,CELLA ELISA,Spiker,1982,186,ITA,-
2009/2010,A2,Aprilia Volley,17,DE GENNARO MONICA,Libero,1987,173,ITA,-
2009/2010,A2,Aprilia Volley,18,MUSTI DE GENNARO LULAMA,Middleblocker,1983,185,ITA,-
2009/2010,A2,Buzzi & Buzzi Busnago,1,BRUNO BENEDETTA,Middleblocker,1984,192,ITA,-
2009/2010,A2,Buzzi & Buzzi Busnago,3,FASOLI FRANCESCA,Middleblocker,1982,187,ITA,-
2009/2010,A2,Buzzi & Buzzi Busnago,5,FRANCO ESTER,Spiker,1979,188,ITA,-
2009/2010,A2,Buzzi & Buzzi Busnago,6,GRANDI CHIARA,Setter,1981,175,ITA,-
2009/2010,A2,Buzzi & Buzzi Busnago,7,GHILARDI ALESSIA,Libero,1979,165,ITA,-
2009/2010,A2,Buzzi & Buzzi Busnago,8,BROGNOLI ILARIA,Spiker,1980,174,ITA,-
2009/2010,A2,Buzzi & Buzzi Busnago,9,MISSAGLIA SILVIA,Middleblocker,1987,180,ITA,-
2009/2010,A2,Buzzi & Buzzi Busnago,9,STUCCHI SARA,Middleblocker,1994,179,ITA,from 31/01/2010
2009/2010,A2,Buzzi & Buzzi Busnago,10,BONETTI MARIKA,Spiker,1984,177,ITA,-
2009/2010,A2,Buzzi & Buzzi Busnago,13,PADUA IRENE,Spiker,1989,183,ITA,-
2009/2010,A2,Buzzi & Buzzi Busnago,14,GUIDI ELENA,Setter,1989,180,ITA,-
2009/2010,A2,Buzzi & Buzzi Busnago,15,PARIS LARA,Libero,1994,158,ITA,from 31/01/2010
2009/2010,A2,Buzzi & Buzzi Busnago,18,SORAIA NEUDIL DOS SANTOS,Spiker,1984,191,BRA,-
2009/2010,A2,Cariparma SiGrade Parma,1,SACCO BEATRICE,Libero,1983,169,ITA,-
2009/2010,A2,Cariparma SiGrade Parma,2,GIORIA SONIA,Setter,1978,173,ITA,-
2009/2010,A2,Cariparma SiGrade Parma,5,CROZZOLIN ALESSANDRA,Middleblocker,1977,186,ITA,-
2009/2010,A2,Cariparma SiGrade Parma,6,DANIELE ALESSANDRA,Spiker,1993,190,ITA,-
2009/2010,A2,Cariparma SiGrade Parma,7,CONTI ANDREA CAROLINA,Spiker,1982,193,ITA,-
2009/2010,A2,Cariparma SiGrade Parma,8,BRUSSA NATALIA GUADALUPE,Spiker,1985,188,ITA,-
2009/2010,A2,Cariparma SiGrade Parma,9,SANTINI ALICE,Spiker,1984,181,ITA,-
2009/2010,A2,Cariparma SiGrade Parma,10,GIBERTINI GIULIA,Libero,1984,170,ITA,-
2009/2010,A2,Cariparma SiGrade Parma,11,CIRILLI ELIANA,Spiker,1987,185,ITA,-
2009/2010,A2,Cariparma SiGrade Parma,12,CORNA STEFANIA,Setter,1990,192,ITA,-
2009/2010,A2,Cariparma SiGrade Parma,13,CASPRINI MARTINA,Middleblocker,1993,186,ITA,-
2009/2010,A2,Cariparma SiGrade Parma,14,TRAVAGLINI ALESSIA,Middleblocker,1988,190,ITA,-
2009/2010,A2,Cariparma SiGrade Parma,15,NAPOLITANO SENKOVA JANA,Spiker,1982,182,CZE,-
2009/2010,A2,Cariparma SiGrade Parma,18,ELLI MARIA LUISA,Middleblocker,1985,186,ITA,-
2009/2010,A2,Cedat 85 San Vito,2,POSITELLO STEFANIA,Middleblocker,1984,190,ITA,from 09/01/2010
2009/2010,A2,Cedat 85 San Vito,3,REPICE VITTORIA,Middleblocker,1986,185,ITA,-
2009/2010,A2,Cedat 85 San Vito,4,ELISANGELA PEREIRA DE SOUZA PAULINO,Spiker,1980,187,BRA,-
2009/2010,A2,Cedat 85 San Vito,5,RYNK ALEKSANDRA,Setter,1988,178,ITA,-
2009/2010,A2,Cedat 85 San Vito,6,HECHAVARRIA ROSA MARIA,Spiker,1982,183,ITA,-
2009/2010,A2,Cedat 85 San Vito,6,CARBONE IOLE,Spiker,1993,182,ITA,from 24/01/2010
2009/2010,A2,Cedat 85 San Vito,7,HANUSIC SANJA,Spiker,1986,183,SRB,-
2009/2010,A2,Cedat 85 San Vito,8,MAZZOTTA SONIA,Middleblocker,1993,0,-,from 11/10/2009
2009/2010,A2,Cedat 85 San Vito,9,ARICÒ RAMONA,Spiker,1985,187,ITA,-
2009/2010,A2,Cedat 85 San Vito,10,ZANOTTI BEATRICE,Middleblocker,1976,188,ITA,-
2009/2010,A2,Cedat 85 San Vito,11,PESCE VALERIA,Setter,1988,178,ITA,-
2009/2010,A2,Cedat 85 San Vito,12,ZINGARELLO VANESSA,Middleblocker,1993,0,-,from 29/11/2009
2009/2010,A2,Cedat 85 San Vito,13,FACCHINETTI FABIOLA,Middleblocker,1989,182,ITA,-
2009/2010,A2,Cedat 85 San Vito,14,QUINTINI BEATRICE,Spiker,1989,165,ITA,-
2009/2010,A2,Cedat 85 San Vito,15,SCILLIA VALENTINA,Libero,1981,160,ITA,-
2009/2010,A2,Edilcost Ancona,2,RECCHI SILVIA,Setter,1976,167,ITA,from 09/01/2010 AL 15/02/2010
2009/2010,A2,Edilcost Ancona,3,CHIAPPA ELEONORA,Setter,1971,174,ITA,-
2009/2010,A2,Edilcost Ancona,4,ZANNINI SARA,Libero,1991,170,ITA,-
2009/2010,A2,Edilcost Ancona,5,CEPPITELLI CATIA,Middleblocker,1986,184,ITA,-
2009/2010,A2,Edilcost Ancona,6,PETTINARI VALENTINA,Middleblocker,1980,190,ITA,-
2009/2010,A2,Edilcost Ancona,7,ALESSANDRINI ERIKA,Spiker,1979,187,ITA,-
2009/2010,A2,Edilcost Ancona,8,MARTINI ALICE,Spiker,1987,181,ITA,-
2009/2010,A2,Edilcost Ancona,9,FILIPOVICS ANITA,Middleblocker,1988,192,HUN,-
2009/2010,A2,Edilcost Ancona,10,MARCACCI LUCIA,Setter,1983,173,ITA,-
2009/2010,A2,Edilcost Ancona,12,ZEBI LAURA,Spiker,1984,177,ITA,-
2009/2010,A2,Edilcost Ancona,13,CAMARDA ALESSANDRA,Libero,1988,174,ITA,-
2009/2010,A2,Edilcost Ancona,14,TRILLINI SILVIA,Spiker,1985,173,ITA,-
2009/2010,A2,Edilcost Ancona,15,SUSTRING TITIA,Spiker,1979,187,NED,-
2009/2010,A2,Infotel Forlì,1,LAGHI MARY GRACE,Setter,1986,167,ITA,-
2009/2010,A2,Infotel Forlì,2,AGOSTINETTO GIULIA,Setter,1987,179,ITA,-
2009/2010,A2,Infotel Forlì,3,LO CASCIO ALICE,Spiker,1988,185,ITA,-
2009/2010,A2,Infotel Forlì,4,POLI TANIA,Spiker,1978,181,ITA,-
2009/2010,A2,Infotel Forlì,5,PIOLANTI ALICE,Middleblocker,1987,188,ITA,-
2009/2010,A2,Infotel Forlì,6,MORETTI JESSICA,Libero,1989,164,ITA,-
2009/2010,A2,Infotel Forlì,7,CAPONI MANUELA,Middleblocker,1979,186,ITA,-
2009/2010,A2,Infotel Forlì,9,VECCHI CRISTINA,Libero,1983,170,ITA,-
2009/2010,A2,Infotel Forlì,10,MATTHES ANNE,Spiker,1985,182,GER,-
2009/2010,A2,Infotel Forlì,11,IHNATSIUK KSENIYA,Middleblocker,1989,184,ITA,-
2009/2010,A2,Infotel Forlì,12,WITTOCK JOLIEN,Spiker,1990,188,BEL,-
2009/2010,A2,Infotel Forlì,14,JANKOVIC MIA,Spiker,1985,185,CRO,-
2009/2010,A2,Kathy Van Zeeland Donoratico,1,GARCIA MARQUEZ ELENA,Spiker,1979,188,ESP,-
2009/2010,A2,Kathy Van Zeeland Donoratico,2,WOOD ANICIA,Middleblocker,1985,186,BAR,-
2009/2010,A2,Kathy Van Zeeland Donoratico,3,NANNINI OMBRETTA,Spiker,1973,177,ITA,-
2009/2010,A2,Kathy Van Zeeland Donoratico,4,PASQUADIBISCEGLIE GIULIA,Spiker,1991,181,ITA,-
2009/2010,A2,Kathy Van Zeeland Donoratico,5,FIDANZI GIULIA,Spiker,1988,174,ITA,-
