Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2009/2010,A1,Regular_Season,1st,1,1,2801,18/10/2009,20:15,1242,5067,C,Scavolini Pesaro,Pesaro,1,Usic Senna,-,-,6.1,1,1,-,-,-,4,2,1,5,-,-,19,2,0.53,0.37,11,1,-,4,0.36,-,-
2009/2010,A1,Regular_Season,1st,1,1,2801,18/10/2009,20:15,1242,5067,C,Scavolini Pesaro,Pesaro,3,Garzaro Ilaria,-,-,6.6,5,5,2,-,-,10,3,7,10,1,-,-,-,-,-,13,-,1,7,0.54,1,3
2009/2010,A1,Regular_Season,1st,1,1,2801,18/10/2009,20:15,1242,5067,C,Scavolini Pesaro,Pesaro,5,Mari Francesca,-,-,-,*,*,*,-,-,1,1,-1,12,-,1,-,-,-,-,3,1,-,-,-,1,-
2009/2010,A1,Regular_Season,1st,1,1,2801,18/10/2009,20:15,1242,5067,C,Scavolini Pesaro,Pesaro,6,Wijnhoven Elke,L,-,-,*,*,*,-,-,-,-,-,-,-,-,10,-,0.8,0.5,-,-,-,-,-,-,-
2009/2010,A1,Regular_Season,1st,1,1,2801,18/10/2009,20:15,1242,5067,C,Scavolini Pesaro,Pesaro,7,Skowronska Katarzyna,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2009/2010,A1,Regular_Season,1st,1,1,2801,18/10/2009,20:15,1242,5067,C,Scavolini Pesaro,Pesaro,8,Saccomani Laura,-,-,5.9,4,4,1,-,-,14,4,4,9,-,-,12,2,0.25,0.08,32,3,4,12,0.38,1,2
2009/2010,A1,Regular_Season,1st,1,1,2801,18/10/2009,20:15,1242,5067,C,Scavolini Pesaro,Pesaro,9,Marinkovic Dragana,-,-,5.9,6,6,3,-,-,1,-,-3,4,-,-,-,-,-,-,15,2,1,1,0.07,1,-
2009/2010,A1,Regular_Season,1st,1,1,2801,18/10/2009,20:15,1242,5067,C,Scavolini Pesaro,Pesaro,10,Ferretti Francesca,-,-,6.2,3,3,6,-,-,3,2,-,6,-,1,-,-,-,-,3,1,-,1,0.33,2,1
2009/2010,A1,Regular_Season,1st,1,1,2801,18/10/2009,20:15,1242,5067,C,Scavolini Pesaro,Pesaro,11,Boscoscuro Martina,-,-,-,*,*,*,-,-,-,-,-1,8,1,-,2,-,1,0.5,-,-,-,-,-,-,-
2009/2010,A1,Regular_Season,1st,1,1,2801,18/10/2009,20:15,1242,5067,C,Scavolini Pesaro,Pesaro,12,Costagrande Carolina,-,-,6.4,*,*,4,-,-,10,5,4,4,-,-,25,2,0.56,0.2,22,2,2,8,0.36,-,2
