Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2009/2010,A1,Supercoppa,Final,-,-,72,20/9/2009,18:00,3100,24000,C,CoprAtlantide Piacenza,Piacenza,3,2,8,16,21,25,5,11,16,19,6,16,21,24,8,13,18,26,8,15,18,20,7,16,21,25,8,16,21,25,4,9,14,20,3,10,11,20,5,9,12,18,77,25,30,113,24,7,82,6,0.66,0.48,112,10,7,64,0.57,-,6
2009/2010,A1,Supercoppa,Final,-,-,72,20/9/2009,18:00,3100,24000,O,Lube Banca Marche Macerata,Lube,2,3,5,11,16,19,8,16,21,25,8,13,18,26,6,16,21,24,7,16,21,25,8,15,18,20,4,9,14,20,8,16,21,25,5,9,12,18,3,10,11,20,74,20,25,109,27,5,89,8,0.64,0.39,105,8,6,62,0.59,-,7
2009/2010,A1,Coppa_Italia,Quarter,-,-,2781,30/12/2009,20:30,2779,29574,C,Itas Diatec Trentino,Trento,3,0,6,16,21,25,8,15,18,22,7,16,21,25,8,11,14,19,8,16,21,25,4,10,15,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,17,32,74,8,5,50,5,0.7,0.48,64,5,1,40,0.63,-,6
2009/2010,A1,Coppa_Italia,Quarter,-,-,2781,30/12/2009,20:30,2779,29574,O,RPA-LuigiBacchi.it Perugia,Perugia Umbria,0,3,8,15,18,22,6,16,21,25,8,11,14,19,7,16,21,25,4,10,15,20,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,11,14,62,12,4,66,5,0.48,0.29,87,11,6,44,0.51,-,1
2009/2010,A1,Coppa_Italia,Quarter,-,-,2782,30/12/2009,20:30,2582,18184,C,Bre Banca Lannutti Cuneo,Cuneo,3,2,5,9,12,16,8,16,21,25,7,14,20,21,8,16,21,25,8,16,21,25,4,12,16,17,7,16,21,25,8,13,17,19,5,10,12,15,3,9,11,13,69,25,20,102,23,6,82,6,0.61,0.37,111,8,9,57,0.51,-,6
2009/2010,A1,Coppa_Italia,Quarter,-,-,2782,30/12/2009,20:30,2582,18184,O,Acqua Paradiso Monza,Monza Brianza,2,3,8,16,21,25,5,9,12,16,8,16,21,25,7,14,20,21,4,12,16,17,8,16,21,25,8,13,17,19,7,16,21,25,3,9,11,13,5,10,12,15,67,25,15,99,17,6,79,8,0.67,0.44,111,15,6,52,0.47,-,9
2009/2010,A1,Coppa_Italia,Quarter,-,-,2783,30/12/2009,20:30,1374,5771,C,Sisley Treviso,Treviso,3,0,8,16,21,25,2,5,16,21,8,16,21,25,5,15,18,23,8,13,21,25,7,16,20,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,22,27,73,9,4,57,7,0.61,0.37,86,5,9,46,0.53,-,7
2009/2010,A1,Coppa_Italia,Quarter,-,-,2783,30/12/2009,20:30,1374,5771,O,CoprAtlantide Piacenza,Piacenza,0,3,2,5,16,21,8,16,21,25,5,15,18,23,8,16,21,25,7,16,20,21,8,13,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,19,20,67,10,3,64,6,0.39,0.25,78,7,7,38,0.49,-,9
2009/2010,A1,Coppa_Italia,Quarter,-,-,2784,30/12/2009,20:30,3996,27081,C,Trenkwalder Modena,Modena,3,2,6,16,21,25,8,15,16,17,7,12,20,23,8,16,21,25,6,16,21,25,8,13,17,21,6,15,18,23,8,16,21,25,4,10,12,15,5,9,11,13,81,27,43,110,15,5,82,8,0.44,0.12,121,7,8,65,0.54,-,11
2009/2010,A1,Coppa_Italia,Quarter,-,-,2784,30/12/2009,20:30,3996,27081,O,Lube Banca Marche Macerata,Lube,2,3,8,15,16,17,6,16,21,25,8,16,21,25,7,12,20,23,8,13,17,21,6,16,21,25,8,16,21,25,6,15,18,23,5,9,11,13,4,10,12,15,79,20,34,102,20,7,95,7,0.48,0.15,126,7,11,64,0.51,-,8
