Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2008/2009,A1,Regular_Season,1st,1,1,0,12/10/2008,18:00,1102,8951,C,Scavolini Pesaro,Pesaro,3,1,8,16,21,25,5,12,16,16,6,16,21,27,8,15,20,29,8,16,21,25,6,15,19,23,8,16,21,25,4,11,13,15,-,-,-,-,-,-,-,-,88,36,64,101,9,6,78,1,0.63,0.36,139,9,5,69,0.5,-,13
2008/2009,A1,Regular_Season,1st,1,1,0,12/10/2008,18:00,1102,8951,O,Riso Scotti Pavia,Pavia Villanterio,1,3,5,12,16,16,8,16,21,25,8,15,20,29,6,16,21,27,6,15,19,23,8,16,21,25,4,11,13,15,8,16,21,25,-,-,-,-,-,-,-,-,64,19,30,84,6,1,92,6,0.66,0.39,156,9,13,58,0.37,-,5
2008/2009,A1,Regular_Season,1st,1,2,0,12/10/2008,18:00,2550,4896,C,Asystel Volley Novara,Novara Trecate,1,3,7,10,16,18,8,16,21,25,8,16,21,25,4,11,19,23,7,12,17,21,8,16,21,25,8,14,17,20,7,16,21,25,-,-,-,-,-,-,-,-,69,25,22,84,14,2,91,5,0.69,0.49,170,16,11,50,0.29,1,17
2008/2009,A1,Regular_Season,1st,1,2,0,12/10/2008,18:00,2550,4896,O,Cgf Recycle Florens Castellana Grotte,Castellana Grotte,3,1,8,16,21,25,7,10,16,18,4,11,19,23,8,16,21,25,8,16,21,25,7,12,17,21,7,16,21,25,8,14,17,20,-,-,-,-,-,-,-,-,65,27,28,97,6,-,70,6,0.76,0.59,158,6,17,54,0.34,2,11
2008/2009,A1,Regular_Season,1st,1,3,0,11/10/2008,16:30,1305,1157,C,Minetti Vicenza,Vicenza,2,3,8,15,18,25,7,16,21,23,6,12,20,23,8,16,21,25,8,15,21,25,5,16,20,23,6,11,19,20,8,16,21,25,0,1,4,5,5,10,12,15,61,23,23,96,8,4,103,7,0.59,0.42,152,11,12,52,0.34,-,5
2008/2009,A1,Regular_Season,1st,1,3,0,11/10/2008,16:30,1305,1157,O,Monte Schiavo Banca Marche Jesi,Jesi,3,2,7,16,21,23,8,15,18,25,8,16,21,25,6,12,20,23,5,16,20,23,8,15,21,25,8,16,21,25,6,11,19,20,5,10,12,15,0,1,4,5,84,38,40,111,12,5,94,8,0.69,0.53,163,16,5,67,0.41,3,12
2008/2009,A1,Regular_Season,1st,1,4,0,12/10/2008,18:00,1584,5296,C,Yamamay Busto Arsizio,Busto Arsizio Uyba,3,0,8,15,21,25,3,16,20,23,8,16,21,25,3,10,12,15,6,16,21,25,8,15,18,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,22,31,73,6,4,55,4,0.69,0.49,105,5,6,44,0.42,1,6
2008/2009,A1,Regular_Season,1st,1,4,0,12/10/2008,18:00,1584,5296,O,Solo Affitti Tradeco Cesena,Cesena,0,3,3,16,20,23,8,15,21,25,3,10,12,15,8,16,21,25,8,15,18,23,6,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,16,21,61,6,3,67,4,0.75,0.51,107,11,6,40,0.37,1,6
2008/2009,A1,Regular_Season,1st,1,5,0,12/10/2008,18:00,1572,9357,C,Foppapedretti Bergamo,Volley Bergamo,3,0,8,16,21,25,5,11,13,17,8,16,21,25,7,14,20,23,6,16,21,25,8,15,19,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,23,34,73,3,-,57,3,0.77,0.4,124,9,8,49,0.4,1,9
2008/2009,A1,Regular_Season,1st,1,5,0,12/10/2008,18:00,1572,9357,O,Zoppas Industries Conegliano,Conegliano,0,3,5,11,13,17,8,16,21,25,7,14,20,23,8,16,21,25,8,15,19,22,6,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,16,22,63,6,2,70,-,0.77,0.51,115,9,9,36,0.31,-,8
