Season,Division,Team,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2
2008/2009,A1,Rpa-Luigibacchi.It Perugia,10,SINTINI Giacomo,Setter,1979,196,RA,ITA,-,-
2008/2009,A1,Rpa-Luigibacchi.It Perugia,11,FELIZARDO Renato,Middleblocker,1978,200,BRA,BRA,-,-
2008/2009,A1,Rpa-Luigibacchi.It Perugia,12,PIPPI Damiano,Libero,1971,194,PG,ITA,-,-
2008/2009,A1,Rpa-Luigibacchi.It Perugia,13,VUJEVIC Goran,Spiker,1973,192,MNE,MNE,-,-
2008/2009,A1,Rpa-Luigibacchi.It Perugia,14,STOKR Jan,Spiker,1983,205,CZE,CZE,-,-
2008/2009,A1,Rpa-Luigibacchi.It Perugia,15,FANULI Fabio,Libero,1985,190,TA,ITA,-,-
2008/2009,A1,Rpa-Luigibacchi.It Perugia,16,BOVOLENTA Vigor,Middleblocker,1974,202,RO,ITA,-,-
2008/2009,A1,Rpa-Luigibacchi.It Perugia,17,BOTTI Massimo,Middleblocker,1973,196,PC,ITA,-,-
2008/2009,A1,Rpa-Luigibacchi.It Perugia,18,LIPPARINI Marco,Spiker,1987,190,PG,ITA,until 23/10/2008,trasferito a Gherardi Cartoedit Tratos Città Di Castello
2008/2009,A1,Sisley Treviso,1,BORTOLOZZO Matteo,Middleblocker,1989,199,PD,ITA,from 31/01/2009,-
2008/2009,A1,Sisley Treviso,2,DOLFO Ludovico,Spiker,1989,195,TV,ITA,from 28/11/2008,-
2008/2009,A1,Sisley Treviso,3,FEI Alessandro,Spiker,1978,204,VA,ITA,-,-
2008/2009,A1,Sisley Treviso,5,HUBNER Stefan,Middleblocker,1975,200,GER,GER,-,-
2008/2009,A1,Sisley Treviso,6,PAPI Samuele,Spiker,1973,191,AN,ITA,-,-
2008/2009,A1,Sisley Treviso,7,FARINA Alessandro,Libero,1976,182,PR,ITA,-,-
2008/2009,A1,Sisley Treviso,8,KOHUT Emanuel,Middleblocker,1982,205,SVK,SVK,-,-
2008/2009,A1,Sisley Treviso,10,SAITTA Davide,Setter,1987,188,CT,ITA,-,-
2008/2009,A1,Sisley Treviso,11,CAPRA Michele,Spiker,1985,198,TN,ITA,until 28/11/2008,-
2008/2009,A1,Sisley Treviso,12,ANTONOV Oleg,Spiker,1988,198,RUS,ITA,-,-
2008/2009,A1,Sisley Treviso,13,ENDRES Gustavo,Middleblocker,1975,203,BRA,BRA,-,-
2008/2009,A1,Sisley Treviso,14,SALMON Riley,Spiker,1976,197,USA,USA,from 04/03/2009,-
2008/2009,A1,Sisley Treviso,15,CISOLLA Alberto,Spiker,1977,197,TV,ITA,-,-
2008/2009,A1,Sisley Treviso,16,DALDELLO Matteo,Libero,1985,185,TV,ITA,-,-
2008/2009,A1,Sisley Treviso,17,GARCIA Ricardo,Setter,1975,186,BRA,BRA,-,-
2008/2009,A1,Sisley Treviso,18,GALLOTTA Cosimo,Spiker,1977,195,SA,ITA,-,-
2008/2009,A1,Stamplast Martina Franca,1,RICCIARDELLO Antonio,Libero,1986,188,ME,ITA,-,-
2008/2009,A1,Stamplast Martina Franca,2,COSCIONE Manuel,Setter,1980,188,CN,ITA,-,-
2008/2009,A1,Stamplast Martina Franca,3,MOLTÒ Jose Luis,Middleblocker,1975,206,ESP,ESP,-,-
2008/2009,A1,Stamplast Martina Franca,5,STANCU Sergiu,Middleblocker,1982,204,ROM,ROM,-,-
2008/2009,A1,Stamplast Martina Franca,6,CERNIC Matej,Spiker,1978,194,GO,ITA,-,-
2008/2009,A1,Stamplast Martina Franca,7,VULIN Sime,Middleblocker,1983,210,CRO,CRO,until 13/11/2008,-
2008/2009,A1,Stamplast Martina Franca,9,GUGLIELMI Francesco,Libero,1972,191,TA,ITA,-,-
2008/2009,A1,Stamplast Martina Franca,10,STOIJKOVIC Milos,Spiker,1987,200,SRB,SRB,-,-
2008/2009,A1,Stamplast Martina Franca,11,MASTRANGELO Luigi,Middleblocker,1975,202,TA,ITA,from 31/10/2008,-
2008/2009,A1,Stamplast Martina Franca,12,CORSINI Francesco,Middleblocker,1979,202,PG,ITA,from 03/12/2008,proveniente da Sp Catania
2008/2009,A1,Stamplast Martina Franca,13,SEQUEIRA Valdir,Spiker,1981,195,POR,POR,-,-
2008/2009,A1,Stamplast Martina Franca,14,QUARTARONE Davide,Setter,1986,196,RG,ITA,-,-
2008/2009,A1,Stamplast Martina Franca,15,FURTADO Bruno Augusto,Spiker,1978,196,BRA,BRA,from 10/02/2009,-
2008/2009,A1,Stamplast Martina Franca,16,GRANVORKA Frantz,Spiker,1976,195,FRA,FRA,until 27/01/2009,-
2008/2009,A1,Stamplast Martina Franca,18,RODRIGUEZ Israel,Spiker,1981,194,ESP,ESP,-,-
2008/2009,A1,Tonno Callipo Vibo Valentia,1,DITLEVSEN Mads Hatman,Spiker,1984,200,DEN,DEN,-,-
2008/2009,A1,Tonno Callipo Vibo Valentia,3,CONTRERAS Elvis,Spiker,1984,188,DOM,DOM,-,-
2008/2009,A1,Tonno Callipo Vibo Valentia,5,COZZI Paolo,Middleblocker,1980,200,MI,ITA,-,-
2008/2009,A1,Tonno Callipo Vibo Valentia,6,SAMMELVUO Tuomas,Spiker,1976,195,FIN,FIN,-,-
2008/2009,A1,Tonno Callipo Vibo Valentia,7,VIEIRA DE OLIVEIRA Raphael,Setter,1979,190,BRA,BRA,-,-
2008/2009,A1,Tonno Callipo Vibo Valentia,8,FERRARO Antonio,Libero,1973,197,CZ,ITA,-,-
2008/2009,A1,Tonno Callipo Vibo Valentia,10,DIAZ Luis Augusto,Spiker,1983,195,VEN,VEN,-,-
2008/2009,A1,Tonno Callipo Vibo Valentia,11,SIMEONOV Ventceslav,Spiker,1977,200,BUL,ITA,-,-
2008/2009,A1,Tonno Callipo Vibo Valentia,13,DIVIS Peter,Spiker,1978,200,SVK,SVK,-,-
2008/2009,A1,Tonno Callipo Vibo Valentia,14,BARONE Rocco,Middleblocker,1987,200,RC,ITA,-,-
2008/2009,A1,Tonno Callipo Vibo Valentia,15,SHUMOV Konstantin,Middleblocker,1985,205,RUS,FIN,-,-
2008/2009,A1,Tonno Callipo Vibo Valentia,16,BOZIDIS Theodoros,Setter,1973,196,GRE,GRE,-,-
2008/2009,A1,Tonno Callipo Vibo Valentia,18,CICOLA Fosco,Libero,1974,192,RM,ITA,-,-
2008/2009,A1,Trenkwalder Modena,1,LEE David,Middleblocker,1982,203,USA,USA,-,-
2008/2009,A1,Trenkwalder Modena,2,CIABATTINI Edoardo,Libero,1989,180,PI,ITA,-,-
2008/2009,A1,Trenkwalder Modena,3,TENCATI Luca,Middleblocker,1979,200,CR,ITA,-,-
2008/2009,A1,Trenkwalder Modena,5,KOOISTRA Wytze,Spiker,1982,209,NED,NED,-,-
2008/2009,A1,Trenkwalder Modena,6,RINALDI Pietro,Libero,1972,197,RM,ITA,-,-
2008/2009,A1,Trenkwalder Modena,7,DENNIS Angel,Spiker,1977,193,CUB,ITA,-,-
2008/2009,A1,Trenkwalder Modena,8,SARTORETTI Andrea,Spiker,1971,194,PG,ITA,-,-
2008/2009,A1,Trenkwalder Modena,9,SANTOS Sidnei Sidao,Middleblocker,1982,203,BRA,BRA,-,-
2008/2009,A1,Trenkwalder Modena,11,SMUC Tomislav,Setter,1976,188,SLO,SLO,-,-
2008/2009,A1,Trenkwalder Modena,12,TRAVICA Dragan,Setter,1986,200,CRO,ITA,-,-
2008/2009,A1,Trenkwalder Modena,14,SIEBECK Mark,Spiker,1975,196,GER,GER,-,-
2008/2009,A1,Trenkwalder Modena,15,ENDRES Murilo,Spiker,1981,195,BRA,BRA,-,-
2008/2009,A1,Trenkwalder Modena,16,PAGNI Filippo,Middleblocker,1984,201,PI,ITA,-,-
2008/2009,A1,Trenkwalder Modena,18,BARTOLI Alessandro,Spiker,1989,196,MO,ITA,-,-
2008/2009,A1,Trenkwalder Modena,18,CASOLI Cristian,Spiker,1975,192,VA,ITA,from 28/12/2008,-
2008/2009,A1,Yoga Forlì,1,HALDANE Jason,Middleblocker,1971,202,CAN,CAN,from 27/11/2008,-
2008/2009,A1,Yoga Forlì,1,RODRIGUES Leonardo,Spiker,1978,204,BRA,BRA,-,-
2008/2009,A1,Yoga Forlì,2,HENNO Hubert,Libero,1976,188,FRA,FRA,-,-
2008/2009,A1,Yoga Forlì,3,MOLTENI Marco,Spiker,1976,196,BS,ITA,-,-
2008/2009,A1,Yoga Forlì,4,BENDI Alfonso,Libero,1976,186,FC,ITA,-,-
2008/2009,A1,Yoga Forlì,5,BITTAR Fabiano Tuba,Spiker,1980,200,BRA,BRA,-,-
2008/2009,A1,Yoga Forlì,6,DOLFO Eugenio,Setter,1987,196,TV,ITA,from 21/12/2008,-
2008/2009,A1,Yoga Forlì,7,CARDONA Maikel Cristobal,Middleblocker,1976,202,CUB,ITA,-,-
2008/2009,A1,Yoga Forlì,8,REDWITZ Rafael,Setter,1980,190,BRA,BRA,-,-
2008/2009,A1,Yoga Forlì,9,DI FRANCO Massimiliano,Middleblocker,1978,203,CL,ITA,-,-
2008/2009,A1,Yoga Forlì,11,CASADEI Alberto,Spiker,1984,200,FC,ITA,-,-
2008/2009,A1,Yoga Forlì,12,LOGLISCI Marco,Middleblocker,1975,196,PR,ITA,-,-
2008/2009,A1,Yoga Forlì,14,BELLINI Davide,Setter,1969,197,MO,ITA,-,-
2008/2009,A1,Yoga Forlì,15,PATRIARCA Giuseppe,Spiker,1977,198,FR,ITA,-,-
2008/2009,A1,Yoga Forlì,18,BOZKO Luciano,Spiker,1978,199,BRA,POL,-,-
2008/2009,A2,Andreoli Latina,1,ZELIC Mario,Middleblocker,1981,203,BIH,CRO,-,-
2008/2009,A2,Andreoli Latina,3,TOMASSETTI Daniele,Middleblocker,1981,203,RM,ITA,-,-
2008/2009,A2,Andreoli Latina,4,TORRE Paolo,Setter,1976,201,LU,ITA,from 17/12/2008,-
2008/2009,A2,Andreoli Latina,6,CORTINA Danilo,Libero,1987,188,CT,ITA,-,-
2008/2009,A2,Andreoli Latina,7,SBROLLA Filippo,Setter,1987,190,AN,ITA,-,-
2008/2009,A2,Andreoli Latina,8,DE CECCO Matteo,Spiker,1969,194,UD,ITA,-,-
2008/2009,A2,Andreoli Latina,9,SCUDERI Lorenzo,Libero,1983,191,CN,ITA,-,-
2008/2009,A2,Andreoli Latina,10,ROSALBA Simone,Spiker,1976,197,CS,ITA,-,-
2008/2009,A2,Andreoli Latina,11,KOVACEVIC Toni,Spiker,1983,198,BIH,CRO,-,-
2008/2009,A2,Andreoli Latina,13,TOMASELLO Giacomo,Middleblocker,1976,197,CT,ITA,from 02/11/2008,proveniente da Volley Corigliano
2008/2009,A2,Andreoli Latina,15,DE CECCO Luciano,Setter,1988,194,ARG,ARG,-,-
2008/2009,A2,Andreoli Latina,16,MORETTI Daniele,Middleblocker,1980,197,MC,ITA,-,-
2008/2009,A2,Andreoli Latina,17,GIOMBINI Leondino,Spiker,1975,205,AN,ITA,-,-
2008/2009,A2,Andreoli Latina,18,DE MARCHI Francesco,Spiker,1986,193,PD,ITA,-,-
2008/2009,A2,Bassano Volley,1,HRAZDIRA Michal,Spiker,1985,195,CZE,CZE,-,-
2008/2009,A2,Bassano Volley,2,SAVIO Valerio,Spiker,1978,194,BL,ITA,from 30/10/2008,-
2008/2009,A2,Bassano Volley,4,GITTO Carmelo,Middleblocker,1987,204,ME,ITA,-,-
2008/2009,A2,Bassano Volley,5,PAGOTTO Matteo,Libero,1981,185,TV,ITA,-,-
2008/2009,A2,Bassano Volley,6,OGURCAK Frantisek,Spiker,1984,198,SVK,SVK,-,-
2008/2009,A2,Bassano Volley,7,PARUSSO Michele,Middleblocker,1987,197,CN,ITA,-,-
2008/2009,A2,Bassano Volley,8,GUARISE Eros,Middleblocker,1983,202,VI,ITA,-,-
2008/2009,A2,Bassano Volley,9,RONALDO ROYAL Henrique,Setter,1976,194,BRA,BRA,-,-
2008/2009,A2,Bassano Volley,10,BURBELLO Francesco,Spiker,1986,197,PD,ITA,until 30/10/2008,-
2008/2009,A2,Bassano Volley,11,TAMBURO Vincenzo,Spiker,1985,200,FI,ITA,-,-
2008/2009,A2,Bassano Volley,12,BONETTI Lorenzo,Setter,1988,197,BG,ITA,-,-
2008/2009,A2,Bassano Volley,13,PIANESE Mario,Spiker,1983,191,TN,ITA,-,-
2008/2009,A2,Bassano Volley,15,DAVID Zoltan,Spiker,1981,191,HUN,HUN,-,-
2008/2009,A2,Bassano Volley,17,VOLPATO Marco,Middleblocker,1990,195,VI,ITA,-,-
2008/2009,A2,Bassano Volley,18,LOLLATO Davide,Libero,1991,173,VI,ITA,-,-
2008/2009,A2,Canadiens Mantova,1,SPERINGO Stefano,Middleblocker,1979,195,MN,ITA,until 06/10/2008,-
2008/2009,A2,Canadiens Mantova,3,PAOLUCCI Adriano,Setter,1979,190,RM,ITA,-,-
2008/2009,A2,Canadiens Mantova,4,ZAPPATERRA Andrea,Libero,1979,182,FE,ITA,-,-
2008/2009,A2,Canadiens Mantova,5,MAZZONELLI Nicola,Setter,1969,193,VR,ITA,-,-
2008/2009,A2,Canadiens Mantova,6,RUIZ Ivan Benito,Spiker,1977,195,CUB,ITA,-,-
2008/2009,A2,Canadiens Mantova,7,FROSINI Andrea,Spiker,1976,198,FI,ITA,-,-
2008/2009,A2,Canadiens Mantova,8,NAGY Peter,Spiker,1984,194,HUN,HUN,-,-
2008/2009,A2,Canadiens Mantova,9,TOGNAZZONI Carlo Alberto,Spiker,1976,195,MN,ITA,-,-
2008/2009,A2,Canadiens Mantova,10,NEMEC Richard,Middleblocker,1972,202,SVK,SVK,-,-
2008/2009,A2,Canadiens Mantova,11,BARBARESCHI Giorgio,Spiker,1978,193,GE,ITA,-,-
2008/2009,A2,Canadiens Mantova,15,MODNICKI Dawid,Middleblocker,1975,202,POL,ITA,-,-
2008/2009,A2,Canadiens Mantova,16,DE MARCO Massimo,Spiker,1982,195,RM,ITA,-,-
2008/2009,A2,Canadiens Mantova,17,WALTER Norbert,Middleblocker,1979,210,GER,GER,-,-
2008/2009,A2,Codyeco S.Croce,1,PERFETTO Simone,Setter,1983,192,TO,ITA,-,-
2008/2009,A2,Codyeco S.Croce,3,LUKIANETZ Andrè Ricardo,Spiker,1982,192,BRA,BRA,-,-
2008/2009,A2,Codyeco S.Croce,5,CONCEPITO Livio,Spiker,1991,190,TO,ITA,-,-
2008/2009,A2,Codyeco S.Croce,6,CIAPPI Alessandro,Spiker,1982,199,PI,ITA,-,-
