Season,Division,Team,No,Player,Role,Born,Height,Nat. Sport.,Note
2008/2009,A1,Famila Chieri,5,RADULOVIC BOJANA,Setter,1984,177,SRB,-
2008/2009,A1,Famila Chieri,7,PETRAUSKAITE VALDONE,Spiker,1984,181,LTU,-
2008/2009,A1,Famila Chieri,8,CICOLARI GRETA,Spiker,1982,181,ITA,-
2008/2009,A1,Famila Chieri,11,POPOVIC-GAMMA SANJA,Spiker,1984,186,CRO,-
2008/2009,A1,Famila Chieri,12,STUFI FEDERICA,Middleblocker,1988,186,ITA,-
2008/2009,A1,Famila Chieri,13,ALEKSOVSKA SANJA,Setter,1984,177,MKD,-
2008/2009,A1,Famila Chieri,14,GIOVANNA BALIANA DAS CHAGAS,Middleblocker,1980,187,BRA,-
2008/2009,A1,Famila Chieri,17,PUERARI RAMONA,Libero,1983,170,ITA,-
2008/2009,A1,Foppapedretti Bergamo,1,ORTOLANI SERENA,Spiker,1987,187,ITA,-
2008/2009,A1,Foppapedretti Bergamo,2,MERLO ENRICA,Libero,1988,170,ITA,-
2008/2009,A1,Foppapedretti Bergamo,5,GUJSKA KATARZYNA,Setter,1975,180,POL,-
2008/2009,A1,Foppapedretti Bergamo,6,ARAKI ERIKA,Middleblocker,1984,186,JPN,-
2008/2009,A1,Foppapedretti Bergamo,7,CAMARDA ALESSANDRA,Libero,1988,174,ITA,-
2008/2009,A1,Foppapedretti Bergamo,8,BARAZZA JENNY,Middleblocker,1981,185,ITA,-
2008/2009,A1,Foppapedretti Bergamo,9,SOROKAITE INDRE,Spiker,1988,186,ITA,-
2008/2009,A1,Foppapedretti Bergamo,10,BACCHI LUCIA,Spiker,1981,181,ITA,-
2008/2009,A1,Foppapedretti Bergamo,12,PICCININI FRANCESCA,Spiker,1979,185,ITA,-
2008/2009,A1,Foppapedretti Bergamo,13,ARRIGHETTI VALENTINA,Middleblocker,1985,189,ITA,-
2008/2009,A1,Foppapedretti Bergamo,14,LO BIANCO ELEONORA,Setter,1979,171,ITA,-
2008/2009,A1,Foppapedretti Bergamo,15,DEL CORE ANTONELLA,Spiker,1980,182,ITA,-
2008/2009,A1,Minetti Vicenza,1,CURCIC IVANA,Spiker,1982,184,SRB,-
2008/2009,A1,Minetti Vicenza,3,DEVETAG FRANCESCA,Middleblocker,1986,186,ITA,-
2008/2009,A1,Minetti Vicenza,5,ASSIRELLI FLAVIA,Middleblocker,1990,183,ITA,-
2008/2009,A1,Minetti Vicenza,6,ENSABELLA ANNA,Libero,1990,165,ITA,-
2008/2009,A1,Minetti Vicenza,7,DALL'IGNA STEFANIA,Setter,1984,175,ITA,-
2008/2009,A1,Minetti Vicenza,8,STROBBE MARILYN,Middleblocker,1989,189,ITA,-
2008/2009,A1,Minetti Vicenza,9,SANTINI ALICE,Spiker,1984,181,ITA,-
2008/2009,A1,Minetti Vicenza,10,GOMIERO IRENE,Spiker,1990,181,ITA,-
2008/2009,A1,Minetti Vicenza,11,VANMETER RACHEL,Spiker,1984,190,USA,from 03/01/2009
2008/2009,A1,Minetti Vicenza,11,KUCEROVA MONIKA,Spiker,1983,185,CZE,until 28/12/2008
2008/2009,A1,Minetti Vicenza,12,MATTIOLO ANNA PAOLA,Spiker,1973,180,ITA,-
2008/2009,A1,Minetti Vicenza,13,IKIC MATEA,Spiker,1989,185,CRO,-
2008/2009,A1,Minetti Vicenza,14,RROCO SISI,Setter,1988,184,ITA,-
2008/2009,A1,Minetti Vicenza,15,PACCAGNELLA STEFANIA,Middleblocker,1973,186,ITA,-
2008/2009,A1,Minetti Vicenza,16,TIROZZI VALENTINA,Spiker,1986,183,ITA,-
2008/2009,A1,Minetti Vicenza,17,DE GENNARO MONICA,Libero,1987,173,ITA,-
2008/2009,A1,Minetti Vicenza,18,BERTONE ROMINA CELESTE,Spiker,1990,179,ARG,-
2008/2009,A1,Monte Schiavo Banca Marche Jesi,1,OGNJENOVIC MAJA,Setter,1984,183,SRB,-
2008/2009,A1,Monte Schiavo Banca Marche Jesi,3,TRAVAGLINI ALESSIA,Middleblocker,1988,190,ITA,-
2008/2009,A1,Monte Schiavo Banca Marche Jesi,5,CERIONI MOIRA,Setter,1977,170,ITA,-
2008/2009,A1,Monte Schiavo Banca Marche Jesi,6,MATALONI MARTINA,Libero,1988,162,ITA,from 16/01/2009
2008/2009,A1,Monte Schiavo Banca Marche Jesi,7,NEGRINI CHIARA,Spiker,1979,183,ITA,-
2008/2009,A1,Monte Schiavo Banca Marche Jesi,8,RINIERI SIMONA,Spiker,1977,188,ITA,-
2008/2009,A1,Monte Schiavo Banca Marche Jesi,9,BOWN HEATHER,Middleblocker,1978,192,USA,-
2008/2009,A1,Monte Schiavo Banca Marche Jesi,10,ZILIO ISABELLA,Libero,1983,174,ITA,-
2008/2009,A1,Monte Schiavo Banca Marche Jesi,11,LIPICER SAMEC TINA,Spiker,1979,183,SLO,from 21/01/2009
2008/2009,A1,Monte Schiavo Banca Marche Jesi,12,FLIER MANON,Spiker,1984,192,NED,-
2008/2009,A1,Monte Schiavo Banca Marche Jesi,13,CALLONI RAFFAELLA,Middleblocker,1983,187,ITA,-
2008/2009,A1,Monte Schiavo Banca Marche Jesi,14,KAMENJARIN IVANA,Spiker,1986,185,CRO,-
2008/2009,A1,Riso Scotti Pavia,1,PACHALE HANKA,Spiker,1976,190,GER,-
2008/2009,A1,Riso Scotti Pavia,2,BORGOGNO CHIARA,Middleblocker,1984,190,ITA,-
2008/2009,A1,Riso Scotti Pavia,3,TERRANOVA NADIA,Spiker,1985,176,ITA,-
2008/2009,A1,Riso Scotti Pavia,4,BLAND ANGELINA,Middleblocker,1984,187,BEL,-
2008/2009,A1,Riso Scotti Pavia,5,SPINATO ROSSANA,Setter,1977,178,ITA,-
2008/2009,A1,Riso Scotti Pavia,7,VETRI ALMA,Setter,1985,182,ITA,-
2008/2009,A1,Riso Scotti Pavia,8,CAROCCI LUNA VERONICA,Libero,1988,174,ITA,-
2008/2009,A1,Riso Scotti Pavia,9,ARIAS DONE NURIS,Spiker,1973,191,DOM,from 29/12/2008
2008/2009,A1,Riso Scotti Pavia,9,MANCUSO NATASCIA,Spiker,1992,180,ITA,-
2008/2009,A1,Riso Scotti Pavia,9,LEHTONEN RIIKKA,Spiker,1979,186,FIN,until 10/12/2008
2008/2009,A1,Riso Scotti Pavia,10,HORVATH DORA,Spiker,1988,187,HUN,-
2008/2009,A1,Riso Scotti Pavia,11,PAVLOVIC MARIJA,Spiker,1985,185,SRB,from 13/12/2008
2008/2009,A1,Riso Scotti Pavia,13,POMA CELESTE,Libero,1991,165,ITA,-
2008/2009,A1,Riso Scotti Pavia,14,CAROLI SARA,Middleblocker,1979,180,ITA,-
2008/2009,A1,Scavolini Pesaro,1,LUNGHI LUCIA,Libero,1987,172,ITA,-
2008/2009,A1,Scavolini Pesaro,3,GARZARO ILARIA,Middleblocker,1986,186,ITA,-
2008/2009,A1,Scavolini Pesaro,6,WIJNHOVEN ELKE,Libero,1981,170,NED,-
2008/2009,A1,Scavolini Pesaro,7,SKOWRONSKA KATARZYNA,Spiker,1983,189,POL,-
2008/2009,A1,Scavolini Pesaro,8,BRUSSA NATALIA GUADALUPE,Spiker,1985,188,ITA,-
2008/2009,A1,Scavolini Pesaro,9,CASTIGLIONE CARLA,Spiker,1989,190,ARG,-
2008/2009,A1,Scavolini Pesaro,10,FERRETTI FRANCESCA,Setter,1984,180,ITA,-
2008/2009,A1,Scavolini Pesaro,11,FURST CHRISTIANE,Middleblocker,1985,192,GER,-
2008/2009,A1,Scavolini Pesaro,12,COSTAGRANDE CAROLINA,Spiker,1980,186,ITA,-
2008/2009,A1,Scavolini Pesaro,13,DI CRESCENZO MANUELA,Setter,1988,180,ITA,-
2008/2009,A1,Scavolini Pesaro,14,GUIGGI MARTINA,Middleblocker,1984,188,ITA,-
2008/2009,A1,Scavolini Pesaro,15,LAZCANO JULIETA,Middleblocker,1989,188,ARG,-
2008/2009,A1,Scavolini Pesaro,18,JAQUELINE DE CARVALHO PEREIRA,Spiker,1983,186,BRA,-
2008/2009,A1,Solo Affitti Tradeco Cesena,1,PIOLANTI ALICE,Middleblocker,1987,188,ITA,-
2008/2009,A1,Solo Affitti Tradeco Cesena,3,VENTURI DANIELA,Spiker,1983,178,ITA,-
2008/2009,A1,Solo Affitti Tradeco Cesena,5,POGGIALI FEDERICA,Setter,1979,180,ITA,-
2008/2009,A1,Solo Affitti Tradeco Cesena,6,MAZZONI CLAUDIA,Libero,1980,170,ITA,-
2008/2009,A1,Solo Affitti Tradeco Cesena,7,LEONARDI GIULIA,Libero,1987,164,ITA,-
2008/2009,A1,Solo Affitti Tradeco Cesena,8,MUSTI DE GENNARO LULAMA,Middleblocker,1983,185,ITA,-
2008/2009,A1,Solo Affitti Tradeco Cesena,9,SSUSCHKE CORINA,Middleblocker,1983,188,GER,-
2008/2009,A1,Solo Affitti Tradeco Cesena,10,USIC SENNA,Spiker,1986,190,CRO,-
2008/2009,A1,Solo Affitti Tradeco Cesena,11,MIFKOVA DARINA,Spiker,1974,188,ITA,-
2008/2009,A1,Solo Affitti Tradeco Cesena,12,SWIDEREK ANNA,Setter,1981,187,ITA,-
2008/2009,A1,Solo Affitti Tradeco Cesena,15,DE LUCA BARBARA,Spiker,1975,185,ITA,-
2008/2009,A1,Solo Affitti Tradeco Cesena,18,BERTI ALVES FERNANDA,Spiker,1985,189,BRA,-
2008/2009,A1,Tena Santeramo,2,JIA ZHOU,Spiker,1983,188,CHN,from 26/09/2008 AL 09/12/2008
2008/2009,A1,Tena Santeramo,3,SWIENIEWICZ DOROTA,Spiker,1972,180,POL,until 30/12/2008
2008/2009,A1,Tena Santeramo,4,GUSTAFSSON ASA,Spiker,1976,182,SWE,from 20/01/2009
2008/2009,A1,Tena Santeramo,5,ZICARI DEBORA,Spiker,1990,176,ITA,-
2008/2009,A1,Tena Santeramo,6,CAPUANO PAOLA,Spiker,1978,182,ITA,-
2008/2009,A1,Tena Santeramo,7,SANGIULIANO RACHELE,Setter,1981,182,ITA,-
2008/2009,A1,Tena Santeramo,8,CACCIAPAGLIA GIORGIA,Libero,1987,175,ITA,-
2008/2009,A1,Tena Santeramo,9,FILIPOVICS ANITA,Middleblocker,1988,192,HUN,-
2008/2009,A1,Tena Santeramo,10,MASINO SERENA,Setter,1983,177,ITA,-
2008/2009,A1,Tena Santeramo,13,SIRRESSI IMMA,Libero,1990,176,ITA,-
2008/2009,A1,Tena Santeramo,14,TSEKOVA PETYA LYUBOMIROVA,Spiker,1986,190,BUL,-
2008/2009,A1,Tena Santeramo,15,FERNANDEZ NAVARRO AMARANTA,Middleblocker,1983,188,ESP,-
2008/2009,A1,Tena Santeramo,16,ORSI TOTH VICTORIA,Spiker,1990,188,ITA,-
2008/2009,A1,Tena Santeramo,17,MARULLI MONICA,Middleblocker,1975,197,ITA,-
2008/2009,A1,Unicom Starker Kerakoll Sassuolo,1,MONTANARI GIULIA,Libero,1990,169,ITA,-
2008/2009,A1,Unicom Starker Kerakoll Sassuolo,2,NUCU IULIANA,Middleblocker,1980,186,ROM,-
2008/2009,A1,Unicom Starker Kerakoll Sassuolo,3,VECCHI CRISTINA,Libero,1983,170,ITA,-
2008/2009,A1,Unicom Starker Kerakoll Sassuolo,4,LEGGERI MANUELA,Middleblocker,1976,186,ITA,-
2008/2009,A1,Unicom Starker Kerakoll Sassuolo,6,TURLEA CARMEN,Spiker,1975,185,ROM,-
2008/2009,A1,Unicom Starker Kerakoll Sassuolo,8,DIOMEDE VALERIA,Middleblocker,1980,183,ITA,-
2008/2009,A1,Unicom Starker Kerakoll Sassuolo,9,BOSETTI LUCIA,Spiker,1989,175,ITA,-
2008/2009,A1,Unicom Starker Kerakoll Sassuolo,10,GUIDI ELENA,Setter,1989,179,ITA,-
2008/2009,A1,Unicom Starker Kerakoll Sassuolo,14,CELLA ELISA,Spiker,1982,186,ITA,-
2008/2009,A1,Unicom Starker Kerakoll Sassuolo,16,HAVELKOVA HELENA,Spiker,1988,188,CZE,-
2008/2009,A1,Unicom Starker Kerakoll Sassuolo,17,RONDON GIULIA,Setter,1987,190,ITA,-
2008/2009,A1,Yamamay Busto Arsizio,1,RAVETTA MONICA,Spiker,1985,185,ITA,from 05/01/2009
2008/2009,A1,Yamamay Busto Arsizio,2,VIGANÒ NATALIA,Spiker,1979,178,ITA,-
2008/2009,A1,Yamamay Busto Arsizio,3,FERNANDINHA CRISTINA FERNANDA FERREIRA,Setter,1980,175,BRA,-
2008/2009,A1,Yamamay Busto Arsizio,3,BUCKOVA KATERINA,Middleblocker,1978,194,CZE,until 29/12/2008
2008/2009,A1,Yamamay Busto Arsizio,4,VALERIANO FEDERICA,Spiker,1985,179,ITA,-
2008/2009,A1,Yamamay Busto Arsizio,5,ESKO SAARA,Spiker,1980,178,FIN,-
2008/2009,A1,Yamamay Busto Arsizio,7,KOVACOVA KATARINA,Middleblocker,1981,187,ITA,-
2008/2009,A1,Yamamay Busto Arsizio,8,MATUSZKOVA TEREZA,Spiker,1982,190,CZE,-
2008/2009,A1,Yamamay Busto Arsizio,9,FOKKENS JETTIE,Setter,1975,178,NED,-
2008/2009,A1,Yamamay Busto Arsizio,10,CAMPANARI BARBARA,Middleblocker,1980,191,ITA,-
2008/2009,A1,Yamamay Busto Arsizio,11,OKAKA STEFANIA,Spiker,1989,183,ITA,-
2008/2009,A1,Yamamay Busto Arsizio,12,ROCCA ELISA,Spiker,1986,187,ITA,until 29/12/2008
2008/2009,A1,Yamamay Busto Arsizio,13,BORRI MAURIZIA,Libero,1977,177,ITA,-
2008/2009,A1,Yamamay Busto Arsizio,15,RITSCHELOVA MARCELA,Middleblocker,1972,191,CZE,from 30/12/2008
2008/2009,A1,Zoppas Industries Conegliano,2,BRAKOCEVIC CANZIAN JOVANA,Spiker,1988,196,SRB,-
2008/2009,A1,Zoppas Industries Conegliano,3,GHISELLINI SIMONA,Setter,1974,170,ITA,-
2008/2009,A1,Zoppas Industries Conegliano,7,MARCON FRANCESCA,Spiker,1983,180,ITA,-
2008/2009,A1,Zoppas Industries Conegliano,8,DO CARMO BRAGA LUCIANA,Spiker,1979,185,BRA,-
2008/2009,A1,Zoppas Industries Conegliano,9,MANZANO ELISA,Middleblocker,1985,187,ITA,-
2008/2009,A1,Zoppas Industries Conegliano,10,PAVAN SARAH,Spiker,1986,196,CAN,-
2008/2009,A1,Zoppas Industries Conegliano,11,BONAN CATERINA,Middleblocker,1986,190,ITA,until 21/01/2009
2008/2009,A1,Zoppas Industries Conegliano,12,ROSSETTO CARLA,Libero,1984,168,ITA,-
2008/2009,A1,Zoppas Industries Conegliano,14,SERAFIN MARIKA,Spiker,1977,180,ITA,-
2008/2009,A1,Zoppas Industries Conegliano,15,POSITELLO STEFANIA,Middleblocker,1984,193,ITA,-
2008/2009,A1,Zoppas Industries Conegliano,16,SERENA VALENTINA,Setter,1981,184,ITA,-
2008/2009,A1,Zoppas Industries Conegliano,17,CESCHIN LISA,Libero,1993,165,ITA,-
2008/2009,A2,Accademia Volley Benevento,3,VOJTH ILDIKO,Middleblocker,1974,180,ITA,-
2008/2009,A2,Accademia Volley Benevento,5,GAMMAROTA ELENA,Spiker,1991,174,ITA,-
2008/2009,A2,Accademia Volley Benevento,6,CACACE ILARIA,Setter,1986,171,ITA,-
2008/2009,A2,Accademia Volley Benevento,7,IADAROLA MARIANNA,Libero,1975,179,ITA,-
2008/2009,A2,Accademia Volley Benevento,8,TONELLI ELENA,Setter,1982,176,ITA,-
2008/2009,A2,Accademia Volley Benevento,9,MORETTI FRANCESCA,Spiker,1985,178,ITA,-
2008/2009,A2,Accademia Volley Benevento,10,ZANOTTI BEATRICE,Middleblocker,1976,186,ITA,-
2008/2009,A2,Accademia Volley Benevento,11,SISCOVICH INGRID,Spiker,1980,184,CRO,-
2008/2009,A2,Accademia Volley Benevento,12,FERRONE ANNAMARIA,Middleblocker,1986,185,ITA,-
2008/2009,A2,Accademia Volley Benevento,13,BELLAPIANTA CARMEN,Spiker,1987,177,ITA,-
2008/2009,A2,Accademia Volley Benevento,15,VORONINA TETYANA,Spiker,1977,187,UKR,-
2008/2009,A2,Accademia Volley Benevento,16,ARMONIA MARICA,Spiker,1990,185,ITA,from 08/02/2009
2008/2009,A2,Acqua&Sapone Città di Aprilia,2,ARINZE NNEKA,Spiker,1983,175,ITA,-
2008/2009,A2,Acqua&Sapone Città di Aprilia,3,CASUSCELLI STEFANIA,Middleblocker,1975,187,ITA,-
2008/2009,A2,Acqua&Sapone Città di Aprilia,4,LANCELLOTTI ELISA,Setter,1991,173,ITA,until 07/01/2009
2008/2009,A2,Acqua&Sapone Città di Aprilia,5,PALAZZINI MAURA,Middleblocker,1976,183,ITA,-
2008/2009,A2,Acqua&Sapone Città di Aprilia,6,KRASTEVA ELITZA,Libero,1982,174,ITA,-
2008/2009,A2,Acqua&Sapone Città di Aprilia,7,GINANNESCHI DANIELA,Spiker,1978,173,ITA,-
2008/2009,A2,Acqua&Sapone Città di Aprilia,8,TANTURLI GIORGIA,Setter,1981,168,ITA,-
2008/2009,A2,Acqua&Sapone Città di Aprilia,9,CARVALHO CESAR JULIANA,Spiker,1984,180,BRA,-
2008/2009,A2,Acqua&Sapone Città di Aprilia,10,VICO GABRIELLA,Spiker,1987,182,ITA,-
2008/2009,A2,Acqua&Sapone Città di Aprilia,11,UMANSKY JESICA,Setter,1982,174,ARG,from 23/01/2009
2008/2009,A2,Acqua&Sapone Città di Aprilia,12,MORENO PINO KENNY,Spiker,1979,185,COL,-
2008/2009,A2,Acqua&Sapone Città di Aprilia,13,RIZZO MILA,Middleblocker,1977,188,ITA,until 01/12/2008
2008/2009,A2,Acqua&Sapone Città di Aprilia,15,MARTILOTTI VALENTINA,Spiker,1988,172,ITA,-
2008/2009,A2,Acqua&Sapone Città di Aprilia,18,CAPONE ELEONORA,Libero,1992,168,ITA,-
2008/2009,A2,All Fin CFL Volta Mantovana,1,ZAMORA GIL MARTHA MARIA,Spiker,1983,187,CUB,-
2008/2009,A2,All Fin CFL Volta Mantovana,2,BRAGAGLIA ANTONELLA,Middleblocker,1973,184,ITA,-
2008/2009,A2,All Fin CFL Volta Mantovana,6,CREPALDI LAURA,Spiker,1982,180,ITA,-
2008/2009,A2,All Fin CFL Volta Mantovana,8,FRATONI ALESSANDRA TEIXEIRA,Spiker,1981,183,BRA,-
2008/2009,A2,All Fin CFL Volta Mantovana,9,MARINELLI EVELYN,Libero,1974,175,ITA,-
2008/2009,A2,All Fin CFL Volta Mantovana,10,ASTARITA GIUSY,Spiker,1988,183,ITA,-
2008/2009,A2,All Fin CFL Volta Mantovana,11,BONAN CATERINA,Middleblocker,1986,190,ITA,from 22/01/2009
2008/2009,A2,All Fin CFL Volta Mantovana,11,ZANIN VALERIA,Setter,1984,175,ITA,-
2008/2009,A2,All Fin CFL Volta Mantovana,13,FAVARI SOFIA,Setter,1987,180,ITA,-
2008/2009,A2,All Fin CFL Volta Mantovana,15,DUKULE SVETLANA,Middleblocker,1986,193,LAT,from 23/11/2008
2008/2009,A2,All Fin CFL Volta Mantovana,17,VISENTIN SINDI,Middleblocker,1987,180,ITA,-
2008/2009,A2,All Fin CFL Volta Mantovana,18,MALVESTITO SERENA,Middleblocker,1988,185,ITA,-
2008/2009,A2,Brunelli Volley Nocera Umbra,1,VINCIARELLI SIMONA,Spiker,1983,178,ITA,-
2008/2009,A2,Brunelli Volley Nocera Umbra,2,STACCHIOTTI MILENA,Middleblocker,1985,185,ITA,-
2008/2009,A2,Brunelli Volley Nocera Umbra,3,AMBROSI ALESSANDRA,Middleblocker,1984,183,ITA,-
2008/2009,A2,Brunelli Volley Nocera Umbra,4,ALIKAJ JONEDA,Spiker,1993,0,-,from 11/04/2009
2008/2009,A2,Brunelli Volley Nocera Umbra,4,PUCHACZEWSKI JESSICA,Spiker,1992,0,-,from 01/03/2009
2008/2009,A2,Brunelli Volley Nocera Umbra,5,CORBUCCI PETERS DEBORA,Middleblocker,1979,182,ITA,-
2008/2009,A2,Brunelli Volley Nocera Umbra,6,CRUCIANI CORINNA,Setter,1988,183,ITA,-
2008/2009,A2,Brunelli Volley Nocera Umbra,7,VINDEVOGHEL LIESBET,Spiker,1979,189,BEL,-
2008/2009,A2,Brunelli Volley Nocera Umbra,8,RAVETTA MONICA,Spiker,1985,185,ITA,until 07/12/2008
2008/2009,A2,Brunelli Volley Nocera Umbra,9,DI IULIO CHIARA,Spiker,1985,183,ITA,-
2008/2009,A2,Brunelli Volley Nocera Umbra,10,SACCO BEATRICE,Libero,1983,169,ITA,-
2008/2009,A2,Brunelli Volley Nocera Umbra,11,PETRUCCI ALESSANDRA,Setter,1983,184,ITA,-
2008/2009,A2,Brunelli Volley Nocera Umbra,12,RENZI SILVIA,Middleblocker,1985,185,ITA,-
2008/2009,A2,Brunelli Volley Nocera Umbra,14,DI IULIO ISABELLA,Spiker,1991,-,ITA,from 19/11/2008
2008/2009,A2,Brunelli Volley Nocera Umbra,17,JERKOV MIA,Spiker,1982,193,CRO,from 02/01/2009
2008/2009,A2,Brunelli Volley Nocera Umbra,18,SORAIA NEUDIL DOS SANTOS,Spiker,1984,189,BRA,-
2008/2009,A2,Cariparma SiGrade Parma,1,COSCI GIULIA,Setter,1987,177,ITA,-
2008/2009,A2,Cariparma SiGrade Parma,2,GIORIA SONIA,Setter,1978,173,ITA,-
2008/2009,A2,Cariparma SiGrade Parma,3,CONDE MARIANA ISABEL,Spiker,1973,185,ITA,-
2008/2009,A2,Cariparma SiGrade Parma,4,CIRILLI ELIANA,Spiker,1987,184,ARG,from 12/10/2008
2008/2009,A2,Cariparma SiGrade Parma,5,ELISA MARTINI,Spiker,-,0,-,from 21/12/2008
2008/2009,A2,Cariparma SiGrade Parma,6,ALBERTI VALERIA,Libero,1984,175,ITA,-
2008/2009,A2,Cariparma SiGrade Parma,7,CONTI ANDREA CAROLINA,Spiker,1982,193,ITA,-
2008/2009,A2,Cariparma SiGrade Parma,8,CRUCIANI CRISTINA,Middleblocker,1984,180,ITA,-
2008/2009,A2,Cariparma SiGrade Parma,9,PISANI VALENTINA,Middleblocker,1981,181,ITA,-
2008/2009,A2,Cariparma SiGrade Parma,10,GIBERTINI GIULIA,Libero,1984,170,ITA,-
2008/2009,A2,Cariparma SiGrade Parma,11,RICCARDI SARA,Spiker,-,0,-,from 23/11/2008
2008/2009,A2,Cariparma SiGrade Parma,11,VENTURA ALESSANDRA,Spiker,1983,183,ITA,from 05/01/2009
2008/2009,A2,Cariparma SiGrade Parma,12,CIBELE LUCINDO AUGUSTA BARBOZA,Spiker,1981,182,BRA,-
2008/2009,A2,Cariparma SiGrade Parma,15,NAPOLITANO SENKOVA JANA,Spiker,1982,182,CZE,-
2008/2009,A2,Cariparma SiGrade Parma,18,ELLI MARIA LUISA,Middleblocker,1985,186,ITA,-
2008/2009,A2,Di.Ra.Lab. Roma,1,CORVESE VIVIANA,Middleblocker,1978,187,ITA,-
2008/2009,A2,Di.Ra.Lab. Roma,2,DE OLIVEIRA VANESSA LUCIA,Spiker,1984,184,BRA,-
2008/2009,A2,Di.Ra.Lab. Roma,3,SCOGNAMILLO VALENTINA,Libero,1988,170,ITA,-
