Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2008/2009,A1,Coppa_Italia,8th,1,1,83,19/11/2008,20:30,749,867,C,Scavolini Pesaro,Pesaro,1,Lunghi Lucia,-,-,-,*,-,*,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
2008/2009,A1,Coppa_Italia,8th,1,1,83,19/11/2008,20:30,749,867,C,Scavolini Pesaro,Pesaro,3,Garzaro Ilaria,-,-,-,-,-,3,-,-,3,1,2,3,-,-,-,-,-,-,3,1,-,2,0.67,-,1
2008/2009,A1,Coppa_Italia,8th,1,1,83,19/11/2008,20:30,749,867,C,Scavolini Pesaro,Pesaro,6,Wijnhoven Elke,L,-,-,*,*,*,-,-,-,-,-,-,-,-,10,-,0.8,0.4,-,-,-,-,-,-,-
2008/2009,A1,Coppa_Italia,8th,1,1,83,19/11/2008,20:30,749,867,C,Scavolini Pesaro,Pesaro,7,Skowronska Katarzyna,-,-,6.9,4,4,4,-,-,11,8,7,17,2,4,-,-,-,-,11,-,2,7,0.64,-,-
2008/2009,A1,Coppa_Italia,8th,1,1,83,19/11/2008,20:30,749,867,C,Scavolini Pesaro,Pesaro,8,Brussa Natalia Guadalupe,-,-,-,*,*,*,-,-,2,1,1,1,-,-,-,-,-,-,5,-,1,2,0.4,-,-
2008/2009,A1,Coppa_Italia,8th,1,1,83,19/11/2008,20:30,749,867,C,Scavolini Pesaro,Pesaro,9,Castiglione Carla,-,-,-,-,-,*,-,-,-,-,-1,-,-,-,-,-,-,-,2,1,-,-,-,-,-
2008/2009,A1,Coppa_Italia,8th,1,1,83,19/11/2008,20:30,749,867,C,Scavolini Pesaro,Pesaro,10,Ferretti Francesca,-,-,7.3,1,1,1,-,-,1,1,-,6,1,-,-,-,-,-,1,-,-,-,-,-,1
2008/2009,A1,Coppa_Italia,8th,1,1,83,19/11/2008,20:30,749,867,C,Scavolini Pesaro,Pesaro,11,Furst Christiane,-,-,6.5,3,3,-,-,-,3,2,3,6,-,-,-,-,-,-,4,-,-,2,0.5,-,1
2008/2009,A1,Coppa_Italia,8th,1,1,83,19/11/2008,20:30,749,867,C,Scavolini Pesaro,Pesaro,12,Costagrande Carolina,-,-,6.4,5,5,5,-,-,12,6,11,18,-,1,10,-,0.7,0.2,15,1,-,10,0.67,-,1
2008/2009,A1,Coppa_Italia,8th,1,1,83,19/11/2008,20:30,749,867,C,Scavolini Pesaro,Pesaro,13,Di Crescenzo Manuela,-,-,6.7,-,*,*,-,-,1,-,1,3,-,-,-,-,-,-,1,-,-,1,1,-,-
2008/2009,A1,Coppa_Italia,8th,1,1,83,19/11/2008,20:30,749,867,C,Scavolini Pesaro,Pesaro,14,Guiggi Martina,-,-,6.4,6,6,6,-,-,11,7,9,4,1,-,-,-,-,-,9,-,1,4,0.44,-,7
2008/2009,A1,Coppa_Italia,8th,1,1,83,19/11/2008,20:30,749,867,C,Scavolini Pesaro,Pesaro,18,Jaqueline De Carvalho Pereira,-,-,6.1,2,2,2,-,-,10,7,5,15,1,1,14,-,0.64,0.29,18,3,1,7,0.39,-,2
2008/2009,A1,Coppa_Italia,8th,1,1,83,19/11/2008,20:30,749,867,O,Lines Ecocapitanata Cesena,Cesena,1,Piolanti Alice,-,-,6,1,5,3,-,-,5,-,-1,10,4,-,1,-,1,1,10,1,1,5,0.5,-,-
