Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2015/2016,A1,Supercoppa,Final,1,-,0,10/10/2015,17:30,-,-,C,Pomﾃｬ Casalmaggiore,Casalmaggiore,1,Bacchi Lucia,-,-,-,-,-,-,-,*,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
2015/2016,A1,Supercoppa,Final,1,-,0,10/10/2015,17:30,-,-,C,Pomﾃｬ Casalmaggiore,Casalmaggiore,3,Lloyd Carli,-,-,6.4,1,6,6,6,6,4,2,1,22,1,-,1,1,-,-,3,-,-,2,0.67,-,2
2015/2016,A1,Supercoppa,Final,1,-,0,10/10/2015,17:30,-,-,C,Pomﾃｬ Casalmaggiore,Casalmaggiore,5,Sirressi Imma,L,-,-,*,*,*,*,*,-,-,-,-,-,-,19,-,0.84,0.47,-,-,-,-,-,-,-
2015/2016,A1,Supercoppa,Final,1,-,0,10/10/2015,17:30,-,-,C,Pomﾃｬ Casalmaggiore,Casalmaggiore,6,Cecchetto Giada,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015/2016,A1,Supercoppa,Final,1,-,0,10/10/2015,17:30,-,-,C,Pomﾃｬ Casalmaggiore,Casalmaggiore,7,Ferrara Marianna,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015/2016,A1,Supercoppa,Final,1,-,0,10/10/2015,17:30,-,-,C,Pomﾃｬ Casalmaggiore,Casalmaggiore,8,Gibbemeyer Lauren,-,-,6,3,2,2,2,2,8,3,-1,15,3,-,-,-,-,-,13,3,2,4,0.31,-,4
2015/2016,A1,Supercoppa,Final,1,-,0,10/10/2015,17:30,-,-,C,Pomﾃｬ Casalmaggiore,Casalmaggiore,10,Cambi Carlotta,-,-,-,*,-,*,*,*,-,-,-1,3,-,-,-,-,-,-,1,1,-,-,-,-,-
2015/2016,A1,Supercoppa,Final,1,-,0,10/10/2015,17:30,-,-,C,Pomﾃｬ Casalmaggiore,Casalmaggiore,12,Piccinini Francesca,-,-,6.2,2,1,1,1,1,19,7,11,16,2,-,30,-,0.83,0.3,42,4,2,18,0.43,-,1
2015/2016,A1,Supercoppa,Final,1,-,0,10/10/2015,17:30,-,-,C,Pomﾃｬ Casalmaggiore,Casalmaggiore,13,Olivotto Rossella,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015/2016,A1,Supercoppa,Final,1,-,0,10/10/2015,17:30,-,-,C,Pomﾃｬ Casalmaggiore,Casalmaggiore,14,Kozuch Margareta Anna,-,-,5.9,4,3,3,3,3,20,4,10,14,2,1,-,-,-,-,45,3,3,18,0.4,-,1
