Season,Division,Team,No,Player,Role,Born,Height,Nat. Sport.,Note
2015/2016,A2,Golem Software Palmi,13,GUIDI LUDOVICA,Middleblocker,1992,185,ITA,-
2015/2016,A2,Golem Software Palmi,14,BARBAGALLO ALICE,Libero,1997,170,ITA,-
2015/2016,A2,Golem Software Palmi,15,BORTOLOT ELENA,Setter,1995,180,ITA,from 22/10/2015
2015/2016,A2,Golem Software Palmi,17,QUILIGOTTI GERALDINA,Libero,1994,167,ITA,-
2015/2016,A2,Golem Software Palmi,18,MORETTI FRANCESCA,Spiker,1985,178,ITA,-
2015/2016,A2,Kioto Caserta,1,CASILLO LUISA,Middleblocker,1988,188,ITA,-
2015/2016,A2,Kioto Caserta,2,PERCAN SONJA,Spiker,1981,186,CRO,-
2015/2016,A2,Kioto Caserta,3,HARELIK ANASTASIYA,Spiker,1991,184,BLR,-
2015/2016,A2,Kioto Caserta,4,GALAZZO SONIA,Setter,1997,176,ITA,-
2015/2016,A2,Kioto Caserta,5,AQUINO GIOVANNA,Spiker,1998,180,ITA,-
2015/2016,A2,Kioto Caserta,6,GABBIADINI ANGELA,Spiker,1992,181,ITA,-
2015/2016,A2,Kioto Caserta,7,PAIOLETTI PAOLA,Libero,1991,175,ITA,-
2015/2016,A2,Kioto Caserta,9,MODESTINO DALILA,Middleblocker,1998,185,ITA,-
2015/2016,A2,Kioto Caserta,10,BARONE FEDERICA,Libero,1990,175,ITA,-
2015/2016,A2,Kioto Caserta,11,FACCHINETTI FABIOLA,Middleblocker,1989,182,ITA,-
2015/2016,A2,Kioto Caserta,12,BOTARELLI IRENE,Spiker,1996,188,ITA,-
2015/2016,A2,Kioto Caserta,13,PORZIO NOEMI,Spiker,1984,177,ITA,-
2015/2016,A2,Kioto Caserta,14,TORCHIA CLAUDIA,Middleblocker,1995,189,ITA,-
2015/2016,A2,Kioto Caserta,15,LOTTI SILVIA,Spiker,1992,188,ITA,from 21/01/2016 PROVENIENTE DA SAVINO DEL BENE SCANDICCI
2015/2016,A2,Kioto Caserta,17,DE LELLIS SARA,Setter,1986,181,ITA,-
2015/2016,A2,Lardini Filottrano,2,BARZETTI ALESSIA,Libero,1999,168,ITA,-
2015/2016,A2,Lardini Filottrano,3,STINCONE CLAUDIA,Setter,1992,180,ITA,-
2015/2016,A2,Lardini Filottrano,4,AGRIFOGLIO BEATRICE,Setter,1994,178,ITA,-
2015/2016,A2,Lardini Filottrano,5,FELIZIANI FEDERICA,Libero,1983,172,ITA,-
2015/2016,A2,Lardini Filottrano,6,KIOSI ELENI,Spiker,1985,185,GRE,-
2015/2016,A2,Lardini Filottrano,7,GIULIODORI SARA,Middleblocker,1983,180,ITA,-
2015/2016,A2,Lardini Filottrano,8,CAVESTRO GRETA,Spiker,1993,175,ITA,-
2015/2016,A2,Lardini Filottrano,9,VILLANI FRANCESCA,Spiker,1995,187,ITA,-
2015/2016,A2,Lardini Filottrano,11,RITA ELISA,Middleblocker,1993,181,ITA,-
2015/2016,A2,Lardini Filottrano,13,COGLIANDRO ASIA,Middleblocker,1996,184,ITA,-
2015/2016,A2,Lardini Filottrano,14,MONETA SERENA,Spiker,1990,178,ITA,-
2015/2016,A2,Lardini Filottrano,17,COPPI CRISTINA,Spiker,1994,182,ITA,-
2015/2016,A2,Lardini Filottrano,18,CONEO AMANDA,Spiker,1996,177,COL,from 13/01/2016
2015/2016,A2,Lilliput Settimo Torinese,1,BRUNO ROBERTA,Spiker,1992,181,ITA,-
2015/2016,A2,Lilliput Settimo Torinese,2,BOGLIANI MARIANNA,Middleblocker,1984,184,ITA,until 28/01/2016
2015/2016,A2,Lilliput Settimo Torinese,3,LUBIAN MARINA,Middleblocker,2000,192,ITA,-
2015/2016,A2,Lilliput Settimo Torinese,4,BUFFO SIMONA,Spiker,1998,181,ITA,-
2015/2016,A2,Lilliput Settimo Torinese,6,MIDRIANO ALESSIA,Middleblocker,1982,183,ITA,-
2015/2016,A2,Lilliput Settimo Torinese,8,BOSI GIULIA,Libero,1995,170,ITA,until 15/01/2016
2015/2016,A2,Lilliput Settimo Torinese,9,MINATI VERONICA,Spiker,1983,187,ITA,-
2015/2016,A2,Lilliput Settimo Torinese,10,PARLANGELI FRANCESCA,Libero,1990,164,ITA,-
2015/2016,A2,Lilliput Settimo Torinese,11,BAGGI LAURA,Spiker,1992,190,ITA,-
2015/2016,A2,Lilliput Settimo Torinese,12,BIGANZOLI FEDERICA,Spiker,1987,180,ITA,-
2015/2016,A2,Lilliput Settimo Torinese,13,GIACOMEL ERICA,Spiker,1992,179,ITA,-
2015/2016,A2,Lilliput Settimo Torinese,15,GARRAFA BOTTA ERIKA,Setter,1996,170,ITA,-
2015/2016,A2,Lilliput Settimo Torinese,16,MORELLO RACHELE,Spiker,2000,182,-,-
2015/2016,A2,Lilliput Settimo Torinese,17,BAZZARONE SILVIA,Setter,1992,175,ITA,-
2015/2016,A2,Lilliput Settimo Torinese,18,AKRARI YASMINA,Middleblocker,1993,185,ITA,-
2015/2016,A2,myCicero Pesaro,1,MASTRODICASA FEDERICA,Middleblocker,1988,182,ITA,-
2015/2016,A2,myCicero Pesaro,2,BORDIGNON MARTINA,Spiker,1994,182,ITA,-
2015/2016,A2,myCicero Pesaro,3,ZANNINI SARA,Libero,1991,170,ITA,-
2015/2016,A2,myCicero Pesaro,4,SESTINI DILETTA,Middleblocker,1987,180,ITA,-
2015/2016,A2,myCicero Pesaro,5,GHILARDI ALESSIA,Libero,1979,163,ITA,from 28/12/2015
2015/2016,A2,myCicero Pesaro,7,DI IULIO ISABELLA,Setter,1991,175,ITA,-
2015/2016,A2,myCicero Pesaro,8,M'BRA JOELLE,Spiker,1996,180,ITA,-
2015/2016,A2,myCicero Pesaro,9,GENNARI GIULIA,Setter,1996,182,ITA,-
2015/2016,A2,myCicero Pesaro,12,ARCIPRETE ALESSIA,Spiker,1997,180,ITA,-
2015/2016,A2,myCicero Pesaro,13,MEZZASOMA ELISA,Spiker,1990,180,ITA,-
2015/2016,A2,myCicero Pesaro,15,LILIOM RITA,Spiker,1986,183,HUN,-
2015/2016,A2,myCicero Pesaro,16,DI MARINO CLAUDIA,Middleblocker,1991,182,ITA,-
2015/2016,A2,myCicero Pesaro,17,BABBI FRANCESCA,Spiker,1985,179,ITA,until 14/04/2016
2015/2016,A2,Omia Cisterna,1,LIGUORI ROBERTA,Spiker,1989,184,ITA,-
2015/2016,A2,Omia Cisterna,2,CENTI ANGELITA,Middleblocker,1986,180,ITA,from 15/01/2016
2015/2016,A2,Omia Cisterna,3,MORENO PINO KENNY,Spiker,1979,185,COL,-
2015/2016,A2,Omia Cisterna,4,DE ARCANGELIS LOLA,Middleblocker,1996,184,ITA,-
2015/2016,A2,Omia Cisterna,5,BARBONI ARIANNA,Spiker,1996,185,ITA,-
2015/2016,A2,Omia Cisterna,6,NOSCHESE ANGELICA,Libero,1998,166,ITA,-
2015/2016,A2,Omia Cisterna,7,MORETTI CHIARA,Middleblocker,1996,182,ITA,until 15/01/2016
2015/2016,A2,Omia Cisterna,9,BERTAIOLA SILVIA,Middleblocker,1993,184,ITA,-
2015/2016,A2,Omia Cisterna,10,MURI ELISA,Setter,1984,178,ITA,-
2015/2016,A2,Omia Cisterna,12,TALAMAZZI ESTER,Spiker,1996,182,ITA,-
2015/2016,A2,Omia Cisterna,13,ZAMPEDRI PATRIZIA,Libero,1993,165,ITA,-
2015/2016,A2,Omia Cisterna,14,NERI COSTANZA,Setter,1996,172,ITA,-
2015/2016,A2,Omia Cisterna,15,MARUOTTI ILARIA,Spiker,1994,183,ITA,from 12/01/2016
2015/2016,A2,Saugella Team Monza,1,RIMOLDI REBECCA,Setter,1998,175,ITA,-
2015/2016,A2,Saugella Team Monza,3,DALL'IGNA STEFANIA,Setter,1984,175,ITA,-
2015/2016,A2,Saugella Team Monza,5,CARDANI ELISA,Libero,1990,170,ITA,from 21/01/2016
2015/2016,A2,Saugella Team Monza,7,DEVETAG FRANCESCA,Middleblocker,1986,186,ITA,-
2015/2016,A2,Saugella Team Monza,8,CANDI SONIA,Middleblocker,1993,187,ITA,-
2015/2016,A2,Saugella Team Monza,9,LUSSANA SILVIA,Libero,1988,169,ITA,-
2015/2016,A2,Saugella Team Monza,10,DEKANY BERNADETT,Spiker,1992,186,HUN,-
2015/2016,A2,Saugella Team Monza,11,VISINTINI GIULIA,Spiker,1995,183,ITA,-
2015/2016,A2,Saugella Team Monza,12,MAZZARO ALESSIA,Middleblocker,1998,185,ITA,-
2015/2016,A2,Saugella Team Monza,13,ZAGO VALENTINA,Spiker,1990,187,ITA,-
2015/2016,A2,Saugella Team Monza,14,DE STEFANI GIORGIA,Spiker,1991,176,ITA,-
2015/2016,A2,Saugella Team Monza,16,MONTESI LUDOVICA,Spiker,1997,177,ITA,-
2015/2016,A2,Saugella Team Monza,17,BEZAREVIC MILICA,Spiker,1991,182,SRB,-
2015/2016,A2,Volley 2002 Forlì,1,SMIRNOVA IRINA,Spiker,1990,188,RUS,-
2015/2016,A2,Volley 2002 Forlì,3,VENTURA ALESSANDRA,Spiker,1983,183,ITA,-
2015/2016,A2,Volley 2002 Forlì,4,CERON SARA,Middleblocker,1993,188,ITA,-
2015/2016,A2,Volley 2002 Forlì,5,BALBONI MARTINA,Setter,1991,180,ITA,-
2015/2016,A2,Volley 2002 Forlì,6,BONCIANI FRANCESCA,Setter,1992,178,ITA,-
2015/2016,A2,Volley 2002 Forlì,7,STROBBE MARILYN,Middleblocker,1989,188,ITA,-
2015/2016,A2,Volley 2002 Forlì,8,GUASTI ALESSANDRA,Spiker,1996,185,ITA,-
2015/2016,A2,Volley 2002 Forlì,9,GIBERTINI GIULIA,Libero,1984,172,ITA,-
2015/2016,A2,Volley 2002 Forlì,10,SACCOMANI LAURA,Spiker,1991,189,ITA,-
2015/2016,A2,Volley 2002 Forlì,11,FERRARA TERESA,Libero,1991,172,ITA,-
2015/2016,A2,Volley 2002 Forlì,12,AGUERO TAISMARY,Spiker,1977,178,ITA,-
2015/2016,A2,Volley 2002 Forlì,13,ASSIRELLI FLAVIA,Middleblocker,1990,183,ITA,-
2015/2016,A2,Volley 2002 Forlì,15,KLIMOVICH VERA,Middleblocker,1988,185,BLR,from 13/03/2016
2015/2016,A2,Volley Soverato,3,TRAVAGLINI ALESSIA,Middleblocker,1988,188,ITA,-
2015/2016,A2,Volley Soverato,5,FRESCO LUCIA,Spiker,1991,193,ARG,-
2015/2016,A2,Volley Soverato,6,NARDINI DANIELA,Middleblocker,1982,182,ITA,-
2015/2016,A2,Volley Soverato,7,CUMINO MARIA LUISA,Setter,1992,177,ITA,-
2015/2016,A2,Volley Soverato,8,BERTONE SERENA,Middleblocker,1995,185,ITA,-
2015/2016,A2,Volley Soverato,9,DONÀ MELISSA,Spiker,1982,180,ITA,-
2015/2016,A2,Volley Soverato,10,BEGIC EDINA,Spiker,1992,185,BIH,-
2015/2016,A2,Volley Soverato,11,VIETTI ERICA,Setter,1992,187,ITA,-
2015/2016,A2,Volley Soverato,13,PIRV ARIANA,Spiker,1996,182,ITA,until 25/01/2016 TRASFERITA A BENG ROVIGO
2015/2016,A2,Volley Soverato,14,CAFORIO GIORGIA,Libero,1994,168,ITA,-
2015/2016,A2,Volley Soverato,15,LUPIDI LORENZA,Spiker,1992,190,ITA,-
2015/2016,A2,Volley Soverato,18,MASTRILLI ALESSIA,Libero,1991,165,ITA,-
