Season,Division,Team,No,Player,Role,Born,Height,Nat. Sport.,Note
2015/2016,A2,Entu Olbia,9,CERESI GIULIA,Setter,1993,170,ITA,-
2015/2016,A2,Entu Olbia,10,DEGORTES SIMONA,Libero,1991,155,ITA,-
2015/2016,A2,Entu Olbia,11,VILCU ADRIANA,Spiker,1991,184,ROM,-
2015/2016,A2,Entu Olbia,13,FEZZI CINDY LEE,Spiker,1997,182,ITA,-
2015/2016,A2,Entu Olbia,14,GIULIANI SARA,Middleblocker,1995,182,ITA,-
2015/2016,A2,Entu Olbia,15,REBORA SOFIA,Middleblocker,1993,180,ITA,-
2015/2016,A2,Entu Olbia,17,CAMARDA ALESSANDRA,Spiker,1988,174,ITA,-
2015/2016,A2,Fenera Chieri,3,AGOSTINO SILVIA,Libero,1989,165,ITA,-
2015/2016,A2,Fenera Chieri,4,MEZZI ANNA,Spiker,1992,182,ITA,-
2015/2016,A2,Fenera Chieri,5,TORRESE VALENTINA,Spiker,1995,170,ITA,-
2015/2016,A2,Fenera Chieri,6,SORIANI VALENTINA,Middleblocker,1989,180,ITA,-
2015/2016,A2,Fenera Chieri,9,AGOSTINETTO MARTA,Spiker,1987,185,ITA,-
2015/2016,A2,Fenera Chieri,10,GOES DE ARAUJO VIVIANE,Middleblocker,1987,190,BRA,-
2015/2016,A2,Fenera Chieri,11,SERENA NATALIA,Spiker,1981,186,ITA,-
2015/2016,A2,Fenera Chieri,12,CURIAZIO DILETTA,Setter,1996,175,ITA,-
2015/2016,A2,Fenera Chieri,13,MANFREDINI COSTANZA,Spiker,1988,188,ITA,from 21/01/2016 PROVENIENTE DA CLENDY AVERSA
2015/2016,A2,Fenera Chieri,14,SALVI GIULIA,Middleblocker,1984,180,ITA,-
2015/2016,A2,Fenera Chieri,15,MIGLIORIN YLENIA,Spiker,1989,175,ITA,-
2015/2016,A2,Fenera Chieri,17,MORETTO SOFIA,Spiker,1995,181,ITA,-
2015/2016,A2,Fenera Chieri,18,VINGARETTI GIORGIA,Setter,1985,170,ITA,-
2015/2016,A2,Golem Software Palmi,1,LA ROSA SIMONA,Middleblocker,1992,188,ITA,-
2015/2016,A2,Golem Software Palmi,3,RUEDA COTITO CARLA,Spiker,1990,185,PER,-
2015/2016,A2,Golem Software Palmi,5,PETKOVA ILIYANA,Middleblocker,1977,191,BUL,-
2015/2016,A2,Golem Software Palmi,6,TOMASELLI GIOVANNA,Spiker,1992,190,ITA,-
2015/2016,A2,Golem Software Palmi,7,ARICÒ RAMONA,Spiker,1985,187,ITA,-
2015/2016,A2,Golem Software Palmi,9,SPERANZA ILARIA,Spiker,1987,175,ITA,-
2015/2016,A2,Golem Software Palmi,10,MONCADA ELISA,Setter,1987,175,ITA,-
2015/2016,A2,Golem Software Palmi,11,RICCHIUTI RAMONA,Setter,1995,187,ITA,until 22/10/2015
2015/2016,A2,Golem Software Palmi,12,AMPUDIA PAOLA,Spiker,1988,186,COL,from 30/01/2016
