Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2015/2016,A1,Supercoppa,Final,-,-,0,24/10/2015,20:30,4964,80650,C,Diatec Trentino,Trento,2,Nelli Gabriele,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015/2016,A1,Supercoppa,Final,-,-,0,24/10/2015,20:30,4964,80650,C,Diatec Trentino,Trento,4,Antonov Oleg,-,-,6.1,6,4,6,4,4,21,4,9,18,4,-,23,1,0.61,0.35,39,3,4,18,0.46,-,3
2015/2016,A1,Supercoppa,Final,-,-,0,24/10/2015,20:30,4964,80650,C,Diatec Trentino,Trento,5,Mazzone Tiziano,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015/2016,A1,Supercoppa,Final,-,-,0,24/10/2015,20:30,4964,80650,C,Diatec Trentino,Trento,6,Bratoev Georgi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015/2016,A1,Supercoppa,Final,-,-,0,24/10/2015,20:30,4964,80650,C,Diatec Trentino,Trento,8,De Angelis Carlo,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015/2016,A1,Supercoppa,Final,-,-,0,24/10/2015,20:30,4964,80650,C,Diatec Trentino,Trento,9,Giannelli Simone,-,-,6.1,2,6,2,6,6,6,5,-,21,3,1,1,-,-,-,7,2,-,3,0.43,-,2
2015/2016,A1,Supercoppa,Final,-,-,0,24/10/2015,20:30,4964,80650,C,Diatec Trentino,Trento,10,Lanza Filippo,-,-,6.1,*,1,3,1,1,12,3,5,13,3,-,36,1,0.69,0.42,20,3,-,11,0.55,-,1
2015/2016,A1,Supercoppa,Final,-,-,0,24/10/2015,20:30,4964,80650,C,Diatec Trentino,Trento,11,Solé Sebastian,-,-,6.2,1,5,*,5,5,8,2,5,15,-,-,1,-,1,-,13,1,2,6,0.46,-,2
2015/2016,A1,Supercoppa,Final,-,-,0,24/10/2015,20:30,4964,80650,C,Diatec Trentino,Trento,12,Djuric Mitar,-,-,6.4,5,3,5,3,3,29,8,20,19,3,1,-,-,-,-,53,1,5,25,0.47,-,3
2015/2016,A1,Supercoppa,Final,-,-,0,24/10/2015,20:30,4964,80650,C,Diatec Trentino,Trento,13,Colaci Massimo,L,-,-,*,*,*,*,*,-,-,-1,-,-,-,30,1,0.8,0.4,-,-,-,-,-,-,-
2015/2016,A1,Supercoppa,Final,-,-,0,24/10/2015,20:30,4964,80650,C,Diatec Trentino,Trento,14,Van De Voorde Simon,-,-,-,4,2,4,-,*,2,-,-1,13,-,-,2,-,1,-,5,1,2,1,0.2,-,1
2015/2016,A1,Supercoppa,Final,-,-,0,24/10/2015,20:30,4964,80650,C,Diatec Trentino,Trento,17,Urnaut Tine,-,-,6.3,3,-,-,-,-,3,2,-1,7,-,-,6,-,1,0.5,7,-,2,1,0.14,-,2
2015/2016,A1,Supercoppa,Final,-,-,0,24/10/2015,20:30,4964,80650,C,Diatec Trentino,Trento,18,Mazzone Daniele,-,-,6.3,-,*,1,2,2,5,3,2,13,1,1,-,-,-,-,4,2,-,1,0.25,-,3
2015/2016,A1,Supercoppa,Final,-,-,0,24/10/2015,20:30,4964,80650,O,DHL Modena,Modena,1,Mossa De Rezende Bruno,-,-,6.6,5,5,5,6,6,6,2,2,19,2,-,-,-,-,-,6,-,-,4,0.67,-,2
2015/2016,A1,Supercoppa,Final,-,-,0,24/10/2015,20:30,4964,80650,O,DHL Modena,Modena,2,Donadio Fabio,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015/2016,A1,Supercoppa,Final,-,-,0,24/10/2015,20:30,4964,80650,O,DHL Modena,Modena,4,Petric Nemanja,-,-,-,*,-,-,*,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
2015/2016,A1,Supercoppa,Final,-,-,0,24/10/2015,20:30,4964,80650,O,DHL Modena,Modena,5,Soli Pietro,-,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015/2016,A1,Supercoppa,Final,-,-,0,24/10/2015,20:30,4964,80650,O,DHL Modena,Modena,6,Casadei Alberto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015/2016,A1,Supercoppa,Final,-,-,0,24/10/2015,20:30,4964,80650,O,DHL Modena,Modena,7,Rossini Salvatore,L,-,-,*,*,*,*,*,-,-,-1,-,-,-,31,1,0.81,0.42,-,-,-,-,-,-,-
2015/2016,A1,Supercoppa,Final,-,-,0,24/10/2015,20:30,4964,80650,O,DHL Modena,Modena,8,Sartoretti Luca,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015/2016,A1,Supercoppa,Final,-,-,0,24/10/2015,20:30,4964,80650,O,DHL Modena,Modena,9,Ngapeth Earvin,-,-,5.6,6,6,6,1,1,16,4,-,19,6,-,19,-,0.74,0.21,39,3,7,16,0.41,-,-
