Season,Division,Team,No,Player,Role,Born,Height,Nat. Sport.,Note
2006/2007,A2,Brunelli Volley Nocera Umbra,3,VINGARETTI GIORGIA,Setter,1985,170,ITA,-
2006/2007,A2,Brunelli Volley Nocera Umbra,5,CORBUCCI PETERS DEBORA,Middleblocker,1979,182,ITA,-
2006/2007,A2,Brunelli Volley Nocera Umbra,6,GAMBINI MANUELA,Libero,1982,178,ITA,-
2006/2007,A2,Brunelli Volley Nocera Umbra,7,CERIONI MOIRA,Setter,1977,170,ITA,-
2006/2007,A2,Brunelli Volley Nocera Umbra,8,ZEPPOLONI ELISA,Spiker,1982,181,ITA,-
2006/2007,A2,Brunelli Volley Nocera Umbra,9,GUERRA DE SOUZA KARINE,Setter,1979,177,BRA,from 25/02/2007
2006/2007,A2,Brunelli Volley Nocera Umbra,10,TOSTI SILVIA,Spiker,1981,175,ITA,-
2006/2007,A2,Brunelli Volley Nocera Umbra,11,LABATE ALESSANDRA,Middleblocker,1981,186,ITA,-
2006/2007,A2,Brunelli Volley Nocera Umbra,12,BECCARIA VANIA,Spiker,1973,194,ITA,-
2006/2007,A2,Brunelli Volley Nocera Umbra,13,BANCHIERI MOIRA,Spiker,1979,178,ITA,-
2006/2007,A2,Brunelli Volley Nocera Umbra,18,MARC DIANA RAMONA,Spiker,1979,183,ROM,-
2006/2007,A2,Europea 92 Isernia,1,WAGNER MEIKA,Middleblocker,1973,182,USA,-
2006/2007,A2,Europea 92 Isernia,2,ZAMPONI ELISA,Setter,1976,182,ITA,-
2006/2007,A2,Europea 92 Isernia,3,SCARPITTA SILVIA,Libero,1987,164,ITA,-
2006/2007,A2,Europea 92 Isernia,4,WIEGERS SANDRA,Spiker,1974,184,NED,-
2006/2007,A2,Europea 92 Isernia,5,ZANOLLA EMMA,Spiker,1982,180,ITA,-
2006/2007,A2,Europea 92 Isernia,6,PARISI FRANCESCA,Libero,1979,163,ITA,-
2006/2007,A2,Europea 92 Isernia,7,ARIMATTEI SOFIA,Spiker,1981,186,ITA,-
2006/2007,A2,Europea 92 Isernia,8,FRATCZAK KAMILA,Spiker,1979,191,POL,-
2006/2007,A2,Europea 92 Isernia,9,MUZZO MORENA,Spiker,1989,172,ITA,-
2006/2007,A2,Europea 92 Isernia,10,MONCADA ELISA,Setter,1987,175,ITA,-
2006/2007,A2,Europea 92 Isernia,11,GRANDO SAMANTHA,Middleblocker,1975,185,ITA,-
2006/2007,A2,Europea 92 Isernia,12,SPATARO VIRGINIA,Middleblocker,1983,187,ITA,-
2006/2007,A2,Europea 92 Isernia,15,LAUDUCCI ORIANA,UNIVERSALE,1980,176,ITA,-
2006/2007,A2,Europea 92 Isernia,17,GOLINELLI MARZIA,Libero,1983,168,ITA,from 23/12/2006
2006/2007,A2,La Lupa Copra Volley Piacenza,1,FRANCO ESTER,Spiker,1979,187,ITA,-
2006/2007,A2,La Lupa Copra Volley Piacenza,2,ROCCA ELISA,Spiker,1986,187,ITA,-
2006/2007,A2,La Lupa Copra Volley Piacenza,4,ALBERTI VALERIA,Libero,1984,176,ITA,-
2006/2007,A2,La Lupa Copra Volley Piacenza,5,MARINKOVIC DRAGANA,Middleblocker,1982,197,CRO,-
2006/2007,A2,La Lupa Copra Volley Piacenza,6,GILIOLI ELISABETTA,Spiker,1975,180,ITA,-
2006/2007,A2,La Lupa Copra Volley Piacenza,8,CHIHAB NABILA,Middleblocker,1984,188,ITA,-
2006/2007,A2,La Lupa Copra Volley Piacenza,9,GRANDI CHIARA,Setter,1981,175,ITA,-
2006/2007,A2,La Lupa Copra Volley Piacenza,10,PERCAN SONJA,Spiker,1981,188,CRO,-
2006/2007,A2,La Lupa Copra Volley Piacenza,11,RAVETTA MONICA,Spiker,1985,185,ITA,-
2006/2007,A2,La Lupa Copra Volley Piacenza,12,FAGIOLI BARBARA,Setter,1972,177,ITA,-
2006/2007,A2,La Lupa Copra Volley Piacenza,14,DIOMEDE VALERIA,Middleblocker,1980,183,ITA,-
2006/2007,A2,Lamaro Appalti Roma,1,MENGHI SARA,Middleblocker,1983,180,ITA,-
2006/2007,A2,Lamaro Appalti Roma,2,QUARANTA ANNAMARIA,Spiker,1981,184,ITA,-
2006/2007,A2,Lamaro Appalti Roma,3,TANTURLI GIORGIA,Setter,1981,168,ITA,-
2006/2007,A2,Lamaro Appalti Roma,5,MARI FRANCESCA,Setter,1983,182,ITA,-
2006/2007,A2,Lamaro Appalti Roma,6,KRASTEVA ELITZA,Libero,1982,174,ITA,-
2006/2007,A2,Lamaro Appalti Roma,8,MUSTI DE GENNARO LULAMA,Middleblocker,1983,184,ITA,-
2006/2007,A2,Lamaro Appalti Roma,9,ZAMORA GIL MARTHA MARIA,Spiker,1983,187,CUB,from 17/03/2007
2006/2007,A2,Lamaro Appalti Roma,10,BORRELLI VALENTINA,Spiker,1978,190,ITA,-
2006/2007,A2,Lamaro Appalti Roma,12,LIGUORI DEBORAH,Spiker,1989,178,ITA,from 07/01/2007
2006/2007,A2,Lamaro Appalti Roma,14,CORJEUTANU MIRELA,Spiker,1977,192,ROM,-
2006/2007,A2,Lamaro Appalti Roma,15,MARLETTA VALERIA,Middleblocker,1976,190,ITA,-
2006/2007,A2,Lamaro Appalti Roma,17,GIOVANNINI CRISTIANA,Spiker,1981,177,ITA,-
2006/2007,A2,Magic Pack Esperia Cremona,1,BACCHI LUCIA,Spiker,1981,181,ITA,-
2006/2007,A2,Magic Pack Esperia Cremona,3,CIBELE LUCINDO AUGUSTA BARBOZA,Spiker,1981,182,BRA,-
2006/2007,A2,Magic Pack Esperia Cremona,5,FANZINI CATERINA,Spiker,1985,185,ITA,-
2006/2007,A2,Magic Pack Esperia Cremona,6,NARDINI DANIELA,Middleblocker,1982,182,ITA,-
2006/2007,A2,Magic Pack Esperia Cremona,7,SANTINI ALICE,Spiker,1984,181,ITA,-
2006/2007,A2,Magic Pack Esperia Cremona,8,STUFI FEDERICA,Middleblocker,1988,186,ITA,-
2006/2007,A2,Magic Pack Esperia Cremona,9,CAROCCI LUNA VERONICA,Libero,1988,174,ITA,-
2006/2007,A2,Magic Pack Esperia Cremona,10,BABIC TIHANA,Spiker,1980,192,CRO,from 16/03/2007
2006/2007,A2,Magic Pack Esperia Cremona,11,DE PACE GIULIA,Middleblocker,1983,183,ITA,-
2006/2007,A2,Magic Pack Esperia Cremona,12,FANTACCINI SLAVKA,Spiker,1978,195,SVK,until 11/12/2006
2006/2007,A2,Magic Pack Esperia Cremona,13,COLOMBI ALESSANDRA,Setter,1983,172,ITA,-
2006/2007,A2,Magic Pack Esperia Cremona,17,RONDON GIULIA,Setter,1987,190,ITA,-
2006/2007,A2,Mancini Iveco Florens Castellana Grotte,2,RENZI SILVIA,Middleblocker,1985,185,ITA,-
2006/2007,A2,Mancini Iveco Florens Castellana Grotte,3,CASOLI ALESSANDRA,Spiker,1978,185,ITA,from 15/03/2007
2006/2007,A2,Mancini Iveco Florens Castellana Grotte,4,ELISANGELA PEREIRA DE SOUZA PAULINO,Spiker,1980,187,BRA,-
2006/2007,A2,Mancini Iveco Florens Castellana Grotte,5,DALIA LUDOVICA,Setter,1984,180,ITA,-
2006/2007,A2,Mancini Iveco Florens Castellana Grotte,6,AGOLA GABRIELLA,Spiker,1985,180,ITA,-
2006/2007,A2,Mancini Iveco Florens Castellana Grotte,7,ROCCA ENRICA,Setter,1984,175,ITA,-
2006/2007,A2,Mancini Iveco Florens Castellana Grotte,8,SOKOLOVA VANIA,Spiker,1971,191,BUL,-
2006/2007,A2,Mancini Iveco Florens Castellana Grotte,9,KARALYUS EKATERINA,Spiker,1983,180,ITA,-
2006/2007,A2,Mancini Iveco Florens Castellana Grotte,10,ZANOTTI BEATRICE,Middleblocker,1976,186,ITA,-
2006/2007,A2,Mancini Iveco Florens Castellana Grotte,11,SANSONNA STEFANIA,Libero,1982,175,ITA,-
2006/2007,A2,Mancini Iveco Florens Castellana Grotte,12,GENANGELI GIULIA,Middleblocker,1983,182,ITA,-
2006/2007,A2,Mancini Iveco Florens Castellana Grotte,15,ALVES GOMES ANA PAULA,Spiker,1975,181,BRA,-
2006/2007,A2,Mancini Iveco Florens Castellana Grotte,16,TIROZZI VALENTINA,Spiker,1986,183,ITA,-
2006/2007,A2,Marche Metalli Hik Castelfidardo,0,SAVOSTIANOVA ELVIRA,Spiker,1974,190,ITA,from 23/03/2007
2006/2007,A2,Marche Metalli Hik Castelfidardo,3,ORTOLANI MARIA ELENA,Spiker,1989,182,ITA,-
2006/2007,A2,Marche Metalli Hik Castelfidardo,4,SCATAGLINI MARIA ELISA,Setter,1987,-,-,from 01/10/2006
2006/2007,A2,Marche Metalli Hik Castelfidardo,4,PETRINI SIMONA,Setter,1983,175,ITA,-
2006/2007,A2,Marche Metalli Hik Castelfidardo,5,GIANNOTTI BRIGIDA,Middleblocker,1976,184,ITA,-
2006/2007,A2,Marche Metalli Hik Castelfidardo,6,MAZZONI CLAUDIA,Libero,1980,170,ITA,-
2006/2007,A2,Marche Metalli Hik Castelfidardo,7,GIULIODORI SARA,Middleblocker,1983,182,ITA,-
2006/2007,A2,Marche Metalli Hik Castelfidardo,8,SABBATINI MARTINA,Spiker,1990,175,ITA,-
2006/2007,A2,Marche Metalli Hik Castelfidardo,9,KELLY JANIS LOUISE,Spiker,1971,178,CAN,-
2006/2007,A2,Marche Metalli Hik Castelfidardo,10,CAMPANARI BARBARA,Middleblocker,1980,192,ITA,-
2006/2007,A2,Marche Metalli Hik Castelfidardo,11,MARTUCCI MARTINA,Spiker,-,0,-,from 24/02/2007
2006/2007,A2,Marche Metalli Hik Castelfidardo,12,SWIDEREK ANNA,Setter,1981,186,ITA,-
2006/2007,A2,Marche Metalli Hik Castelfidardo,13,NEGRINI CHIARA,Spiker,1979,181,ITA,-
2006/2007,A2,Marche Metalli Hik Castelfidardo,14,PASQUALI SILVIA,Spiker,1977,172,ITA,-
2006/2007,A2,Marche Metalli Hik Castelfidardo,15,FRATONI ALESSANDRA TEIXEIRA,Spiker,1981,183,BRA,-
2006/2007,A2,Original Marines Arzano,3,IADAROLA MARIANNA,Libero,1975,177,ITA,-
2006/2007,A2,Original Marines Arzano,4,FANELLA SILVIA,Spiker,1983,178,ITA,-
2006/2007,A2,Original Marines Arzano,5,PALAZZINI MAURA,Middleblocker,1976,183,ITA,-
2006/2007,A2,Original Marines Arzano,6,PINESE ALESSANDRA,Setter,1975,175,ITA,-
2006/2007,A2,Original Marines Arzano,7,CIOTOLI CLAUDIA,Middleblocker,1985,185,ITA,-
2006/2007,A2,Original Marines Arzano,9,ROANI MANUELA,Spiker,1983,186,ITA,-
2006/2007,A2,Original Marines Arzano,10,TENEVA RADOSVETA,Spiker,1980,183,BUL,-
2006/2007,A2,Original Marines Arzano,11,STANGA KIRSIA,Setter,1980,175,ITA,-
2006/2007,A2,Original Marines Arzano,12,ROMANÒ MARIA PIA,Middleblocker,1976,182,ITA,-
2006/2007,A2,Original Marines Arzano,13,NAGY MARIANN,Spiker,1976,191,HUN,-
2006/2007,A2,Original Marines Arzano,15,MARLJUKIC ILONA,Spiker,1973,191,SCG,from 10/03/2007
2006/2007,A2,Pallavolo Reggio Emilia,1,OKRACHKOVA MARGARITA,Spiker,1971,187,ITA,-
2006/2007,A2,Pallavolo Reggio Emilia,2,BORGOGNO CHIARA,Middleblocker,1984,190,ITA,-
2006/2007,A2,Pallavolo Reggio Emilia,3,SCIARABBA ROSSANA,Middleblocker,1980,188,ITA,-
2006/2007,A2,Pallavolo Reggio Emilia,4,DULMIERI STEFANIA,Libero,1978,170,ITA,-
2006/2007,A2,Pallavolo Reggio Emilia,8,TONELLI ELENA,Setter,1982,176,ITA,-
2006/2007,A2,Pallavolo Reggio Emilia,9,RROCO SISI,Setter,1988,184,ITA,-
2006/2007,A2,Pallavolo Reggio Emilia,10,VANNI YLENIA,Middleblocker,1984,184,ITA,from 28/12/2006
2006/2007,A2,Pallavolo Reggio Emilia,11,BALDELLI GIORGIA,Spiker,1985,178,ITA,-
2006/2007,A2,Pallavolo Reggio Emilia,12,DE MORAES ANDREA LEOPOLDINA,Spiker,1969,186,BRA,until 29/03/2007
2006/2007,A2,Pallavolo Reggio Emilia,13,MERLO ENRICA,Libero,1988,170,ITA,-
2006/2007,A2,Pallavolo Reggio Emilia,14,BETCHEVA TEODORA PEEVA,Spiker,1971,181,BUL,-
2006/2007,A2,Pallavolo Reggio Emilia,15,ALVAREZ AZURIMA,Middleblocker,1978,192,ITA,-
2006/2007,A2,Riso Scotti Pavia,3,TERRANOVA NADIA,Spiker,1985,175,ITA,-
2006/2007,A2,Riso Scotti Pavia,4,POMA CELESTE,Libero,1991,-,-,from 01/10/2006
2006/2007,A2,Riso Scotti Pavia,5,SPINATO ROSSANA,Setter,1977,178,ITA,-
2006/2007,A2,Riso Scotti Pavia,6,CARRIYO FRAGA DOS SANTOS SORAYA,Spiker,1979,185,BRA,from 25/03/2007
2006/2007,A2,Riso Scotti Pavia,7,HORVATH DORA,Spiker,1988,188,HUN,-
2006/2007,A2,Riso Scotti Pavia,8,MALVESTITO SERENA,Middleblocker,1988,185,ITA,-
2006/2007,A2,Riso Scotti Pavia,9,KORCZ ANNA,Middleblocker,1985,188,ITA,-
2006/2007,A2,Riso Scotti Pavia,10,PELLECCHIA ALESSIA,Middleblocker,1975,182,ITA,-
2006/2007,A2,Riso Scotti Pavia,11,JALINE PRADO DE OLIVEIRA,Spiker,1979,190,BRA,-
2006/2007,A2,Riso Scotti Pavia,12,BO ANNA,Setter,1974,182,ITA,-
2006/2007,A2,Riso Scotti Pavia,13,POLLASTRINI STEFANIA,Libero,1978,172,ITA,-
2006/2007,A2,Riso Scotti Pavia,14,CAROLI SARA,Middleblocker,1979,180,ITA,-
2006/2007,A2,Riso Scotti Pavia,15,CONTI GIADA,Middleblocker,-,-,-,from 01/10/2006
2006/2007,A2,Riso Scotti Pavia,15,ZITO MANUELA,Libero,1987,165,ITA,from 26/11/2006
2006/2007,A2,Riso Scotti Pavia,16,BRUSATI TANIA,Spiker,-,0,-,from 23/12/2006
2006/2007,A2,Riso Scotti Pavia,17,TACCONI SARA,Setter,1992,0,-,from 23/12/2006
2006/2007,A2,Sea Grossi Lam Urbino,1,CRISTINO VALENTINA,Setter,1983,180,ITA,-
2006/2007,A2,Sea Grossi Lam Urbino,2,CLINI MARTINA,Middleblocker,-,0,-,from 03/12/2006
2006/2007,A2,Sea Grossi Lam Urbino,3,MARCHIORON GIADA,Spiker,1987,180,ITA,-
2006/2007,A2,Sea Grossi Lam Urbino,4,LAZZARI SARA,Spiker,-,0,-,from 17/12/2006
2006/2007,A2,Sea Grossi Lam Urbino,4,CESARI ILARIA,Spiker,-,0,-,from 13/12/2006
2006/2007,A2,Sea Grossi Lam Urbino,4,DIONIGI,Middleblocker,-,-,-,from 22/10/2006
2006/2007,A2,Sea Grossi Lam Urbino,5,VOGEL MICAELA IVON,Spiker,1984,186,ARG,-
2006/2007,A2,Sea Grossi Lam Urbino,7,BASCIANO SCILLA,Libero,1982,177,ITA,-
2006/2007,A2,Sea Grossi Lam Urbino,8,ASTARITA GIUSY,Middleblocker,1988,183,ITA,-
2006/2007,A2,Sea Grossi Lam Urbino,8,PALAZZETTI GIULIA,Middleblocker,1986,182,ITA,from 23/12/2006 AL 04/02/2007
2006/2007,A2,Sea Grossi Lam Urbino,9,VENTURA ALESSANDRA,Spiker,1983,183,ITA,-
2006/2007,A2,Sea Grossi Lam Urbino,10,KIM MI NA,Setter,1984,176,ITA,-
2006/2007,A2,Sea Grossi Lam Urbino,11,TASSONE LAURA,Middleblocker,-,160,ITA,-
2006/2007,A2,Sea Grossi Lam Urbino,13,NAPOLITANO SENKOVA JANA,Spiker,1982,182,CZE,-
2006/2007,A2,Sea Grossi Lam Urbino,15,FERRANTI SIMONA,Middleblocker,1980,186,ITA,-
2006/2007,A2,Sea Grossi Lam Urbino,16,SILVA ELYMARA,Spiker,1985,178,BRA,from 29/01/2007
2006/2007,A2,Sea Grossi Lam Urbino,18,GIAMBARTOLOMEI CHIARA,Spiker,-,0,-,from 30/12/2006
2006/2007,A2,Unicom Starker Kerakoll Sassuolo,1,LUGLI LARA,Spiker,1980,181,ITA,-
2006/2007,A2,Unicom Starker Kerakoll Sassuolo,2,NUCU IULIANA,Middleblocker,1980,186,ROM,-
2006/2007,A2,Unicom Starker Kerakoll Sassuolo,3,BONGINI DEBORA,Setter,1983,178,ITA,-
2006/2007,A2,Unicom Starker Kerakoll Sassuolo,4,VITEZ SANDRA,Spiker,1987,188,ITA,-
2006/2007,A2,Unicom Starker Kerakoll Sassuolo,5,COZZI VALENTINA,Libero,1985,177,ITA,-
2006/2007,A2,Unicom Starker Kerakoll Sassuolo,6,TURLEA CARMEN,Spiker,1975,185,ROM,-
2006/2007,A2,Unicom Starker Kerakoll Sassuolo,7,DEVETAG FRANCESCA,Middleblocker,1986,186,ITA,-
2006/2007,A2,Unicom Starker Kerakoll Sassuolo,8,MIKUSOVA IVETA,Middleblocker,1969,183,ITA,-
2006/2007,A2,Unicom Starker Kerakoll Sassuolo,10,PINCERATO GIULIA,Setter,1987,182,ITA,-
2006/2007,A2,Unicom Starker Kerakoll Sassuolo,11,MANFREDINI COSTANZA,Spiker,1988,188,ITA,-
2006/2007,A2,Unicom Starker Kerakoll Sassuolo,14,SANTISI PAOLA,Spiker,1988,178,ITA,-
2006/2007,A2,Unicom Starker Kerakoll Sassuolo,15,DE LUCA BARBARA,Spiker,1975,182,ITA,-
2006/2007,A2,Yamamay Busto Arsizio,2,VIGANÒ NATALIA,Spiker,1979,178,ITA,-
2006/2007,A2,Yamamay Busto Arsizio,3,ERBETTA LAURA,Setter,1987,182,ITA,-
2006/2007,A2,Yamamay Busto Arsizio,4,VALERIANO FEDERICA,Spiker,1985,179,ITA,-
2006/2007,A2,Yamamay Busto Arsizio,5,ESKO SAARA,Spiker,1980,178,FIN,-
2006/2007,A2,Yamamay Busto Arsizio,6,LANZINI ALESSIA,Libero,1981,165,ITA,-
2006/2007,A2,Yamamay Busto Arsizio,7,BRUNO BENEDETTA,Middleblocker,1984,188,ITA,-
2006/2007,A2,Yamamay Busto Arsizio,8,MOLINENGO MICHELA,Libero,1978,160,ITA,-
2006/2007,A2,Yamamay Busto Arsizio,9,FOKKENS JETTIE,Setter,1975,178,NED,-
2006/2007,A2,Yamamay Busto Arsizio,11,LUCIANI NICOLETTA,Middleblocker,1979,185,ITA,-
2006/2007,A2,Yamamay Busto Arsizio,12,BENINI GIULIA,Spiker,1983,188,ITA,-
2006/2007,A2,Yamamay Busto Arsizio,14,PARENTI DARIA,Middleblocker,1977,185,ITA,-
2006/2007,A2,Zoppas Industries Conegliano,1,COSTAGRANDE LUISINA MERCEDES,Spiker,1989,188,ITA,-
2006/2007,A2,Zoppas Industries Conegliano,3,ROBAZZA ELENA,Spiker,1990,177,ITA,from 21/01/2007
2006/2007,A2,Zoppas Industries Conegliano,3,ROBAZZA ELENA,Spiker,1990,177,ITA,until 05/11/2006
2006/2007,A2,Zoppas Industries Conegliano,4,NIELSEN MARCELA,Spiker,1988,187,ITA,from 28/02/2007
2006/2007,A2,Zoppas Industries Conegliano,4,NIELSEN MARCELA,Spiker,1988,187,ITA,until 05/11/2006
2006/2007,A2,Zoppas Industries Conegliano,5,PICCOLI ELENA,Spiker,1975,180,ITA,-
2006/2007,A2,Zoppas Industries Conegliano,6,BERNARDI MONICA ELIANA,Middleblocker,1989,188,ITA,from 18/02/2007
2006/2007,A2,Zoppas Industries Conegliano,7,MARCON FRANCESCA,Spiker,1983,180,ITA,-
2006/2007,A2,Zoppas Industries Conegliano,9,ARIAS DONE NURIS,Spiker,1973,191,DOM,-
2006/2007,A2,Zoppas Industries Conegliano,10,ZANATTA ANTONELLO VANIA,Libero,1988,175,ITA,-
2006/2007,A2,Zoppas Industries Conegliano,11,BONAN CATERINA,Middleblocker,1986,190,ITA,-
2006/2007,A2,Zoppas Industries Conegliano,12,ROSSETTO CARLA,Libero,1984,168,ITA,-
2006/2007,A2,Zoppas Industries Conegliano,13,RIZZO MILA,Middleblocker,1977,188,ITA,-
2006/2007,A2,Zoppas Industries Conegliano,14,VIDAL HELENA CECILIA,Setter,1989,186,ITA,-
2006/2007,A2,Zoppas Industries Conegliano,15,SAVIETTO LISA,Middleblocker,1988,180,ITA,-
2006/2007,A2,Zoppas Industries Conegliano,16,SERENA VALENTINA,Setter,1981,184,ITA,-
2006/2007,A2,Zoppas Industries Conegliano,17,PLCHOTOVA IVANA,Middleblocker,1982,192,CZE,-
