Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2006/2007,A1,Regular_Season,1st,1,-,1,26/11/2006,17:30,1507,6372,C,Sant'Orsola Asystel Novara,Novara Trecate,3,0,8,16,21,25,3,6,9,9,8,16,21,25,4,9,15,16,8,16,21,25,5,12,15,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,33,40,73,9,7,38,3,0.84,0.71,87,3,3,47,0.54,-,4
2006/2007,A1,Regular_Season,1st,1,-,1,26/11/2006,17:30,1507,6372,O,Lines Ecocapitanata Altamura,Altamura,0,3,3,6,9,9,8,16,21,25,4,9,15,16,8,16,21,25,5,12,15,19,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,7,3,46,8,3,64,9,0.7,0.42,69,3,4,24,0.35,4,4
2006/2007,A1,Regular_Season,1st,1,-,2,25/11/2006,15:00,1110,4209,C,Play Radio Foppapedretti Bg,Volley Bergamo,3,1,8,16,21,25,4,14,19,21,3,7,15,18,8,16,21,25,8,16,21,25,7,14,16,21,8,16,21,25,5,9,10,10,-,-,-,-,-,-,-,-,72,31,37,93,8,4,65,5,0.78,0.65,123,9,11,58,0.47,2,11
2006/2007,A1,Regular_Season,1st,1,-,2,25/11/2006,15:00,1110,4209,O,Rebecchi Cariparma Piacenza Volley,River Volley Piacenza,1,3,4,14,19,21,8,16,21,25,8,16,21,25,3,7,15,18,7,14,16,21,8,16,21,25,5,9,10,10,8,16,21,25,-,-,-,-,-,-,-,-,53,22,22,76,5,4,74,4,0.82,0.66,113,9,11,38,0.34,2,11
2006/2007,A1,Regular_Season,1st,1,-,3,26/11/2006,15:00,533,7813,C,Scavolini Pesaro,Pesaro,3,1,8,16,21,25,6,10,18,21,8,16,21,25,1,8,10,12,8,12,15,19,7,16,21,25,3,16,21,25,8,15,20,21,-,-,-,-,-,-,-,-,71,33,47,93,4,5,72,2,0.76,0.42,127,10,8,55,0.43,-,11
2006/2007,A1,Regular_Season,1st,1,-,3,26/11/2006,15:00,533,7813,O,Megius Volley Padova,Padova,1,3,6,10,18,21,8,16,21,25,1,8,10,12,8,16,21,25,7,16,21,25,8,12,15,19,8,15,20,21,3,16,21,25,-,-,-,-,-,-,-,-,66,27,27,80,8,2,89,5,0.62,0.36,140,15,11,56,0.4,-,8
2006/2007,A1,Regular_Season,1st,1,-,4,26/11/2006,17:30,935,3938,C,Monte Schiavo Banca Marche Jesi,Jesi,3,0,8,16,21,25,4,8,11,14,8,16,21,25,5,10,12,19,8,16,21,25,4,14,19,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,28,35,74,9,10,46,4,0.67,0.5,69,5,3,38,0.55,-,8
2006/2007,A1,Regular_Season,1st,1,-,4,26/11/2006,17:30,935,3938,O,Tecnomec Forlì,Forlì (Ex Forlimpopoli),0,3,4,8,11,14,8,16,21,25,5,10,12,19,8,16,21,25,4,14,19,21,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,12,3,54,8,3,66,11,0.52,0.18,84,9,8,33,0.39,-,3
2006/2007,A1,Regular_Season,1st,1,-,5,26/11/2006,17:30,1193,6454,C,Bigmat Sanpaolo Chieri,Chieri,1,3,8,16,21,23,6,14,19,25,2,9,12,15,8,16,21,25,5,16,21,25,8,10,13,17,4,9,11,11,8,16,21,25,-,-,-,-,-,-,-,-,49,20,6,74,6,2,79,5,0.73,0.58,118,15,13,33,0.28,4,14
2006/2007,A1,Regular_Season,1st,1,-,5,26/11/2006,17:30,1193,6454,O,Minetti Infoplus Vicenza,Vicenza,3,1,6,14,19,25,8,16,21,23,8,16,21,25,2,9,12,15,8,10,13,17,5,16,21,25,8,16,21,25,4,9,11,11,-,-,-,-,-,-,-,-,65,29,28,89,10,2,68,2,0.81,0.68,122,11,14,50,0.41,-,13
