Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2006/2007,A1,Regular_Season,1st,1,1,0,11/9/2006,20:30,1124,2356,C,Antonveneta Padova,Padova,2,3,5,14,18,21,8,16,21,25,8,14,17,20,6,16,21,25,4,16,21,25,8,15,19,23,6,11,21,25,8,16,18,22,2,7,9,17,5,10,12,19,81,28,37,109,16,8,97,8,0.66,0.48,131,10,9,59,0.45,1,14
2006/2007,A1,Regular_Season,1st,1,1,0,11/9/2006,20:30,1124,2356,O,RPA-LuigiBacchi.it Perugia,Perugia Umbria,3,2,8,16,21,25,5,14,18,21,6,16,21,25,8,14,17,20,8,15,19,23,4,16,21,25,8,16,18,22,6,11,21,25,5,10,12,19,2,7,9,17,82,27,33,113,16,5,93,8,0.75,0.51,132,10,14,68,0.52,1,9
2006/2007,A1,Regular_Season,1st,1,2,0,10/9/2006,18:00,1266,6559,C,Tonno Callipo Vibo Valentia,Vibo Valentia,0,3,2,12,15,15,8,16,21,25,8,11,17,21,6,16,21,25,4,14,17,22,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,13,-4,59,11,2,63,10,0.63,0.4,71,7,13,34,0.48,1,2
2006/2007,A1,Regular_Season,1st,1,2,0,10/9/2006,18:00,1266,6559,O,Cimone Modena,Modena,3,0,8,16,21,25,2,12,15,15,6,16,21,25,8,11,17,21,8,16,21,25,4,14,17,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,27,28,73,10,7,48,4,0.83,0.67,57,7,2,34,0.6,2,13
2006/2007,A1,Regular_Season,1st,1,3,0,10/9/2006,19:30,1730,8214,C,Lube Banca Marche Macerata,Lube,0,3,4,13,15,21,8,16,21,25,5,12,18,23,8,16,21,25,8,15,21,28,6,16,20,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,15,14,73,9,-,59,5,0.83,0.59,80,8,3,38,0.48,6,7
2006/2007,A1,Regular_Season,1st,1,3,0,10/9/2006,19:30,1730,8214,O,M. Roma Volley,Roma M.,3,0,8,16,21,25,4,13,15,21,8,16,21,25,5,12,18,23,6,16,20,30,8,15,21,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,13,22,77,18,5,64,-,0.8,0.53,93,5,7,47,0.51,3,3
2006/2007,A1,Regular_Season,1st,1,4,0,10/9/2006,18:00,2693,19378,C,Itas Diatec Trentino,Trento,2,3,8,14,20,26,7,16,21,24,7,14,17,20,8,16,21,25,7,12,14,16,8,16,21,25,7,14,20,25,8,16,21,22,2,7,10,11,5,10,12,15,70,26,13,99,25,8,90,10,0.68,0.52,118,11,8,51,0.43,3,11
2006/2007,A1,Regular_Season,1st,1,4,0,10/9/2006,18:00,2693,19378,O,Prisma Taranto,Taranto,3,2,7,16,21,24,8,14,20,26,8,16,21,25,7,14,17,20,8,16,21,25,7,12,14,16,8,16,21,22,7,14,20,25,5,10,12,15,2,7,10,11,71,31,25,110,20,8,74,8,0.65,0.57,99,6,11,55,0.56,1,8
2006/2007,A1,Regular_Season,1st,1,5,0,10/9/2006,18:00,2163,12323,C,Maggiora Latina,Latina,3,1,7,14,20,25,8,16,21,23,8,16,21,23,4,13,20,25,7,13,21,25,8,16,20,23,8,16,21,25,3,8,16,20,-,-,-,-,-,-,-,-,69,26,17,97,10,9,74,8,0.69,0.47,96,7,10,52,0.54,17,8
2006/2007,A1,Regular_Season,1st,1,5,0,10/9/2006,18:00,2163,12323,O,Sisley Treviso,Treviso,1,3,8,16,21,23,7,14,20,25,4,13,20,25,8,16,21,23,8,16,20,23,7,13,21,25,3,8,16,20,8,16,21,25,-,-,-,-,-,-,-,-,73,25,17,92,13,7,87,9,0.66,0.36,103,10,8,56,0.54,16,10
