Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2006/2007,A1,Regular_Season,1st,1,-,1,26/11/2006,17:30,1507,6372,C,Sant'Orsola Asystel Novara,Novara Trecate,1,Anzanello Sara,-,-,7.1,4,3,4,-,-,10,4,9,12,-,-,2,-,1,1,11,-,1,9,0.82,-,1
2006/2007,A1,Regular_Season,1st,1,-,1,26/11/2006,17:30,1507,6372,C,Sant'Orsola Asystel Novara,Novara Trecate,2,Skowronska Katarzyna,-,-,7.4,1,6,1,-,-,11,6,9,13,2,3,1,-,1,1,11,-,-,8,0.73,-,-
2006/2007,A1,Regular_Season,1st,1,-,1,26/11/2006,17:30,1507,6372,C,Sant'Orsola Asystel Novara,Novara Trecate,5,Ballarini Moana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2006/2007,A1,Regular_Season,1st,1,-,1,26/11/2006,17:30,1507,6372,C,Sant'Orsola Asystel Novara,Novara Trecate,8,Cecioni Viola,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2006/2007,A1,Regular_Season,1st,1,-,1,26/11/2006,17:30,1507,6372,C,Sant'Orsola Asystel Novara,Novara Trecate,10,Cardullo Paola,L,-,-,*,*,*,-,-,-,-,-1,-,-,-,17,1,0.88,0.71,-,-,-,-,-,-,-
2006/2007,A1,Regular_Season,1st,1,-,1,26/11/2006,17:30,1507,6372,C,Sant'Orsola Asystel Novara,Novara Trecate,11,Popovic-Gamma Sanja,-,-,-,-,*,*,-,-,2,1,1,4,1,1,-,-,-,-,1,-,-,1,1,-,-
2006/2007,A1,Regular_Season,1st,1,-,1,26/11/2006,17:30,1507,6372,C,Sant'Orsola Asystel Novara,Novara Trecate,12,Aguero Taismary,-,-,6.8,5,4,5,-,-,12,5,5,8,3,-,8,1,0.88,0.75,20,1,2,11,0.55,-,1
2006/2007,A1,Regular_Season,1st,1,-,1,26/11/2006,17:30,1507,6372,C,Sant'Orsola Asystel Novara,Novara Trecate,13,Osmokrovic Natasa,-,C,6.3,6,5,6,-,-,13,10,10,7,1,-,7,1,0.57,0.57,23,1,-,11,0.48,-,2
2006/2007,A1,Regular_Season,1st,1,-,1,26/11/2006,17:30,1507,6372,C,Sant'Orsola Asystel Novara,Novara Trecate,14,Corbellini Monica,-,-,7,2,1,2,-,-,2,2,2,12,-,1,-,-,-,-,1,-,-,1,1,-,-
2006/2007,A1,Regular_Season,1st,1,-,1,26/11/2006,17:30,1507,6372,C,Sant'Orsola Asystel Novara,Novara Trecate,15,Spasojevic Anja,-,-,6.2,3,2,3,-,-,8,5,5,17,2,2,3,-,1,0.67,20,1,-,6,0.3,-,-
2006/2007,A1,Regular_Season,1st,1,-,1,26/11/2006,17:30,1507,6372,C,Sant'Orsola Asystel Novara,Novara Trecate,16,Barcellini Cristina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2006/2007,A1,Regular_Season,1st,1,-,1,26/11/2006,17:30,1507,6372,C,Sant'Orsola Asystel Novara,Novara Trecate,18,Elli Maria Luisa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2006/2007,A1,Regular_Season,1st,1,-,1,26/11/2006,17:30,1507,6372,O,Lines Ecocapitanata Altamura,Altamura,1,Aldrich Erin,-,-,5.9,2,4,2,-,-,5,1,-,7,2,-,2,-,1,1,8,1,1,4,0.5,1,1
2006/2007,A1,Regular_Season,1st,1,-,1,26/11/2006,17:30,1507,6372,O,Lines Ecocapitanata Altamura,Altamura,5,Savostianova Elvira,-,-,5.5,6,2,6,-,-,4,1,1,8,1,1,2,-,0.5,0.5,13,1,-,2,0.15,1,1
2006/2007,A1,Regular_Season,1st,1,-,1,26/11/2006,17:30,1507,6372,O,Lines Ecocapitanata Altamura,Altamura,7,Romanò Maria del Rosario,-,C,5.8,5,1,5,-,-,3,2,1,7,-,-,10,2,0.6,0.2,7,-,-,2,0.29,-,1
2006/2007,A1,Regular_Season,1st,1,-,1,26/11/2006,17:30,1507,6372,O,Lines Ecocapitanata Altamura,Altamura,9,Kovacova Katarina,-,-,-,*,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-
