Season,Division,Team,No,Player,Role,Born,Height,Nat. Sport.,Note
2004/2005,A2,Rebecchi Rivergaro,3,ARIMATTEI SOFIA,Spiker,1981,186,ITA,-
2004/2005,A2,Rebecchi Rivergaro,4,ALETTI ANASTASIA,Middleblocker,1991,175,ITA,-
2004/2005,A2,Rebecchi Rivergaro,5,FRANCO ESTER,Spiker,1979,187,ITA,from 13/01/2005
2004/2005,A2,Rebecchi Rivergaro,6,CIMOLAI FEDERICA,Spiker,1976,180,ITA,until 10/01/2005
2004/2005,A2,Rebecchi Rivergaro,7,CALLEGARO CINZIA,Setter,1975,171,ITA,-
2004/2005,A2,Rebecchi Rivergaro,8,MOLINENGO MICHELA,Libero,1978,160,ITA,-
2004/2005,A2,Rebecchi Rivergaro,9,OCASIO CLEMENTE SHEILA,Middleblocker,1982,195,USA,-
2004/2005,A2,Rebecchi Rivergaro,11,BECCARIA VANIA,Spiker,1973,194,ITA,-
2004/2005,A2,Rebecchi Rivergaro,14,PARENTI DARIA,Middleblocker,1977,185,ITA,-
2004/2005,A2,Rebecchi Rivergaro,16,PRZYBYSZ JAGIELO ALEKSANDRA KATARZYNA,Spiker,1980,185,POL,-
2004/2005,A2,Zazzeri Figurella Firenze,3,GUERRINI ANNALISA,Middleblocker,1979,186,ITA,-
2004/2005,A2,Zazzeri Figurella Firenze,4,BALDUCCI ALICE,Setter,1987,175,ITA,-
2004/2005,A2,Zazzeri Figurella Firenze,5,SIMONETTI ELISA,Setter,1977,177,ITA,-
2004/2005,A2,Zazzeri Figurella Firenze,6,PATTUELLI VERONICA,Spiker,-,-,-,-
2004/2005,A2,Zazzeri Figurella Firenze,7,MATTEINI MARICA,Spiker,-,-,-,-
2004/2005,A2,Zazzeri Figurella Firenze,9,DONÀ MELISSA,Spiker,1982,178,ITA,-
2004/2005,A2,Zazzeri Figurella Firenze,10,CROATTO SILVIA,Spiker,1973,183,ITA,-
2004/2005,A2,Zazzeri Figurella Firenze,11,LUGLI LARA,Spiker,1980,181,ITA,-
2004/2005,A2,Zazzeri Figurella Firenze,12,FANTACCINI SLAVKA,Spiker,1978,195,SVK,-
2004/2005,A2,Zazzeri Figurella Firenze,13,DIAS DE CARVALHO FLAVIA,Middleblocker,1976,186,BRA,-
2004/2005,A2,Zazzeri Figurella Firenze,13,SACCONI CHIARA,Middleblocker,1986,184,ITA,until 30/09/2004
2004/2005,A2,Zazzeri Figurella Firenze,14,CAROLI SARA,Middleblocker,1979,181,ITA,-
2004/2005,A2,Zazzeri Figurella Firenze,14,VANNINI CAMILLA,Spiker,-,-,-,from 24/10/2004
2004/2005,A2,Zazzeri Figurella Firenze,15,PARIS SARA,Libero,1985,165,ITA,-
