Season,Division,Team,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2
2004/2005,A2,Conad Forlì,7,LUCCHI Cristiano,Libero,1977,193,FC,ITA,until 09/12/2004,trasferito a Carife Ferrara
2004/2005,A2,Conad Forlì,8,DE LEONIBUS Claudio,Middleblocker,1983,200,FC,ITA,-,-
2004/2005,A2,Conad Forlì,9,CROCIANI Paolo,Setter,1986,190,FC,ITA,-,-
2004/2005,A2,Conad Forlì,10,SELVAGGI Giuseppe,Setter,1964,188,PE,ITA,-,-
2004/2005,A2,Conad Forlì,12,RUSSO Massimiliano,Middleblocker,1976,196,TO,ITA,-,-
2004/2005,A2,Conad Forlì,13,RISTIC Ljubisa,Spiker,1967,192,BIH,BIH,-,-
2004/2005,A2,Conad Forlì,14,GHERARDI Ivan,Spiker,1979,193,RA,ITA,until 02/12/2004,-
2004/2005,A2,Conad Forlì,15,STANGONI Sandro,Middleblocker,1975,197,SS,ITA,-,-
2004/2005,A2,Conad Forlì,16,SPADONI Marco,Libero,1984,185,FC,ITA,-,-
2004/2005,A2,Conad Forlì,-,TABANELLI Matteo,Spiker,1983,190,RA,ITA,from 08/12/2004,proveniente da Carife Ferrara
2004/2005,A2,Ermolli Castelnuovo,1,ROJAS Andy,Spiker,1977,197,VEN,VEN,-,-
2004/2005,A2,Ermolli Castelnuovo,3,ASTOLFI Massimiliano,Setter,1981,191,MO,ITA,-,-
2004/2005,A2,Ermolli Castelnuovo,4,MICHIELETTO Riccardo,Spiker,1968,196,TV,ITA,-,-
2004/2005,A2,Ermolli Castelnuovo,5,QUARTARONE Mauro,Spiker,1982,192,RG,ITA,-,-
2004/2005,A2,Ermolli Castelnuovo,6,BLANZIERI Simone,Middleblocker,1979,196,TO,ITA,-,-
2004/2005,A2,Ermolli Castelnuovo,7,MODNICKI Dawid,Middleblocker,1975,205,POL,ITA,-,-
2004/2005,A2,Ermolli Castelnuovo,9,BERNABÈ Andrea,Middleblocker,1969,193,RM,ITA,-,-
2004/2005,A2,Ermolli Castelnuovo,10,HUNTER Andrew,Setter,1977,187,AUS,ENG,from 15/01/2005,-
2004/2005,A2,Ermolli Castelnuovo,12,GULMINELLI Emanuele,Libero,1973,186,RA,ITA,-,-
2004/2005,A2,Ermolli Castelnuovo,13,PERAZZOLO Lorenzo,Spiker,1984,198,MN,ITA,-,-
2004/2005,A2,Ermolli Castelnuovo,14,BAMPA Andrea,Spiker,1982,192,VR,ITA,-,-
2004/2005,A2,Ermolli Castelnuovo,15,PINZI Enrico,Setter,1975,193,MN,ITA,-,-
2004/2005,A2,Ermolli Castelnuovo,18,ORO Lucio Antonio,Spiker,1977,200,BRA,BRA,-,-
2004/2005,A2,Esse-ti Carilo Loreto,1,VAN BEEST Hidde,Spiker,1979,207,NED,AUS,-,-
2004/2005,A2,Esse-ti Carilo Loreto,2,DAMIAO Alez,Spiker,1981,204,BRA,BRA,-,-
2004/2005,A2,Esse-ti Carilo Loreto,3,ZAMPONI Matteo,Spiker,1978,195,MC,ITA,until 22/12/2004,-
2004/2005,A2,Esse-ti Carilo Loreto,4,MODICA Riccardo,Setter,1973,180,PA,ITA,-,-
2004/2005,A2,Esse-ti Carilo Loreto,6,VIANELLO Maurizio,Libero,1972,192,PD,ITA,-,-
2004/2005,A2,Esse-ti Carilo Loreto,7,SBROLLA Filippo,Setter,1987,190,AN,ITA,-,-
2004/2005,A2,Esse-ti Carilo Loreto,9,POLIDORI Giovanni,Middleblocker,1975,202,RI,ITA,-,-
2004/2005,A2,Esse-ti Carilo Loreto,10,FIORI Federico,Middleblocker,1980,200,MC,ITA,-,-
2004/2005,A2,Esse-ti Carilo Loreto,11,DURANTE Gianluca,Spiker,1976,195,LE,ITA,-,-
2004/2005,A2,Esse-ti Carilo Loreto,12,SPAIRANI Riccardo,Middleblocker,1978,197,MI,ITA,-,-
2004/2005,A2,Esse-ti Carilo Loreto,13,SPESCHA Simone,Spiker,1979,200,RM,ITA,from 22/12/2004,proveniente da Conad Forlì
2004/2005,A2,Esse-ti Carilo Loreto,15,BIAGIOLA Walter,Spiker,1984,192,AN,ITA,-,-
2004/2005,A2,Esse-ti Carilo Loreto,16,MARTIN Terence,Spiker,1975,201,CAN,IRL,-,-
2004/2005,A2,Isernia Volley,1,COSTANTINI Antonio,Middleblocker,1972,194,CH,ITA,-,-
2004/2005,A2,Isernia Volley,2,PICCIRILLO Luigi,Setter,1986,186,IS,ITA,from 28/11/2004,-
2004/2005,A2,Isernia Volley,3,MARESCA Luca,Spiker,1970,182,CAN,ITA,-,-
2004/2005,A2,Isernia Volley,4,MCKIENZIE David,Spiker,1979,195,USA,USA,-,-
2004/2005,A2,Isernia Volley,5,SCAPPATICCIO Mario,Setter,1974,180,NA,ITA,-,-
2004/2005,A2,Isernia Volley,7,JULIANI Rodrigo,Spiker,1976,204,BRA,BRA,-,-
2004/2005,A2,Isernia Volley,8,LIBRARO Antonio,Setter,1981,193,NA,ITA,-,-
2004/2005,A2,Isernia Volley,9,PEDONE Roberto,Middleblocker,1978,197,TO,ITA,-,-
2004/2005,A2,Isernia Volley,10,GATTO Michele,Spiker,1976,179,FR,ITA,-,-
2004/2005,A2,Isernia Volley,11,CRISPINO Maurizio,Spiker,1976,201,FR,ITA,-,-
2004/2005,A2,Isernia Volley,12,SUGLIA Vittorio,Spiker,1979,192,MT,ITA,-,-
2004/2005,A2,Isernia Volley,13,D'ANGELO Roberto,Spiker,1978,196,CE,ITA,-,-
2004/2005,A2,Isernia Volley,14,RINELLI Antonio,Middleblocker,1979,200,TA,ITA,until 16/12/2004,trasferito a Codyeco S.Croce
2004/2005,A2,Isernia Volley,15,PERUZZO Alberto,Middleblocker,1979,198,TV,ITA,from 22/12/2004,proveniente da Codyeco S.Croce
2004/2005,A2,Isernia Volley,16,LATUHIHIN Niek,Setter,1979,193,NED,NED,from 04/01/2005,-
2004/2005,A2,Mail Service Corigliano,1,VIVA Giacomo,Libero,1975,196,BR,ITA,-,-
2004/2005,A2,Mail Service Corigliano,2,ZACCAREO Massimo,Middleblocker,1979,200,CT,ITA,-,-
2004/2005,A2,Mail Service Corigliano,3,DRAGHICI Marius Daniel,Spiker,1976,205,ROM,ITA,-,-
2004/2005,A2,Mail Service Corigliano,4,FALCONE Pierpaolo,Setter,1981,198,CS,ITA,-,-
2004/2005,A2,Mail Service Corigliano,5,CORVETTA Antonio,Setter,1977,188,AN,ITA,-,-
2004/2005,A2,Mail Service Corigliano,6,MARTILOTTI Alfredo Walter,Spiker,1980,188,CS,ITA,-,-
2004/2005,A2,Mail Service Corigliano,7,EITHUN Geir,Spiker,1979,199,NOR,NOR,from 28/01/2005,-
2004/2005,A2,Mail Service Corigliano,8,BRINKMAN Steve,Middleblocker,1978,203,CAN,CAN,-,-
2004/2005,A2,Mail Service Corigliano,9,TOMASELLO Giacomo,Middleblocker,1976,197,CT,ITA,-,-
2004/2005,A2,Mail Service Corigliano,12,PICCIONI Francesco,Spiker,1976,192,CZ,ITA,-,-
2004/2005,A2,Mail Service Corigliano,14,HERNANI Dezotti Lemos Soares,Spiker,1971,178,BRA,BRA,-,-
2004/2005,A2,Mail Service Corigliano,15,BRY Fabrice,Spiker,1972,202,FRA,FRA,-,-
2004/2005,A2,Mail Service Corigliano,18,CANZANELLA Mario,Spiker,1981,194,NA,ITA,-,-
2004/2005,A2,Premier Hotels Crema,3,RIGONI Giacomo,Spiker,1979,200,MI,ITA,-,-
2004/2005,A2,Premier Hotels Crema,4,AIELLO Marco,Spiker,1977,198,TO,ITA,-,-
2004/2005,A2,Premier Hotels Crema,5,EGESTE Daniele,Middleblocker,1973,194,PC,ITA,-,-
2004/2005,A2,Premier Hotels Crema,6,GARILLI Alessio,Spiker,1980,194,CT,ITA,-,-
2004/2005,A2,Premier Hotels Crema,7,CETRULLO Leano,Spiker,1986,198,CH,ITA,-,-
2004/2005,A2,Premier Hotels Crema,8,FINAZZI Danilo,Middleblocker,1976,201,BG,ITA,-,-
2004/2005,A2,Premier Hotels Crema,9,ACOSTA Joaquin,Spiker,1979,197,USA,PUR,-,-
2004/2005,A2,Premier Hotels Crema,9,REIS Roberto,Spiker,1980,192,POR,POR,from 31/03/2005,-
2004/2005,A2,Premier Hotels Crema,10,CAPROTTI Alberto,Libero,1968,186,MB,ITA,-,-
2004/2005,A2,Premier Hotels Crema,12,MOZZANA Iacopo,Setter,1982,193,MI,ITA,-,-
2004/2005,A2,Premier Hotels Crema,13,MAIA Miguel,Setter,1971,183,POR,POR,-,-
2004/2005,A2,Premier Hotels Crema,15,TOPPEL Curt Herman,Spiker,1980,205,USA,GER,from 08/11/2004,-
2004/2005,A2,Premier Hotels Crema,17,YOKO Jaques,Spiker,1972,196,FRA,FRA,-,-
2004/2005,A2,Salento d’amare Taviano,1,LAVORATO Francesco,Middleblocker,1969,198,GR,ITA,-,-
2004/2005,A2,Salento d’amare Taviano,2,CRISÒSTOMO Michele,Spiker,1988,193,LE,ITA,from 08/12/2004,-
2004/2005,A2,Salento d’amare Taviano,3,BALDARI Luigi,Spiker,1965,192,LE,ITA,from 17/10/2004,-
2004/2005,A2,Salento d’amare Taviano,3,PTAK Jeff,Spiker,1979,196,USA,USA,-,-
2004/2005,A2,Salento d’amare Taviano,4,ANCORA Antonio,Libero,1977,183,LE,ITA,-,-
2004/2005,A2,Salento d’amare Taviano,5,PIERINI Massimo,Setter,1980,194,AN,ITA,-,-
2004/2005,A2,Salento d’amare Taviano,7,BRUNO Marcello,Spiker,1972,192,BA,ITA,-,-
2004/2005,A2,Salento d’amare Taviano,8,OLIMPIO Yuri,Spiker,1977,182,LE,ITA,-,-
2004/2005,A2,Salento d’amare Taviano,9,PAOLUCCI Adriano,Setter,1979,190,RM,ITA,-,-
2004/2005,A2,Salento d’amare Taviano,10,MAGRÌ Andrea,Middleblocker,1974,201,BR,ITA,-,-
2004/2005,A2,Salento d’amare Taviano,13,COSI Lamberto,Spiker,1971,192,LE,ITA,-,-
2004/2005,A2,Salento d’amare Taviano,14,DA SILVA AXÈ Carlos Cesar,Spiker,1972,195,BRA,BRA,-,-
2004/2005,A2,Salento d’amare Taviano,15,PECORARI Massimo,Middleblocker,1974,198,GO,ITA,-,-
2004/2005,A2,Salento d’amare Taviano,-,NAPIER Jonas,Spiker,1978,193,DEN,DEN,from 02/03/2005,-
2004/2005,A2,Samia Schio,1,FILIPPI Nicolas,Setter,1989,183,VI,ITA,-,-
2004/2005,A2,Samia Schio,1,SARTORI Andrea,Setter,1987,188,VI,ITA,from 06/01/2005,-
2004/2005,A2,Samia Schio,2,GREEN Tyler,Spiker,1988,186,VI,ITA,from 26/09/2004,-
2004/2005,A2,Samia Schio,3,CRICCA Manuele,Middleblocker,1981,200,RA,ITA,from 21/12/2004,proveniente da Conad Forlì
2004/2005,A2,Samia Schio,4,MUNARETTO Marco,Spiker,1986,198,VI,ITA,-,-
2004/2005,A2,Samia Schio,5,TRENTIN Manuel,Libero,1988,188,VI,ITA,-,-
2004/2005,A2,Samia Schio,6,ROMITO Giulio,Spiker,1983,192,LE,ITA,-,-
2004/2005,A2,Samia Schio,7,ROCCO Michele,Middleblocker,1968,198,RO,ITA,-,-
2004/2005,A2,Samia Schio,8,PEDA Janis,Spiker,1985,198,LAT,LAT,-,-
2004/2005,A2,Samia Schio,9,BATTILOTTI Andrea,Spiker,1978,196,VI,ITA,-,-
2004/2005,A2,Samia Schio,10,MATTERA Giordano,Setter,1983,200,RM,ITA,-,-
2004/2005,A2,Samia Schio,12,BERTELLE Giovanni,Spiker,1987,194,VI,ITA,-,-
2004/2005,A2,Samia Schio,13,D'AVANZO Andrea,Middleblocker,1982,199,AV,ITA,-,-
2004/2005,A2,Samia Schio,14,CHECCHIN Roberto,Libero,1972,175,VE,ITA,-,-
2004/2005,A2,Samia Schio,15,KARABEC Petr,Spiker,1970,207,CZE,CZE,-,-
2004/2005,A2,Sira Ancona,1,KARIPIDIS Theoklitos,Spiker,1980,189,GRE,GRE,-,-
2004/2005,A2,Sira Ancona,2,MANIÀ Loris,Libero,1979,190,GO,ITA,-,-
2004/2005,A2,Sira Ancona,3,CORSINI Francesco,Middleblocker,1979,202,PG,ITA,-,-
2004/2005,A2,Sira Ancona,4,DELLA LUNGA Dore,Spiker,1984,192,AN,ITA,-,-
2004/2005,A2,Sira Ancona,5,JOSCAK Jacub,Middleblocker,1980,204,SVK,SVK,-,-
2004/2005,A2,Sira Ancona,5,VALENTE Marco,Spiker,1986,192,AN,ITA,from 12/12/2004,-
2004/2005,A2,Sira Ancona,6,BILDFELL Chris,Middleblocker,1977,194,CAN,CAN,from 06/01/2005,-
2004/2005,A2,Sira Ancona,7,GIULIANI Andrea,Setter,1984,188,AN,ITA,-,-
2004/2005,A2,Sira Ancona,8,MESCOLI Marcello,Setter,1972,193,MO,ITA,-,-
2004/2005,A2,Sira Ancona,9,MARIC Goran,Spiker,1981,204,SRB,SRB,-,-
2004/2005,A2,Sira Ancona,11,BRUSCHI Leonardo,Spiker,1984,194,AN,ITA,-,-
2004/2005,A2,Sira Ancona,12,PALLASSINI Pier Paolo,Setter,1982,201,RM,ITA,from 17/10/2004,-
2004/2005,A2,Sira Ancona,14,NERI Matteo,Spiker,1979,187,AP,ITA,-,-
2004/2005,A2,Sira Ancona,15,CHIARINI Jacopo,Middleblocker,1981,195,AN,ITA,-,-
2004/2005,A2,Südtirol Alto Adige Bolzano,1,MONOPOLI Natale,Setter,1975,183,VE,ITA,-,-
2004/2005,A2,Südtirol Alto Adige Bolzano,2,HEIKKINEN Janne,Middleblocker,1976,204,FIN,FIN,-,-
2004/2005,A2,Südtirol Alto Adige Bolzano,3,SUSIO Luca,Libero,1976,189,BS,ITA,-,-
2004/2005,A2,Südtirol Alto Adige Bolzano,5,SBORGIA Emanuele,Middleblocker,1981,198,PE,ITA,-,-
2004/2005,A2,Südtirol Alto Adige Bolzano,7,LIRUTTI Kristian,Spiker,1975,190,UD,ITA,-,-
2004/2005,A2,Südtirol Alto Adige Bolzano,9,CASAGRANDE Paolo,Setter,1980,185,NO,ITA,-,-
2004/2005,A2,Südtirol Alto Adige Bolzano,10,RODRIGUES Rodrigo Gil,Spiker,1978,196,BRA,BRA,-,-
2004/2005,A2,Südtirol Alto Adige Bolzano,11,GOETSCH Filip,Spiker,1983,193,BZ,ITA,-,-
2004/2005,A2,Südtirol Alto Adige Bolzano,12,POSTIGLIONI Daniele,Middleblocker,1980,202,RM,ITA,-,-
2004/2005,A2,Südtirol Alto Adige Bolzano,13,SANTIÀ Ivano,Spiker,1976,197,BI,ITA,-,-
2004/2005,A2,Südtirol Alto Adige Bolzano,16,KIRCHHEIN William,Spiker,1972,202,BRA,BRA,-,-
2004/2005,A2,Südtirol Alto Adige Bolzano,18,CORREIA PEIXOTO Eurico Manuel,Spiker,1981,191,POR,POR,-,-
2004/2005,A2,Terra Sarda Cagliari,1,FABRONI Marco,Setter,1981,190,VA,ITA,-,-
2004/2005,A2,Terra Sarda Cagliari,2,PEREZ MORENO Victor,Spiker,1976,195,FRA,FRA,-,-
2004/2005,A2,Terra Sarda Cagliari,3,MASCIA Alessandro,Spiker,1975,196,CI,ITA,-,-
2004/2005,A2,Terra Sarda Cagliari,5,PAGOTTO Matteo,Libero,1981,185,TV,ITA,-,-
2004/2005,A2,Terra Sarda Cagliari,7,FRANCESCONI Luca,Spiker,1983,194,CA,ITA,-,-
2004/2005,A2,Terra Sarda Cagliari,8,KEIR Steven Robert,Spiker,1979,198,AUS,AUS,-,-
2004/2005,A2,Terra Sarda Cagliari,9,BARBARESCHI Giorgio,Spiker,1978,193,GE,ITA,-,-
2004/2005,A2,Terra Sarda Cagliari,10,CURTI Valerio,Middleblocker,1978,203,MO,ITA,-,-
2004/2005,A2,Terra Sarda Cagliari,11,SCILÌ Giacomo,Middleblocker,1976,199,CA,ITA,-,-
2004/2005,A2,Terra Sarda Cagliari,12,SOTO Hector,Spiker,1978,198,USA,PUR,-,-
2004/2005,A2,Terra Sarda Cagliari,15,ARDU Alessandro,Setter,1978,186,OR,ITA,-,-
2004/2005,A2,Terra Sarda Cagliari,16,BALDACCINI Paolo Emilio,Middleblocker,1977,202,LU,ITA,-,-
2004/2005,A2,Videx Royal Pat Grottazzolina,3,LATERZA Andrea,Setter,1979,193,BA,ITA,-,-
2004/2005,A2,Videx Royal Pat Grottazzolina,4,PERRONE Paolo,Spiker,1982,192,FR,ITA,-,-
2004/2005,A2,Videx Royal Pat Grottazzolina,6,RUIZ Ivan Benito,Spiker,1977,195,CUB,CUB,-,-
2004/2005,A2,Videx Royal Pat Grottazzolina,7,MORETTI Daniele,Middleblocker,1980,197,MC,ITA,-,-
2004/2005,A2,Videx Royal Pat Grottazzolina,8,GASPARI Massimo,Middleblocker,1980,196,AP,ITA,-,-
2004/2005,A2,Videx Royal Pat Grottazzolina,9,MORETTI Federico,Spiker,1983,204,FM,ITA,-,-
2004/2005,A2,Videx Royal Pat Grottazzolina,10,MUZIO Fabio,Spiker,1980,198,NA,ITA,-,-
2004/2005,A2,Videx Royal Pat Grottazzolina,12,SPADA Pietro,Middleblocker,1971,205,TA,ITA,-,-
2004/2005,A2,Videx Royal Pat Grottazzolina,13,BRIFAUD Pascal,Setter,1974,197,FRA,FRA,-,-
2004/2005,A2,Videx Royal Pat Grottazzolina,16,MOSCA Roberto,Spiker,1972,193,FE,ITA,-,-
2004/2005,A2,Videx Royal Pat Grottazzolina,17,MINNONI Mattia,Spiker,1981,191,FM,ITA,-,-
2004/2005,A2,Videx Royal Pat Grottazzolina,18,ROMERO Yasser,Libero,1979,190,CUB,CUB,-,-
