Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2003/2004,A1,Coppa_Italia,8th,1,1,0,2/11/2003,17:30,787,892,C,Scavolini Pesaro,Pesaro,2,Butnaru Elena,-,-,5.6,1,1,1,-,-,3,1,-6,10,2,-,10,3,0.7,0.6,10,2,2,2,0.2,-,1
2003/2004,A1,Coppa_Italia,8th,1,1,0,2/11/2003,17:30,787,892,C,Scavolini Pesaro,Pesaro,3,Rosso Valeria,-,-,7.1,2,2,2,-,-,3,1,1,9,1,-,10,-,0.9,0.8,5,1,-,2,0.4,-,1
2003/2004,A1,Coppa_Italia,8th,1,1,0,2/11/2003,17:30,787,892,C,Scavolini Pesaro,Pesaro,5,Germanova Aneta,-,-,5.8,6,6,6,-,-,14,7,8,8,-,-,12,1,0.58,0.58,28,4,1,13,0.46,-,1
2003/2004,A1,Coppa_Italia,8th,1,1,0,2/11/2003,17:30,787,892,C,Scavolini Pesaro,Pesaro,6,Qun Su Li,-,-,5.8,4,4,4,-,-,4,2,1,11,-,-,2,-,0.5,0.5,9,-,2,4,0.44,1,-
2003/2004,A1,Coppa_Italia,8th,1,1,0,2/11/2003,17:30,787,892,C,Scavolini Pesaro,Pesaro,7,Rocca Enrica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2003/2004,A1,Coppa_Italia,8th,1,1,0,2/11/2003,17:30,787,892,C,Scavolini Pesaro,Pesaro,10,Mengarda Giorgete Cristina,L,-,-,*,*,*,-,-,-,-,-2,-,-,-,16,2,0.69,0.56,-,-,-,-,-,-,-
2003/2004,A1,Coppa_Italia,8th,1,1,0,2/11/2003,17:30,787,892,C,Scavolini Pesaro,Pesaro,11,Havlova Jana,-,-,6.4,3,3,3,-,-,12,-,6,11,1,-,10,-,0.8,0.6,23,2,3,12,0.52,-,-
2003/2004,A1,Coppa_Italia,8th,1,1,0,2/11/2003,17:30,787,892,C,Scavolini Pesaro,Pesaro,12,Swiderek Anna,-,-,5.8,5,5,5,-,-,3,-,2,9,1,-,-,-,-,-,4,-,-,2,0.5,-,1
2003/2004,A1,Coppa_Italia,8th,1,1,0,2/11/2003,17:30,787,892,C,Scavolini Pesaro,Pesaro,14,Furiassi Giovanna,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2003/2004,A1,Coppa_Italia,8th,1,1,0,2/11/2003,17:30,787,892,C,Scavolini Pesaro,Pesaro,15,Del Core Antonella,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
