Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2003/2004,A1,Coppa_Italia,8th,1,1,0,2/11/2003,17:30,787,892,C,Scavolini Pesaro,Pesaro,0,3,8,16,21,23,6,15,20,25,3,8,15,20,8,16,21,25,6,10,12,14,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,11,10,58,5,-,60,6,0.72,0.62,79,9,8,35,0.44,1,4
2003/2004,A1,Coppa_Italia,8th,1,1,0,2/11/2003,17:30,787,892,O,Radio 105 Foppapedretti Bergamo,Volley Bergamo,3,0,6,15,20,25,8,16,21,23,8,16,21,25,3,8,15,20,8,16,21,25,6,10,12,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,22,38,72,12,6,53,1,0.75,0.57,77,4,4,45,0.58,-,8
2003/2004,A1,Coppa_Italia,8th,1,2,0,1/11/2003,15:00,244,1356,C,Pallavolo Chieri,Chieri,3,2,7,15,19,25,8,16,21,27,7,16,17,31,8,15,21,33,6,15,21,25,8,16,20,22,8,16,21,25,5,9,18,18,5,10,12,15,1,8,9,11,86,36,38,118,9,7,92,7,0.75,0.64,146,16,16,69,0.47,-,10
2003/2004,A1,Coppa_Italia,8th,1,2,0,1/11/2003,15:00,244,1356,O,Cia Minetti Vicenza,Vicenza,2,3,8,16,21,27,7,15,19,25,8,15,21,33,7,16,17,31,8,16,20,22,6,15,21,25,5,9,18,18,8,16,21,25,1,8,9,11,5,10,12,15,81,27,32,109,17,7,109,11,0.75,0.61,137,11,10,58,0.42,-,16
2003/2004,A1,Coppa_Italia,8th,1,3,0,2/11/2003,17:30,523,609,C,Pallavolo Reggio Emilia,Reggio Emilia,3,2,6,16,20,23,8,15,21,25,7,15,19,26,8,16,21,24,8,16,21,25,5,15,17,19,8,14,18,18,4,16,21,25,5,10,12,15,2,3,4,8,77,33,34,107,4,3,89,5,0.73,0.47,178,20,14,66,0.37,-,8
2003/2004,A1,Coppa_Italia,8th,1,3,0,2/11/2003,17:30,523,609,O,Icot Tec Forlì,Forlì (Ex Forlimpopoli),2,3,8,15,21,25,6,16,20,23,8,16,21,24,7,15,19,26,5,15,17,19,8,16,21,25,4,16,21,25,8,14,18,18,2,3,4,8,5,10,12,15,75,24,34,101,12,5,103,4,0.78,0.47,180,17,8,56,0.31,-,14
2003/2004,A1,Coppa_Italia,8th,1,4,0,2/11/2003,17:30,545,1868,C,PinetaGuru Ravenna,Ravenna,2,3,4,9,12,16,8,16,21,25,8,12,18,25,3,16,21,22,8,13,14,15,7,16,21,25,8,16,21,25,7,13,17,19,5,6,6,8,4,10,12,15,71,25,23,89,11,8,98,7,0.68,0.53,147,13,17,56,0.38,-,7
2003/2004,A1,Coppa_Italia,8th,1,4,0,2/11/2003,17:30,545,1868,O,Johnson Matthey Sassuolo,Sassuolo (Ex Spezzano),3,2,8,16,21,25,4,9,12,16,3,16,21,22,8,12,18,25,7,16,21,25,8,13,14,15,7,13,17,19,8,16,21,25,4,10,12,15,5,6,6,8,76,35,46,103,5,4,78,8,0.64,0.42,131,5,7,55,0.42,5,17
2003/2004,A1,Coppa_Italia,8th,2,1,0,16/11/2003,17:30,851,4221,C,Radio 105 Foppapedretti Bergamo,Volley Bergamo,3,0,8,16,21,25,5,12,16,20,7,16,21,25,8,15,19,22,6,16,21,25,8,14,18,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,16,37,73,10,8,60,1,0.83,0.4,74,2,4,40,0.54,-,6
2003/2004,A1,Coppa_Italia,8th,2,1,0,16/11/2003,17:30,851,4221,O,Scavolini Pesaro,Pesaro,0,3,5,12,16,20,8,16,21,25,8,15,19,22,7,16,21,25,8,14,18,21,6,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,13,12,68,9,-,71,10,0.75,0.35,76,8,7,45,0.59,1,2
2003/2004,A1,Coppa_Italia,8th,2,2,0,15/11/2003,21:00,1442,3765,C,Cia Minetti Vicenza,Vicenza,2,3,5,10,13,16,8,16,21,25,8,15,20,27,6,16,21,25,5,15,20,26,8,16,21,24,-,-,-,20,-,-,-,25,-,-,-,13,-,-,-,15,32,11,19,40,7,6,48,1,0.81,0.42,43,2,3,21,0.49,-,5
2003/2004,A1,Coppa_Italia,8th,2,2,0,15/11/2003,21:00,1442,3765,O,Pallavolo Chieri,Chieri,3,2,8,16,21,25,5,10,13,16,6,16,21,25,8,15,20,27,8,16,21,24,5,15,20,26,-,-,-,25,-,-,-,20,-,-,-,15,-,-,-,13,25,9,15,31,3,-,14,-,0.86,0.5,44,5,2,22,0.5,-,3
2003/2004,A1,Coppa_Italia,8th,2,3,0,16/11/2003,17:30,1000,-,C,Icot Tec Forlì,Forlì (Ex Forlimpopoli),1,3,8,16,21,25,3,9,13,15,8,15,21,24,4,16,19,26,5,12,16,18,8,16,21,25,-,-,-,18,-,-,-,25,-,-,-,-,-,-,-,-,45,16,31,57,7,8,60,1,0.83,0.4,64,2,4,32,0.5,-,5
