Season,Division,Team,No,Player,Role,Born,Height,Nat. Sport.,Note
2003/2004,A1,Radio 105 Foppapedretti Bergamo,12,PICCININI FRANCESCA,Spiker,1979,185,ITA,-
2003/2004,A1,Radio 105 Foppapedretti Bergamo,18,POLJAK MAJA,Middleblocker,1983,196,CRO,-
2003/2004,A1,Scavolini Pesaro,1,CANCELLIERI ELISA,Middleblocker,1984,182,ITA,-
2003/2004,A1,Scavolini Pesaro,2,BUTNARU ELENA,Middleblocker,1975,184,ROM,-
2003/2004,A1,Scavolini Pesaro,3,ROSSO VALERIA,Middleblocker,1981,184,ITA,-
2003/2004,A1,Scavolini Pesaro,5,GERMANOVA ANETA,Spiker,1975,186,BUL,-
2003/2004,A1,Scavolini Pesaro,6,QUN SU LI,Middleblocker,1970,185,CHN,-
2003/2004,A1,Scavolini Pesaro,7,ROCCA ENRICA,Setter,1984,174,ITA,from 04/10/2003
2003/2004,A1,Scavolini Pesaro,10,MENGARDA GIORGETE CRISTINA,Libero,1972,184,BRA,-
2003/2004,A1,Scavolini Pesaro,11,HAVLOVA JANA,Spiker,1978,180,CZE,-
2003/2004,A1,Scavolini Pesaro,12,SWIDEREK ANNA,Setter,1981,186,ITA,-
2003/2004,A1,Scavolini Pesaro,13,CENTONI NADIA,Spiker,1981,185,ITA,-
2003/2004,A1,Scavolini Pesaro,14,FURIASSI GIOVANNA,Libero,1985,166,ITA,-
2003/2004,A1,Scavolini Pesaro,15,DEL CORE ANTONELLA,Spiker,1980,182,ITA,-
2003/2004,A1,Volley Modena,1,SYKORA STACY,Libero,1977,176,USA,-
2003/2004,A1,Volley Modena,3,SANDLER MALIN,Setter,1980,172,SWE,from 17/10/2003 AL 23/12/2003
2003/2004,A1,Volley Modena,5,BETCHEVA TEODORA PEEVA,Spiker,1971,180,BUL,-
2003/2004,A1,Volley Modena,6,YANEVA ROSITSA,Spiker,1981,184,BUL,until 21/12/2003
2003/2004,A1,Volley Modena,7,GOLINELLI MARZIA,Libero,1983,168,ITA,-
2003/2004,A1,Volley Modena,8,MIKUSOVA IVETA,Middleblocker,1969,183,ITA,-
2003/2004,A1,Volley Modena,9,PACHALE HANKA,Spiker,1976,190,GER,-
2003/2004,A1,Volley Modena,10,MARC DIANA RAMONA,Spiker,1979,183,ROM,-
2003/2004,A1,Volley Modena,11,BOWN HEATHER,Middleblocker,1978,191,USA,-
2003/2004,A1,Volley Modena,12,FERRETTI FRANCESCA,Setter,1984,180,ITA,-
2003/2004,A1,Volley Modena,13,MARASI ANNA MARIA,Setter,1969,182,ITA,from 18/01/2004
2003/2004,A1,Volley Modena,15,BENEDETTI CINZIA,Middleblocker,1976,184,ITA,-
2003/2004,A1,Volley Modena,17,CABRAL DE LA CRUZ MILAGROS,Middleblocker,1978,182,DOM,-
2003/2004,A2,Bbc The Passion Matera,1,CONSOLI FEDERICA,Setter,1985,175,ITA,-
2003/2004,A2,Bbc The Passion Matera,3,VOJTH ILDIKO,Middleblocker,1974,178,ITA,-
2003/2004,A2,Bbc The Passion Matera,4,YASAKOVA DINA,Spiker,1967,187,RUS,-
2003/2004,A2,Bbc The Passion Matera,5,CATALDO ANTONELLA,Spiker,1971,190,ITA,-
2003/2004,A2,Bbc The Passion Matera,6,RICCI ROSA,Setter,1973,172,ITA,-
2003/2004,A2,Bbc The Passion Matera,7,BELLINI BARBARA,Spiker,1977,185,CAN,-
2003/2004,A2,Bbc The Passion Matera,9,MOSCONI BEATRICE,Middleblocker,1984,178,ITA,-
2003/2004,A2,Bbc The Passion Matera,11,BRUNI SIMONA,Middleblocker,1975,180,ITA,-
2003/2004,A2,Bbc The Passion Matera,15,CASSILI CATERINA,Spiker,1972,180,ITA,until 14/12/2003
2003/2004,A2,Bbc The Passion Matera,16,PIETRANGELI FEDERICA,Libero,1985,170,ITA,-
2003/2004,A2,Bbc The Passion Matera,18,BANELLA CLAUDIA,Spiker,1981,178,ITA,-
2003/2004,A2,Burro Virgilio Gabbioli Curtatone,1,NENKOVSKA ELENA,Spiker,1977,185,BUL,from 07/10/2003
2003/2004,A2,Burro Virgilio Gabbioli Curtatone,3,CAPELLI ARIANNA,Setter,1977,170,ITA,-
2003/2004,A2,Burro Virgilio Gabbioli Curtatone,3,PARENTI DARIA,Middleblocker,1977,185,ITA,-
2003/2004,A2,Burro Virgilio Gabbioli Curtatone,4,GUATELLI ALESSANDRA,Spiker,1983,178,ITA,-
2003/2004,A2,Burro Virgilio Gabbioli Curtatone,5,BOMBONATO ERIKA,Spiker,-,170,ITA,from 08/10/2003
2003/2004,A2,Burro Virgilio Gabbioli Curtatone,6,TRIPIEDI MONICA,Spiker,1979,177,ITA,-
2003/2004,A2,Burro Virgilio Gabbioli Curtatone,7,CIGOGNETTI ELENA,Setter,-,174,ITA,-
2003/2004,A2,Burro Virgilio Gabbioli Curtatone,8,MORETTI FRANCESCA,Middleblocker,1979,-,ITA,-
2003/2004,A2,Burro Virgilio Gabbioli Curtatone,9,GILIOLI ELISABETTA,Spiker,1975,180,ITA,-
2003/2004,A2,Burro Virgilio Gabbioli Curtatone,11,GASTALDELLO LISA,Spiker,-,186,ITA,-
2003/2004,A2,Burro Virgilio Gabbioli Curtatone,15,CROZZOLIN ALESSANDRA,Middleblocker,1977,186,ITA,-
2003/2004,A2,Burro Virgilio Gabbioli Curtatone,17,BONATTI FEDERICA,Libero,1982,174,ITA,-
2003/2004,A2,Caoduro Cavazzale,1,GIORIA DANIELA,Middleblocker,1979,181,ITA,-
2003/2004,A2,Caoduro Cavazzale,2,CICOLARI GRETA,Spiker,1982,181,ITA,-
2003/2004,A2,Caoduro Cavazzale,3,RENIERO MARGHERITA,Libero,1978,175,ITA,-
2003/2004,A2,Caoduro Cavazzale,4,MARCHETTO CHIARA,Spiker,1977,186,ITA,-
2003/2004,A2,Caoduro Cavazzale,5,POLI TANIA,Spiker,1978,181,ITA,from 13/01/2004
2003/2004,A2,Caoduro Cavazzale,6,GIORDANA LINDA,Spiker,1982,187,ITA,-
2003/2004,A2,Caoduro Cavazzale,7,CHIURLOTTO SILVIA,Spiker,1985,178,ITA,-
2003/2004,A2,Caoduro Cavazzale,8,MARTINO KATIA,Middleblocker,1977,185,ITA,-
2003/2004,A2,Caoduro Cavazzale,9,MERLOTTI LUCIANA,Setter,1976,178,ITA,-
2003/2004,A2,Caoduro Cavazzale,10,PEGORAROTTO SABINA,Setter,1982,172,ITA,-
2003/2004,A2,Caoduro Cavazzale,12,AMBROSINI LISA,Middleblocker,1985,182,ITA,-
2003/2004,A2,Caoduro Cavazzale,13,NEGRINI CHIARA,Spiker,1979,178,ITA,-
2003/2004,A2,Caoduro Cavazzale,15,NARDINI DANIELA,Middleblocker,1982,182,ITA,-
2003/2004,A2,Dimeglio Brums Busto Arsizio,1,BACCHI LUCIA,Spiker,1981,181,ITA,-
2003/2004,A2,Dimeglio Brums Busto Arsizio,2,PARIS SARA,Libero,1985,165,ITA,-
2003/2004,A2,Dimeglio Brums Busto Arsizio,3,MEZZERA CAMILLA,Spiker,1979,180,ITA,-
2003/2004,A2,Dimeglio Brums Busto Arsizio,4,FRONTINI DORIANA,Middleblocker,1972,178,ITA,-
2003/2004,A2,Dimeglio Brums Busto Arsizio,5,MINUTI VALENTINA,Middleblocker,1980,178,ITA,-
2003/2004,A2,Dimeglio Brums Busto Arsizio,6,BALLARDINI VIVIANA,Spiker,1976,176,ITA,-
2003/2004,A2,Dimeglio Brums Busto Arsizio,7,VINDEVOGHEL LIESBET,Spiker,1979,189,BEL,-
2003/2004,A2,Dimeglio Brums Busto Arsizio,8,VENTURINI LAURA,Setter,1977,172,ITA,-
2003/2004,A2,Dimeglio Brums Busto Arsizio,9,KISS KATALIN,Spiker,1979,186,HUN,from 27/10/2003
2003/2004,A2,Dimeglio Brums Busto Arsizio,10,PASTORI ARIANNA,Spiker,1979,179,ITA,-
2003/2004,A2,Dimeglio Brums Busto Arsizio,12,MEZZAPESA TONIA,Setter,1985,185,ITA,until 03/01/2004
2003/2004,A2,Dimeglio Brums Busto Arsizio,13,CALLONI RAFFAELLA,Middleblocker,1983,186,ITA,-
2003/2004,A2,Figurella Firenze,1,SACCONI CHIARA,Middleblocker,1986,184,ITA,-
2003/2004,A2,Figurella Firenze,2,ARRIGHETTI VALENTINA,Middleblocker,1985,185,ITA,-
2003/2004,A2,Figurella Firenze,3,CONDE MARIANA ISABEL,Spiker,1973,184,ARG,-
2003/2004,A2,Figurella Firenze,5,BERTINI SABRINA,Spiker,1969,182,ITA,from 25/01/2004
2003/2004,A2,Figurella Firenze,6,POGGIALI FEDERICA,Setter,1979,179,ITA,-
2003/2004,A2,Figurella Firenze,7,NAVARRINI CHIARA,Setter,1976,183,ITA,-
2003/2004,A2,Figurella Firenze,8,VAHEN MAJA,Spiker,-,183,SLO,until 21/02/2004
2003/2004,A2,Figurella Firenze,9,RROCO IZABELA,Spiker,-,183,ITA,-
2003/2004,A2,Figurella Firenze,10,CROATTO SILVIA,Spiker,1973,183,ITA,-
2003/2004,A2,Figurella Firenze,11,LUGLI LARA,Spiker,1980,181,ITA,-
2003/2004,A2,Figurella Firenze,12,CAMPANARI BARBARA,Middleblocker,1980,191,ITA,-
2003/2004,A2,Figurella Firenze,13,CITTERIO SILVIA,Libero,1984,165,ITA,-
2003/2004,A2,Figurella Firenze,14,GALASTRI ERIKA,Setter,-,-,-,from 15/10/2003
2003/2004,A2,Figurella Firenze,14,VANNINI CAMILLA,Spiker,-,-,-,from 21/01/2004
2003/2004,A2,Gelati Gelma Seap Aragona,1,NASRETDINOVA FARIDA,Middleblocker,1971,185,ITA,-
2003/2004,A2,Gelati Gelma Seap Aragona,3,GOTTE CARINA LAURA,Setter,1971,175,ITA,-
2003/2004,A2,Gelati Gelma Seap Aragona,4,SCOLLO FRANCESCA,Setter,1971,176,ITA,-
2003/2004,A2,Gelati Gelma Seap Aragona,5,PALAZZINI MAURA,Middleblocker,1976,185,ITA,-
2003/2004,A2,Gelati Gelma Seap Aragona,6,PARISI FRANCESCA,Libero,1979,162,ITA,-
2003/2004,A2,Gelati Gelma Seap Aragona,7,ARIAS DONE NURIS,Spiker,1973,191,DOM,until 20/10/2003
2003/2004,A2,Gelati Gelma Seap Aragona,8,OUZUNOVA SLAVKA,Spiker,1970,185,BUL,-
2003/2004,A2,Gelati Gelma Seap Aragona,10,FERRANO TERESA,Spiker,1975,176,ITA,-
2003/2004,A2,Gelati Gelma Seap Aragona,12,NAGY MARIANN,Spiker,1976,188,HUN,from 25/01/2004
2003/2004,A2,Gelati Gelma Seap Aragona,12,BOTEVA MILENA,Spiker,1981,204,BUL,-
2003/2004,A2,Gelati Gelma Seap Aragona,14,ZEBRI LUCIA,Spiker,1973,175,ITA,-
2003/2004,A2,Gelati Gelma Seap Aragona,15,NORATO SIMONA,Middleblocker,1976,185,ITA,-
2003/2004,A2,Lines Tra.De.Co. Altamura,1,CARROZZO ROSSELLA,Setter,1984,171,ITA,from 12/10/2003
2003/2004,A2,Lines Tra.De.Co. Altamura,3,VASIC MARIJA,Spiker,1979,180,SCG,-
2003/2004,A2,Lines Tra.De.Co. Altamura,5,SPINATO ROSSANA,Setter,1977,180,ITA,-
2003/2004,A2,Lines Tra.De.Co. Altamura,6,CAPUANO PAOLA,Spiker,1978,180,ITA,-
2003/2004,A2,Lines Tra.De.Co. Altamura,7,ROMANÒ MARIA DEL ROSARIO,Middleblocker,1976,182,ITA,-
2003/2004,A2,Lines Tra.De.Co. Altamura,8,CAROLI SARA,Middleblocker,1979,178,ITA,-
2003/2004,A2,Lines Tra.De.Co. Altamura,12,DE MORAES ANDREA LEOPOLDINA,Spiker,1969,186,BRA,-
2003/2004,A2,Lines Tra.De.Co. Altamura,13,IPPOLITO FRANCESCA,Middleblocker,1982,184,ITA,-
2003/2004,A2,Lines Tra.De.Co. Altamura,14,SPASSOVA ANTONIA,Spiker,1979,181,ITA,-
2003/2004,A2,Lines Tra.De.Co. Altamura,15,POLLASTRINI STEFANIA,Libero,1978,178,ITA,-
2003/2004,A2,Marche Metalli Castelfidardo,3,CHIAPPA ELEONORA,Setter,1971,170,ITA,-
2003/2004,A2,Marche Metalli Castelfidardo,4,LARSEN PIA,Spiker,1977,182,DEN,-
2003/2004,A2,Marche Metalli Castelfidardo,5,PELLECCHIA ARIANNA,Middleblocker,1982,185,ITA,-
2003/2004,A2,Marche Metalli Castelfidardo,6,MAZZONI CLAUDIA,Libero,1980,170,ITA,-
2003/2004,A2,Marche Metalli Castelfidardo,7,ALESSANDRINI ERIKA,Spiker,1979,186,ITA,-
2003/2004,A2,Marche Metalli Castelfidardo,8,PEPE ANNALISA,Spiker,1978,180,ITA,-
2003/2004,A2,Marche Metalli Castelfidardo,9,SPENA NOEMI,Setter,1983,172,ITA,-
2003/2004,A2,Marche Metalli Castelfidardo,10,GIANNOTTI BRIGIDA,Middleblocker,1976,183,ITA,-
2003/2004,A2,Marche Metalli Castelfidardo,13,MARCEKOVA ADRIANA,Middleblocker,1975,188,SVK,-
2003/2004,A2,Mariani Petroli Lodi,1,TIRIBELLI SILVIA,Middleblocker,1975,186,ITA,-
2003/2004,A2,Mariani Petroli Lodi,2,VIGANÒ NATALIA,Spiker,1979,178,ITA,-
2003/2004,A2,Mariani Petroli Lodi,3,PERRONI CHIARA,Libero,1977,170,ITA,-
2003/2004,A2,Mariani Petroli Lodi,4,DROZINA ELENA,Setter,1978,181,ITA,-
2003/2004,A2,Mariani Petroli Lodi,5,FRANCO ESTER,Spiker,1979,187,ITA,-
