Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,3,1,6,12,20,22,8,16,21,25,8,16,21,25,4,14,18,23,7,16,21,25,8,13,17,20,8,16,21,25,7,9,11,13,-,-,-,-,-,-,-,-,78,34,45,96,7,3,78,3,0.72,0.45,173,14,9,61,0.35,-,14
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,O,Banca Reale Yoyogurt Giaveno,Giaveno,1,3,8,16,21,25,6,12,20,22,4,14,18,23,8,16,21,25,8,13,17,20,7,16,21,25,7,9,11,13,8,16,21,25,-,-,-,-,-,-,-,-,60,20,24,82,4,2,89,4,0.79,0.49,167,14,14,49,0.29,-,9
2012/2013,A1,Regular_Season,1st,1,-,3002,21/10/2012,18:00,-,-,C,Volley 2002 Forlì Bologna,Forlì (Ex Forlimpopoli),2,3,5,12,15,17,8,16,21,25,4,16,21,25,8,12,15,19,8,13,16,22,7,16,21,25,8,16,21,25,6,12,16,21,5,9,9,11,3,10,12,15,70,24,14,101,9,2,90,9,0.63,0.5,164,11,17,56,0.34,-,12
2012/2013,A1,Regular_Season,1st,1,-,3002,21/10/2012,18:00,-,-,O,Mc Carnaghi Villa Cortese,Villa Cortese,3,2,8,16,21,25,5,12,15,17,8,12,15,19,4,16,21,25,7,16,21,25,8,13,16,22,6,12,16,21,8,16,21,25,3,10,12,15,5,9,9,11,84,29,29,103,13,5,92,4,0.67,0.48,166,13,12,62,0.37,-,17
2012/2013,A1,Regular_Season,1st,1,-,3003,20/10/2012,20:30,-,-,C,Chateau D'Ax Urbino,Urbino,1,3,3,7,9,11,8,16,21,25,8,16,21,25,4,15,19,23,4,13,16,20,8,16,21,25,7,10,14,16,8,16,21,25,-,-,-,-,-,-,-,-,57,16,7,73,6,1,91,5,0.62,0.24,144,12,15,50,0.35,-,6
2012/2013,A1,Regular_Season,1st,1,-,3003,20/10/2012,20:30,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,3,1,8,16,21,25,3,7,9,11,4,15,19,23,8,16,21,25,8,16,21,25,4,13,16,20,8,16,21,25,7,10,14,16,-,-,-,-,-,-,-,-,77,33,36,97,6,5,67,3,0.55,0.34,131,5,6,57,0.44,-,15
2012/2013,A1,Regular_Season,1st,1,-,3006,21/10/2012,18:00,-,-,C,Duck Farm Chieri Torino,Chieri,3,2,8,16,21,25,4,14,16,20,6,8,11,14,8,16,21,25,2,8,13,19,8,16,21,25,8,16,21,25,6,15,20,21,5,10,12,20,4,9,11,18,75,25,3,104,15,4,97,3,0.64,0.48,167,16,19,58,0.35,-,14
2012/2013,A1,Regular_Season,1st,1,-,3006,21/10/2012,18:00,-,-,O,Foppapedretti Bergamo,Volley Bergamo,2,3,4,14,16,20,8,16,21,25,8,16,21,25,6,8,11,14,8,16,21,25,2,8,13,19,6,15,20,21,8,16,21,25,4,9,11,18,5,10,12,20,77,26,17,110,13,2,88,4,0.68,0.53,161,12,14,58,0.36,-,19
2012/2013,A1,Regular_Season,1st,2,-,3007,28/10/2012,18:00,2600,-,C,Foppapedretti Bergamo,Volley Bergamo,3,2,8,16,21,25,5,11,15,19,6,12,17,20,8,16,21,25,8,16,21,25,7,13,14,22,8,13,17,20,6,16,21,25,3,10,12,15,5,9,10,13,81,29,45,104,9,1,99,1,0.74,0.6,167,12,9,64,0.38,-,16
2012/2013,A1,Regular_Season,1st,2,-,3007,28/10/2012,18:00,2600,-,O,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,2,3,5,11,15,19,8,16,21,25,8,16,21,25,6,12,17,20,7,13,14,22,8,16,21,25,6,16,21,25,8,13,17,20,5,9,10,13,3,10,12,15,78,30,37,104,7,1,95,3,0.72,0.55,157,14,16,68,0.43,-,9
