Season,Division,Team,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2
2012/2013,A1,Marmi Lanza Verona,8,PESARESI Nicola,Libero,1991,190,AN,ITA,-,-
2012/2013,A1,Marmi Lanza Verona,9,CENTOMO Federico,Libero,1992,182,VR,ITA,-,-
2012/2013,A1,Marmi Lanza Verona,10,GAVOTTO Mauro,Spiker,1979,202,CN,ITA,-,-
2012/2013,A1,Marmi Lanza Verona,11,PEACOCK Harrison,Setter,1991,194,AUS,AUS,-,-
2012/2013,A1,Marmi Lanza Verona,12,VIAFARA Jaime,Middleblocker,1981,207,COL,COL,from 25/11/2012,-
2012/2013,A1,Marmi Lanza Verona,13,FEDRIZZI Michele,Spiker,1991,192,TN,ITA,-,-
2012/2013,A1,Marmi Lanza Verona,18,DE MARCHI Francesco,Spiker,1986,193,PD,ITA,-,-
2012/2013,A1,Sir Safety Perugia,1,ALLETTI Aimone,Middleblocker,1988,207,LO,ITA,-,-
2012/2013,A1,Sir Safety Perugia,2,VAN REKOM Floris,Spiker,1991,197,NED,NED,-,-
2012/2013,A1,Sir Safety Perugia,3,VAN HARSKAMP Yannick,Setter,1986,190,NED,NED,-,-
2012/2013,A1,Sir Safety Perugia,4,PETRIC Nemanja,Spiker,1987,205,SRB,SRB,-,-
2012/2013,A1,Sir Safety Perugia,6,DALDELLO Nicola,Setter,1983,184,TV,ITA,-,-
2012/2013,A1,Sir Safety Perugia,7,GIOVI Andrea,Libero,1983,185,PG,ITA,-,-
2012/2013,A1,Sir Safety Perugia,8,TOMASSETTI Daniele,Middleblocker,1981,203,RM,ITA,-,-
2012/2013,A1,Sir Safety Perugia,10,SCHWARZ Sebastian,Spiker,1985,197,GER,GER,-,-
2012/2013,A1,Sir Safety Perugia,11,TAMBURO Vincenzo,Spiker,1985,200,FI,ITA,-,-
2012/2013,A1,Sir Safety Perugia,13,VUJEVIC Goran,Spiker,1973,192,MNE,MNE,-,-
2012/2013,A1,Sir Safety Perugia,14,EDGAR Thomas,Spiker,1989,212,AUS,AUS,-,-
2012/2013,A1,Sir Safety Perugia,16,POCHINI Filippo,Libero,1989,185,PG,ITA,-,-
2012/2013,A1,Sir Safety Perugia,17,SEMENZATO Andrea,Middleblocker,1981,208,VE,ITA,-,-
2012/2013,A1,Tonno Callipo Vibo Valentia,1,MONTESANTI Mattia,Libero,1993,183,VV,ITA,-,-
2012/2013,A1,Tonno Callipo Vibo Valentia,2,COSCIONE Manuel,Setter,1980,188,CN,ITA,-,-
2012/2013,A1,Tonno Callipo Vibo Valentia,3,CORTELLAZZI Emiliano,Setter,1985,189,CN,ITA,-,-
2012/2013,A1,Tonno Callipo Vibo Valentia,4,KALIBERDA Denys Viktorovic,Spiker,1990,195,UKR,GER,-,-
2012/2013,A1,Tonno Callipo Vibo Valentia,6,LAVIA Antonio,Spiker,1994,188,CS,ITA,-,-
2012/2013,A1,Tonno Callipo Vibo Valentia,7,FARINA Alessandro,Libero,1976,182,PR,ITA,-,-
2012/2013,A1,Tonno Callipo Vibo Valentia,8,FORNI Marcello,Middleblocker,1980,200,MO,ITA,-,-
2012/2013,A1,Tonno Callipo Vibo Valentia,9,ROCAMORA Daniel,Spiker,1988,203,ESP,ESP,-,-
2012/2013,A1,Tonno Callipo Vibo Valentia,10,BADAWY Mohamed,Spiker,1986,197,EGY,EGY,from 09/11/2012,-
2012/2013,A1,Tonno Callipo Vibo Valentia,11,BUTI Simone,Middleblocker,1983,208,FI,ITA,-,-
2012/2013,A1,Tonno Callipo Vibo Valentia,13,KLAPWIJK Niels,Spiker,1985,200,NED,NED,-,-
2012/2013,A1,Tonno Callipo Vibo Valentia,14,BARONE Rocco,Middleblocker,1987,200,RC,ITA,-,-
2012/2013,A1,Tonno Callipo Vibo Valentia,17,URNAUT Tine,Spiker,1988,201,SLO,SLO,-,-
2012/2013,A1,Tonno Callipo Vibo Valentia,18,PRESTA Luca,Middleblocker,1995,200,CS,ITA,-,-
2012/2013,A2,B-Chem Golden Plast Potenza Picena,3,CACCHIARELLI Tommaso,Libero,1990,183,MC,ITA,-,-
2012/2013,A2,B-Chem Golden Plast Potenza Picena,4,TOBALDI Riccardo,Middleblocker,1984,204,MC,ITA,-,-
2012/2013,A2,B-Chem Golden Plast Potenza Picena,5,CECATO Nicola,Setter,1988,185,AN,ITA,-,-
2012/2013,A2,B-Chem Golden Plast Potenza Picena,6,MISCIO Emanuele,Setter,1982,186,AR,ITA,-,-
2012/2013,A2,B-Chem Golden Plast Potenza Picena,7,ZAMPONI Matteo,Spiker,1978,195,MC,ITA,-,-
2012/2013,A2,B-Chem Golden Plast Potenza Picena,8,MERCORIO Mario,Spiker,1983,191,CE,ITA,-,-
2012/2013,A2,B-Chem Golden Plast Potenza Picena,10,ZAMAGNI Matteo,Middleblocker,1989,195,RN,ITA,-,-
2012/2013,A2,B-Chem Golden Plast Potenza Picena,11,BENAGLIA Davide,Middleblocker,1989,202,PC,ITA,-,-
2012/2013,A2,B-Chem Golden Plast Potenza Picena,12,MUZIO Fabio,Spiker,1980,198,NA,ITA,-,-
2012/2013,A2,B-Chem Golden Plast Potenza Picena,13,ZAMPETTI Enrico,Spiker,1980,197,AR,ITA,-,-
2012/2013,A2,B-Chem Golden Plast Potenza Picena,15,DAVID Zoltan,Spiker,1981,191,HUN,HUN,from 15/12/2012,-
2012/2013,A2,B-Chem Golden Plast Potenza Picena,16,BIANCHI Juri,Libero,1986,184,RN,ITA,-,-
2012/2013,A2,B-Chem Golden Plast Potenza Picena,17,DELLA CORTE Giuseppe,Spiker,1992,197,BA,ITA,-,-
2012/2013,A2,Caffè Aiello Corigliano,1,FABRONI Marco,Setter,1981,190,VA,ITA,-,-
2012/2013,A2,Caffè Aiello Corigliano,2,VAN GARDEREN Maarten,Spiker,1990,200,NED,NED,-,-
2012/2013,A2,Caffè Aiello Corigliano,3,SMERILLI Lorenzo,Libero,1987,178,MC,ITA,-,-
2012/2013,A2,Caffè Aiello Corigliano,5,GUIDO Andrea,Setter,1993,190,CS,ITA,-,-
2012/2013,A2,Caffè Aiello Corigliano,7,SANTUCCI Marco,Spiker,1983,189,CB,ITA,-,-
2012/2013,A2,Caffè Aiello Corigliano,8,CASCIARO Daniele,Libero,1993,174,CS,ITA,-,-
2012/2013,A2,Caffè Aiello Corigliano,9,TOMASELLO Giacomo,Middleblocker,1976,197,CT,ITA,-,-
2012/2013,A2,Caffè Aiello Corigliano,10,BORTOLOZZO Matteo,Middleblocker,1989,200,PD,ITA,-,-
2012/2013,A2,Caffè Aiello Corigliano,11,PARIS Matteo,Setter,1983,188,RM,ITA,-,-
2012/2013,A2,Caffè Aiello Corigliano,12,FERNANDO DAVID RODRIGUEZ Gonzalez,Spiker,1989,194,VEN,VEN,from 11/01/2013,-
2012/2013,A2,Caffè Aiello Corigliano,14,PADURA DIAZ Williams,Spiker,1986,200,CUB,ITA,-,-
2012/2013,A2,Caffè Aiello Corigliano,15,SPERANDIO Matteo,Middleblocker,1992,199,TV,ITA,-,-
2012/2013,A2,Caffè Aiello Corigliano,16,SMITH Luke,Spiker,1990,201,INA,AUS,until 18/12/2012,-
2012/2013,A2,Caffè Aiello Corigliano,17,GIOMBINI Leondino,Spiker,1975,205,AN,ITA,-,-
2012/2013,A2,Caffè Aiello Corigliano,18,MARRETTA Federico,Spiker,1990,185,TP,ITA,-,-
2012/2013,A2,Conad Reggio Emilia,1,LUPPI Oreste,Middleblocker,1983,195,RE,ITA,-,-
2012/2013,A2,Conad Reggio Emilia,2,GRASSI Nicola,Spiker,1994,190,RE,ITA,-,-
2012/2013,A2,Conad Reggio Emilia,3,GRASSANO Michele,Spiker,1986,196,FG,ITA,-,-
2012/2013,A2,Conad Reggio Emilia,5,ORDUNA Santiago,Setter,1983,183,ARG,ITA,-,-
2012/2013,A2,Conad Reggio Emilia,6,GOI Riccardo,Libero,1992,174,MN,ITA,-,-
2012/2013,A2,Conad Reggio Emilia,7,TONDO Alessandro,Middleblocker,1991,199,LE,ITA,-,-
2012/2013,A2,Conad Reggio Emilia,8,PELLEGRINO Gianluca,Spiker,1991,180,CE,ITA,-,-
2012/2013,A2,Conad Reggio Emilia,9,BARBARESCHI Giorgio,Spiker,1978,193,GE,ITA,-,-
2012/2013,A2,Conad Reggio Emilia,10,CURTI Valerio,Middleblocker,1978,203,MO,ITA,-,-
2012/2013,A2,Conad Reggio Emilia,11,DIACHKOV Andrii,Spiker,1985,202,UKR,UKR,from 11/08/2012,-
2012/2013,A2,Conad Reggio Emilia,12,BIRIBANTI Francesco,Spiker,1976,198,TR,ITA,-,-
2012/2013,A2,Conad Reggio Emilia,13,CASTELLANI Julian,Libero,1982,191,ARG,ITA,-,-
2012/2013,A2,Conad Reggio Emilia,17,GROPPI Michele,Setter,1986,192,GE,ITA,-,-
2012/2013,A2,Coserplast Matera,1,MATHEUS Josè,Spiker,1976,193,VEN,ITA,-,-
2012/2013,A2,Coserplast Matera,2,CASULLI Cesare,Libero,1983,184,BA,ITA,-,-
2012/2013,A2,Coserplast Matera,4,PERCOCO Giacomo,Spiker,1986,185,BA,ITA,-,-
2012/2013,A2,Coserplast Matera,6,POSTIGLIONI Daniele,Middleblocker,1980,203,RM,ITA,-,-
2012/2013,A2,Coserplast Matera,8,BERNI Dario,Middleblocker,1993,204,LU,ITA,-,-
2012/2013,A2,Coserplast Matera,10,PINERUA Kervin,Spiker,1991,192,VEN,VEN,-,-
2012/2013,A2,Coserplast Matera,11,JANUSEK Peter,Spiker,1983,200,SVK,SVK,-,-
2012/2013,A2,Coserplast Matera,12,SUGLIA Vittorio,Spiker,1979,193,MT,ITA,-,-
2012/2013,A2,Coserplast Matera,13,CORSINI Francesco,Middleblocker,1979,202,PG,ITA,-,-
2012/2013,A2,Coserplast Matera,14,DI TOMMASO Simone,Setter,1982,176,PE,ITA,-,-
2012/2013,A2,Coserplast Matera,15,RISPOLI Carlo,Spiker,1990,195,CE,ITA,-,-
2012/2013,A2,Coserplast Matera,18,GAETANO Lazzaro,Setter,1989,190,NA,ITA,-,-
2012/2013,A2,Elettrosud Brolo,1,BUZZELLI Pierlorenzo,Spiker,1990,193,AQ,ITA,-,-
2012/2013,A2,Elettrosud Brolo,2,BLASI Alessandro,Setter,1992,190,TS,ITA,-,-
2012/2013,A2,Elettrosud Brolo,4,RICCI Luigi,Spiker,1991,194,-,ITA,-,-
2012/2013,A2,Elettrosud Brolo,5,SESTO Nicola,Middleblocker,1987,198,CZ,ITA,-,-
2012/2013,A2,Elettrosud Brolo,6,RUIZ Ivan Benito,Spiker,1977,195,CUB,ITA,-,-
2012/2013,A2,Elettrosud Brolo,7,SCOLARO Salvo,Libero,1987,175,ME,ITA,-,-
2012/2013,A2,Elettrosud Brolo,8,JACOBSEN Axel,Setter,1984,194,ARG,DEN,until 12/11/2012,-
2012/2013,A2,Elettrosud Brolo,9,PEREYRA Federico,Spiker,1988,200,ARG,ARG,from 22/01/2013,-
2012/2013,A2,Elettrosud Brolo,10,CAVANNA Maximiliano,Setter,1988,188,ARG,ARG,from 20/11/2012,-
2012/2013,A2,Elettrosud Brolo,11,OVERBEEKE Robin,Spiker,1989,197,NED,NED,until 10/01/2013,-
2012/2013,A2,Elettrosud Brolo,12,FERRARO Mario,Middleblocker,1987,198,PA,ITA,-,-
2012/2013,A2,Elettrosud Brolo,14,PAOLI Alessandro,Middleblocker,1984,194,TN,ITA,-,-
2012/2013,A2,Elettrosud Brolo,15,CAPRA Michele,Spiker,1985,198,TN,ITA,-,-
2012/2013,A2,Elettrosud Brolo,16,MENGOZZI Daniele,Spiker,1987,194,FC,ITA,-,-
2012/2013,A2,Elettrosud Brolo,18,CIABATTINI Edoardo,Libero,1989,180,PI,ITA,-,-
2012/2013,A2,Exprivia Molfetta,1,MORELLI Michele,Spiker,1991,195,FG,ITA,-,-
2012/2013,A2,Exprivia Molfetta,2,APREA Gianpio,Setter,1991,195,NA,ITA,-,-
2012/2013,A2,Exprivia Molfetta,3,CASTARD Ludovic,Spiker,1983,197,FRA,FRA,from 29/03/2013,-
2012/2013,A2,Exprivia Molfetta,5,VAN DIJK Kay,Spiker,1984,215,NED,NED,from 28/09/2012,-
2012/2013,A2,Exprivia Molfetta,6,DEL VECCHIO Francesco,Spiker,1987,195,BA,ITA,-,-
2012/2013,A2,Exprivia Molfetta,7,MATTEI Andrea,Middleblocker,1993,202,RM,ITA,-,-
2012/2013,A2,Exprivia Molfetta,8,VERHANNEMAN Matthijs,Spiker,1988,197,BEL,BEL,-,-
