Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,1,Faucette Juliann,-,-,6.6,2,1,2,1,-,19,9,14,13,-,2,5,2,0.4,0.2,41,-,3,15,0.37,-,2
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,3,Lloyd Carli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,4,Brinker Maren,-,-,-,-,*,*,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,6,Leonardi Giulia ,-,L,-,*,*,*,*,-,-,-,-,-,-,-,45,-,0.8,0.49,-,-,-,-,-,-,-
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,7,Marcon Francesca,-,-,6.1,5,4,5,4,-,11,3,6,17,-,-,26,1,0.69,0.46,29,2,2,9,0.31,-,2
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,8,Bauer Christina ,C,-,6.8,6,5,6,5,-,13,5,11,14,2,-,-,-,-,-,18,-,-,10,0.56,-,3
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,10,Kozuch Margareta Anna,-,-,5.5,4,3,4,3,-,14,5,2,16,2,-,-,-,-,-,55,7,3,13,0.24,-,1
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,11,Lombardo Gilda,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,13,Arrighetti Valentina,-,-,6.4,3,2,3,2,-,18,9,13,12,1,-,-,-,-,-,24,3,1,12,0.5,-,6
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,14,Caracuta Valeria,-,-,6,1,6,1,6,-,2,2,-2,18,2,-,1,-,-,-,6,2,-,2,0.33,-,-
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,17,Pisani Giulia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,18,Bisconti Veronica,-,-,-,*,*,*,-,-,1,1,1,5,-,1,1,-,-,-,-,-,-,-,-,-,-
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,O,Banca Reale Yoyogurt Giaveno,Giaveno,1,Engle Ashley Lauren,-,-,-,*,-,*,6,-,9,2,3,3,2,-,1,1,-,-,15,2,1,9,0.6,-,-
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,O,Banca Reale Yoyogurt Giaveno,Giaveno,2,Cecchetto Giada ,-,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,O,Banca Reale Yoyogurt Giaveno,Giaveno,3,Togut Elisa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,O,Banca Reale Yoyogurt Giaveno,Giaveno,4,Murrey Tarah,-,-,5.8,4,5,4,1,-,11,5,2,20,-,-,10,-,0.7,0.5,32,4,5,10,0.31,-,1
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,O,Banca Reale Yoyogurt Giaveno,Giaveno,5,Dall'Ora Chiara,-,-,6.3,2,3,2,5,-,2,1,1,14,-,-,-,-,-,-,8,-,1,-,-,-,2
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,O,Banca Reale Yoyogurt Giaveno,Giaveno,6,Grothues-Balkenstein Maret,-,-,6.2,1,2,1,4,-,17,5,9,14,1,1,15,1,0.8,0.67,50,3,3,15,0.3,-,1
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,O,Banca Reale Yoyogurt Giaveno,Giaveno,8,Molinengo Michela ,-,L,-,*,*,*,*,-,-,-,-1,-,-,-,46,1,0.89,0.52,-,-,-,-,-,-,-
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,O,Banca Reale Yoyogurt Giaveno,Giaveno,9,Donﾃ Melissa,-,-,-,-,*,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,-,-,-,-,-
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,O,Banca Reale Yoyogurt Giaveno,Giaveno,10,Pincerato Giulia,-,-,6.3,6,1,6,3,-,4,3,2,10,-,-,-,-,-,-,8,2,-,2,0.25,-,2
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,O,Banca Reale Yoyogurt Giaveno,Giaveno,11,Luciani Nicoletta ,C,-,-,*,*,*,*,-,3,-,3,2,-,-,1,-,-,-,8,-,-,2,0.25,-,1
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,O,Banca Reale Yoyogurt Giaveno,Giaveno,12,Kauffeldt Berit,-,-,6.1,5,6,5,2,-,8,4,4,11,1,1,-,-,-,-,14,-,3,5,0.36,-,2
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,O,Banca Reale Yoyogurt Giaveno,Giaveno,15,Napolitano Senkova Jana,-,-,5.5,3,4,3,*,-,6,-,1,8,-,-,15,1,0.6,0.33,31,3,1,6,0.19,-,-
2012/2013,A1,Regular_Season,1st,1,-,3001,20/10/2012,20:30,3366,-,O,Banca Reale Yoyogurt Giaveno,Giaveno,17,Demichelis Ilaria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
