Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2012/2013,A1,Supercoppa,Final,1,-,0,30/9/2012,17:30,4741,52542,C,Cucine Lube Banca Marche Macerata,Lube,3,2,8,14,20,25,6,16,21,23,4,10,14,19,8,16,21,25,7,16,18,28,8,13,21,26,6,13,16,20,8,16,21,25,5,10,12,15,4,8,9,11,87,29,17,107,31,12,95,10,0.56,0.33,129,8,8,60,0.47,-,15
2012/2013,A1,Supercoppa,Final,1,-,0,30/9/2012,17:30,4741,52542,O,Itas Diatec Trentino,Trento,2,3,6,16,21,23,8,14,20,25,8,16,21,25,4,10,14,19,8,13,21,26,7,16,18,28,8,16,21,25,6,13,16,20,4,8,9,11,5,10,12,15,71,29,4,110,15,4,76,12,0.57,0.37,123,2,15,59,0.48,-,8
2012/2013,A1,Regular_Season,1st,1,-,1,7/10/2012,18:00,1638,14230,C,BCC-NEP Castellana Grotte,Castellana Grotte Mater,1,3,5,14,17,20,8,16,21,25,8,15,18,20,6,16,21,25,8,16,21,25,6,13,19,23,3,11,16,20,8,16,21,25,-,-,-,-,-,-,-,-,60,18,-7,86,12,3,80,11,0.54,0.4,95,14,6,44,0.46,-,13
2012/2013,A1,Regular_Season,1st,1,-,1,7/10/2012,18:00,1638,14230,O,Bre Banca Lannutti Cuneo,Cuneo,3,1,8,16,21,25,5,14,17,20,6,16,21,25,8,15,18,20,6,13,19,23,8,16,21,25,8,16,21,25,3,11,16,20,-,-,-,-,-,-,-,-,70,23,7,97,17,8,74,5,0.69,0.47,110,6,13,56,0.51,-,6
2012/2013,A1,Regular_Season,1st,1,-,2,6/10/2012,17:30,1864,10947,C,Altotevere San Giustino,San Giustino,1,3,7,11,14,20,8,16,21,25,8,16,21,25,7,12,14,17,7,12,18,20,8,16,21,25,5,13,15,19,8,16,21,25,-,-,-,-,-,-,-,-,57,17,-3,84,21,3,73,11,0.59,0.44,98,8,10,48,0.49,-,6
2012/2013,A1,Regular_Season,1st,1,-,2,6/10/2012,17:30,1864,10947,O,Cucine Lube Banca Marche Macerata,Lube,3,1,8,16,21,25,7,11,14,20,7,12,14,17,8,16,21,25,8,16,21,25,7,12,18,20,8,16,21,25,5,13,15,19,-,-,-,-,-,-,-,-,62,24,4,90,17,6,63,8,0.75,0.43,92,9,6,46,0.5,-,10
2012/2013,A1,Regular_Season,1st,1,-,3,7/10/2012,18:00,2808,21295,C,Itas Diatec Trentino,Trento,1,3,8,16,21,25,5,11,16,18,8,12,19,23,7,16,21,25,8,16,18,23,6,15,21,25,4,11,14,18,8,16,21,25,-,-,-,-,-,-,-,-,58,14,-3,89,15,-,73,9,0.63,0.36,99,11,11,48,0.48,-,10
2012/2013,A1,Regular_Season,1st,1,-,3,7/10/2012,18:00,2808,21295,O,Tonno Callipo Vibo Valentia,Vibo Valentia,3,1,5,11,16,18,8,16,21,25,7,16,21,25,8,12,19,23,6,15,21,25,8,16,18,23,8,16,21,25,4,11,14,18,-,-,-,-,-,-,-,-,66,20,17,92,19,5,74,2,0.57,0.23,96,12,10,50,0.52,-,11
2012/2013,A1,Regular_Season,1st,1,-,4,7/10/2012,17:30,2026,16022,C,CMC Ravenna,Ravenna Robur,0,3,5,8,13,17,8,16,21,25,3,12,15,19,8,16,21,25,4,12,17,19,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,6,-19,56,14,1,61,9,0.59,0.28,68,4,11,30,0.44,-,4
2012/2013,A1,Regular_Season,1st,1,-,4,7/10/2012,17:30,2026,16022,O,Copra Elior Piacenza,Piacenza,3,0,8,16,21,25,5,8,13,17,8,16,21,25,3,12,15,19,8,16,21,25,4,12,17,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,24,10,73,12,5,41,4,0.59,0.39,71,9,4,39,0.55,-,11
