Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2012/2013,A1,Supercoppa,Final,1,-,0,30/9/2012,17:30,4741,52542,C,Cucine Lube Banca Marche Macerata,Lube,1,Lampariello Davidson,-,-,-,*,*,-,-,-,-,-,-2,1,1,-,3,1,-,-,-,-,-,-,-,-,-
2012/2013,A1,Supercoppa,Final,1,-,0,30/9/2012,17:30,4741,52542,C,Cucine Lube Banca Marche Macerata,Lube,2,Pajenk Alen,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012/2013,A1,Supercoppa,Final,1,-,0,30/9/2012,17:30,4741,52542,C,Cucine Lube Banca Marche Macerata,Lube,3,Savani Cristian,-,-,5.7,5,6,1,6,2,20,6,5,15,6,3,13,1,0.38,0.15,36,4,3,15,0.42,-,2
2012/2013,A1,Supercoppa,Final,1,-,0,30/9/2012,17:30,4741,52542,C,Cucine Lube Banca Marche Macerata,Lube,5,Zaytsev Ivan,-,-,6.1,4,5,6,5,1,23,12,8,21,5,7,27,2,0.7,0.48,36,2,2,16,0.44,-,-
2012/2013,A1,Supercoppa,Final,1,-,0,30/9/2012,17:30,4741,52542,C,Cucine Lube Banca Marche Macerata,Lube,6,Parodi Simone,-,-,6.2,2,3,4,3,-,13,3,3,15,4,1,16,1,0.63,0.25,19,2,-,9,0.47,-,3
2012/2013,A1,Supercoppa,Final,1,-,0,30/9/2012,17:30,4741,52542,C,Cucine Lube Banca Marche Macerata,Lube,7,Stankovic Dragan,-,-,7.1,3,4,5,4,6,15,5,5,17,7,1,1,-,1,1,12,-,-,9,0.75,-,5
2012/2013,A1,Supercoppa,Final,1,-,0,30/9/2012,17:30,4741,52542,C,Cucine Lube Banca Marche Macerata,Lube,9,Kovar Jiri,-,-,-,-,-,-,*,5,4,1,-,3,1,-,9,2,0.56,0.44,6,-,1,4,0.67,-,-
2012/2013,A1,Supercoppa,Final,1,-,0,30/9/2012,17:30,4741,52542,C,Cucine Lube Banca Marche Macerata,Lube,11,Monopoli Natale,-,-,-,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012/2013,A1,Supercoppa,Final,1,-,0,30/9/2012,17:30,4741,52542,C,Cucine Lube Banca Marche Macerata,Lube,12,Henno Hubert,L,-,-,*,*,*,*,*,-,-,-3,-,-,-,26,3,0.5,0.27,-,-,-,-,-,-,-
2012/2013,A1,Supercoppa,Final,1,-,0,30/9/2012,17:30,4741,52542,C,Cucine Lube Banca Marche Macerata,Lube,13,Travica Dragan,-,-,6.4,1,2,3,2,4,3,1,-2,17,3,-,-,-,-,-,3,-,1,1,0.33,-,2
2012/2013,A1,Supercoppa,Final,1,-,0,30/9/2012,17:30,4741,52542,C,Cucine Lube Banca Marche Macerata,Lube,15,Starovic Sasha,-,-,-,*,*,-,-,*,-,-,-2,3,1,-,-,-,-,-,2,-,-,-,-,-,-
2012/2013,A1,Supercoppa,Final,1,-,0,30/9/2012,17:30,4741,52542,C,Cucine Lube Banca Marche Macerata,Lube,18,Podrascanin Marko,-,-,6.4,6,1,2,1,3,9,1,5,15,3,-,-,-,-,-,15,-,1,6,0.4,-,3
2012/2013,A1,Supercoppa,Final,1,-,0,30/9/2012,17:30,4741,52542,O,Itas Diatec Trentino,Trento,1,Kaziyski Matey,-,-,5.9,5,4,4,5,5,21,9,8,20,3,3,17,2,0.53,0.41,36,1,4,17,0.47,-,1
2012/2013,A1,Supercoppa,Final,1,-,0,30/9/2012,17:30,4741,52542,O,Itas Diatec Trentino,Trento,2,Sintini Giacomo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
