Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2013/2014,A1,Regular_Season,1st,1,-,1,23/11/2013,17:30,2137,16602,C,Diatec Trentino,Trento,2,Sintini Giacomo,-,-,-,-,-,-,*,*,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,1,23/11/2013,17:30,2137,16602,C,Diatec Trentino,Trento,4,Solé Sebastian,-,-,6,3,3,4,5,2,9,2,-3,19,3,-,-,-,-,-,13,2,1,7,0.54,-,2
2013/2014,A1,Regular_Season,1st,1,-,1,23/11/2013,17:30,2137,16602,C,Diatec Trentino,Trento,6,Ferreira Alexandre,-,-,5.9,2,2,3,4,1,20,6,4,17,5,1,31,3,0.71,0.23,35,2,5,18,0.51,-,1
2013/2014,A1,Regular_Season,1st,1,-,1,23/11/2013,17:30,2137,16602,C,Diatec Trentino,Trento,7,Suxho Donald,-,-,7,1,1,2,3,6,3,1,-,21,-,-,-,-,-,-,4,2,-,2,0.5,-,1
2013/2014,A1,Regular_Season,1st,1,-,1,23/11/2013,17:30,2137,16602,C,Diatec Trentino,Trento,8,Thei Sebastiano ,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,1,23/11/2013,17:30,2137,16602,C,Diatec Trentino,Trento,9,De Paola Antonio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,1,23/11/2013,17:30,2137,16602,C,Diatec Trentino,Trento,11,Sokolov Tsvetan,-,-,6.1,4,4,5,*,3,22,9,10,15,5,1,-,-,-,-,34,2,5,19,0.56,-,2
2013/2014,A1,Regular_Season,1st,1,-,1,23/11/2013,17:30,2137,16602,C,Diatec Trentino,Trento,12,Szabo Dàvid,-,-,6.3,-,-,*,6,-,8,-,3,8,2,-,-,-,-,-,17,-,1,6,0.35,-,2
2013/2014,A1,Regular_Season,1st,1,-,1,23/11/2013,17:30,2137,16602,C,Diatec Trentino,Trento,13,Colaci Massimo ,L,-,-,*,*,*,*,*,-,-,-1,-,-,-,19,1,0.42,0.16,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,1,23/11/2013,17:30,2137,16602,C,Diatec Trentino,Trento,14,Mazzone Tiziano,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,1,23/11/2013,17:30,2137,16602,C,Diatec Trentino,Trento,15,Fedrizzi Michele,-,-,5.9,5,5,6,1,4,12,5,-5,18,7,2,44,6,0.59,0.3,17,2,1,9,0.53,-,1
2013/2014,A1,Regular_Season,1st,1,-,1,23/11/2013,17:30,2137,16602,C,Diatec Trentino,Trento,17,Burgsthaler Matteo ,-,C,6.3,6,6,1,2,5,14,7,9,20,2,-,-,-,-,-,9,-,-,8,0.89,-,6
2013/2014,A1,Regular_Season,1st,1,-,1,23/11/2013,17:30,2137,16602,C,Diatec Trentino,Trento,18,Giannelli Simone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,1,23/11/2013,17:30,2137,16602,O,Andreoli Latina,Latina,1,De Rocco Jason,-,-,-,*,-,-,-,-,-,-,-,-,-,-,2,-,0.5,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,1,23/11/2013,17:30,2137,16602,O,Andreoli Latina,Latina,2,Candellaro Davide,-,-,-,-,*,*,6,*,2,1,1,2,-,-,1,-,-,-,3,1,-,1,0.33,-,1
2013/2014,A1,Regular_Season,1st,1,-,1,23/11/2013,17:30,2137,16602,O,Andreoli Latina,Latina,4,Gitto Carmelo,-,-,6.8,2,5,5,3,3,13,4,5,14,1,1,1,-,-,-,14,-,2,9,0.64,-,3
2013/2014,A1,Regular_Season,1st,1,-,1,23/11/2013,17:30,2137,16602,O,Andreoli Latina,Latina,5,Sottile Daniele,-,-,6.7,6,3,3,1,1,4,2,2,23,-,1,-,-,-,-,4,-,-,2,0.5,-,1
2013/2014,A1,Regular_Season,1st,1,-,1,23/11/2013,17:30,2137,16602,O,Andreoli Latina,Latina,7,Michalovic Peter,-,-,-,3,6,-,-,-,7,1,1,4,-,1,-,-,-,-,15,2,4,6,0.4,-,-
2013/2014,A1,Regular_Season,1st,1,-,1,23/11/2013,17:30,2137,16602,O,Andreoli Latina,Latina,8,Skrimov Todor,-,-,6,4,1,1,5,5,20,6,-1,21,3,4,16,3,0.56,0.19,29,4,5,15,0.52,-,1
2013/2014,A1,Regular_Season,1st,1,-,1,23/11/2013,17:30,2137,16602,O,Andreoli Latina,Latina,9,Verhees Pieter,-,-,6.4,5,2,2,*,6,9,2,-3,11,3,-,-,-,-,-,12,2,-,6,0.5,-,3
2013/2014,A1,Regular_Season,1st,1,-,1,23/11/2013,17:30,2137,16602,O,Andreoli Latina,Latina,10,Tailli Daniele ,L,-,-,*,*,*,*,*,-,-,-,-,-,-,38,-,0.71,0.5,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,1,23/11/2013,17:30,2137,16602,O,Andreoli Latina,Latina,11,Paris Matteo,-,-,-,-,*,*,*,*,-,-,-3,5,3,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,1,23/11/2013,17:30,2137,16602,O,Andreoli Latina,Latina,12,Noda Blanco Sergio,-,-,-,1,4,-,-,-,2,1,-1,5,1,1,9,1,0.56,0.11,4,-,-,1,0.25,-,-
2013/2014,A1,Regular_Season,1st,1,-,1,23/11/2013,17:30,2137,16602,O,Andreoli Latina,Latina,16,Fragkos Andreas Dimitrios,-,-,6.1,-,*,4,2,2,9,1,-3,11,6,-,29,1,0.76,0.38,19,1,3,7,0.37,-,2
2013/2014,A1,Regular_Season,1st,1,-,1,23/11/2013,17:30,2137,16602,O,Andreoli Latina,Latina,18,Torres Maurice Armando,-,-,6,*,*,6,4,4,12,6,2,16,1,2,-,-,-,-,19,4,1,8,0.42,-,2
2013/2014,A1,Regular_Season,1st,1,-,2,20/10/2013,18:00,3058,24190,C,Casa Modena,Modena,1,Manià Loris ,L,-,-,*,*,*,-,-,-,-,-4,-,-,-,20,4,0.65,0.3,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,2,20/10/2013,18:00,3058,24190,C,Casa Modena,Modena,2,Donadio Fabio ,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,2,20/10/2013,18:00,3058,24190,C,Casa Modena,Modena,3,Sala Andrea,-,-,-,2,2,2,-,-,3,3,-,11,1,1,-,-,-,-,4,-,-,1,0.25,-,1
2013/2014,A1,Regular_Season,1st,1,-,2,20/10/2013,18:00,3058,24190,C,Casa Modena,Modena,5,Sket Alen,-,-,-,-,*,*,-,-,2,2,1,5,1,2,-,-,-,-,1,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,2,20/10/2013,18:00,3058,24190,C,Casa Modena,Modena,6,Deroo Sam,-,-,5.9,4,4,4,-,-,13,2,8,14,-,1,19,1,0.58,0.21,23,1,-,12,0.52,-,-
2013/2014,A1,Regular_Season,1st,1,-,2,20/10/2013,18:00,3058,24190,C,Casa Modena,Modena,7,Quesque Guillaume,-,-,5.9,1,1,1,-,-,15,6,7,15,2,-,11,-,0.55,0.18,28,1,3,15,0.54,-,-
2013/2014,A1,Regular_Season,1st,1,-,2,20/10/2013,18:00,3058,24190,C,Casa Modena,Modena,8,Kampa Lukas,-,-,6.3,3,3,3,-,-,3,3,-1,10,2,-,-,-,-,-,1,-,-,1,1,-,2
2013/2014,A1,Regular_Season,1st,1,-,2,20/10/2013,18:00,3058,24190,C,Casa Modena,Modena,9,Bartman Zbigniew,-,-,5.6,6,6,6,-,-,10,3,-2,10,1,-,1,-,1,-,29,3,3,10,0.34,-,-
2013/2014,A1,Regular_Season,1st,1,-,2,20/10/2013,18:00,3058,24190,C,Casa Modena,Modena,11,Beretta Thomas,-,-,7.3,5,5,5,-,-,8,3,6,7,1,-,1,-,-,-,7,-,-,6,0.86,-,2
2013/2014,A1,Regular_Season,1st,1,-,2,20/10/2013,18:00,3058,24190,C,Casa Modena,Modena,12,Bossi Elia,-,-,-,-,-,*,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,2,20/10/2013,18:00,3058,24190,C,Casa Modena,Modena,15,Hendriks Niki,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,2,20/10/2013,18:00,3058,24190,C,Casa Modena,Modena,16,Kovacevic Uros,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,2,20/10/2013,18:00,3058,24190,C,Casa Modena,Modena,18,Krumins Davis,-,-,-,-,*,*,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,2,20/10/2013,18:00,3058,24190,O,CMC Ravenna,Ravenna Robur,1,Mengozzi Stefano,-,-,6.3,2,2,6,-,-,5,2,-3,9,3,-,1,-,-,-,6,1,-,3,0.5,-,2
2013/2014,A1,Regular_Season,1st,1,-,2,20/10/2013,18:00,3058,24190,O,CMC Ravenna,Ravenna Robur,2,Kauliakamoa Jr Joseph Clarence,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,2,20/10/2013,18:00,3058,24190,O,CMC Ravenna,Ravenna Robur,5,Cricca Manuele,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,2,20/10/2013,18:00,3058,24190,O,CMC Ravenna,Ravenna Robur,6,Toniutti Benjamin,-,-,-,3,3,1,-,-,1,-,-3,11,-,-,-,-,-,-,1,1,-,-,-,-,1
2013/2014,A1,Regular_Season,1st,1,-,2,20/10/2013,18:00,3058,24190,O,CMC Ravenna,Ravenna Robur,7,Tillie Kevin,-,-,5.6,4,4,2,-,-,6,2,-1,5,1,-,21,3,0.67,0.19,12,2,-,5,0.42,-,1
2013/2014,A1,Regular_Season,1st,1,-,2,20/10/2013,18:00,3058,24190,O,CMC Ravenna,Ravenna Robur,8,Jeliazkov Jani Nikolaev,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,2,20/10/2013,18:00,3058,24190,O,CMC Ravenna,Ravenna Robur,9,Koumentakis Rafail,-,-,5.5,*,*,*,-,-,4,1,-,3,-,1,14,-,0.5,0.14,10,2,-,3,0.3,-,-
2013/2014,A1,Regular_Season,1st,1,-,2,20/10/2013,18:00,3058,24190,O,CMC Ravenna,Ravenna Robur,12,Patriarca Giuseppe,-,-,-,*,-,*,-,-,-,-,-1,2,1,-,1,-,-,-,1,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,2,20/10/2013,18:00,3058,24190,O,CMC Ravenna,Ravenna Robur,14,Klapwijk Niels,-,-,5.5,6,6,4,-,-,14,5,-1,9,4,1,-,-,-,-,35,4,4,13,0.37,-,-
2013/2014,A1,Regular_Season,1st,1,-,2,20/10/2013,18:00,3058,24190,O,CMC Ravenna,Ravenna Robur,15,Cester Enrico,-,-,6.1,5,5,3,-,-,6,2,-1,11,-,-,-,-,-,-,9,1,1,5,0.56,-,1
2013/2014,A1,Regular_Season,1st,1,-,2,20/10/2013,18:00,3058,24190,O,CMC Ravenna,Ravenna Robur,16,Bari Andrea ,L,-,-,*,*,*,-,-,-,-,-1,-,-,-,22,1,0.68,0.23,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,2,20/10/2013,18:00,3058,24190,O,CMC Ravenna,Ravenna Robur,17,Cebulj Klemen,-,-,5.8,1,1,5,-,-,12,3,6,14,3,1,10,1,0.3,0.1,21,1,-,10,0.48,-,1
2013/2014,A1,Regular_Season,1st,1,-,3,20/10/2013,17:30,1978,7406,C,Bre Lannutti Cuneo,Cuneo,1,Rauwerdink Jeroen,-,-,6.2,2,2,3,2,1,21,5,9,20,4,-,40,3,0.5,0.18,32,2,-,20,0.63,-,1
2013/2014,A1,Regular_Season,1st,1,-,3,20/10/2013,17:30,1978,7406,C,Bre Lannutti Cuneo,Cuneo,2,Antonov Oleg,-,-,5.5,5,5,6,*,*,13,5,4,15,5,1,14,1,0.43,0.21,26,3,-,10,0.38,-,2
2013/2014,A1,Regular_Season,1st,1,-,3,20/10/2013,17:30,1978,7406,C,Bre Lannutti Cuneo,Cuneo,3,Marchisio Andrea ,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3,20/10/2013,17:30,1978,7406,C,Bre Lannutti Cuneo,Cuneo,4,Gonzalez Javier,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3,20/10/2013,17:30,1978,7406,C,Bre Lannutti Cuneo,Cuneo,5,De Pandis Daniele ,L,-,-,*,*,*,*,*,-,-,-1,-,-,-,27,1,0.74,0.52,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3,20/10/2013,17:30,1978,7406,C,Bre Lannutti Cuneo,Cuneo,6,Casadei Alberto,-,-,-,-,*,*,-,-,-,-,-1,2,1,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3,20/10/2013,17:30,1978,7406,C,Bre Lannutti Cuneo,Cuneo,8,Kohut Emanuel,-,-,6.1,6,6,1,6,5,11,1,2,12,2,1,-,-,-,-,17,-,1,9,0.53,-,1
2013/2014,A1,Regular_Season,1st,1,-,3,20/10/2013,17:30,1978,7406,C,Bre Lannutti Cuneo,Cuneo,10,Alletti Aimone,-,-,-,*,*,*,*,*,1,-,-,7,-,-,-,-,-,-,3,-,-,1,0.33,-,-
2013/2014,A1,Regular_Season,1st,1,-,3,20/10/2013,17:30,1978,7406,C,Bre Lannutti Cuneo,Cuneo,11,De Togni Giorgio,-,-,5.9,3,3,4,3,2,6,1,-,15,-,-,1,-,-,-,11,-,-,5,0.45,-,1
