Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2013/2014,A1,Supercoppa,Final,1,-,0,23/11/2013,20:30,-,-,C,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,17,Vindevoghel Liesbet,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Supercoppa,Final,1,-,0,23/11/2013,20:30,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,3,Lloyd Carli,-,-,6.1,6,6,3,-,-,-,-,-2,5,-,-,-,-,-,-,4,1,1,-,-,-,-
2013/2014,A1,Supercoppa,Final,1,-,0,23/11/2013,20:30,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,6,Fiorin Valentina,-,-,5.5,4,4,1,-,-,2,2,-2,2,1,-,12,1,0.33,-,16,-,2,2,0.13,-,-
2013/2014,A1,Supercoppa,Final,1,-,0,23/11/2013,20:30,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,7,Daminato Carlotta,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Supercoppa,Final,1,-,0,23/11/2013,20:30,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,8,Kauffeldt Berit,-,-,-,-,-,*,-,-,2,1,2,3,-,1,-,-,-,-,2,-,-,1,0.5,-,-
2013/2014,A1,Supercoppa,Final,1,-,0,23/11/2013,20:30,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,9,Donﾃ Melissa,-,-,-,-,-,*,-,-,1,-,-,1,-,-,7,1,0.71,-,2,-,-,1,0.5,-,-
2013/2014,A1,Supercoppa,Final,1,-,0,23/11/2013,20:30,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,10,De Gennaro Monica,L,-,-,*,*,*,-,-,1,-,1,-,-,-,24,-,0.79,-,-,-,-,-,-,-,1
2013/2014,A1,Supercoppa,Final,1,-,0,23/11/2013,20:30,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,13,Calloni Raffaella,-,-,6.3,5,5,2,-,-,7,4,3,4,1,1,2,1,0.5,0.5,10,1,1,4,0.4,-,2
2013/2014,A1,Supercoppa,Final,1,-,0,23/11/2013,20:30,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,14,Nikolova Emiliya,-,-,6.3,3,3,6,-,-,14,3,3,13,-,-,-,-,-,-,37,6,4,14,0.38,-,-
2013/2014,A1,Supercoppa,Final,1,-,0,23/11/2013,20:30,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,15,Bechis Marta,-,-,-,-,*,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Supercoppa,Final,1,-,0,23/11/2013,20:30,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,16,Barcellini Cristina,-,-,5.7,1,1,*,-,-,6,1,1,5,2,-,17,1,0.59,-,14,1,1,5,0.36,-,1
2013/2014,A1,Supercoppa,Final,1,-,0,23/11/2013,20:30,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,17,Tirozzi Valentina,-,-,-,-,*,4,-,-,2,1,-5,1,-,-,6,1,0.5,-,10,4,2,2,0.2,-,-
2013/2014,A1,Supercoppa,Final,1,-,0,23/11/2013,20:30,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,18,Barazza Jenny,-,-,-,2,2,5,-,-,2,-,1,7,-,-,-,-,-,-,7,-,-,1,0.14,-,1
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,C,Pomﾃｬ Casalmaggiore,Casalmaggiore,1,Bacchi Lucia,-,-,-,-,*,-,-,-,1,1,-,-,-,-,3,-,0.67,0.67,4,-,1,1,0.25,-,-
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,C,Pomﾃｬ Casalmaggiore,Casalmaggiore,3,Olivotto Rossella,-,-,-,-,*,2,2,-,2,-,1,9,1,-,-,-,-,-,4,-,-,2,0.5,-,-
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,C,Pomﾃｬ Casalmaggiore,Casalmaggiore,5,Sirressi Imma ,-,L,-,*,*,*,*,-,-,-,-,-,-,-,20,-,0.85,0.6,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,C,Pomﾃｬ Casalmaggiore,Casalmaggiore,6,Gennari Alessia,-,-,6.1,4,4,4,4,-,15,7,11,12,-,1,26,1,0.62,0.42,34,3,-,14,0.41,-,-
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,C,Pomﾃｬ Casalmaggiore,Casalmaggiore,7,Quiligotti Geraldina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,C,Pomﾃｬ Casalmaggiore,Casalmaggiore,8,Aguirre Perdomo Florencia,-,-,6.3,2,2,-,-,-,9,1,7,7,1,-,-,-,-,-,10,1,-,8,0.8,-,1
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,C,Pomﾃｬ Casalmaggiore,Casalmaggiore,9,Agrifoglio Beatrice,-,-,-,-,*,-,*,-,-,-,-2,3,1,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,C,Pomﾃｬ Casalmaggiore,Casalmaggiore,11,Lipicer Samec Tina ,C,-,5.5,1,1,1,1,-,9,4,2,15,1,-,30,1,0.7,0.3,40,1,4,8,0.2,-,1
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,C,Pomﾃｬ Casalmaggiore,Casalmaggiore,12,Camera Letizia,-,-,6.3,6,6,6,6,-,1,-,1,16,-,-,-,-,-,-,2,-,-,1,0.5,-,-
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,C,Pomﾃｬ Casalmaggiore,Casalmaggiore,13,Zago Valentina,-,-,6.3,3,3,3,3,-,29,13,16,20,4,6,-,-,-,-,39,4,5,19,0.49,-,4
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,C,Pomﾃｬ Casalmaggiore,Casalmaggiore,15,Stevanovic Jovana,-,-,6.4,5,5,5,5,-,10,5,7,10,1,1,-,-,-,-,14,2,-,5,0.36,-,4
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,C,Pomﾃｬ Casalmaggiore,Casalmaggiore,16,Grazietti Giuliana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,O,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,1,Ortolani Serena,-,-,5.5,5,6,5,2,-,7,2,-2,13,2,-,-,-,-,-,28,4,3,6,0.21,-,1
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,O,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,2,Degradi Alice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,O,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,3,Garzaro Ilaria,-,-,6.4,4,5,4,1,-,11,4,9,17,-,-,-,-,-,-,19,2,-,8,0.42,-,3
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,O,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,4,Bianchini Marika,-,-,5.5,*,*,6,3,-,5,3,-3,5,1,-,12,2,0.58,0.42,21,3,2,5,0.24,-,-
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,O,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,5,Michel Ciara,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,O,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,6,Leonardi Giulia ,-,L,-,*,*,*,*,-,-,-,-2,-,-,-,40,2,0.73,0.58,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,O,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,7,Marcon Francesca ,C,-,6.7,6,1,*,*,-,2,-,1,6,-,-,15,-,0.8,0.67,10,1,-,2,0.2,-,-
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,O,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,9,Spirito Ilaria,-,-,-,-,*,*,*,-,-,-,-,2,-,-,5,-,0.4,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,O,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,11,Buijs Anne,-,-,6.1,3,4,3,6,-,19,7,10,9,-,1,10,3,0.6,0.3,43,2,4,18,0.42,-,-
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,O,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,13,Arrighetti Valentina,-,-,6.5,1,2,1,4,-,14,7,13,18,-,-,-,-,-,-,18,-,1,8,0.44,-,6
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,O,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,14,Wolosz Joanna,-,-,5.7,2,3,2,5,-,2,-,1,11,1,-,-,-,-,-,3,-,-,2,0.67,-,-
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,O,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,15,Petrucci Alessandra,-,-,7.3,*,-,*,*,-,1,-,-1,3,1,-,1,1,-,-,2,-,-,1,0.5,-,-
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,C,Banca Di Forlﾃｬ,Forlﾃｬ (Ex Forlimpopoli),1,Ventura Alessandra,-,-,5.7,4,1,-,-,-,1,1,-1,4,-,-,10,-,0.8,0.2,10,1,1,1,0.1,-,-
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,C,Banca Di Forlﾃｬ,Forlﾃｬ (Ex Forlimpopoli),2,Petrovikj Marija,-,-,5.5,3,3,3,-,-,10,5,4,9,-,-,-,-,-,-,38,3,3,10,0.26,-,-
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,C,Banca Di Forlﾃｬ,Forlﾃｬ (Ex Forlimpopoli),4,Guatelli Alessandra,-,-,5.9,-,*,1,-,-,4,2,3,6,-,-,13,-,0.69,0.08,9,1,-,1,0.11,-,3
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,C,Banca Di Forlﾃｬ,Forlﾃｬ (Ex Forlimpopoli),5,Paggi Paola,-,-,6.1,5,5,5,-,-,9,3,7,9,-,1,-,-,-,-,15,-,2,7,0.47,-,1
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,C,Banca Di Forlﾃｬ,Forlﾃｬ (Ex Forlimpopoli),6,Roani Manuela,-,-,-,*,-,-,-,-,-,-,-,3,-,-,3,-,0.67,0.67,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,C,Banca Di Forlﾃｬ,Forlﾃｬ (Ex Forlimpopoli),7,Piolanti Alice,-,-,-,-,2,-,-,-,-,-,-,2,-,-,-,-,-,-,3,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,C,Banca Di Forlﾃｬ,Forlﾃｬ (Ex Forlimpopoli),9,Pincerato Giulia,-,-,5.2,6,6,6,-,-,1,1,-,11,1,1,-,-,-,-,2,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,C,Banca Di Forlﾃｬ,Forlﾃｬ (Ex Forlimpopoli),10,Zardo Carolina ,-,L,-,*,*,*,-,-,-,-,-1,-,-,-,25,1,0.6,0.4,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,C,Banca Di Forlﾃｬ,Forlﾃｬ (Ex Forlimpopoli),11,Lamprinidou Maria,-,-,-,2,*,2,-,-,4,2,1,9,1,-,-,-,-,-,5,-,1,4,0.8,-,-
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,C,Banca Di Forlﾃｬ,Forlﾃｬ (Ex Forlimpopoli),13,Bezarevic Milica,-,-,5.7,*,*,4,-,-,5,-,1,6,-,-,9,1,0.78,0.33,18,1,2,5,0.28,-,-
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,C,Banca Di Forlﾃｬ,Forlﾃｬ (Ex Forlimpopoli),14,Arrechea Montano Diana Shirley,-,-,-,1,4,-,-,-,4,1,2,1,-,-,4,1,0.25,-,7,-,1,4,0.57,-,-
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,C,Banca Di Forlﾃｬ,Forlﾃｬ (Ex Forlimpopoli),15,Rosso Margherita,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,C,Banca Di Forlﾃｬ,Forlﾃｬ (Ex Forlimpopoli),39,Turlea Carmen,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,1,Poggi Virginia ,-,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,2,Valeriano Federica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,4,Leggeri Manuela,-,-,6,3,3,3,-,-,7,5,4,8,1,-,1,-,1,-,12,-,1,4,0.33,-,3
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,5,De Kruijf Robin,-,-,6.6,6,6,6,-,-,11,3,7,10,2,1,-,-,-,-,13,-,2,9,0.69,-,1
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,6,Van Hecke Lise,-,-,6.3,4,4,4,-,-,18,9,12,12,1,-,-,-,-,-,37,5,-,15,0.41,-,3
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,7,Meijners Floortje,-,-,6.3,5,5,5,-,-,23,11,17,7,1,-,21,2,0.62,0.24,35,3,-,20,0.57,-,3
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,9,Manzano Elisa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,10,Ferretti Francesca,-,-,5.2,1,1,1,-,-,-,-,-2,11,2,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,11,Sansonna Stefania ,-,L,-,*,*,*,-,-,-,-,-,-,-,-,19,-,0.68,0.42,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,13,Bramborova Ivana,-,-,-,-,*,-,-,-,-,-,-1,1,1,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,14,Caracuta Valeria,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,16,Bosetti Lucia,-,-,5.5,2,2,2,-,-,4,1,-3,26,1,1,17,2,0.53,0.24,22,2,1,3,0.14,-,-
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12000,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,17,Vindevoghel Liesbet,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3003,20/10/2013,18:00,1500,-,C,Foppapedretti Bergamo,Volley Bergamo,1,Klisura Sara,-,-,5.5,4,4,4,-,-,10,4,2,9,2,-,-,-,-,-,26,3,3,9,0.35,-,1
2013/2014,A1,Regular_Season,1st,1,-,3003,20/10/2013,18:00,1500,-,C,Foppapedretti Bergamo,Volley Bergamo,2,Stufi Federica,-,-,-,6,6,6,-,-,6,2,5,16,1,2,1,-,1,-,4,-,-,3,0.75,-,1
2013/2014,A1,Regular_Season,1st,1,-,3003,20/10/2013,18:00,1500,-,C,Foppapedretti Bergamo,Volley Bergamo,3,Bruno Eleonora,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3003,20/10/2013,18:00,1500,-,C,Foppapedretti Bergamo,Volley Bergamo,6,Weiss Kathleen,-,-,8.5,1,1,1,-,-,2,2,-,13,2,1,-,-,-,-,2,-,-,1,0.5,-,-
2013/2014,A1,Regular_Season,1st,1,-,3003,20/10/2013,18:00,1500,-,C,Foppapedretti Bergamo,Volley Bergamo,7,Blagojevic Jelena,-,-,5.9,2,2,2,-,-,8,4,5,12,1,-,16,1,0.69,0.31,21,1,-,6,0.29,-,2
2013/2014,A1,Regular_Season,1st,1,-,3003,20/10/2013,18:00,1500,-,C,Foppapedretti Bergamo,Volley Bergamo,8,Merlo Enrica ,-,L,-,*,*,*,-,-,-,-,-1,-,-,-,16,1,0.69,0.56,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3003,20/10/2013,18:00,1500,-,C,Foppapedretti Bergamo,Volley Bergamo,9,Melandri Laura,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3003,20/10/2013,18:00,1500,-,C,Foppapedretti Bergamo,Volley Bergamo,10,Folie Raphaela,-,-,6.3,3,3,3,-,-,10,2,5,11,2,-,-,-,-,-,15,2,1,7,0.47,-,3
2013/2014,A1,Regular_Season,1st,1,-,3003,20/10/2013,18:00,1500,-,C,Foppapedretti Bergamo,Volley Bergamo,13,Diouf Valentina,-,-,-,*,*,-,-,-,1,-,-,-,-,-,-,-,-,-,3,1,-,-,-,-,1
2013/2014,A1,Regular_Season,1st,1,-,3003,20/10/2013,18:00,1500,-,C,Foppapedretti Bergamo,Volley Bergamo,16,Smutna Lucie,-,-,-,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3003,20/10/2013,18:00,1500,-,C,Foppapedretti Bergamo,Volley Bergamo,17,Sylla Miriam,-,-,5.7,5,5,5,-,-,8,5,3,12,-,-,16,2,0.5,0.44,20,2,1,7,0.35,-,1
2013/2014,A1,Regular_Season,1st,1,-,3003,20/10/2013,18:00,1500,-,O,Igor Gorgonzola Volley Novara,Agil Volley,1,Casillo Luisa,-,-,5.7,1,1,2,-,-,5,1,1,11,2,-,-,-,-,-,11,1,1,5,0.45,-,-
2013/2014,A1,Regular_Season,1st,1,-,3003,20/10/2013,18:00,1500,-,O,Igor Gorgonzola Volley Novara,Agil Volley,2,Paris Sara ,-,L,-,*,*,*,-,-,-,-,-,-,-,-,14,-,0.5,0.29,1,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3003,20/10/2013,18:00,1500,-,O,Igor Gorgonzola Volley Novara,Agil Volley,3,Rosso Valeria,-,-,5.8,3,3,1,-,-,14,7,4,15,3,1,38,3,0.66,0.47,30,1,3,13,0.43,-,-
2013/2014,A1,Regular_Season,1st,1,-,3003,20/10/2013,18:00,1500,-,O,Igor Gorgonzola Volley Novara,Agil Volley,4,Tokarska Maja,-,-,6.5,4,4,5,-,-,11,-,7,9,1,-,-,-,-,-,12,3,-,8,0.67,-,3
2013/2014,A1,Regular_Season,1st,1,-,3003,20/10/2013,18:00,1500,-,O,Igor Gorgonzola Volley Novara,Agil Volley,5,Kim Mi Na,-,-,-,-,*,6,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3003,20/10/2013,18:00,1500,-,O,Igor Gorgonzola Volley Novara,Agil Volley,7,Lombardo Gilda,-,-,5.8,6,6,4,-,-,4,2,-4,8,3,-,13,-,0.77,0.38,19,3,2,3,0.16,-,1
2013/2014,A1,Regular_Season,1st,1,-,3003,20/10/2013,18:00,1500,-,O,Igor Gorgonzola Volley Novara,Agil Volley,8,Harms Katerine,-,-,6.3,-,*,3,-,-,3,1,-1,4,2,-,-,-,-,-,6,2,-,2,0.33,-,1
2013/2014,A1,Regular_Season,1st,1,-,3003,20/10/2013,18:00,1500,-,O,Igor Gorgonzola Volley Novara,Agil Volley,9,Manfredini Costanza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3003,20/10/2013,18:00,1500,-,O,Igor Gorgonzola Volley Novara,Agil Volley,11,Vanzurova Tereza,-,-,5.5,2,2,*,-,-,6,2,-1,7,2,-,-,-,-,-,25,2,3,6,0.24,-,-
2013/2014,A1,Regular_Season,1st,1,-,3003,20/10/2013,18:00,1500,-,O,Igor Gorgonzola Volley Novara,Agil Volley,12,Alberti Valeria ,-,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3003,20/10/2013,18:00,1500,-,O,Igor Gorgonzola Volley Novara,Agil Volley,13,Gogna Giulia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013/2014,A1,Regular_Season,1st,1,-,3003,20/10/2013,18:00,1500,-,O,Igor Gorgonzola Volley Novara,Agil Volley,15,Mollers Lena,-,-,-,5,5,-,-,-,2,1,1,3,1,-,-,-,-,-,2,-,-,2,1,-,-
