Season,Division,Team,No,Player,Role,Born,Height,Nat. Sport.,Note
2013/2014,A1,Openjobmetis Ornavasso,1,BACCIOTTINI BARBARA,Setter,1994,181,ITA,from 08/01/2014 PROVENIENTE DA SAVINO DEL BENE SCANDICCI
2013/2014,A1,Openjobmetis Ornavasso,1,ZANIN VALERIA,Setter,1984,175,ITA,until 08/01/2014
2013/2014,A1,Openjobmetis Ornavasso,2,BARADEL SILVIA,Setter,1991,185,ITA,-
2013/2014,A1,Openjobmetis Ornavasso,3,PISANI GIULIA,Middleblocker,1992,184,ITA,-
2013/2014,A1,Openjobmetis Ornavasso,4,MONETA SERENA,Spiker,1990,178,ITA,until 04/01/2014 TRASFERITA A SAVINO DEL BENE SCANDICCI
2013/2014,A1,Openjobmetis Ornavasso,5,SENKOVA NIKOLA,Spiker,1989,178,CZE,until 28/01/2014 TRASFERITA A CORPORA GRICIGNANO
2013/2014,A1,Openjobmetis Ornavasso,7,GHILARDI ALESSIA,Libero,1979,163,ITA,-
2013/2014,A1,Openjobmetis Ornavasso,9,IKIC MATEA,Spiker,1989,185,CRO,-
2013/2014,A1,Openjobmetis Ornavasso,10,TASCA FEDERICA,Middleblocker,1989,182,ITA,-
2013/2014,A1,Openjobmetis Ornavasso,11,MURESAN DAIANA GIORGIANA,Spiker,1990,191,ROM,-
2013/2014,A1,Openjobmetis Ornavasso,12,MONTANO LUCUMI IVONEE DANIELA,Middleblocker,1995,187,COL,-
2013/2014,A1,Openjobmetis Ornavasso,13,SIGNORILE NOEMI,Setter,1990,183,ITA,-
2013/2014,A1,Openjobmetis Ornavasso,14,TOM LOGAN,Spiker,1981,186,USA,from 26/02/2014
2013/2014,A1,Openjobmetis Ornavasso,15,GLODER MARIA CHIARA,Libero,1995,162,ITA,-
2013/2014,A1,Openjobmetis Ornavasso,16,CHIRICHELLA CRISTINA,Middleblocker,1994,195,ITA,-
2013/2014,A1,Openjobmetis Ornavasso,17,PRSA MARIJA,Spiker,1989,,CRO,from 01/02/2014
2013/2014,A1,Openjobmetis Ornavasso,17,LODA SARA,Spiker,1990,178,ITA,until 23/01/2014 TRASFERITA A FOPPAPEDRETTI BERGAMO
2013/2014,A1,Pomì Casalmaggiore,1,BACCHI LUCIA,Spiker,1981,181,ITA,-
2013/2014,A1,Pomì Casalmaggiore,2,AGUERO TAISMARY,Spiker,1977,178,ITA,from 30/01/2014
2013/2014,A1,Pomì Casalmaggiore,3,OLIVOTTO ROSSELLA,Middleblocker,1991,184,ITA,-
2013/2014,A1,Pomì Casalmaggiore,5,SIRRESSI IMMA,Libero,1990,175,ITA,-
2013/2014,A1,Pomì Casalmaggiore,6,GENNARI ALESSIA,Spiker,1991,184,ITA,-
2013/2014,A1,Pomì Casalmaggiore,7,QUILIGOTTI GERALDINA,Libero,1994,167,ITA,-
2013/2014,A1,Pomì Casalmaggiore,8,AGUIRRE PERDOMO FLORENCIA,Middleblocker,1989,191,URU,-
2013/2014,A1,Pomì Casalmaggiore,9,AGRIFOGLIO BEATRICE,Setter,1994,178,ITA,-
2013/2014,A1,Pomì Casalmaggiore,11,LIPICER SAMEC TINA,Spiker,1979,183,SLO,-
2013/2014,A1,Pomì Casalmaggiore,12,CAMERA LETIZIA,Setter,1992,175,ITA,-
2013/2014,A1,Pomì Casalmaggiore,13,ZAGO VALENTINA,Spiker,1990,187,ITA,-
2013/2014,A1,Pomì Casalmaggiore,15,STEVANOVIC JOVANA,Middleblocker,1992,191,SRB,-
2013/2014,A1,Pomì Casalmaggiore,16,GRAZIETTI GIULIANA,Spiker,1993,196,ITA,-
2013/2014,A1,Rebecchi Nordmeccanica Piacenza,1,POGGI VIRGINIA,Libero,1995,163,ITA,-
2013/2014,A1,Rebecchi Nordmeccanica Piacenza,2,VALERIANO FEDERICA,Spiker,1985,179,ITA,-
2013/2014,A1,Rebecchi Nordmeccanica Piacenza,4,LEGGERI MANUELA,Middleblocker,1976,186,ITA,-
2013/2014,A1,Rebecchi Nordmeccanica Piacenza,5,DE KRUIJF ROBIN,Middleblocker,1991,193,NED,-
2013/2014,A1,Rebecchi Nordmeccanica Piacenza,6,VAN HECKE LISE,Spiker,1992,192,BEL,-
2013/2014,A1,Rebecchi Nordmeccanica Piacenza,7,MEIJNERS FLOORTJE,Spiker,1987,192,NED,-
2013/2014,A1,Rebecchi Nordmeccanica Piacenza,9,MANZANO ELISA,Middleblocker,1985,187,ITA,-
2013/2014,A1,Rebecchi Nordmeccanica Piacenza,10,FERRETTI FRANCESCA,Setter,1984,180,ITA,-
2013/2014,A1,Rebecchi Nordmeccanica Piacenza,11,SANSONNA STEFANIA,Libero,1982,175,ITA,-
2013/2014,A1,Rebecchi Nordmeccanica Piacenza,13,BRAMBOROVA IVANA,Spiker,1985,187,SVK,-
2013/2014,A1,Rebecchi Nordmeccanica Piacenza,14,CARACUTA VALERIA,Setter,1987,173,ITA,-
2013/2014,A1,Rebecchi Nordmeccanica Piacenza,16,BOSETTI LUCIA,Spiker,1989,175,ITA,-
2013/2014,A1,Rebecchi Nordmeccanica Piacenza,17,VINDEVOGHEL LIESBET,Spiker,1979,189,BEL,-
2013/2014,A1,Robur Tiboni Urbino,1,CAROCCI LUNA VERONICA,Libero,1988,174,ITA,-
2013/2014,A1,Robur Tiboni Urbino,2,GIOMBETTI SOFIA,Libero,1995,165,ITA,-
2013/2014,A1,Robur Tiboni Urbino,5,ZECCHIN LISA,Setter,1992,178,ITA,-
2013/2014,A1,Robur Tiboni Urbino,7,NEGRINI CHIARA,Spiker,1979,183,ITA,-
2013/2014,A1,Robur Tiboni Urbino,8,THIBEAULT JAIMIE,Middleblocker,1989,188,CAN,-
2013/2014,A1,Robur Tiboni Urbino,9,SANTINI ALICE,Spiker,1984,181,ITA,-
2013/2014,A1,Robur Tiboni Urbino,11,ESCOBAR DANNA PAOLA,Spiker,1994,195,COL,-
2013/2014,A1,Robur Tiboni Urbino,12,CASOLI ALESSANDRA,Spiker,1978,185,ITA,-
2013/2014,A1,Robur Tiboni Urbino,13,KOSTIC OLIVERA,Spiker,1991,185,SRB,-
2013/2014,A1,Robur Tiboni Urbino,15,BRCIC BERNARDA,Setter,1991,191,CRO,-
2013/2014,A1,Robur Tiboni Urbino,17,GUIDI LUDOVICA,Middleblocker,1992,185,ITA,-
2013/2014,A1,Robur Tiboni Urbino,18,LEGGS KIESHA,Middleblocker,1990,186,USA,-
2013/2014,A1,Unendo Yamamay Busto Arsizio,1,ORTOLANI SERENA,Spiker,1987,187,ITA,-
2013/2014,A1,Unendo Yamamay Busto Arsizio,3,GARZARO ILARIA,Middleblocker,1986,190,ITA,-
2013/2014,A1,Unendo Yamamay Busto Arsizio,4,BIANCHINI MARIKA,Spiker,1993,178,ITA,-
2013/2014,A1,Unendo Yamamay Busto Arsizio,5,MICHEL CIARA,Middleblocker,1985,196,GBR,-
2013/2014,A1,Unendo Yamamay Busto Arsizio,6,LEONARDI GIULIA,Libero,1987,165,ITA,-
2013/2014,A1,Unendo Yamamay Busto Arsizio,7,MARCON FRANCESCA,Spiker,1983,180,ITA,-
2013/2014,A1,Unendo Yamamay Busto Arsizio,9,SPIRITO ILARIA,Libero,1994,176,ITA,-
2013/2014,A1,Unendo Yamamay Busto Arsizio,10,SLOETJES LONNEKE,Spiker,1990,192,NED,-
2013/2014,A1,Unendo Yamamay Busto Arsizio,11,BUIJS ANNE,Spiker,1991,191,NED,-
2013/2014,A1,Unendo Yamamay Busto Arsizio,13,ARRIGHETTI VALENTINA,Middleblocker,1985,189,ITA,-
2013/2014,A1,Unendo Yamamay Busto Arsizio,14,WOLOSZ JOANNA,Setter,1990,181,POL,-
2013/2014,A1,Unendo Yamamay Busto Arsizio,15,PETRUCCI ALESSANDRA,Setter,1983,185,ITA,-
2013/2014,A2,Beng Rovigo,3,AGOSTINI CHIARA,Setter,1991,174,ITA,-
2013/2014,A2,Beng Rovigo,4,KOTLAR GIULIA,Middleblocker,1989,183,ITA,-
2013/2014,A2,Beng Rovigo,5,NARDINI DANIELA,Middleblocker,1982,182,ITA,-
2013/2014,A2,Beng Rovigo,6,PISTOLATO STEFANIA,Spiker,1992,179,ITA,-
2013/2014,A2,Beng Rovigo,7,BRUSEGAN ROBERTA,Middleblocker,1986,189,ITA,-
2013/2014,A2,Beng Rovigo,8,ROSSINI JASMINE,Spiker,1992,180,ITA,-
2013/2014,A2,Beng Rovigo,9,CREPALDI LAURA,Spiker,1982,183,ITA,-
2013/2014,A2,Beng Rovigo,10,PELUSO ELISA,Setter,1978,175,ITA,-
2013/2014,A2,Beng Rovigo,11,AGOSTINETTO MARTA,Spiker,1987,185,ITA,-
2013/2014,A2,Beng Rovigo,11,ALUIGI CHIARA,Spiker,1993,180,ITA,-
2013/2014,A2,Beng Rovigo,12,CHELI LISA,Middleblocker,1992,187,ITA,-
2013/2014,A2,Beng Rovigo,13,GIACOMEL VERONICA,Libero,1993,172,ITA,-
2013/2014,A2,Beng Rovigo,17,CERVELLA CARLOTTA,Libero,1985,171,ITA,-
2013/2014,A2,Corpora Gricignano,2,RUSSO VALENTINA,Middleblocker,1991,187,ITA,-
2013/2014,A2,Corpora Gricignano,3,CARRARA SARA,Libero,1992,168,ITA,-
2013/2014,A2,Corpora Gricignano,4,DROZINA ELENA,Setter,1978,181,ITA,-
2013/2014,A2,Corpora Gricignano,5,SENKOVA NIKOLA,Spiker,1989,178,CZE,from 29/01/2014 PROVENIENTE DA OPENJOBMETIS ORNAVASSO
2013/2014,A2,Corpora Gricignano,6,GABBIADINI ANGELA,Spiker,1992,181,ITA,-
2013/2014,A2,Corpora Gricignano,7,GIULIODORI SARA,Middleblocker,1983,180,ITA,from 31/01/2014 PROVENIENTE DA RISO SCOTTI PAVIA
2013/2014,A2,Corpora Gricignano,9,KARALYUS EKATERINA,Spiker,1983,182,ITA,-
2013/2014,A2,Corpora Gricignano,11,VANNI YLENIA,Middleblocker,1984,184,ITA,-
2013/2014,A2,Corpora Gricignano,12,PASCUCCI GIULIA,Spiker,1993,188,ITA,-
2013/2014,A2,Corpora Gricignano,14,DI CECCA MARIANGELA,Spiker,1986,182,ITA,-
2013/2014,A2,Corpora Gricignano,15,FARAONE GIORGIA,Libero,1994,163,ITA,-
2013/2014,A2,Corpora Gricignano,17,REPICE VITTORIA,Middleblocker,1986,185,ITA,-
2013/2014,A2,Corpora Gricignano,18,SANNINO SIMONA,Setter,1992,177,ITA,-
2013/2014,A2,Crovegli Reggio Emilia,1,COLARUSSO PAOLA,Spiker,1988,186,ITA,until 10/01/2014 TRASFERITA A PUNTOTEL SALA CONSILINA
2013/2014,A2,Crovegli Reggio Emilia,2,BELFIORE SILVIA,Middleblocker,1982,183,ITA,-
2013/2014,A2,Crovegli Reggio Emilia,3,GIORGI ROSSELLA,Libero,1981,173,ITA,-
2013/2014,A2,Crovegli Reggio Emilia,4,VUJKO MARIANNA,Middleblocker,1992,192,ITA,-
2013/2014,A2,Crovegli Reggio Emilia,5,CIRILLI ELIANA,Spiker,1987,185,ITA,-
2013/2014,A2,Crovegli Reggio Emilia,6,GENNARI ALICE,Libero,1995,165,ITA,-
2013/2014,A2,Crovegli Reggio Emilia,8,BUSSOLI SILVIA,Spiker,1993,183,ITA,-
2013/2014,A2,Crovegli Reggio Emilia,9,LOSI CRISTINA,Setter,1992,166,ITA,-
2013/2014,A2,Crovegli Reggio Emilia,10,LANCELLOTTI ELISA,Setter,1991,172,ITA,-
2013/2014,A2,Crovegli Reggio Emilia,12,CATENA MICHELA,Spiker,1991,191,ITA,-
2013/2014,A2,Crovegli Reggio Emilia,13,ASSIRELLI FLAVIA,Middleblocker,1990,183,ITA,-
2013/2014,A2,Crovegli Reggio Emilia,16,POLAK PATRYCJA,Spiker,1991,182,POL,from 31/01/2014
2013/2014,A2,Crovegli Reggio Emilia,18,SORAIA NEUDIL DOS SANTOS,Spiker,1984,191,BRA,from 10/01/2014
2013/2014,A2,Crovegli Reggio Emilia,18,MIOLA SARA,Spiker,1991,186,ITA,until 04/01/2014
2013/2014,A2,Il Bisonte San Casciano,1,MASTRODICASA FEDERICA,Middleblocker,1988,182,ITA,-
2013/2014,A2,Il Bisonte San Casciano,2,FOCOSI ALESSANDRA,Setter,1995,182,ITA,-
2013/2014,A2,Il Bisonte San Casciano,5,LOTTI SILVIA,Spiker,1992,188,ITA,-
2013/2014,A2,Il Bisonte San Casciano,8,GIOVANNELLI SILVIA,Middleblocker,1981,184,ITA,-
2013/2014,A2,Il Bisonte San Casciano,9,VILLANI FRANCESCA,Spiker,1995,187,ITA,-
2013/2014,A2,Il Bisonte San Casciano,10,PARROCCHIALE BEATRICE,Libero,1995,167,ITA,-
2013/2014,A2,Il Bisonte San Casciano,11,SAVELLI LETIZIA,Libero,1985,162,ITA,-
2013/2014,A2,Il Bisonte San Casciano,12,PIETRELLI GIULIA,Spiker,1988,180,ITA,-
2013/2014,A2,Il Bisonte San Casciano,14,NENKOVSKA ELENA,Spiker,1977,186,BUL,-
2013/2014,A2,Il Bisonte San Casciano,15,BERTONE FLORIANA,Middleblocker,1992,202,ITA,-
2013/2014,A2,Il Bisonte San Casciano,18,VINGARETTI GIORGIA,Setter,1985,170,ITA,-
2013/2014,A2,Metalleghe Sanitars Montichiari,1,GUATELLI ALESSANDRA,Spiker,1983,178,ITA,from 21/01/2014 PROVENIENTE DA BANCA DI FORLÌ
2013/2014,A2,Metalleghe Sanitars Montichiari,2,REBORA SOFIA,Middleblocker,1993,180,ITA,-
2013/2014,A2,Metalleghe Sanitars Montichiari,3,DALIA LUDOVICA,Setter,1984,180,ITA,-
2013/2014,A2,Metalleghe Sanitars Montichiari,4,ZANOTTO CARLOTTA,Spiker,1993,181,ITA,-
2013/2014,A2,Metalleghe Sanitars Montichiari,5,MUSTI DE GENNARO LULAMA,Middleblocker,1983,185,ITA,-
2013/2014,A2,Metalleghe Sanitars Montichiari,6,PORTALUPI ELENA,Libero,1987,167,ITA,-
2013/2014,A2,Metalleghe Sanitars Montichiari,8,ALBERTI SARA,Middleblocker,1993,185,ITA,-
2013/2014,A2,Metalleghe Sanitars Montichiari,10,SACCOMANI LAURA,Spiker,1991,191,ITA,-
2013/2014,A2,Metalleghe Sanitars Montichiari,12,GRAVESTEIJN FLORE,Spiker,1987,189,NED,from 13/01/2014
2013/2014,A2,Metalleghe Sanitars Montichiari,12,CORNA STEFANIA,Setter,1990,192,ITA,until 10/09/2013 TRASFERITA A SAVINO DEL BENE SCANDICCI
2013/2014,A2,Metalleghe Sanitars Montichiari,13,ZAMPEDRI PATRIZIA,Libero,1993,165,ITA,-
2013/2014,A2,Metalleghe Sanitars Montichiari,14,MILANI SERENA,Setter,1996,170,ITA,-
2013/2014,A2,Metalleghe Sanitars Montichiari,15,KAJALINA ANNA,Spiker,1991,205,EST,-
2013/2014,A2,Metalleghe Sanitars Montichiari,18,SERENA NATALIA,Spiker,1981,186,ITA,-
2013/2014,A2,Obiettivo Risarcimento Vicenza,2,PASTORELLO VALENTINA,Middleblocker,1993,190,ITA,-
2013/2014,A2,Obiettivo Risarcimento Vicenza,3,PERETTO MICHELA,Spiker,1982,178,ITA,-
2013/2014,A2,Obiettivo Risarcimento Vicenza,4,SESTINI DILETTA,Middleblocker,1987,180,ITA,-
2013/2014,A2,Obiettivo Risarcimento Vicenza,5,LANZINI ALESSIA,Libero,1981,165,ITA,-
2013/2014,A2,Obiettivo Risarcimento Vicenza,6,MILOCCO ISABELLA,Spiker,1990,180,ITA,-
2013/2014,A2,Obiettivo Risarcimento Vicenza,7,ANDREEVA BOYANA,Spiker,1991,186,BUL,-
2013/2014,A2,Obiettivo Risarcimento Vicenza,8,BAGGI LAURA,Spiker,1992,190,ITA,-
2013/2014,A2,Obiettivo Risarcimento Vicenza,14,GHISELLINI SIMONA,Setter,1974,170,ITA,-
2013/2014,A2,Obiettivo Risarcimento Vicenza,16,FIORI SILVIA,Libero,1994,162,ITA,-
2013/2014,A2,Obiettivo Risarcimento Vicenza,17,FRONZA ELENA,Middleblocker,1992,183,ITA,-
2013/2014,A2,Obiettivo Risarcimento Vicenza,18,CIALFI CATERINA,Setter,1995,180,ITA,-
2013/2014,A2,Puntotel Sala Consilina,1,COLARUSSO PAOLA,Spiker,1988,186,ITA,from 11/01/2014 PROVENIENTE DA CROVEGLI REGGIO EMILIA
2013/2014,A2,Puntotel Sala Consilina,2,MARTINELLI MELISSA,Middleblocker,1993,185,ITA,-
2013/2014,A2,Puntotel Sala Consilina,3,NERIOTTI CAMILLA,Spiker,1994,185,ITA,from 11/01/2014
2013/2014,A2,Puntotel Sala Consilina,4,KULIKOVA NATALIA,Spiker,1982,187,RUS,from 27/02/2014
2013/2014,A2,Puntotel Sala Consilina,5,DEVETAG SOFIA,Spiker,1993,180,ITA,-
2013/2014,A2,Puntotel Sala Consilina,7,BRIGNOLE GIULIA,Spiker,1995,187,ITA,-
2013/2014,A2,Puntotel Sala Consilina,10,LESTINI MONICA,Spiker,1994,183,ITA,-
2013/2014,A2,Puntotel Sala Consilina,11,DALL'ARA ALESSANDRA,Setter,1994,177,ITA,-
2013/2014,A2,Puntotel Sala Consilina,12,DEKANY BERNADETT,Spiker,1992,186,HUN,-
2013/2014,A2,Puntotel Sala Consilina,14,SALVI GIULIA,Middleblocker,1984,180,ITA,-
2013/2014,A2,Puntotel Sala Consilina,16,MINERVINI SIMONA,Libero,1994,168,ITA,-
2013/2014,A2,Puntotel Sala Consilina,17,DI IULIO ISABELLA,Setter,1991,175,ITA,-
2013/2014,A2,Riso Scotti Pavia,2,HODZIC ALYSSA,Spiker,1997,183,ITA,from 03/11/2013
2013/2014,A2,Riso Scotti Pavia,3,MASINO SERENA,Setter,1983,178,ITA,-
2013/2014,A2,Riso Scotti Pavia,4,NICOLINI CECILIA,Setter,1994,181,ITA,-
2013/2014,A2,Riso Scotti Pavia,5,RENKEMA KIM,Spiker,1987,182,NED,-
2013/2014,A2,Riso Scotti Pavia,6,KAPTURSKA JOANNA,Spiker,1986,185,POL,-
2013/2014,A2,Riso Scotti Pavia,7,GIULIODORI SARA,Middleblocker,1983,180,ITA,until 30/01/2014 TRASFERITA A CORPORA GRICIGNANO
2013/2014,A2,Riso Scotti Pavia,8,POMA CELESTE,Libero,1991,168,ITA,-
2013/2014,A2,Riso Scotti Pavia,9,LA ROSA SIMONA,Middleblocker,1992,188,ITA,-
2013/2014,A2,Riso Scotti Pavia,10,DEVETAG FRANCESCA,Middleblocker,1986,186,ITA,-
2013/2014,A2,Riso Scotti Pavia,11,DI BONIFACIO MARIANNA,Spiker,1994,185,ITA,-
2013/2014,A2,Riso Scotti Pavia,12,POMA GINEVRA,Spiker,1995,170,ITA,-
2013/2014,A2,Riso Scotti Pavia,18,MORETTI FRANCESCA,Spiker,1985,178,ITA,-
2013/2014,A2,Saugella Team Monza,1,BRUNO BENEDETTA,Middleblocker,1984,192,ITA,-
2013/2014,A2,Saugella Team Monza,2,VIGANÒ NATALIA,Spiker,1979,180,ITA,-
