Season,Division,Team,No,Player,Role,Born,Height,Nat. Sport.,Note
2013/2014,A2,Saugella Team Monza,3,GARAVAGLIA LAURA,Spiker,1989,185,ITA,-
2013/2014,A2,Saugella Team Monza,5,BALBONI MARTINA,Setter,1991,180,ITA,-
2013/2014,A2,Saugella Team Monza,7,SAVERIANO FRANCESCA,Setter,1993,174,ITA,-
2013/2014,A2,Saugella Team Monza,8,RAVETTA MONICA,Spiker,1985,187,ITA,-
2013/2014,A2,Saugella Team Monza,9,RINALDI SARA,Spiker,1993,187,ITA,-
2013/2014,A2,Saugella Team Monza,10,BONETTI MARIKA,Spiker,1984,178,ITA,-
2013/2014,A2,Saugella Team Monza,11,GARBET FEDERICA,Middleblocker,1988,184,ITA,-
2013/2014,A2,Saugella Team Monza,13,FACCHINETTI FABIOLA,Middleblocker,1989,182,ITA,-
2013/2014,A2,Saugella Team Monza,15,NOMIKOU MARIA,Spiker,1993,190,GRE,-
2013/2014,A2,Saugella Team Monza,16,PASTRENGE MARTINA,Libero,1994,165,ITA,-
2013/2014,A2,Saugella Team Monza,17,ARICÒ RAMONA,Spiker,1985,187,ITA,from 08/01/2014
2013/2014,A2,Saugella Team Monza,18,BISCONTI VERONICA,Libero,1991,174,ITA,-
2013/2014,A2,Savino Del Bene Scandicci,1,STROBBE MARILYN,Middleblocker,1989,188,ITA,-
2013/2014,A2,Savino Del Bene Scandicci,2,BACCIOTTINI BARBARA,Setter,1994,181,ITA,until 04/01/2014 TRASFERITA A OPENJOBMETIS ORNAVASSO
2013/2014,A2,Savino Del Bene Scandicci,3,RANIA VALENTINA,Spiker,1985,183,ITA,-
2013/2014,A2,Savino Del Bene Scandicci,4,DE FONZO SILVIA,Middleblocker,1983,182,ITA,-
2013/2014,A2,Savino Del Bene Scandicci,5,FANZINI CATERINA,Spiker,1985,186,ITA,-
2013/2014,A2,Savino Del Bene Scandicci,7,MAZZINI FIAMMA,Setter,1989,180,ITA,-
2013/2014,A2,Savino Del Bene Scandicci,8,LUSSANA SILVIA,Libero,1988,169,ITA,-
2013/2014,A2,Savino Del Bene Scandicci,9,AGRESTI OTTAVIA,Libero,1985,170,ITA,-
2013/2014,A2,Savino Del Bene Scandicci,10,CHOJNACKA IGA,Spiker,1994,185,POL,-
2013/2014,A2,Savino Del Bene Scandicci,11,VAN DAELEN DEBORAH,Spiker,1989,188,NED,from 05/04/2014
2013/2014,A2,Savino Del Bene Scandicci,11,FIORE EMANUELA,Spiker,1986,185,ITA,until 31/01/2014
2013/2014,A2,Savino Del Bene Scandicci,12,CORNA STEFANIA,Setter,1990,192,ITA,from 02/01/2014 PROVENIENTE DA METALLEGHE SANITARS MONTICHIARI
2013/2014,A2,Savino Del Bene Scandicci,14,MONETA SERENA,Spiker,1990,178,ITA,from 05/01/2014 PROVENIENTE DA OPENJOBMETIS ORNAVASSO
2013/2014,A2,Savino Del Bene Scandicci,16,TABORELLI VERONICA,Spiker,1994,185,ITA,-
2013/2014,A2,Savino Del Bene Scandicci,18,LAPI CHIARA,Middleblocker,1991,182,ITA,-
2013/2014,A2,Volksbank Sudtirol Bolzano,1,GIORA CAMILLA,Setter,1992,178,ITA,-
2013/2014,A2,Volksbank Sudtirol Bolzano,2,GENTILI FRANCESCA,Middleblocker,1990,188,ITA,-
2013/2014,A2,Volksbank Sudtirol Bolzano,3,FAVRETTO GIORGIA,Middleblocker,1993,178,ITA,-
2013/2014,A2,Volksbank Sudtirol Bolzano,4,CERON SARA,Spiker,1993,188,ITA,-
2013/2014,A2,Volksbank Sudtirol Bolzano,6,ZANCANARO ALESSIA,Libero,1998,168,ITA,-
2013/2014,A2,Volksbank Sudtirol Bolzano,7,CUMINO MARIA LUISA,Setter,1992,177,ITA,-
2013/2014,A2,Volksbank Sudtirol Bolzano,8,MEDAGLIONI MARTA,Libero,1986,160,ITA,-
2013/2014,A2,Volksbank Sudtirol Bolzano,9,PAPA VALERIA,Spiker,1989,183,ITA,-
2013/2014,A2,Volksbank Sudtirol Bolzano,10,BERTOLINI SARA,Middleblocker,1991,180,ITA,-
2013/2014,A2,Volksbank Sudtirol Bolzano,11,MENGHI SARA,Middleblocker,1983,183,ITA,-
2013/2014,A2,Volksbank Sudtirol Bolzano,12,FOGAGNOLO DJANET,Spiker,1990,181,ITA,-
2013/2014,A2,Volksbank Sudtirol Bolzano,13,PORZIO NOEMI,Spiker,1984,177,ITA,-
2013/2014,A2,Volksbank Sudtirol Bolzano,14,MC NEAL SHA'DARE LATRICE,Spiker,1991,186,USA,until 04/12/2013
2013/2014,A2,Volksbank Sudtirol Bolzano,17,WALDTHALER KATHRIN,Spiker,1990,184,ITA,-
2013/2014,A2,Volksbank Sudtirol Bolzano,18,KOROBKOVA NATALIA,Spiker,1985,192,RUS,from 12/01/2014
2013/2014,A2,Volley Soverato,2,CACCIAPAGLIA GIORGIA,Libero,1987,168,ITA,-
2013/2014,A2,Volley Soverato,3,TRAVAGLINI ALESSIA,Middleblocker,1988,188,ITA,-
2013/2014,A2,Volley Soverato,4,BOSCACCI LETICIA,Spiker,1985,185,ARG,-
2013/2014,A2,Volley Soverato,5,MARTINUZZO LINDA,Middleblocker,1992,186,ITA,-
2013/2014,A2,Volley Soverato,6,ROSA YARIMAR,Spiker,1988,178,PUR,-
2013/2014,A2,Volley Soverato,7,ARIMATTEI SOFIA,Spiker,1981,186,ITA,-
2013/2014,A2,Volley Soverato,8,FERRARO ROBERTA,Spiker,1987,180,ITA,-
2013/2014,A2,Volley Soverato,10,LAVORENTI FRANCESCA,Setter,1993,180,ITA,-
2013/2014,A2,Volley Soverato,11,BELLAPIANTA CARMEN,Spiker,1987,177,ITA,-
2013/2014,A2,Volley Soverato,12,BURDUJA NINA,Spiker,1996,188,ITA,-
2013/2014,A2,Volley Soverato,13,TORCASIO SERENA,Middleblocker,1991,182,ITA,-
2013/2014,A2,Volley Soverato,17,DE LELLIS SARA,Setter,1986,181,ITA,-
