Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2013/2014,A1,Supercoppa,Final,1,-,0,23/11/2013,20:30,2300,-,C,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,3,0,8,16,18,25,5,15,21,22,8,16,21,25,1,4,5,10,8,16,21,25,1,5,7,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,30,40,74,6,6,39,2,0.77,0.03,85,1,5,38,0.45,-,12
2013/2014,A1,Supercoppa,Final,1,-,0,23/11/2013,20:30,2300,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,0,3,5,15,21,22,8,16,18,25,1,4,5,10,8,16,21,25,1,5,7,10,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,12,2,43,4,2,68,5,0.62,0.01,102,13,11,30,0.29,-,5
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,C,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,1,3,6,11,12,16,8,16,21,25,7,16,21,25,8,15,16,18,5,11,17,22,8,16,21,25,5,10,18,20,8,16,21,25,-,-,-,-,-,-,-,-,61,23,26,84,5,1,83,8,0.67,0.49,144,12,10,50,0.35,-,10
2013/2014,A1,Regular_Season,1st,1,-,3001,20/11/2013,20:30,2700,-,O,Pomì Casalmaggiore,Casalmaggiore,3,1,8,16,21,25,6,11,12,16,8,15,16,18,7,16,21,25,8,16,21,25,5,11,17,22,8,16,21,25,5,10,18,20,-,-,-,-,-,-,-,-,76,31,43,92,9,8,79,2,0.71,0.43,147,11,10,58,0.39,-,10
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12,C,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,3,0,7,16,21,25,8,11,16,20,8,16,21,25,4,14,16,20,6,16,21,25,8,12,17,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,29,34,75,9,2,58,4,0.62,0.29,119,10,4,51,0.43,-,10
2013/2014,A1,Regular_Season,1st,1,-,3002,19/10/2013,20:30,2300,12,O,Banca Di Forlì,Forlì (Ex Forlimpopoli),0,3,8,11,16,20,7,16,21,25,4,14,16,20,8,16,21,25,8,12,17,19,6,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,15,16,60,2,2,64,3,0.66,0.28,107,6,10,32,0.3,-,4
2013/2014,A1,Regular_Season,1st,1,-,3003,20/10/2013,18:00,1500,-,C,Foppapedretti Bergamo,Volley Bergamo,3,0,8,16,21,25,7,12,18,19,8,16,21,25,5,10,15,21,8,16,21,25,7,10,13,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,19,19,73,8,3,49,4,0.63,0.43,91,9,5,33,0.36,-,9
2013/2014,A1,Regular_Season,1st,1,-,3003,20/10/2013,18:00,1500,-,O,Igor Gorgonzola Volley Novara,Agil Volley,0,3,7,12,18,19,8,16,21,25,5,10,15,21,8,16,21,25,7,10,13,21,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,14,7,63,14,1,65,3,0.65,0.42,106,12,9,39,0.37,-,5
2013/2014,A1,Regular_Season,1st,1,-,3004,20/10/2013,18:00,3200,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,3,1,8,16,21,25,3,5,6,9,6,14,16,22,8,16,21,25,8,16,21,25,3,6,6,10,8,16,21,25,3,8,12,12,-,-,-,-,-,-,-,-,67,37,36,96,8,2,46,1,0.67,0.3,121,7,1,56,0.46,-,9
2013/2014,A1,Regular_Season,1st,1,-,3004,20/10/2013,18:00,3200,-,O,Ihf Volley Frosinone,Frosinone,1,3,3,5,6,9,8,16,21,25,8,16,21,25,6,14,16,22,3,6,6,10,8,16,21,25,3,8,12,12,8,16,21,25,-,-,-,-,-,-,-,-,39,10,-23,57,11,1,88,3,0.57,0.35,151,17,9,37,0.25,-,1
2013/2014,A1,Regular_Season,1st,1,-,3006,20/10/2013,18:00,-,-,C,Openjobmetis Ornavasso,Pallavolo Ornavasso,2,3,5,10,14,19,8,16,21,25,6,14,20,25,8,16,21,23,7,16,21,25,8,15,19,20,7,15,16,28,8,16,21,30,2,6,9,10,5,10,12,15,79,28,33,108,20,6,99,10,0.63,0.41,172,5,10,58,0.34,-,15
2013/2014,A1,Regular_Season,1st,1,-,3006,20/10/2013,18:00,-,-,O,Liu Jo Modena,Liu Jo Modena,3,2,8,16,21,25,5,10,14,19,8,16,21,23,6,14,20,25,8,15,19,20,7,16,21,25,8,16,21,30,7,15,16,28,5,10,12,15,2,6,9,10,87,35,39,112,12,6,88,7,0.58,0.4,173,13,15,71,0.41,-,10
2013/2014,A1,Regular_Season,1st,2,-,3007,27/10/2013,18:00,-,-,C,Banca Di Forlì,Forlì (Ex Forlimpopoli),0,3,8,16,19,21,4,12,21,25,6,15,16,21,8,16,21,25,3,9,16,20,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,9,20,64,5,-,66,7,0.64,0.24,101,4,10,40,0.4,-,6
2013/2014,A1,Regular_Season,1st,2,-,3007,27/10/2013,18:00,-,-,O,Unendo Yamamay Busto Arsizio,Busto Arsizio Uyba,3,0,4,12,21,25,8,16,19,21,8,16,21,25,6,15,16,21,8,16,21,25,3,9,16,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,24,46,73,7,5,59,1,0.73,0.42,102,5,6,51,0.5,-,10
