Season,Division,Team,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2
2013/2014,A2,Elettrosud Brolo,11,RIZZO Marco,Libero,1990,185,LE,ITA,until 08/01/2014,transferred to Globo Banca Popolare Del Frusinate Sora
2013/2014,A2,Elettrosud Brolo,12,VITANZA Alessandro,Spiker,1995,194,ME,ITA,-,-
2013/2014,A2,Elettrosud Brolo,12,NUZZO Gianluca,Spiker,1975,193,LE,ITA,-,-
2013/2014,A2,Elettrosud Brolo,13,DI FRANCO Massimiliano,Middleblocker,1978,203,CL,ITA,-,-
2013/2014,A2,Elettrosud Brolo,14,MUSCARÀ Carmelo,Middleblocker,1988,194,ME,ITA,-,-
2013/2014,A2,Elettrosud Brolo,17,GIUSTINIANO Mariano,Spiker,1986,190,ARG,ARG,from 23/01/2014,-
2013/2014,A2,Elettrosud Brolo,17,RIOLO Simone,Spiker,1993,195,ME,ITA,-,-
2013/2014,A2,Elettrosud Brolo,18,COLARUSSO Fiorenzo,Setter,1994,195,NA,ITA,-,-
2013/2014,A2,Globo Banca Popolare Del Frusinate Sora,1,FIORE Alessio,Spiker,1982,196,TA,ITA,-,-
2013/2014,A2,Globo Banca Popolare Del Frusinate Sora,2,GUTTMANN Marcus,Spiker,1991,204,AUT,AUT,until 21/12/2013,-
2013/2014,A2,Globo Banca Popolare Del Frusinate Sora,3,WILLIAMSON Kyle,Spiker,1989,194,CAN,CAN,until 09/01/2014,-
2013/2014,A2,Globo Banca Popolare Del Frusinate Sora,4,BECCARO Luca,Setter,1988,190,PD,ITA,-,-
2013/2014,A2,Globo Banca Popolare Del Frusinate Sora,5,GRADI Cesare,Spiker,1988,198,RM,ITA,-,-
2013/2014,A2,Globo Banca Popolare Del Frusinate Sora,6,DALDELLO Nicola,Setter,1983,184,TV,ITA,-,-
2013/2014,A2,Globo Banca Popolare Del Frusinate Sora,7,BONAMI Federico,Libero,1993,183,FI,ITA,-,-
2013/2014,A2,Globo Banca Popolare Del Frusinate Sora,8,TOMASSETTI Daniele,Middleblocker,1981,203,RM,ITA,-,-
2013/2014,A2,Globo Banca Popolare Del Frusinate Sora,10,SILVA DE ARAUJO Allan Verissimo,Spiker,1990,186,BRA,BRA,from 21/12/2013,-
2013/2014,A2,Globo Banca Popolare Del Frusinate Sora,11,TAMBURO Vincenzo,Spiker,1985,200,FI,ITA,-,-
2013/2014,A2,Globo Banca Popolare Del Frusinate Sora,12,CASARIN Matteo,Spiker,1991,192,PD,ITA,-,-
2013/2014,A2,Globo Banca Popolare Del Frusinate Sora,13,SALGADO Hiosvany,Middleblocker,1979,201,CUB,ITA,-,-
2013/2014,A2,Globo Banca Popolare Del Frusinate Sora,14,RIZZO Marco,Libero,1990,185,LE,ITA,from 09/01/2014,coming from Elettrosud Brolo
2013/2014,A2,Globo Banca Popolare Del Frusinate Sora,14,LO BIANCO Marco,Libero,1990,191,CS,ITA,until 09/01/2014,transferred to Altotevere Città di Castello
2013/2014,A2,Globo Banca Popolare Del Frusinate Sora,16,GAUDIERI Mario,Libero,1995,174,FR,ITA,-,-
2013/2014,A2,Globo Banca Popolare Del Frusinate Sora,17,REA Rudi,Libero,1992,183,FR,ITA,-,-
2013/2014,A2,Globo Banca Popolare Del Frusinate Sora,18,CITTADINO Marco,Spiker,1984,201,CZ,ITA,-,-
2013/2014,A2,Itely Milano,1,PINTO Filipe Fontes,Spiker,1991,194,POR,POR,until 10/01/2014,-
2013/2014,A2,Itely Milano,2,PIZZILEO Edoardo,Spiker,1994,187,MI,ITA,-,-
2013/2014,A2,Itely Milano,3,SEREGNI Sergio,Libero,1987,195,MI,ITA,-,-
2013/2014,A2,Itely Milano,4,DI FELICE Luca,Middleblocker,1984,202,MI,ITA,-,-
2013/2014,A2,Itely Milano,5,RIGONI Giacomo,Spiker,1979,198,MI,ITA,-,-
2013/2014,A2,Itely Milano,6,SIRRI Luca,Spiker,1983,195,RA,ITA,-,-
2013/2014,A2,Itely Milano,7,DAOLIO Matteo,Spiker,1979,195,RM,ITA,-,-
2013/2014,A2,Itely Milano,8,TESCARO Lorenzo,Setter,1994,195,VA,ITA,-,-
2013/2014,A2,Itely Milano,9,BENCZ Milan,Spiker,1987,206,SVK,SVK,from 15/11/2013,coming from Sidigas HS Avellino
2013/2014,A2,Itely Milano,10,MATTERA Giordano,Setter,1983,200,RM,ITA,-,-
2013/2014,A2,Itely Milano,11,CERBO Andrea,Libero,1985,184,MI,ITA,-,-
2013/2014,A2,Itely Milano,12,GIGLIOLI Emiliano,Middleblocker,1985,195,SV,ITA,-,-
2013/2014,A2,Itely Milano,13,BERTOLI Matteo,Spiker,1988,196,TN,ITA,from 28/12/2013,coming from Elettrosud Brolo
2013/2014,A2,Itely Milano,14,JAKOVLJEVIC Nemanja,Spiker,1986,198,SRB,SRB,-,-
2013/2014,A2,Itely Milano,15,BARSI Marco,Middleblocker,1985,198,MI,ITA,-,-
2013/2014,A2,Itely Milano,17,VALSECCHI Damiano,Middleblocker,1991,204,BG,ITA,from 18/12/2013,coming from Sidigas HS Avellino
2013/2014,A2,Materdominivolley.it Castellana Grotte,1,CAZZANIGA Roberto,Spiker,1979,198,MI,ITA,-,-
2013/2014,A2,Materdominivolley.it Castellana Grotte,2,PETROSILLO Emanuele,Spiker,1993,198,BA,ITA,-,-
2013/2014,A2,Materdominivolley.it Castellana Grotte,3,PRIMAVERA Giovanni,Libero,1992,186,BA,ITA,-,-
2013/2014,A2,Materdominivolley.it Castellana Grotte,4,BRUNO Vito,Libero,1995,180,BA,ITA,-,-
2013/2014,A2,Materdominivolley.it Castellana Grotte,5,CIVITA Vincenzo,Spiker,1994,196,BT,ITA,-,-
2013/2014,A2,Materdominivolley.it Castellana Grotte,6,LIBRARO Enrico,Spiker,1983,191,NA,ITA,from 29/11/2013,coming from Sidigas HS Avellino
2013/2014,A2,Materdominivolley.it Castellana Grotte,6,RUIZ Ivan Benito,Spiker,1977,195,CUB,ITA,until 07/11/2013,-
2013/2014,A2,Materdominivolley.it Castellana Grotte,7,MARIELLA Giulio,Setter,1995,198,FG,ITA,-,-
2013/2014,A2,Materdominivolley.it Castellana Grotte,8,CASTELLANO Maurizio,Spiker,1971,193,NA,ITA,-,-
2013/2014,A2,Materdominivolley.it Castellana Grotte,9,SPERANDIO Matteo,Middleblocker,1992,199,TV,ITA,-,-
2013/2014,A2,Materdominivolley.it Castellana Grotte,10,PELLEGRINO Davide,Setter,1994,195,FG,ITA,-,-
2013/2014,A2,Materdominivolley.it Castellana Grotte,11,CIAVARELLA Alessandro,Spiker,1995,195,FG,ITA,-,-
2013/2014,A2,Materdominivolley.it Castellana Grotte,13,SPADAVECCHIA Vincenzo,Middleblocker,1993,204,BA,ITA,-,-
2013/2014,A2,Materdominivolley.it Castellana Grotte,14,SORRENTI Mattia,Spiker,1996,198,CS,ITA,-,-
2013/2014,A2,Materdominivolley.it Castellana Grotte,16,BATTISTA Leonardo,Libero,1995,180,BA,ITA,-,-
2013/2014,A2,Materdominivolley.it Castellana Grotte,17,BRAICO Federico,Middleblocker,1993,197,BA,ITA,-,-
2013/2014,A2,Sidigas HS Avellino,1,BENCZ Milan,Spiker,1987,206,SVK,SVK,until 14/11/2013,transferred to Itely Milano
2013/2014,A2,Sidigas HS Avellino,2,APREA Gianpio,Setter,1991,195,NA,ITA,-,-
2013/2014,A2,Sidigas HS Avellino,3,FORTUNATO Francesco,Middleblocker,1977,201,VI,ITA,until 23/01/2014,transferred to Andreoli Latina
2013/2014,A2,Sidigas HS Avellino,4,CORTINA Danilo,Libero,1987,188,CT,ITA,-,-
2013/2014,A2,Sidigas HS Avellino,5,SCAPPATICCIO Mario,Setter,1974,180,NA,ITA,-,-
2013/2014,A2,Sidigas HS Avellino,7,SANTUCCI Marco,Spiker,1983,189,CB,ITA,until 15/11/2013,transferred to Caffè Aiello Corigliano
2013/2014,A2,Sidigas HS Avellino,8,LIBRARO Enrico,Spiker,1983,191,NA,ITA,until 28/11/2013,transferred to Materdominivolley.it Castellana Grotte
2013/2014,A2,Sidigas HS Avellino,10,PARIS Claudio,Spiker,1987,194,RM,ITA,-,-
2013/2014,A2,Sidigas HS Avellino,11,LOMBARDI Annino,Libero,1997,175,-,ITA,from 25/09/2013,-
2013/2014,A2,Sidigas HS Avellino,12,DIAMANTINI Enrico,Middleblocker,1993,200,PU,ITA,until 28/11/2013,transferred to Exprivia Molfetta
2013/2014,A2,Sidigas HS Avellino,13,GUANCIA Antonio,Spiker,1986,-,AV,ITA,-,-
2013/2014,A2,Sidigas HS Avellino,17,SCIALÒ Giuseppe,Spiker,1983,195,NA,ITA,-,-
2013/2014,A2,Sidigas HS Avellino,18,VALSECCHI Damiano,Middleblocker,1991,204,BG,ITA,until 17/12/2013,transferred to Itely Milano
2013/2014,A2,Sieco Service Ortona,1,CETRULLO Leano,Spiker,1986,198,CH,ITA,-,-
2013/2014,A2,Sieco Service Ortona,2,SIMONI Michele,Middleblocker,1990,193,RM,ITA,-,-
2013/2014,A2,Sieco Service Ortona,3,GUIDONE Matteo,Middleblocker,1987,200,PE,ITA,-,-
2013/2014,A2,Sieco Service Ortona,4,BRUNO Martin Nicolas,Spiker,1989,188,ARG,ARG,-,-
2013/2014,A2,Sieco Service Ortona,5,MATRICARDI Mattia,Setter,1989,185,CH,ITA,-,-
2013/2014,A2,Sieco Service Ortona,6,GALLIANI Andrea,Spiker,1988,202,MB,ITA,-,-
2013/2014,A2,Sieco Service Ortona,7,GEMMI Lorenzo,Spiker,1985,199,MC,ITA,-,-
2013/2014,A2,Sieco Service Ortona,9,PAPPADÀ Marco,Libero,1986,180,TA,ITA,-,-
2013/2014,A2,Sieco Service Ortona,10,SBORGIA Emanuele,Middleblocker,1981,198,PE,ITA,-,-
2013/2014,A2,Sieco Service Ortona,11,DI MEO Pietro,Spiker,1982,200,AQ,ITA,-,-
2013/2014,A2,Sieco Service Ortona,12,LANCI Andrea,Setter,1980,176,CH,ITA,-,-
2013/2014,A2,Sieco Service Ortona,17,ZITO Giuseppe,Libero,1989,188,EN,ITA,-,-
2013/2014,A2,Sieco Service Ortona,18,ORSINI Renato,Spiker,1985,205,CH,ITA,-,-
2013/2014,A2,Tonazzo Padova,3,MATTEI Andrea,Middleblocker,1993,202,RM,ITA,-,-
2013/2014,A2,Tonazzo Padova,4,VEDOVOTTO Filippo,Spiker,1990,192,VE,ITA,-,-
2013/2014,A2,Tonazzo Padova,5,ORDUNA Santiago,Setter,1983,183,ARG,ITA,-,-
2013/2014,A2,Tonazzo Padova,6,GIANNOTTI Stefano,Spiker,1989,197,PD,ITA,-,-
2013/2014,A2,Tonazzo Padova,7,BALASO Fabio,Libero,1995,178,PD,ITA,-,-
2013/2014,A2,Tonazzo Padova,8,GOZZO Stefano,Spiker,1994,200,PD,ITA,-,-
2013/2014,A2,Tonazzo Padova,9,ROSSO Mattia,Spiker,1985,198,CN,ITA,-,-
2013/2014,A2,Tonazzo Padova,10,VOLPATO Marco,Middleblocker,1990,195,VI,ITA,-,-
2013/2014,A2,Tonazzo Padova,11,GARGHELLA Andrea,Spiker,1982,192,PD,ITA,-,-
2013/2014,A2,Tonazzo Padova,14,PAOLI Alessandro,Middleblocker,1984,194,TN,ITA,-,-
2013/2014,A2,Tonazzo Padova,15,GROPPI Michele,Setter,1986,192,GE,ITA,-,-
2013/2014,A2,Tonazzo Padova,17,CASARO Nicolò,Spiker,1994,197,PD,ITA,-,-
2013/2014,A2,Vero Volley Monza,1,PROCOPIO William,Libero,1990,180,MB,ITA,-,-
2013/2014,A2,Vero Volley Monza,2,ELIA Alberto,Middleblocker,1985,205,VT,ITA,-,-
2013/2014,A2,Vero Volley Monza,3,BONETTI Lorenzo,Spiker,1988,197,BG,ITA,-,-
2013/2014,A2,Vero Volley Monza,4,PREVAL Randy,Middleblocker,1990,198,USA,USA,from 18/10/2013,-
2013/2014,A2,Vero Volley Monza,5,TIBERTI Simone,Setter,1980,180,BS,ITA,-,-
2013/2014,A2,Vero Volley Monza,7,PADURA DIAZ Williams,Spiker,1986,200,CUB,ITA,-,-
2013/2014,A2,Vero Volley Monza,8,PIERI Francesco,Libero,1982,185,PO,ITA,from 25/09/2013,-
2013/2014,A2,Vero Volley Monza,9,VIGIL GONZALEZ Alejandro,Middleblocker,1993,210,ESP,ESP,-,-
2013/2014,A2,Vero Volley Monza,10,MONESI Davide,Setter,1996,170,MI,ITA,-,-
2013/2014,A2,Vero Volley Monza,10,OLIVATI Andrea,Spiker,1994,199,MB,ITA,-,-
2013/2014,A2,Vero Volley Monza,11,BOTTO Iacopo,Spiker,1987,190,SP,ITA,-,-
2013/2014,A2,Vero Volley Monza,12,CACI Sandro Clemente,Spiker,1993,200,CL,ITA,-,-
2013/2014,A2,Vero Volley Monza,13,COZZI Paolo,Middleblocker,1980,200,MI,ITA,-,-
2013/2014,A2,Vero Volley Monza,15,PULITI Leonardo,Spiker,1991,199,TR,ITA,-,-
2013/2014,A2,Vero Volley Monza,16,KRUMINS Davis,Setter,1990,195,LAT,ITA,from 10/01/2014,coming from Casa Modena
2013/2014,A2,Vero Volley Monza,16,BRUNETTI Davide,Libero,1995,175,MI,ITA,-,-
2013/2014,A2,Vero Volley Monza,17,GAGGINI Claudio,Spiker,1996,194,VA,ITA,-,-
2013/2014,A2,Vero Volley Monza,18,CALLIGARO Tomasz,Setter,1993,182,POL,ITA,-,-
