Season,Division,Team,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2
2019/2020,A1,Consar Ravenna,11,GROZDANOV Aleks,Middleblocker,1998,205,BUL,BUL,-,-
2019/2020,A1,Consar Ravenna,12,BATAK Aleksa,Setter,2000,195,SRB,SRB,-,-
2019/2020,A1,Consar Ravenna,13,BORTOLOZZO Matteo,Middleblocker,1989,200,PD,ITA,-,-
2019/2020,A1,Consar Ravenna,14,MARCHINI Stefano,Libero,1997,180,RA,ITA,-,-
2019/2020,A1,Consar Ravenna,15,LAVIA Daniele,Spiker,1999,195,CS,ITA,-,-
2019/2020,A1,Consar Ravenna,17,ALONSO Roamy,Middleblocker,1997,201,CUB,CUB,-,-
2019/2020,A1,Consar Ravenna,22,CAVUTO Oreste,Spiker,1996,199,CH,ITA,-,-
2019/2020,A1,Cucine Lube Civitanova,1,ANZANI Simone,Middleblocker,1992,203,CO,ITA,-,-
2019/2020,A1,Cucine Lube Civitanova,2,KOVAR Jiri,Spiker,1989,202,CZE,ITA,-,-
2019/2020,A1,Cucine Lube Civitanova,3,D'HULST Stijn,Setter,1991,187,BEL,BEL,-,-
2019/2020,A1,Cucine Lube Civitanova,4,MARCHISIO Andrea,Libero,1990,186,CN,ITA,-,-
2019/2020,A1,Cucine Lube Civitanova,5,JUANTORENA Osmany,Spiker,1985,200,CUB,ITA,-,-
2019/2020,A1,Cucine Lube Civitanova,6,MASSARI Jacopo,Spiker,1988,185,PR,ITA,-,-
2019/2020,A1,Cucine Lube Civitanova,9,LEAL Yoandy,Spiker,1988,201,CUB,BRA,-,-
2019/2020,A1,Cucine Lube Civitanova,10,GHAFOUR Amir,Spiker,1991,202,IRI,IRI,-,-
2019/2020,A1,Cucine Lube Civitanova,11,RYCHLICKI Kamil,Spiker,1996,204,LUX,LUX,-,-
2019/2020,A1,Cucine Lube Civitanova,12,DIAMANTINI Enrico,Middleblocker,1993,204,PU,ITA,-,-
2019/2020,A1,Cucine Lube Civitanova,13,SIMON Robertlandy,Middleblocker,1987,206,CUB,CUB,-,-
2019/2020,A1,Cucine Lube Civitanova,14,MOSSA DE REZENDE Bruno,Setter,1986,190,BRA,BRA,-,-
2019/2020,A1,Cucine Lube Civitanova,16,BIENIEK Mateusz,Middleblocker,1994,210,POL,POL,-,-
2019/2020,A1,Cucine Lube Civitanova,17,BALASO Fabio,Libero,1995,178,PD,ITA,-,-
2019/2020,A1,Gas Sales Piacenza,1,COPELLI Riccardo,Middleblocker,1996,198,CR,ITA,-,-
2019/2020,A1,Gas Sales Piacenza,2,SCANFERLA Leonardo,Libero,1998,184,PD,ITA,-,-
2019/2020,A1,Gas Sales Piacenza,3,FEI Alessandro,Spiker,1978,203,VA,ITA,-,-
2019/2020,A1,Gas Sales Piacenza,4,CAVANNA Maximiliano,Setter,1988,188,ARG,ARG,-,-
2019/2020,A1,Gas Sales Piacenza,6,YUDIN Igor,Spiker,1987,198,RUS,AUS,-,-
2019/2020,A1,Gas Sales Piacenza,7,STANKOVIC Dragan,Middleblocker,1985,205,SRB,SRB,-,-
2019/2020,A1,Gas Sales Piacenza,8,KOOY Dick,Spiker,1987,202,NED,ITA,-,-
2019/2020,A1,Gas Sales Piacenza,9,BOTTO Iacopo,Spiker,1987,190,SP,ITA,-,-
2019/2020,A1,Gas Sales Piacenza,10,PARIS Matteo,Setter,1983,188,RM,ITA,-,-
2019/2020,A1,Gas Sales Piacenza,12,BERGER Alexander,Spiker,1988,193,AUT,AUT,-,-
2019/2020,A1,Gas Sales Piacenza,14,TONDO Alessandro,Spiker,1991,202,LE,ITA,-,-
2019/2020,A1,Gas Sales Piacenza,15,FANULI Fabio,Libero,1985,188,TA,ITA,-,-
2019/2020,A1,Gas Sales Piacenza,18,PISTOLESI Matteo,Setter,1995,194,TO,ITA,from 07/12/2019,coming from Synergy Mondovì
2019/2020,A1,Gas Sales Piacenza,20,NELLI Gabriele,Spiker,1993,208,LU,ITA,-,-
2019/2020,A1,Gas Sales Piacenza,21,KRSMANOVIC Petar,Middleblocker,1990,205,SRB,SRB,-,-
2019/2020,A1,Globo Banca Popolare del Frusinate Sora,1,ALFIERI Manuel,Setter,1998,189,PE,ITA,-,-
2019/2020,A1,Globo Banca Popolare del Frusinate Sora,2,SORGENTE Alessandro,Libero,1993,185,VT,ITA,-,-
2019/2020,A1,Globo Banca Popolare del Frusinate Sora,4,CANESCHI Edoardo,Middleblocker,1997,205,AR,ITA,-,-
2019/2020,A1,Globo Banca Popolare del Frusinate Sora,5,FEY Kupono,Spiker,1995,196,USA,USA,-,-
2019/2020,A1,Globo Banca Popolare del Frusinate Sora,7,DE BARROS FERREIRA Joao Rafael,Spiker,1993,191,BRA,BRA,until 28/02/2020,-
2019/2020,A1,Globo Banca Popolare del Frusinate Sora,8,VAN TILBURG Stijn,Spiker,1996,203,NED,NED,-,-
2019/2020,A1,Globo Banca Popolare del Frusinate Sora,9,GROZDANOV Branimir,Spiker,1994,198,BUL,BUL,-,-
2019/2020,A1,Globo Banca Popolare del Frusinate Sora,12,SCOPELLITI Simone,Middleblocker,1994,205,RC,ITA,-,-
2019/2020,A1,Globo Banca Popolare del Frusinate Sora,14,MAUTI Pierpaolo,Libero,1995,190,FR,ITA,-,-
2019/2020,A1,Globo Banca Popolare del Frusinate Sora,15,BATTAGLIA Roberto,Spiker,2000,196,SR,ITA,-,-
2019/2020,A1,Globo Banca Popolare del Frusinate Sora,17,MISKEVICH Radzivon,Spiker,1995,196,BLR,BLR,-,-
2019/2020,A1,Globo Banca Popolare del Frusinate Sora,18,DI MARTINO Gabriele,Middleblocker,1997,199,RM,ITA,-,-
2019/2020,A1,Globo Banca Popolare del Frusinate Sora,26,FARINA Mattia,Spiker,2001,202,FR,ITA,-,-
2019/2020,A1,Globo Banca Popolare del Frusinate Sora,77,RADKE Murilo,Setter,1989,198,BRA,BRA,-,-
2019/2020,A1,Itas Trentino,2,RUSSELL Aaron,Spiker,1993,205,USA,USA,-,-
2019/2020,A1,Itas Trentino,5,MICHIELETTO Alessandro,Spiker,2001,205,BS,ITA,-,-
2019/2020,A1,Itas Trentino,6,DALDELLO Nicola,Setter,1983,185,TV,ITA,-,-
2019/2020,A1,Itas Trentino,7,VETTORI Luca,Spiker,1991,199,PR,ITA,-,-
2019/2020,A1,Itas Trentino,8,DE ANGELIS Carlo,Libero,1996,190,LT,ITA,-,-
2019/2020,A1,Itas Trentino,9,GIANNELLI Simone,Setter,1996,200,BZ,ITA,-,-
2019/2020,A1,Itas Trentino,10,GREBENNIKOV Jenia,Libero,1990,188,FRA,FRA,-,-
2019/2020,A1,Itas Trentino,11,CANDELLARO Davide,Middleblocker,1989,200,PD,ITA,-,-
2019/2020,A1,Itas Trentino,12,DJURIC Mitar,Spiker,1989,211,BIH,GRE,-,-
2019/2020,A1,Itas Trentino,15,CODARIN Lorenzo,Middleblocker,1996,200,UD,ITA,-,-
2019/2020,A1,Itas Trentino,16,SOSA SIERRA Luis Tomas,Spiker,1995,196,CUB,CUB,-,-
2019/2020,A1,Itas Trentino,18,CEBULJ Klemen,Spiker,1992,203,SLO,SLO,-,-
2019/2020,A1,Itas Trentino,20,LISINAC Srecko,Middleblocker,1992,205,SRB,SRB,-,-
2019/2020,A1,Itas Trentino,93,KOVACEVIC Uros,Spiker,1993,198,SRB,SRB,-,-
2019/2020,A1,Kioene Padova,1,POLO Alberto,Middleblocker,1995,202,VI,ITA,-,-
2019/2020,A1,Kioene Padova,2,BASSANELLO Nicolò,Libero,1996,183,PD,ITA,-,-
2019/2020,A1,Kioene Padova,6,FUSARO Francesco,Middleblocker,1999,201,VE,ITA,-,-
2019/2020,A1,Kioene Padova,7,COTTARELLI Francesco,Setter,1996,196,VR,ITA,-,-
2019/2020,A1,Kioene Padova,8,CANELLA Andrea,Middleblocker,1998,200,PD,ITA,-,-
2019/2020,A1,Kioene Padova,9,DANANI LA FUENTE Santiago Nicolas,Libero,1995,176,ARG,ESP,-,-
2019/2020,A1,Kioene Padova,10,VOLPATO Marco,Middleblocker,1990,198,VI,ITA,-,-
2019/2020,A1,Kioene Padova,12,BOTTOLO Mattia,Spiker,2000,196,VI,ITA,-,-
2019/2020,A1,Kioene Padova,13,TRAVICA Dragan,Setter,1986,200,CRO,ITA,-,-
2019/2020,A1,Kioene Padova,14,ISHIKAWA Yuki,Spiker,1995,192,JPN,JPN,-,-
2019/2020,A1,Kioene Padova,17,CASARO Nicolò,Spiker,1994,199,PD,ITA,-,-
2019/2020,A1,Kioene Padova,18,RANDAZZO Luigi,Spiker,1994,198,CT,ITA,-,-
2019/2020,A1,Kioene Padova,19,HERNANDEZ RAMOS Fernando,Spiker,1989,196,CUB,CUB,-,-
2019/2020,A1,Kioene Padova,21,BARNES Ryley,Spiker,1993,200,CAN,CAN,-,-
2019/2020,A1,Leo Shoes Modena,1,ANDERSON Matthew,Spiker,1987,204,USA,USA,-,-
2019/2020,A1,Leo Shoes Modena,2,ESTRADA MAZORRA Luis Elian,Spiker,2000,201,CUB,CUB,-,-
2019/2020,A1,Leo Shoes Modena,3,IANNELLI Nicola,Libero,1999,185,BO,ITA,-,-
2019/2020,A1,Leo Shoes Modena,5,TRUOCCHIO Andrea,Middleblocker,2000,205,PT,ITA,-,-
2019/2020,A1,Leo Shoes Modena,6,SANGUINETTI Giovanni,Middleblocker,2000,202,BO,ITA,-,-
2019/2020,A1,Leo Shoes Modena,7,ROSSINI Salvatore,Libero,1986,184,LT,ITA,-,-
2019/2020,A1,Leo Shoes Modena,8,PINALI Giulio,Spiker,1997,198,BO,ITA,-,-
2019/2020,A1,Leo Shoes Modena,9,ZAYTSEV Ivan,Spiker,1988,202,PG,ITA,-,-
2019/2020,A1,Leo Shoes Modena,10,BEDNORZ Bartosz,Spiker,1994,199,POL,POL,-,-
2019/2020,A1,Leo Shoes Modena,11,CHRISTENSON Micah,Setter,1993,198,USA,USA,-,-
2019/2020,A1,Leo Shoes Modena,12,HOLT Maxwell Philip,Middleblocker,1987,205,USA,USA,-,-
2019/2020,A1,Leo Shoes Modena,15,BOSSI Elia,Middleblocker,1994,202,TS,ITA,-,-
2019/2020,A1,Leo Shoes Modena,16,SALSI Nicola,Setter,1997,186,RE,ITA,-,-
2019/2020,A1,Leo Shoes Modena,18,MAZZONE Daniele,Middleblocker,1992,207,TO,ITA,-,-
2019/2020,A1,Leo Shoes Modena,20,LUSETTI Matteo,Setter,2002,190,MO,ITA,-,-
2019/2020,A1,Leo Shoes Modena,23,RINALDI Tommaso,Spiker,2001,200,CN,ITA,-,-
2019/2020,A1,Leo Shoes Modena,90,KALIBERDA Denys Viktorovic,Spiker,1990,193,UKR,GER,-,-
2019/2020,A1,Sir Safety Conad Perugia,1,PICCINELLI Alessandro,Libero,1997,189,MI,ITA,-,-
2019/2020,A1,Sir Safety Conad Perugia,2,RICCI Fabio,Middleblocker,1994,205,RA,ITA,-,-
2019/2020,A1,Sir Safety Conad Perugia,4,HOOGENDOORN Sjoerd,Spiker,1991,198,NED,NED,-,-
2019/2020,A1,Sir Safety Conad Perugia,6,TAHT Robert,Spiker,1993,191,EST,EST,-,-
2019/2020,A1,Sir Safety Conad Perugia,8,BIGLINO Omar,Middleblocker,1995,198,CN,ITA,from 14/11/2019,coming from Synergy Mondovì
2019/2020,A1,Sir Safety Conad Perugia,9,LEON VENERO Wilfredo,Spiker,1993,201,CUB,POL,-,-
2019/2020,A1,Sir Safety Conad Perugia,10,LANZA Filippo,Spiker,1991,196,VR,ITA,-,-
2019/2020,A1,Sir Safety Conad Perugia,11,ZHUKOUSKI Tsimafei,Setter,1989,192,BLR,CRO,-,-
2019/2020,A1,Sir Safety Conad Perugia,12,RUSSO Roberto,Middleblocker,1997,205,PA,ITA,-,-
2019/2020,A1,Sir Safety Conad Perugia,13,COLACI Massimo,Libero,1985,180,LE,ITA,-,-
2019/2020,A1,Sir Safety Conad Perugia,14,ATANASIJEVIC Aleksandar,Spiker,1991,200,SRB,SRB,-,-
2019/2020,A1,Sir Safety Conad Perugia,15,DE CECCO Luciano,Setter,1988,194,ARG,ARG,-,-
2019/2020,A1,Sir Safety Conad Perugia,17,PLOTNYTSKYI Oleh,Spiker,1997,194,UKR,UKR,-,-
2019/2020,A1,Sir Safety Conad Perugia,18,PODRASCANIN Marko,Middleblocker,1987,203,SRB,SRB,-,-
2019/2020,A1,Tonno Callipo Calabria Vibo Valentia,1,MENGOZZI Stefano,Middleblocker,1985,202,RA,ITA,-,-
2019/2020,A1,Tonno Callipo Calabria Vibo Valentia,3,MARSILI Sebastiano,Setter,1996,181,TV,ITA,-,-
2019/2020,A1,Tonno Callipo Calabria Vibo Valentia,4,PIEROTTI Marco,Spiker,1996,193,PU,ITA,-,-
2019/2020,A1,Tonno Callipo Calabria Vibo Valentia,5,DRAME NETO Aboubacar,Spiker,1994,202,BRA,BRA,-,-
2019/2020,A1,Tonno Callipo Calabria Vibo Valentia,6,VITELLI Marco,Middleblocker,1996,201,CH,ITA,-,-
2019/2020,A1,Tonno Callipo Calabria Vibo Valentia,8,NGAPETH Swan,Spiker,1992,185,FRA,FRA,-,-
2019/2020,A1,Tonno Callipo Calabria Vibo Valentia,9,CARLE Timothee,Spiker,1995,198,FRA,FRA,-,-
2019/2020,A1,Tonno Callipo Calabria Vibo Valentia,10,CHINENYEZE Barthelemy,Middleblocker,1998,204,FRA,FRA,-,-
2019/2020,A1,Tonno Callipo Calabria Vibo Valentia,11,RIZZO Marco,Libero,1990,185,LE,ITA,-,-
2019/2020,A1,Tonno Callipo Calabria Vibo Valentia,12,SARDANELLI Simone,Libero,1994,180,VV,ITA,-,-
2019/2020,A1,Tonno Callipo Calabria Vibo Valentia,13,DEFALCO Torey James,Spiker,1997,196,USA,USA,-,-
2019/2020,A1,Tonno Callipo Calabria Vibo Valentia,15,HIRSCH Simon,Spiker,1992,204,GER,GER,-,-
2019/2020,A1,Tonno Callipo Calabria Vibo Valentia,17,BARANOWICZ Michele,Setter,1989,196,CN,ITA,-,-
2019/2020,A1,Top Volley Cisterna,1,PESLAC Milan,Setter,1998,196,SRB,ITA,-,-
2019/2020,A1,Top Volley Cisterna,2,SZWARC Arthur,Middleblocker,1995,209,CAN,CAN,-,-
2019/2020,A1,Top Volley Cisterna,3,CAVACCINI Domenico,Libero,1987,178,SA,ITA,-,-
2019/2020,A1,Top Volley Cisterna,4,VAN GARDEREN Maarten,Spiker,1990,200,NED,NED,-,-
2019/2020,A1,Top Volley Cisterna,5,SOTTILE Daniele,Setter,1979,186,ME,ITA,-,-
2019/2020,A1,Top Volley Cisterna,7,ROSSATO Luca,Spiker,2001,197,LT,ITA,-,-
2019/2020,A1,Top Volley Cisterna,9,PATRY Jean,Spiker,1996,208,FRA,FRA,-,-
2019/2020,A1,Top Volley Cisterna,10,KARLITZEK Moritz,Spiker,1996,191,GER,GER,-,-
2019/2020,A1,Top Volley Cisterna,12,ELIA Alberto,Middleblocker,1985,205,VT,ITA,-,-
2019/2020,A1,Top Volley Cisterna,13,ROSSI Andrea,Middleblocker,1989,202,AR,ITA,-,-
2019/2020,A1,Top Volley Cisterna,14,ONWUELO Samuel,Spiker,1997,198,NGR,ITA,-,-
2019/2020,A1,Top Volley Cisterna,15,RONDONI Andrea,Libero,1999,190,RM,ITA,-,-
2019/2020,A1,Top Volley Cisterna,18,PALACIOS Ezequiel,Spiker,1992,198,ARG,ARG,-,-
2019/2020,A1,Vero Volley Monza,1,KUREK Bartosz,Spiker,1988,207,POL,POL,-,-
2019/2020,A1,Vero Volley Monza,2,DIMITROV Gabriel,Middleblocker,2001,202,BUL,ITA,until 20/11/2019,-
2019/2020,A1,Vero Volley Monza,3,CALLIGARO Tomasz,Setter,1993,190,POL,ITA,-,-
2019/2020,A1,Vero Volley Monza,4,DZAVORONOK Donovan,Spiker,1997,202,CZE,CZE,-,-
2019/2020,A1,Vero Volley Monza,5,ORDUNA Santiago,Setter,1983,183,ARG,ITA,-,-
2019/2020,A1,Vero Volley Monza,6,FEDERICI Filippo,Libero,2000,182,AN,ITA,-,-
2019/2020,A1,Vero Volley Monza,7,LOUATI Yacine,Spiker,1992,198,FRA,FRA,-,-
2019/2020,A1,Vero Volley Monza,10,GOI Riccardo,Libero,1992,174,MN,ITA,-,-
2019/2020,A1,Vero Volley Monza,11,GALASSI Gianluca,Middleblocker,1997,201,TN,ITA,-,-
2019/2020,A1,Vero Volley Monza,12,YOSIFOV Viktor,Middleblocker,1985,204,BUL,BUL,-,-
2019/2020,A1,Vero Volley Monza,13,BERETTA Thomas,Middleblocker,1990,205,MI,ITA,-,-
2019/2020,A1,Vero Volley Monza,14,CAPELLI Riccardo,Spiker,2000,199,MB,ITA,-,-
2019/2020,A1,Vero Volley Monza,15,RAMIREZ PITA Daniel Alejandro,Spiker,1999,192,CUB,CUB,from 20/12/2019,-
2019/2020,A1,Vero Volley Monza,18,BUCHEGGER Paul,Spiker,1996,204,AUT,AUT,-,-
2019/2020,A1,Vero Volley Monza,77,SEDLACEK Marko,Spiker,1996,202,CRO,CRO,-,-
2019/2020,A2,BCC Castellana Grotte,1,FABRONI Marco,Setter,1981,190,VA,ITA,-,-
2019/2020,A2,BCC Castellana Grotte,3,CUBITO Marco,Middleblocker,1992,202,ME,ITA,-,-
2019/2020,A2,BCC Castellana Grotte,4,VEDOVOTTO Filippo,Spiker,1990,192,VE,ITA,-,-
2019/2020,A2,BCC Castellana Grotte,6,DEL VECCHIO Francesco,Spiker,1987,193,BA,ITA,-,-
2019/2020,A2,BCC Castellana Grotte,7,MORELLI Michele,Spiker,1991,195,FG,ITA,-,-
2019/2020,A2,BCC Castellana Grotte,8,DE SANTIS Saverio,Libero,1999,175,RC,ITA,-,-
2019/2020,A2,BCC Castellana Grotte,9,DE TOGNI Giorgio,Middleblocker,1985,202,FE,ITA,-,-
2019/2020,A2,BCC Castellana Grotte,10,CASCIO Paolo,Spiker,1998,198,TP,ITA,-,-
2019/2020,A2,BCC Castellana Grotte,11,DE PANDIS Daniele,Libero,1984,184,LE,ITA,-,-
2019/2020,A2,BCC Castellana Grotte,12,MOREIRA Djalma,Spiker,1992,200,BRA,BRA,-,-
2019/2020,A2,BCC Castellana Grotte,13,IMBESI Antonino,Spiker,1998,198,ME,ITA,-,-
2019/2020,A2,BCC Castellana Grotte,14,ESPOSITO Davide,Middleblocker,1995,203,CN,ITA,until 26/11/2019,transferred to Synergy Mondovì
2019/2020,A2,BCC Castellana Grotte,15,AGRUSTI Marinfranco,Middleblocker,1999,200,BA,ITA,-,-
2019/2020,A2,BCC Castellana Grotte,16,PRESTA Luca,Middleblocker,1995,200,CS,ITA,from 27/11/2019,coming from Synergy Mondovì
2019/2020,A2,BCC Castellana Grotte,18,QUARTARONE Davide,Setter,1986,196,RG,ITA,-,-
2019/2020,A2,Conad Reggio Emilia,1,ZINGEL Aidan,Middleblocker,1990,207,AUS,AUS,-,-
2019/2020,A2,Conad Reggio Emilia,2,CATELLANI Mattia,Setter,1999,188,RE,ITA,-,-
2019/2020,A2,Conad Reggio Emilia,3,MATTEI Andrea,Middleblocker,1993,202,RM,ITA,-,-
2019/2020,A2,Conad Reggio Emilia,4,MISELLI Andrea,Middleblocker,1994,193,RE,ITA,-,-
2019/2020,A2,Conad Reggio Emilia,5,SANTINI Luca,Middleblocker,1997,204,RE,ITA,-,-
2019/2020,A2,Conad Reggio Emilia,6,DOLFO Ludovico,Spiker,1989,198,TV,ITA,-,-
2019/2020,A2,Conad Reggio Emilia,7,PINELLI Riccardo,Setter,1991,193,MO,ITA,-,-
2019/2020,A2,Conad Reggio Emilia,8,SANTANGELO Andrea,Spiker,1994,200,IS,ITA,until 07/09/2019,-
2019/2020,A2,Conad Reggio Emilia,9,MAGNANI Alessandro,Spiker,1995,200,RE,ITA,-,-
2019/2020,A2,Conad Reggio Emilia,10,BELLINI Alberto,Spiker,1987,201,VE,ITA,-,-
2019/2020,A2,Conad Reggio Emilia,11,CAGNI Luca,Libero,2001,178,RE,ITA,-,-
2019/2020,A2,Conad Reggio Emilia,12,SCARPI Enrico,Libero,1995,190,RA,ITA,-,-
2019/2020,A2,Conad Reggio Emilia,13,IPPOLITO Andrea,Spiker,1985,197,RM,ITA,-,-
2019/2020,A2,Conad Reggio Emilia,16,MORGESE Davide,Libero,1996,170,RE,ITA,-,-
2019/2020,A2,Conad Reggio Emilia,18,FABI Tommaso,Middleblocker,1996,200,MC,ITA,from 08/11/2019,coming from HRK Motta di Livenza
2019/2020,A2,Emma Villas Aubay Siena,1,ZAMAGNI Matteo,Middleblocker,1989,195,RN,ITA,-,-
2019/2020,A2,Emma Villas Aubay Siena,3,MARRA Davide,Libero,1984,180,CS,ITA,-,-
2019/2020,A2,Emma Villas Aubay Siena,4,CAPPELLETTI Niccolò,Spiker,1996,197,PG,ITA,-,-
2019/2020,A2,Emma Villas Aubay Siena,5,FALASCHI Marco,Setter,1987,187,PI,ITA,-,-
2019/2020,A2,Emma Villas Aubay Siena,6,LUCCONI Manuele,Spiker,1999,194,PU,ITA,-,-
2019/2020,A2,Emma Villas Aubay Siena,7,GITTO Carmelo,Middleblocker,1987,200,ME,ITA,-,-
2019/2020,A2,Emma Villas Aubay Siena,8,ZANNI Michael,Setter,1998,193,MO,ITA,-,-
2019/2020,A2,Emma Villas Aubay Siena,9,SMIRIGLIA Antonio,Middleblocker,1988,200,CS,ITA,-,-
2019/2020,A2,Emma Villas Aubay Siena,10,VOLPI Matteo,Libero,2001,183,SI,ITA,-,-
2019/2020,A2,Emma Villas Aubay Siena,11,PESSOA Gabriel,Spiker,1993,198,BRA,BRA,from 13/01/2020,-
2019/2020,A2,Emma Villas Aubay Siena,12,MARIANO Romolo,Spiker,1991,190,BG,ITA,-,-
2019/2020,A2,Emma Villas Aubay Siena,14,MILAN Sebastiano,Spiker,1995,203,TV,ITA,-,-
2019/2020,A2,Emma Villas Aubay Siena,15,MARUOTTI Gabriele,Spiker,1988,194,RM,ITA,-,-
2019/2020,A2,Emma Villas Aubay Siena,17,ROMANÒ Yuri,Spiker,1997,203,MB,ITA,-,-
2019/2020,A2,Geovertical Geosat Lagonegro,1,MAZZONE Tiziano,Spiker,1995,199,RM,ITA,-,-
2019/2020,A2,Geovertical Geosat Lagonegro,2,CONDORELLI Gabriele,Libero,2001,180,CT,ITA,-,-
2019/2020,A2,Geovertical Geosat Lagonegro,3,SPADAVECCHIA Vincenzo,Middleblocker,1993,206,BA,ITA,-,-
2019/2020,A2,Geovertical Geosat Lagonegro,4,RIBEZZO Dario,Spiker,2002,180,PZ,ITA,-,-
2019/2020,A2,Geovertical Geosat Lagonegro,5,RAMBERTI Thomas,Setter,1993,183,RN,ITA,-,-
2019/2020,A2,Geovertical Geosat Lagonegro,6,CORRADO Francesco,Spiker,1997,196,KR,ITA,-,-
2019/2020,A2,Geovertical Geosat Lagonegro,7,SANTUCCI Marco,Libero,1983,189,CB,ITA,-,-
2019/2020,A2,Geovertical Geosat Lagonegro,8,MACCARONE Graziano,Middleblocker,1996,200,VV,ITA,-,-
2019/2020,A2,Geovertical Geosat Lagonegro,9,FANTAUZZO Leonardo,Spiker,1997,180,AR,ITA,-,-
2019/2020,A2,Geovertical Geosat Lagonegro,10,VECELLIO Marco,Spiker,1995,195,PN,ITA,-,-
2019/2020,A2,Geovertical Geosat Lagonegro,11,TIURIN Igor,Spiker,1987,198,RUS,RUS,-,-
2019/2020,A2,Geovertical Geosat Lagonegro,12,LADAGA Pietro,Middleblocker,2002,182,PZ,ITA,-,-
