Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2019/2020,A1,Regular_Season,1st,1,1,1,20/10/2019,16:00,2928,28725,C,Cucine Lube Civitanova,Lube,3,0,8,16,21,26,6,15,19,24,8,16,21,27,5,13,18,25,8,16,21,25,6,12,16,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,26,2,76,7,5,50,7,0.38,0.2,83,6,6,36,0.43,-,10
2019/2020,A1,Regular_Season,1st,1,1,1,20/10/2019,16:00,2928,28725,O,Gas Sales Piacenza,PiacenzaYou,0,3,6,15,19,24,8,16,21,26,5,13,18,25,8,16,21,27,6,12,16,20,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,17,1,71,21,7,69,6,0.45,0.22,87,2,10,39,0.45,-,6
2019/2020,A1,Regular_Season,1st,1,2,2,20/10/2019,18:00,4829,53986,C,Leo Shoes Modena,Modena,3,0,8,16,21,25,3,9,17,21,8,16,21,25,7,13,16,19,8,16,21,25,4,7,10,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,24,13,74,11,7,42,5,0.52,0.43,70,3,6,37,0.53,-,7
2019/2020,A1,Regular_Season,1st,1,2,2,20/10/2019,18:00,4829,53986,O,Kioene Padova,Padova,0,3,3,9,17,21,8,16,21,25,7,13,16,19,8,16,21,25,4,7,10,15,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,13,-6,56,14,5,62,8,0.5,0.31,72,7,7,30,0.42,-,6
2019/2020,A1,Regular_Season,1st,1,3,3,20/10/2019,18:00,3057,18304,C,Calzedonia Verona,Verona,3,0,8,16,21,25,4,13,16,19,8,16,21,25,5,13,16,20,8,16,21,25,6,14,15,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,25,23,75,11,7,45,3,0.51,0.2,85,2,6,39,0.46,-,10
2019/2020,A1,Regular_Season,1st,1,3,3,20/10/2019,18:00,3057,18304,O,Globo Banca Popolare del Frusinate Sora,Sora,0,3,4,13,16,19,8,16,21,25,5,13,16,20,8,16,21,25,6,14,15,17,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,12,-8,57,12,3,64,8,0.41,0.16,82,6,10,34,0.41,-,6
2019/2020,A1,Regular_Season,1st,1,4,4,19/10/2019,18:00,1265,4240,C,Vero Volley Monza,Monza Vero Volley,0,3,8,12,15,22,6,16,21,25,8,16,21,27,4,13,18,29,6,11,14,21,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,15,14,71,11,4,62,5,0.35,0.21,80,8,7,33,0.41,-,8
2019/2020,A1,Regular_Season,1st,1,4,4,19/10/2019,18:00,1265,4240,O,Allianz Milano,Milano Power,3,0,6,16,21,25,8,12,15,22,4,13,18,29,8,16,21,27,8,16,21,25,6,11,14,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,20,21,78,16,4,60,4,0.47,0.22,94,8,8,46,0.49,-,7
2019/2020,A1,Regular_Season,1st,1,5,5,20/10/2019,18:00,2315,19825,C,Consar Ravenna,Ravenna Robur,0,3,5,14,17,26,8,16,21,28,6,11,13,15,8,16,21,25,7,14,18,21,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,11,-,64,13,3,66,7,0.45,0.33,73,6,7,37,0.51,-,6
2019/2020,A1,Regular_Season,1st,1,5,5,20/10/2019,18:00,2315,19825,O,Itas Trentino,Trento,3,0,8,16,21,28,5,14,17,26,8,16,21,25,6,11,13,15,8,16,21,25,7,14,18,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,24,18,76,10,4,50,3,0.66,0.5,78,6,6,46,0.59,-,7
