Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,1,Sorokaite Indre,-,-,-,*,*,-,-,-,-,-,-1,2,1,-,-,-,-,-,-,-,-,-,-,-,-
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,2,Cagnin Emma,-,-,-,-,-,*,-,-,-,-,-1,1,1,-,-,-,-,-,-,-,-,-,-,-,-
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,3,Brandi Margherita,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,5,De Kruijf Robin,-,-,-,4,5,2,-,-,8,3,4,9,2,-,-,-,-,-,15,1,1,6,0.4,-,2
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,6,Geerties Jennifer,-,-,-,3,4,1,-,-,4,-,-4,8,-,-,15,2,0.6,0.6,17,2,4,3,0.18,-,1
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,7,Folie Raphaela,-,-,-,1,2,5,-,-,13,7,10,6,1,-,-,-,-,-,12,-,2,7,0.58,-,6
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,8,Fersino Eleonora,-,-,-,-,*,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,9,Botezat Alexandra,-,-,-,-,-,*,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,10,De Gennaro Monica,L,-,-,*,*,*,-,-,-,-,-,-,-,-,16,-,0.75,0.56,-,-,-,-,-,-,-
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,12,Enweonwu Terry Ruth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,13,Gennari Giulia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,14,Wolosz Joanna,-,C,-,5,6,3,-,-,-,-,-1,12,1,-,1,-,-,-,-,-,-,-,-,-,-
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,17,Sylla Miriam,-,-,-,6,1,4,-,-,16,5,11,19,1,-,25,2,0.68,0.6,26,2,-,13,0.5,-,3
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,18,Egonu Paola,-,-,-,2,3,6,-,-,21,10,18,12,1,3,1,-,1,1,33,1,1,17,0.52,-,1
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,O,Saugella Monza,Monza,1,Ortolani Serena,-,C,-,2,5,6,-,-,13,3,6,13,1,-,2,1,0.5,0.5,30,2,3,9,0.3,-,4
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,O,Saugella Monza,Monza,2,Mariana Andrade Costa,-,-,-,3,6,1,-,-,6,2,-1,7,1,1,34,4,0.62,0.47,16,-,2,5,0.31,-,-
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,O,Saugella Monza,Monza,4,Squarcini Federica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,O,Saugella Monza,Monza,5,Heyrman Laura,-,-,-,4,1,2,-,-,10,3,4,6,3,-,-,-,-,-,16,-,3,9,0.56,-,1
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,O,Saugella Monza,Monza,7,Di Iulio Isabella,-,-,-,-,*,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,O,Saugella Monza,Monza,8,Skorupa Katarzyna,-,-,-,5,2,3,-,-,-,-,-,14,-,-,-,-,-,-,2,-,-,-,-,-,-
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,O,Saugella Monza,Monza,11,Danesi Anna,-,-,-,1,4,5,-,-,9,5,6,8,1,-,1,-,-,-,17,-,2,6,0.35,-,3
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,O,Saugella Monza,Monza,12,Orthmann Hanna,-,-,-,-,*,*,-,-,2,1,1,1,-,-,1,-,1,1,3,-,1,2,0.67,-,-
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,O,Saugella Monza,Monza,14,Meijners Floortje,-,-,-,6,3,4,-,-,6,1,2,14,-,-,15,-,0.8,0.73,19,2,2,6,0.32,-,-
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,O,Saugella Monza,Monza,16,Obossa Josephine,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,O,Saugella Monza,Monza,17,Bonvicini Ilaria,-,-,-,*,*,-,-,-,-,-,-1,-,-,-,1,1,-,-,-,-,-,-,-,-,-
2019/2020,A1,Regular_Season,1st,1,-,3001,12/10/2019,20:30,5,-,O,Saugella Monza,Monza,20,Parrocchiale Beatrice,L,-,-,*,*,*,-,-,-,-,-1,-,-,-,11,1,0.36,0.36,-,-,-,-,-,-,-
2019/2020,A1,Regular_Season,1st,1,-,3002,13/10/2019,17:00,3,-,C,ﾃｨpiﾃｹ Pomﾃｬ Casalmaggiore,Casalmaggiore,1,Popovic Mina,-,-,-,2,2,2,2,2,12,7,5,19,3,-,-,-,-,-,18,2,2,5,0.28,-,7
2019/2020,A1,Regular_Season,1st,1,-,3002,13/10/2019,17:00,3,-,C,ﾃｨpiﾃｹ Pomﾃｬ Casalmaggiore,Casalmaggiore,2,Stufi Federica,-,-,-,5,5,5,5,5,8,3,5,14,1,-,-,-,-,-,13,-,2,6,0.46,-,2
2019/2020,A1,Regular_Season,1st,1,-,3002,13/10/2019,17:00,3,-,C,ﾃｨpiﾃｹ Pomﾃｬ Casalmaggiore,Casalmaggiore,3,Camera Letizia,-,-,-,*,*,*,*,*,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-
