Season	Serie	Team	No	Player	Role	Born	Height	Born Place	Nat. Sport.	Note1	Note2
2020/2021	A2	Pool Libertas Cant?	8	MAZZA Federico	Middleblocker	1996	200	MI	ITA		
2020/2021	A2	Pool Libertas Cant?	9	CORTI Samuele	Spiker	1999	194	MB	ITA		
2020/2021	A2	Pool Libertas Cant?	10	BERTOLI Matteo	Spiker	1988	196	TN	ITA		
2020/2021	A2	Pool Libertas Cant?	11	VIIBER Robert	Setter	1997	205	EST	EST	from 24/12/2020	
2020/2021	A2	Pool Libertas Cant?	12	MARIANO Romolo	Spiker	1991	190	BG	ITA		
2020/2021	A2	Pool Libertas Cant?	14	REGATTIERI Riccardo	Setter	2000	185	VA	ITA		
2020/2021	A2	Pool Libertas Cant?	15	GIANOTTI Alessandro	Middleblocker	2001	200	MB	ITA		
2020/2021	A2	Pool Libertas Cant?	16	PELLEGRINELLI Luca	Middleblocker	1999	194	CO	ITA	from 22/10/2020	
2020/2021	A2	Pool Libertas Cant?	17	PICCHIO Matteo	Libero	2000	182	MB	ITA		
2020/2021	A2	Prisma Taranto	1	FIORE Alessio	Spiker	1982	197	TA	ITA		
2020/2021	A2	Prisma Taranto	2	COSCIONE Manuel	Setter	1980	188	CN	ITA		
2020/2021	A2	Prisma Taranto	3	PARODI Simone	Spiker	1986	195	IM	ITA		
2020/2021	A2	Prisma Taranto	4	ALLETTI Aimone	Middleblocker	1988	207	LO	ITA		
2020/2021	A2	Prisma Taranto	5	COTTARELLI Francesco	Setter	1996	196	VR	ITA		
2020/2021	A2	Prisma Taranto	6	PRESTA Luca	Middleblocker	1995	200	CS	ITA		
2020/2021	A2	Prisma Taranto	7	PADURA DIAZ Williams	Spiker	1986	200	CUB	ITA		
2020/2021	A2	Prisma Taranto	8	DI FELICE Marcello	Spiker	1993	199	TE	ITA	until 11/01/2021	
2020/2021	A2	Prisma Taranto	9	GIRONI Fabrizio	Spiker	2000	200	MB	ITA		
2020/2021	A2	Prisma Taranto	10	GOI Riccardo	Libero	1992	173	MN	ITA		
2020/2021	A2	Prisma Taranto	11	PERSOGLIA Sandi	Middleblocker	1995	200	GO	ITA		
2020/2021	A2	Prisma Taranto	12	HOFFER Nicol?	Libero	2000	180	VR	ITA		
2020/2021	A2	Prisma Taranto	15	COMINETTI Roberto	Spiker	1997	196	BG	ITA	from 24/12/2020	coming from Synergy Mondov?
2020/2021	A2	Prisma Taranto	17	CASCIO Paolo	Spiker	1998	198	TP	ITA		
2020/2021	A2	Prisma Taranto	18	DI MARTINO Gabriele	Middleblocker	1997	199	RM	ITA		
2020/2021	A2	Sieco Service Ortona	1	FABI Tommaso	Middleblocker	1996	200	MC	ITA		
2020/2021	A2	Sieco Service Ortona	2	SIMONI Michele	Middleblocker	1990	193	RM	ITA		
2020/2021	A2	Sieco Service Ortona	3	PESARE Giancarlo	Libero	1995	178	CH	ITA		
2020/2021	A2	Sieco Service Ortona	4	ROVETTO Gianmarco	Spiker	2000	187	CH	ITA		
2020/2021	A2	Sieco Service Ortona	7	PEDRON Matteo	Setter	1992	189	PD	ITA		
2020/2021	A2	Sieco Service Ortona	8	TOSCANI Alessandro	Libero	1998	175	CH	ITA		
2020/2021	A2	Sieco Service Ortona	9	DEL FRA Antonio	Setter	1999	190	CH	ITA		
2020/2021	A2	Sieco Service Ortona	10	CANTAGALLI Diego	Spiker	1999	203	PA	ITA		
2020/2021	A2	Sieco Service Ortona	13	SHAVRAK Dmitriy	Spiker	1991	203	UKR	UKR		
2020/2021	A2	Sieco Service Ortona	14	CARELLI Dario	Spiker	1989	193	BA	ITA		
2020/2021	A2	Sieco Service Ortona	16	MARINELLI Michele	Spiker	1992	195	RM	ITA		
2020/2021	A2	Sieco Service Ortona	17	SETTE Felice	Spiker	1996	187	BA	ITA		
2020/2021	A2	Sieco Service Ortona	18	MENICALI Michael	Middleblocker	1990	203	TO	ITA		
2020/2021	A2	Synergy Mondov?	1	MARRA Alberto	Middleblocker	1998	203	LE	ITA		
2020/2021	A2	Synergy Mondov?	2	MILANO Mattia	Setter	1996	187	TO	ITA		
2020/2021	A2	Synergy Mondov?	3	CAMPERI Filippo	Spiker	2003	188	CN	ITA		
2020/2021	A2	Synergy Mondov?	4	FESTI Roberto	Middleblocker	1994	202	TN	ITA	until 23/12/2020	transferred to Kemas Lamipel Santa Croce
2020/2021	A2	Synergy Mondov?	5	COMINETTI Roberto	Spiker	1997	196	BG	ITA	until 23/12/2020	transferred to Prisma Taranto
2020/2021	A2	Synergy Mondov?	6	PUTINI Pedro Luiz	Setter	1990	183	POR	BRA	from 12/12/2020	
2020/2021	A2	Synergy Mondov?	7	BOSIO Emanuele	Spiker	1997	198	CN	ITA		
2020/2021	A2	Synergy Mondov?	8	FERRINI Alessio	Spiker	1995	197	RM	ITA		
2020/2021	A2	Synergy Mondov?	9	FENOGLIO Mattia	Libero	2000	179	CN	ITA		
2020/2021	A2	Synergy Mondov?	10	BUSSOLARI Manuel	Middleblocker	1999	201	PG	ITA		
2020/2021	A2	Synergy Mondov?	12	MACIAS INFANTE Leandro	Setter	1990	192	CUB	CUB	until 11/12/2020	
2020/2021	A2	Synergy Mondov?	13	POCHINI Filippo	Libero	1989	185	PG	ITA		
2020/2021	A2	Synergy Mondov?	14	PAOLETTI Matteo	Spiker	1982	203	AN	ITA		
2020/2021	A2	Synergy Mondov?	15	BORGOGNO Luca	Spiker	1993	198	CN	ITA		
2019/2020	A3	Aurispa Alessano	2	MORCIANO Riccardo	Libero	2002	178	LE	ITA		
2019/2020	A3	Aurispa Alessano	3	RUSSO Davide Luigi	Libero	2001	180	LE	ITA		
2019/2020	A3	Aurispa Alessano	4	LALLONI Renato	Spiker	1997	190	PE	ITA		
2019/2020	A3	Aurispa Alessano	5	CIARDO Federico Tommaso	Setter	2003	182	LE	ITA		
2019/2020	A3	Aurispa Alessano	6	SCARDIA Ludovico	Middleblocker	2001	193	LE	ITA		
2019/2020	A3	Aurispa Alessano	7	CHAKRAVORTI Dante	Setter	1997	190	USA	ITA	from 21/12/2019	
2019/2020	A3	Aurispa Alessano	8	BOSWINKEL Hidde	Spiker	1995	202	NED	NED		
2019/2020	A3	Aurispa Alessano	9	RUSSO Erminio	Spiker	1994	195	TA	ITA		
2019/2020	A3	Aurispa Alessano	10	LISI Vincenzo	Spiker	2003	180	LE	ITA		
2019/2020	A3	Aurispa Alessano	11	APRILE Samuele	Middleblocker	1997	198	RC	ITA		
2019/2020	A3	Aurispa Alessano	12	CATENA Stefano	Middleblocker	1992	205	RM	ITA		
2019/2020	A3	Aurispa Alessano	14	CAMPANA Francesco	Setter	2000	185	CS	ITA	until 22/12/2019	transferred to Maury's Com Cavi Tuscania
2019/2020	A3	Aurispa Alessano	15	MELISSANO Christian	Spiker	2002	189	LE	ITA		
2019/2020	A3	Aurispa Alessano	18	DALL'AGNOL DAL BOSCO Matheus Augusto	Spiker	1994	192	BRA	ITA		
2019/2020	A3	Avimecc Modica	1	TULONE Calogero	Setter	1996	187	AG	ITA		
2019/2020	A3	Avimecc Modica	2	RASO Andrea	Middleblocker	1996	200	AG	ITA		
2019/2020	A3	Avimecc Modica	3	RASO Francesco	Spiker	1996	200	AG	ITA		
2019/2020	A3	Avimecc Modica	4	NASTASI Vincenzo	Libero	1995	170	TP	ITA		
2019/2020	A3	Avimecc Modica	5	DORMIENTE Antonio	Libero	2001	170	RG	ITA		
2019/2020	A3	Avimecc Modica	6	TURL? Piero	Spiker	2001	190	RG	ITA		
2019/2020	A3	Avimecc Modica	7	CHILLEMI Stefano	Spiker	1999	195	RG	ITA		
2019/2020	A3	Avimecc Modica	8	FORTES Francesco	Middleblocker	1999	197	PA	ITA		
2019/2020	A3	Avimecc Modica	9	HANZIC Tino	Spiker	2000	198	CRO	CRO		
2019/2020	A3	Avimecc Modica	10	BAFUMO Francesco	Setter	1987	180	SR	ITA		
2019/2020	A3	Avimecc Modica	11	SALONIA Graziano	Spiker	1986	192	RG	ITA	from 27/12/2019	
2019/2020	A3	Avimecc Modica	13	TONA Eugenio	Setter	1992	178	RG	ITA		
2019/2020	A3	Avimecc Modica	16	UMEK David	Spiker	1998	192	TS	ITA	from 02/09/2019	
2019/2020	A3	Avimecc Modica	17	MODICA Luca	Middleblocker	1992	190	RG	ITA		
2019/2020	A3	Avimecc Modica	18	RECCAVALLO Simone	Middleblocker	2000	191	RG	ITA		
2019/2020	A3	Banca Alpi Marittime Acqua S.Bernardo Cuneo	1	OBERTO Simone	Spiker	2002	187	CN	ITA		
2019/2020	A3	Banca Alpi Marittime Acqua S.Bernardo Cuneo	2	ARMANDO Samuele	Libero	2001	180	CN	ITA		
2019/2020	A3	Banca Alpi Marittime Acqua S.Bernardo Cuneo	3	FOCOSI Leonardo	Middleblocker	2000	202	PT	ITA		
2019/2020	A3	Banca Alpi Marittime Acqua S.Bernardo Cuneo	4	CHIAPELLO Luca	Spiker	2002	197	CN	ITA		
2019/2020	A3	Banca Alpi Marittime Acqua S.Bernardo Cuneo	5	CASOLI Cristian	Spiker	1975	192	VA	ITA		
2019/2020	A3	Banca Alpi Marittime Acqua S.Bernardo Cuneo	7	BEGHELLI Manuel	Spiker	1999	201	BO	ITA	until 27/01/2020	
2019/2020	A3	Banca Alpi Marittime Acqua S.Bernardo Cuneo	8	PROLINGHEUER Marvin	Spiker	1990	210	GER	GER		
2019/2020	A3	Banca Alpi Marittime Acqua S.Bernardo Cuneo	9	GALAVERNA Andrea	Spiker	1994	195	CN	ITA		
2019/2020	A3	Banca Alpi Marittime Acqua S.Bernardo Cuneo	10	PRANDI Massimiliano	Libero	1989	190	PD	ITA		
2019/2020	A3	Banca Alpi Marittime Acqua S.Bernardo Cuneo	11	PICCO Edoardo	Middleblocker	1994	206	CN	ITA		
2019/2020	A3	Banca Alpi Marittime Acqua S.Bernardo Cuneo	13	CORTELLAZZI Emiliano	Setter	1985	188	CN	ITA		
2019/2020	A3	Banca Alpi Marittime Acqua S.Bernardo Cuneo	16	TESTA Andrea	Setter	2001	196	CN	ITA		
2019/2020	A3	Banca Alpi Marittime Acqua S.Bernardo Cuneo	17	PARIS Claudio	Spiker	1987	194	RM	ITA	from 21/12/2019	
2019/2020	A3	Banca Alpi Marittime Acqua S.Bernardo Cuneo	18	SIGHINOLFI Nicholas	Middleblocker	1994	206	MO	ITA		
2019/2020	A3	BCC Leverano	1	SCIURTI Diego	Libero	2001	165	LE	ITA		
2019/2020	A3	BCC Leverano	3	SCHIPILLITI Gianluca	Middleblocker	1993	190	RC	ITA		
2019/2020	A3	BCC Leverano	4	CAGNAZZO Gabriele	Spiker	2000	188	LE	ITA		
2019/2020	A3	BCC Leverano	5	GALASSO Andrea	Spiker	1990	184	TA	ITA		
2019/2020	A3	BCC Leverano	6	TORCHIA Ernesto	Libero	1998	180	CZ	ITA		
2019/2020	A3	BCC Leverano	7	BALESTRA Cosimo	Setter	1988	190	BR	ITA		
2019/2020	A3	BCC Leverano	9	OCCHIOGROSSO Yuri	Middleblocker	1998	202	BA	ITA		
2019/2020	A3	BCC Leverano	10	LEONE Michele	Setter	1993	185	NA	ITA		
2019/2020	A3	BCC Leverano	11	HUKEL Jakub	Spiker	1989	193	SVK	SVK		
2019/2020	A3	BCC Leverano	12	OREFICE Alessandro	Spiker	1987	188	BR	ITA		
2019/2020	A3	BCC Leverano	13	CAGNAZZO Simone	Spiker	1998	185	LE	ITA		
2019/2020	A3	BCC Leverano	15	SERRA Marco	Middleblocker	1985	190	LE	ITA		
2019/2020	A3	BCC Leverano	17	NEGRO Eugenio	Spiker	1994	188	LE	ITA		
2019/2020	A3	BCC Leverano	18	PISANELLI Francesco	Middleblocker	2002	200	RM	ITA		
2019/2020	A3	Biscottificio Marini Delta Po Porto Viro	2	LUISETTO Michele	Middleblocker	1996	190	PD	ITA		
2019/2020	A3	Biscottificio Marini Delta Po Porto Viro	3	MARZOLLA Simone	Spiker	1999	197	VE	ITA		
2019/2020	A3	Biscottificio Marini Delta Po Porto Viro	4	DANIEL Nelson Pedro Antonio	Setter	1999	186	PN	ITA		
2019/2020	A3	Biscottificio Marini Delta Po Porto Viro	5	FREGNAN Mattia	Libero	1995	176	RO	ITA		
2019/2020	A3	Biscottificio Marini Delta Po Porto Viro	6	DORDEI Alessandro	Spiker	1989	196	RM	ITA		
2019/2020	A3	Biscottificio Marini Delta Po Porto Viro	7	MARTINEZ Javier	Spiker	1995	191	ARG	ITA		
2019/2020	A3	Biscottificio Marini Delta Po Porto Viro	8	LAMPRECHT Egon	Libero	1980	185	BZ	ITA		
2019/2020	A3	Biscottificio Marini Delta Po Porto Viro	9	KINDGARD Martin Alberto	Setter	1986	193	ARG	ITA		
2019/2020	A3	Biscottificio Marini Delta Po Porto Viro	10	CUDA Juan Jos?	Spiker	1987	200	ARG	ITA		
2019/2020	A3	Biscottificio Marini Delta Po Porto Viro	11	TURSKI Jakub	Middleblocker	1998	202	POL	POL	from 15/10/2019	
2019/2020	A3	Biscottificio Marini Delta Po Porto Viro	14	BERNARDI Tommaso	Spiker	1993	190	VI	ITA		
2019/2020	A3	Biscottificio Marini Delta Po Porto Viro	15	SPERANDIO Matteo	Middleblocker	1992	200	TV	ITA		
2019/2020	A3	Biscottificio Marini Delta Po Porto Viro	17	LAZZARETTO Enrico	Spiker	1995	198	PD	ITA		
2019/2020	A3	Emra Foods Ottaviano	1	LUCARELLI Carlo	Spiker	1996	193	NA	ITA		
2019/2020	A3	Emra Foods Ottaviano	2	IERVOLINO Carmine	Libero	2001	172	NA	ITA		
2019/2020	A3	Emra Foods Ottaviano	5	ARDITO Francesco	Libero	1987	179	NA	ITA		
2019/2020	A3	Emra Foods Ottaviano	8	LIBRARO Enrico	Spiker	1983	193	NA	ITA		
2019/2020	A3	Emra Foods Ottaviano	9	DE PRISCO Michele	Setter	1987	176	NA	ITA		
2019/2020	A3	Emra Foods Ottaviano	10	LIBRARO Antonio	Setter	1981	190	NA	ITA		
2019/2020	A3	Emra Foods Ottaviano	11	NDRECAJ Gerald	Middleblocker	1999	197	CT	ITA		
2019/2020	A3	Emra Foods Ottaviano	12	GIULIANO Daniele	Libero	2000	172		ITA		
2019/2020	A3	Emra Foods Ottaviano	13	GUANCIA Antonio	Spiker	1986	185	AV	ITA		
2019/2020	A3	Emra Foods Ottaviano	14	SETTE Felice	Spiker	1996	187	BA	ITA		
2019/2020	A3	Emra Foods Ottaviano	15	SCIAL? Giuseppe	Spiker	1983	195	NA	ITA	from 24/12/2019	
2019/2020	A3	Emra Foods Ottaviano	16	BONINA Giuseppe	Middleblocker	1995	187	ME	ITA		
2019/2020	A3	Emra Foods Ottaviano	17	IVANOV Stefan	Spiker	1997	198	BUL	BUL		
2019/2020	A3	Emra Foods Ottaviano	18	GIACOBELLI Mario	Middleblocker	1990	197	NA	ITA		
2019/2020	A3	Gamma Chimica Brugherio	1	SANTAMBROGIO Filippo	Setter	1999	181	MI	ITA		
2019/2020	A3	Gamma Chimica Brugherio	2	CAVALIERI Edoardo	Spiker	2000	196	MI	ITA		
2019/2020	A3	Gamma Chimica Brugherio	3	MITKOV Aleksandar	Spiker	1996	198	BUL	BUL		
2019/2020	A3	Gamma Chimica Brugherio	4	FANTINI Jacopo	Spiker	1998	194	CN	ITA		
2019/2020	A3	Gamma Chimica Brugherio	5	CARIATI Francesco	Middleblocker	1999	200	MI	ITA		
2019/2020	A3	Gamma Chimica Brugherio	6	RAFFA Mattia	Libero	1996	184	ZAM	ITA		
2019/2020	A3	Gamma Chimica Brugherio	7	PIAZZA Massimo	Spiker	1997	191	MI	ITA		
2019/2020	A3	Gamma Chimica Brugherio	8	TEJA Lorenzo	Spiker	2001	194	TO	ITA		
2019/2020	A3	Gamma Chimica Brugherio	9	BIFFI Jacopo	Setter	2000	188	LC	ITA		
2019/2020	A3	Gamma Chimica Brugherio	10	CANTAGALLI Diego	Spiker	1999	203	PA	ITA		
2019/2020	A3	Gamma Chimica Brugherio	11	INNOCENZI Andrea	Middleblocker	2000	203	MI	ITA		
2019/2020	A3	Gamma Chimica Brugherio	15	GIANOTTI Alessandro	Middleblocker	2001	197	MB	ITA		
2019/2020	A3	Gamma Chimica Brugherio	17	FUMERO Paolo	Middleblocker	1998	198	CN	ITA		
2019/2020	A3	Gamma Chimica Brugherio	18	TODOROVIC Stefan	Libero	1997	181	BS	ITA		
2019/2020	A3	Gestioni&Soluzioni Sabaudia	1	MASTRACCI Giacomo	Spiker	2001	194	LT	ITA		
2019/2020	A3	Gestioni&Soluzioni Sabaudia	2	KATALAN Nicol?	Middleblocker	1998	200	TS	ITA		
2019/2020	A3	Gestioni&Soluzioni Sabaudia	5	RISTANI Alessio	Spiker	2000	192	TA	ITA	from 17/12/2019	coming from Synergy Mondov?
2019/2020	A3	Gestioni&Soluzioni Sabaudia	6	BISCI Gianluca	Spiker	1983	185	TA	ITA		
2019/2020	A3	Gestioni&Soluzioni Sabaudia	7	GRADI Cesare	Spiker	1988	195	RM	ITA		
2019/2020	A3	Gestioni&Soluzioni Sabaudia	8	KOUZNETSOV Andrea	Spiker	1993	193	BA	ITA	until 20/12/2019	transferred to goEnergy Corigliano-Rossano
2019/2020	A3	Gestioni&Soluzioni Sabaudia	9	PILOTTO Enrico	Middleblocker	1998	198	PD	ITA		
2019/2020	A3	Gestioni&Soluzioni Sabaudia	10	GRAZIANI Alessandro	Spiker	1991	193	GE	ITA		
2019/2020	A3	Gestioni&Soluzioni Sabaudia	11	SORRENTI Mattia	Spiker	1996	198	CS	ITA	until 17/12/2019	transferred to Gibam Fano
2019/2020	A3	Gestioni&Soluzioni Sabaudia	13	STOYANOV Georgi Georgiev	Spiker	1997	195	BUL	BUL	from 22/12/2019	coming from Mosca Bruno Bolzano
2019/2020	A3	Gestioni&Soluzioni Sabaudia	15	GAROFOLO Fabrizio	Middleblocker	1998	202	RM	ITA		
2019/2020	A3	Gestioni&Soluzioni Sabaudia	16	SCHETTINO Stefano	Setter	1993	180	LT	ITA		
2019/2020	A3	Gestioni&Soluzioni Sabaudia	17	FORTUNATO Nicola	Libero	1995	171	PZ	ITA		
2019/2020	A3	Gestioni&Soluzioni Sabaudia	18	GALLO Francesco	Setter	1995	187	SI	ITA		
2019/2020	A3	Gibam Fano	1	ARENI Andrea	Libero	2001	184	MC	ITA		
2019/2020	A3	Gibam Fano	2	CESARINI Andrea	Spiker	1987	180	RM	ITA		
2019/2020	A3	Gibam Fano	4	CECATO Nicola	Setter	1988	185	AN	ITA		
2019/2020	A3	Gibam Fano	5	TALLONE Alessio	Spiker	1999	199	PU	ITA		
2019/2020	A3	Gibam Fano	7	MAIR Michael	Spiker	1988	196	TN	ITA		
2019/2020	A3	Gibam Fano	8	MANDOLONI Tommaso	Setter	1998	185	PU	ITA		
2019/2020	A3	Gibam Fano	9	BALDELLI Gianluca	Spiker	1998	186	PU	ITA		
2019/2020	A3	Gibam Fano	10	BULFON Andrea	Spiker	1996	196	TS	ITA		
2019/2020	A3	Gibam Fano	11	PAOLONI Lorenzo	Middleblocker	1999	194	PU	ITA		
2019/2020	A3	Gibam Fano	12	CASELLI Sebastiano	Middleblocker	1988	201	PU	ITA		
2019/2020	A3	Gibam Fano	13	SALGADO Hiosvany	Middleblocker	1979	201	CUB	ITA		
2019/2020	A3	Gibam Fano	14	ROBERTI Federico	Spiker	2004	190	PU	ITA		
2019/2020	A3	Gibam Fano	15	ULISSE Marco	Spiker	2001	191	PU	ITA		
2019/2020	A3	Gibam Fano	16	TITO Riccardo	Setter	2004	196	PU	ITA		
2019/2020	A3	Gibam Fano	17	OZOLINS Atvars	Spiker	1998	196	LAT	LAT		
2019/2020	A3	Gibam Fano	18	BENVENUTI Lorenzo	Libero	1994	186	SMR	ITA		
2019/2020	A3	goEnergy Corigliano-Rossano	1	PIZZICHINI Matteo	Middleblocker	1996	200	AN	ITA		
2019/2020	A3	goEnergy Corigliano-Rossano	2	GIULIANI Ludovico	Libero	1998	182	MC	ITA		
2019/2020	A3	goEnergy Corigliano-Rossano	3	TURANO Ernesto	Middleblocker	1982	197	GER	ITA		
2019/2020	A3	goEnergy Corigliano-Rossano	4	GONZALEZ Juan Manuel	Spiker	1994	193	ESP	ESP		
2019/2020	A3	goEnergy Corigliano-Rossano	5	DI CARLO Andrea	Libero	1999	180	BA	ITA	from 08/11/2019	
2019/2020	A3	goEnergy Corigliano-Rossano	5	AVENA Giovanni	Libero	1997	180	CS	ITA	from 01/11/2019 to 22/01/2020	
2019/2020	A3	goEnergy Corigliano-Rossano	6	GUIDO Andrea	Setter	1993	190	CS	ITA		
2019/2020	A3	goEnergy Corigliano-Rossano	7	AMODIO Lucantonio	Spiker	1998	190	CS	ITA		
2019/2020	A3	goEnergy Corigliano-Rossano	8	CASCIARO Daniele	Libero	1993	174	CS	ITA		
2019/2020	A3	goEnergy Corigliano-Rossano	8	KOUZNETSOV Andrea	Spiker	1993	193	BA	ITA	from 21/12/2019	coming from Gestioni&Soluzioni Sabaudia
2019/2020	A3	goEnergy Corigliano-Rossano	9	AGOSTINI Filippo	Spiker	1994	191	PG	ITA		
2019/2020	A3	goEnergy Corigliano-Rossano	10	FRUMUSELU Cristian	Middleblocker	1997	207	ROM	ITA		
2019/2020	A3	goEnergy Corigliano-Rossano	11	RITACCO Matteo	Spiker	1994	193	CS	ITA		
2019/2020	A3	goEnergy Corigliano-Rossano	15	CESTER Davide	Spiker	1997	196	TV	ITA		
2019/2020	A3	goEnergy Corigliano-Rossano	16	DONZELLA Salvatore	Setter	1992	181	LT	ITA		
2019/2020	A3	GoldenPlast Civitanova	1	DISABATO Piervito	Spiker	2001	187	BA	ITA		
2019/2020	A3	GoldenPlast Civitanova	2	TRILLINI Stefano	Middleblocker	1999	189	MC	ITA		
2019/2020	A3	GoldenPlast Civitanova	3	GIORGINI Giacomo	Libero	2002	188	AN	ITA		
2019/2020	A3	GoldenPlast Civitanova	4	CAPPIO Paolo	Spiker	1999	186	PE	ITA		
2019/2020	A3	GoldenPlast Civitanova	5	PARTENIO Pier Paolo	Setter	1993	197	MC	ITA		
2019/2020	A3	GoldenPlast Civitanova	6	D'AMICO Francesco	Libero	1999	183	BR	ITA		
2019/2020	A3	GoldenPlast Civitanova	7	FERRI Stefano	Spiker	2000	199	PU	ITA		
2019/2020	A3	GoldenPlast Civitanova	8	MALETTO Gabriele	Middleblocker	1999	202	TO	ITA		
2019/2020	A3	GoldenPlast Civitanova	9	DI SILVESTRE Paolo Luigi	Spiker	1998	195	PE	ITA		
2019/2020	A3	GoldenPlast Civitanova	10	GONZI Azaria	Setter	2000	193	SI	ITA		
2019/2020	A3	GoldenPlast Civitanova	11	DAL CORSO Gianluca	Spiker	2001	197	VE	ITA		
2019/2020	A3	GoldenPlast Civitanova	12	SANFILIPPO Gabriele	Middleblocker	2000	200	CT	ITA		
2019/2020	A3	GoldenPlast Civitanova	14	PAOLETTI Matteo	Spiker	1982	203	AN	ITA		
2019/2020	A3	Golem Palmi	1	VINTI Bruno	Spiker	1991	190	ARG	ITA		
2019/2020	A3	Golem Palmi	2	ARENA Pasquale	Middleblocker	1997	190	RC	ITA		
2019/2020	A3	Golem Palmi	3	LIMBERGER NETO Alberto	Spiker	1983	188	BRA	ITA		
2019/2020	A3	Golem Palmi	4	CALITRI Gabriele	Libero	1996	186	FG	ITA		
2019/2020	A3	Golem Palmi	5	AMATO Alberto	Middleblocker	1996	185	RC	ITA		
2019/2020	A3	Golem Palmi	6	LISTRATOV Kirill	Middleblocker	1996	198	RUS	ITA		
2019/2020	A3	Golem Palmi	7	BELLUCCI Alessandro	Setter	1997	190	PU	ITA		
2019/2020	A3	Golem Palmi	8	CONCOLINO Gianluca	Spiker	1991	196	RC	ITA		
2019/2020	A3	Golem Palmi	9	PARISI Leonardo	Setter	1985	193	TR	ITA		
2019/2020	A3	Golem Palmi	10	DE SANTIS Marco Vincenzo	Libero	2000	180	RC	ITA		
2019/2020	A3	Golem Palmi	12	MERCURIO Marco	Spiker	1989	178	RC	ITA		
2019/2020	A3	Golem Palmi	13	MERINGOLO Mattia	Spiker	1998	193	CS	ITA		
2019/2020	A3	Golem Palmi	14	LAGAN? Domenico	Spiker	1995	187	RC	ITA		
2019/2020	A3	Golem Palmi	17	REMO Stefano	Middleblocker	1991	191	RC	ITA		
2019/2020	A3	Golem Palmi	18	CARBONE Peppino	Spiker	1996	187	RC	ITA		
2019/2020	A3	HRK Motta di Livenza	1	GIONCHETTI Alberto	Libero	1998	182	TV	ITA		
2019/2020	A3	HRK Motta di Livenza	2	SAIBENE Alberto	Spiker	1998	192	PD	ITA		
2019/2020	A3	HRK Motta di Livenza	3	BASSO Enrico	Middleblocker	2000	197	PD	ITA		
2019/2020	A3	HRK Motta di Livenza	5	TONELLO Giacomo	Setter	2000	193	PD	ITA		
2019/2020	A3	HRK Motta di Livenza	6	TASHOLLI Fatijon	Spiker	1999	197	BZ	ITA		
2019/2020	A3	HRK Motta di Livenza	7	SCALTRITI Riccardo	Spiker	1994	196	RE	ITA		
2019/2020	A3	HRK Motta di Livenza	8	FABI Tommaso	Middleblocker	1996	200	MC	ITA	until 07/11/2019	transferred to Conad Reggio Emilia
2019/2020	A3	HRK Motta di Livenza	9	PINALI Roberto	Spiker	1995	187	BO	ITA		
2019/2020	A3	HRK Motta di Livenza	10	VISENTIN Marco	Setter	1982	196	TV	ITA		
2019/2020	A3	HRK Motta di Livenza	11	ZANINI Matteo	Middleblocker	1994	200	VR	ITA		
2019/2020	A3	HRK Motta di Livenza	12	ALBERGATI Daniele	Spiker	1993	200	BG	ITA		
2019/2020	A3	HRK Motta di Livenza	15	GAMBA Kristian	Spiker	2000	190	AO	ITA		
2019/2020	A3	HRK Motta di Livenza	16	MORETTI Daniele	Middleblocker	1980	197	MC	ITA		
2019/2020	A3	HRK Motta di Livenza	18	LOLLATO Davide	Libero	1991	173	VI	ITA		
2019/2020	A3	Invent San Don? di Piave	2	BOMBEN Mattia	Spiker	2001	188	TV	ITA		
2019/2020	A3	Invent San Don? di Piave	3	CIOFFI Massimiliano	Middleblocker	1992	195	MI	ITA		
2019/2020	A3	Invent San Don? di Piave	4	FAVARETTO Paolo	Middleblocker	1987	198	TV	ITA	from 31/01/2020	
2019/2020	A3	Invent San Don? di Piave	5	BUSATO Lorenzo	Setter	1999	179	VE	ITA		
2019/2020	A3	Invent San Don? di Piave	5	KACPERKIEWICZ Adrian	Spiker	1998	193	POL	POL	until 14/12/2019	
2019/2020	A3	Invent San Don? di Piave	7	CRISTOFALETTI Mirco	Spiker	1996	194	TN	ITA		
2019/2020	A3	Invent San Don? di Piave	8	SLADECEK Michal	Setter	1980	179		SVK	from 18/12/2019	
2019/2020	A3	Invent San Don? di Piave	9	MARGUTTI Pietro	Spiker	1998	191	RA	ITA		
2019/2020	A3	Invent San Don? di Piave	10	MIGNANO Matteo	Setter	2002	197	PN	ITA		
2019/2020	A3	Invent San Don? di Piave	11	MIAN Riccardo	Spiker	1998	195	UD	ITA		
2019/2020	A3	Invent San Don? di Piave	12	POLO Fabio	Middleblocker	1998	202	TV	ITA		
2019/2020	A3	Invent San Don? di Piave	13	BELLEI Giacomo	Spiker	1988	202	VR	ITA		
2019/2020	A3	Invent San Don? di Piave	14	SPAN? Massimo	Libero	2003	178	MS	ITA		
2019/2020	A3	Invent San Don? di Piave	15	PALMARIN Loris	Middleblocker	2001	198	PD	ITA		
2019/2020	A3	Invent San Don? di Piave	16	SANTI Sebastiano	Libero	1998	180	VE	ITA		
2019/2020	A3	Invent San Don? di Piave	17	PIAZZA Lorenzo	Setter	1992	182	PE	ITA	until 14/12/2019	transferred to Synergy Mondov?
2019/2020	A3	Maury's Com Cavi Tuscania	1	BUZZELLI Pierlorenzo	Spiker	1990	195	AQ	ITA		
