Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2007/2008,A1,Coppa_Italia,8th,1,1,3150,16/1/2008,20:30,-,-,C,Minetti Infoplus Imola,Vicenza,1,Curcic Ivana,-,-,6.3,3,6,6,-,-,14,5,8,11,1,2,-,-,-,-,28,1,4,10,0.36,-,2
2007/2008,A1,Coppa_Italia,8th,1,1,3150,16/1/2008,20:30,-,-,C,Minetti Infoplus Imola,Vicenza,4,Leggeri Manuela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2007/2008,A1,Coppa_Italia,8th,1,1,3150,16/1/2008,20:30,-,-,C,Minetti Infoplus Imola,Vicenza,5,BORTOLI VANESSA,-,-,-,-,-,5,-,-,-,-,-1,3,-,-,-,-,-,-,3,1,-,-,-,-,-
2007/2008,A1,Coppa_Italia,8th,1,1,3150,16/1/2008,20:30,-,-,C,Minetti Infoplus Imola,Vicenza,7,Dall'Igna Stefania,-,-,5.6,6,3,3,-,-,-,-,-1,8,1,-,-,-,-,-,1,-,-,-,-,-,-
2007/2008,A1,Coppa_Italia,8th,1,1,3150,16/1/2008,20:30,-,-,C,Minetti Infoplus Imola,Vicenza,8,Strobbe Marilyn,-,-,6.3,2,5,-,-,-,5,2,2,5,-,1,-,-,-,-,9,2,1,3,0.33,-,1
2007/2008,A1,Coppa_Italia,8th,1,1,3150,16/1/2008,20:30,-,-,C,Minetti Infoplus Imola,Vicenza,9,Zanin Valeria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2007/2008,A1,Coppa_Italia,8th,1,1,3150,16/1/2008,20:30,-,-,C,Minetti Infoplus Imola,Vicenza,10,Percan Sonja,-,-,5.9,1,4,4,-,-,7,1,3,8,-,-,23,-,0.57,0.48,21,1,3,5,0.24,-,2
2007/2008,A1,Coppa_Italia,8th,1,1,3150,16/1/2008,20:30,-,-,C,Minetti Infoplus Imola,Vicenza,11,Mifkova Darina,-,-,5.6,4,1,1,-,-,4,2,-2,9,1,-,19,2,0.74,0.42,18,1,2,3,0.17,-,1
2007/2008,A1,Coppa_Italia,8th,1,1,3150,16/1/2008,20:30,-,-,C,Minetti Infoplus Imola,Vicenza,14,Sustring Titia,-,-,-,-,*,-,-,-,2,-,-,1,1,-,5,-,0.8,0.6,5,1,-,2,0.4,-,-
2007/2008,A1,Coppa_Italia,8th,1,1,3150,16/1/2008,20:30,-,-,C,Minetti Infoplus Imola,Vicenza,15,Paccagnella Stefania,-,-,6.3,5,2,2,-,-,5,3,2,14,2,1,-,-,-,-,6,1,-,2,0.33,-,2
