Season,Division,Team,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2
2007/2008,A1,Bre Banca Lannutti Cuneo,3,PARODI Simone,Spiker,1986,195,IM,ITA,-,-
2007/2008,A1,Bre Banca Lannutti Cuneo,4,GONZALEZ Javier,Setter,1983,192,CUB,CUB,-,-
2007/2008,A1,Bre Banca Lannutti Cuneo,5,FORTUNATO Francesco,Middleblocker,1977,201,VI,ITA,-,-
2007/2008,A1,Bre Banca Lannutti Cuneo,6,VERGNAGHI Daniele,Libero,1972,193,MI,ITA,-,-
2007/2008,A1,Bre Banca Lannutti Cuneo,7,LASKO Michal,Spiker,1981,202,POL,ITA,-,-
2007/2008,A1,Bre Banca Lannutti Cuneo,8,ARIAUDO Andrea,Spiker,1987,185,CN,ITA,-,-
2007/2008,A1,Bre Banca Lannutti Cuneo,9,ROSSO Mattia,Spiker,1985,198,CN,ITA,-,-
2007/2008,A1,Bre Banca Lannutti Cuneo,10,CURTI Valerio,Middleblocker,1978,203,MO,ITA,-,-
2007/2008,A1,Bre Banca Lannutti Cuneo,11,ABBADI Manius,Spiker,1976,202,BRA,BRA,-,-
2007/2008,A1,Bre Banca Lannutti Cuneo,12,MURAGUTI YARED Marlon,Setter,1977,188,BRA,BRA,-,-
2007/2008,A1,Bre Banca Lannutti Cuneo,13,FELIZARDO Renato,Middleblocker,1978,200,BRA,BRA,-,-
2007/2008,A1,Bre Banca Lannutti Cuneo,14,BATTILOTTI Andrea,Spiker,1978,196,VI,ITA,-,-
2007/2008,A1,Cimone Modena,1,BERTOLI Matteo,Spiker,1988,196,TN,ITA,-,-
2007/2008,A1,Cimone Modena,1,KRUMINS Davis,Setter,1990,195,LAT,ITA,-,-
2007/2008,A1,Cimone Modena,2,DONADIO Fabio,Libero,1988,181,MO,ITA,-,-
2007/2008,A1,Cimone Modena,3,TENCATI Luca,Middleblocker,1979,200,CR,ITA,-,-
2007/2008,A1,Cimone Modena,5,SOLI Fabio,Setter,1979,192,MO,ITA,-,-
2007/2008,A1,Cimone Modena,6,RINALDI Pietro,Libero,1972,197,RM,ITA,-,-
2007/2008,A1,Cimone Modena,7,DENNIS Angel,Spiker,1977,193,CUB,ITA,-,-
2007/2008,A1,Cimone Modena,8,SARTORETTI Andrea,Spiker,1971,194,PG,ITA,-,-
2007/2008,A1,Cimone Modena,9,SANTOS Sidnei Sidao,Middleblocker,1982,203,BRA,BRA,-,-
2007/2008,A1,Cimone Modena,11,PAGNI Filippo,Middleblocker,1984,201,PI,ITA,-,-
2007/2008,A1,Cimone Modena,12,NASCIMENTO Andrè,Spiker,1979,199,BRA,BRA,-,-
2007/2008,A1,Cimone Modena,14,HELLER Andrè,Middleblocker,1975,199,BRA,BRA,-,-
2007/2008,A1,Cimone Modena,15,ENDRES Murilo,Spiker,1981,195,BRA,BRA,-,-
2007/2008,A1,Cimone Modena,16,CASOLI Cristian,Spiker,1975,192,VA,ITA,-,-
2007/2008,A1,Cimone Modena,17,GARCIA Ricardo,Setter,1975,186,BRA,BRA,-,-
2007/2008,A1,Cimone Modena,18,SMUC Tomislav,Setter,1976,188,SLO,SLO,from 17/03/2008,-
2007/2008,A1,Copra Nordmeccanica Piacenza,1,RODRIGUEZ Israel,Spiker,1981,194,ESP,ESP,-,-
2007/2008,A1,Copra Nordmeccanica Piacenza,2,FRAZZI Andrea,Libero,1989,185,-,ITA,-,-
2007/2008,A1,Copra Nordmeccanica Piacenza,3,GRANVORKA Frantz,Spiker,1976,195,FRA,FRA,-,-
2007/2008,A1,Copra Nordmeccanica Piacenza,5,COZZI Paolo,Middleblocker,1980,200,MI,ITA,-,-
2007/2008,A1,Copra Nordmeccanica Piacenza,6,MEONI Marco,Setter,1973,196,PD,ITA,-,-
2007/2008,A1,Copra Nordmeccanica Piacenza,9,BONINFANTE Dante,Setter,1977,188,SA,ITA,-,-
2007/2008,A1,Copra Nordmeccanica Piacenza,10,SANTOS DUTRA Sergio,Libero,1975,184,BRA,BRA,-,-
2007/2008,A1,Copra Nordmeccanica Piacenza,11,ZLATANOV Hristo,Spiker,1976,201,BUL,ITA,-,-
2007/2008,A1,Copra Nordmeccanica Piacenza,12,SIMEONOV Ventceslav,Spiker,1977,200,BUL,ITA,-,-
2007/2008,A1,Copra Nordmeccanica Piacenza,13,BRAVO Joao Paolo,Spiker,1979,197,BRA,BRA,-,-
2007/2008,A1,Copra Nordmeccanica Piacenza,14,GROMADOWSKI Marcel,Spiker,1985,202,POL,POL,-,-
2007/2008,A1,Copra Nordmeccanica Piacenza,16,BOVOLENTA Vigor,Middleblocker,1974,202,RO,ITA,-,-
2007/2008,A1,Copra Nordmeccanica Piacenza,18,BJELICA Novica,Middleblocker,1983,202,CRO,SRB,-,-
2007/2008,A1,Famigliulo Corigliano,1,RAVELLINO Manuele,Middleblocker,1974,201,NA,ITA,-,-
2007/2008,A1,Famigliulo Corigliano,2,CARLETTI Bertrand,Setter,1982,205,FRA,FRA,from 20/01/2008,proveniente da Marmi Lanza Verona
2007/2008,A1,Famigliulo Corigliano,2,DEHNE Frank,Setter,1976,202,GER,GER,until 12/12/2007,-
2007/2008,A1,Famigliulo Corigliano,5,CORVETTA Antonio,Setter,1977,188,AN,ITA,-,-
2007/2008,A1,Famigliulo Corigliano,6,ALEKSIEV Todor,Spiker,1983,200,BUL,BUL,until 01/11/2007,-
2007/2008,A1,Famigliulo Corigliano,7,GIOVI Andrea,Libero,1983,185,PG,ITA,-,-
2007/2008,A1,Famigliulo Corigliano,8,RAYMAEKERS Matias,Middleblocker,1982,207,BEL,BEL,-,-
2007/2008,A1,Famigliulo Corigliano,9,TOMASELLO Giacomo,Middleblocker,1976,197,CT,ITA,until 15/10/2007,trasferito a Olio Pignatelli Isernia
2007/2008,A1,Famigliulo Corigliano,10,PODRASCANIN Marko,Middleblocker,1987,203,SRB,SRB,-,-
2007/2008,A1,Famigliulo Corigliano,11,KOVACEVIC Toni,Spiker,1983,198,BIH,CRO,-,-
2007/2008,A1,Famigliulo Corigliano,12,BIRIBANTI Francesco,Spiker,1976,198,TR,ITA,-,-
2007/2008,A1,Famigliulo Corigliano,13,COLACI Massimo,Libero,1985,180,LE,ITA,-,-
2007/2008,A1,Famigliulo Corigliano,14,MARIC Goran,Spiker,1981,204,SRB,SRB,-,-
2007/2008,A1,Famigliulo Corigliano,15,GALLOTTA Cosimo,Spiker,1977,195,SA,ITA,-,-
2007/2008,A1,Famigliulo Corigliano,16,LO RE Luca,Spiker,1976,200,BR,ITA,from 21/10/2007,-
2007/2008,A1,Itas Diatec Trentino,1,KAZIYSKI Matey,Spiker,1984,203,BUL,BUL,-,-
2007/2008,A1,Itas Diatec Trentino,2,SEGNALINI Andrea,Libero,1988,185,RM,ITA,-,-
2007/2008,A1,Itas Diatec Trentino,3,BIRARELLI Emanuele,Middleblocker,1981,202,AN,ITA,-,-
2007/2008,A1,Itas Diatec Trentino,5,JERONCIC Gregor,Middleblocker,1974,201,SLO,ITA,-,-
2007/2008,A1,Itas Diatec Trentino,7,DELLA LUNGA Dore,Spiker,1984,194,AN,ITA,-,-
2007/2008,A1,Itas Diatec Trentino,8,BEDNARUK Jakub,Setter,1976,188,POL,POL,-,-
2007/2008,A1,Itas Diatec Trentino,9,GRBIC Nikola,Setter,1973,195,SRB,SRB,-,-
2007/2008,A1,Itas Diatec Trentino,10,STOYANOV Vasil,Spiker,1979,198,BUL,BUL,-,-
2007/2008,A1,Itas Diatec Trentino,11,NIKOLOV Vladimir,Spiker,1977,200,BUL,BUL,-,-
2007/2008,A1,Itas Diatec Trentino,12,MLYAKOV Smilen,Spiker,1981,200,BUL,BUL,-,-
2007/2008,A1,Itas Diatec Trentino,13,WINIARSKI Michal,Spiker,1983,200,POL,POL,-,-
2007/2008,A1,Itas Diatec Trentino,16,BARI Andrea,Libero,1980,185,AN,ITA,-,-
2007/2008,A1,Itas Diatec Trentino,18,PISCOPO Cosimo Marco,Middleblocker,1983,205,LE,ITA,-,-
2007/2008,A1,Lube Banca Marche Macerata,1,LEBL Martin,Middleblocker,1980,201,CZE,CZE,-,-
2007/2008,A1,Lube Banca Marche Macerata,3,SMERILLI Lorenzo,Libero,1987,178,MC,ITA,-,-
2007/2008,A1,Lube Banca Marche Macerata,4,PAPARONI Alessandro,Spiker,1981,191,MC,ITA,-,-
2007/2008,A1,Lube Banca Marche Macerata,5,VERMIGLIO Valerio,Setter,1976,189,ME,ITA,-,-
2007/2008,A1,Lube Banca Marche Macerata,6,BARTOLETTI Andrea,Spiker,1978,201,AN,ITA,-,-
2007/2008,A1,Lube Banca Marche Macerata,7,SNIPPE Jan Willem,Spiker,1986,200,NED,NED,-,-
2007/2008,A1,Lube Banca Marche Macerata,9,SARACENI Gianluca,Spiker,1979,200,RM,ITA,-,-
2007/2008,A1,Lube Banca Marche Macerata,11,MONOPOLI Natale,Setter,1975,183,VE,ITA,-,-
2007/2008,A1,Lube Banca Marche Macerata,12,GERIC Andrija,Middleblocker,1977,203,SRB,SRB,-,-
2007/2008,A1,Lube Banca Marche Macerata,13,CORSANO Mirko,Libero,1973,191,LE,ITA,-,-
2007/2008,A1,Lube Banca Marche Macerata,14,"SANTANA Rodrigo ""Rodrigao""",Middleblocker,1979,205,BRA,BRA,-,-
2007/2008,A1,Lube Banca Marche Macerata,15,OMRCEN Igor,Spiker,1980,208,CRO,CRO,-,-
2007/2008,A1,Lube Banca Marche Macerata,16,SWIDERSKI Sebastian,Spiker,1977,196,POL,POL,-,-
2007/2008,A1,Lube Banca Marche Macerata,18,GRAPENTINE Murray,Middleblocker,1977,202,CAN,CAN,from 27/03/2008,-
2007/2008,A1,M. Roma Volley,1,MASTRANGELO Luigi,Middleblocker,1975,202,TA,ITA,-,-
2007/2008,A1,M. Roma Volley,2,HENNO Hubert,Libero,1976,188,FRA,FRA,-,-
2007/2008,A1,M. Roma Volley,3,SAVANI Cristian,Spiker,1982,195,MN,ITA,-,-
2007/2008,A1,M. Roma Volley,4,COSCIONE Manuel,Setter,1980,188,CN,ITA,-,-
2007/2008,A1,M. Roma Volley,5,TOFOLI Paolo,Setter,1966,188,FM,ITA,-,-
2007/2008,A1,M. Roma Volley,7,MARSHALL Leonel,Spiker,1979,196,CUB,CUB,-,-
2007/2008,A1,M. Roma Volley,9,MOLTENI Marco,Spiker,1976,196,BS,ITA,-,-
2007/2008,A1,M. Roma Volley,10,GIRETTO Giacomo,Middleblocker,1973,206,IM,ITA,-,-
2007/2008,A1,M. Roma Volley,11,HERNANDEZ Osvaldo,Spiker,1970,198,CUB,ITA,-,-
2007/2008,A1,M. Roma Volley,12,KOOISTRA Wytze,Middleblocker,1982,209,NED,NED,-,-
2007/2008,A1,M. Roma Volley,14,MILJKOVIC Ivan,Spiker,1979,206,SRB,SRB,-,-
2007/2008,A1,M. Roma Volley,15,SEMENZATO Andrea,Middleblocker,1981,208,VE,ITA,-,-
2007/2008,A1,M. Roma Volley,18,ROMERO Yasser,Libero,1979,190,CUB,CUB,-,-
2007/2008,A1,Prisma Taranto,1,LATELLI Maurizio,Libero,1974,190,CZ,ITA,-,-
2007/2008,A1,Prisma Taranto,2,RAK Michal,Middleblocker,1979,206,CZE,CZE,-,-
2007/2008,A1,Prisma Taranto,3,NAGY Peter,Spiker,1984,194,HUN,HUN,-,-
2007/2008,A1,Prisma Taranto,6,DURANTE Stefano,Spiker,1984,194,LE,ITA,-,-
2007/2008,A1,Prisma Taranto,7,PATRIARCA Giuseppe,Spiker,1977,198,FR,ITA,-,-
2007/2008,A1,Prisma Taranto,8,CASTELLANO Maurizio,Spiker,1971,193,NA,ITA,-,-
2007/2008,A1,Prisma Taranto,9,NUTI Marco,Setter,1970,188,PI,ITA,-,-
2007/2008,A1,Prisma Taranto,10,VULIN Sime,Middleblocker,1983,210,CRO,CRO,-,-
2007/2008,A1,Prisma Taranto,11,PEREU Valentin,Spiker,1978,198,MLD,ROM,from 13/12/2007,-
2007/2008,A1,Prisma Taranto,14,SHUMOV Konstantin,Middleblocker,1985,205,RUS,FIN,-,-
2007/2008,A1,Prisma Taranto,15,ARDU Alessandro,Setter,1978,183,OR,ITA,-,-
2007/2008,A1,Prisma Taranto,16,LIMA MARTINS IDI Idner,Spiker,1978,192,BRA,BRA,until 13/11/2007,-
2007/2008,A1,Prisma Taranto,17,VISSOTTO NEVES Leandro,Spiker,1983,212,BRA,BRA,-,-
2007/2008,A1,Rpa-Luigibacchi.It Perugia,1,KOVACEVIC Nikola,Spiker,1983,193,SRB,SRB,-,-
2007/2008,A1,Rpa-Luigibacchi.It Perugia,2,TUERLINCKX Hendrik,Spiker,1987,194,BEL,BEL,-,-
2007/2008,A1,Rpa-Luigibacchi.It Perugia,3,SERAFINI Simone,Setter,1975,184,RM,ITA,-,-
2007/2008,A1,Rpa-Luigibacchi.It Perugia,4,PROPER Matthew,Spiker,1983,201,USA,USA,-,-
2007/2008,A1,Rpa-Luigibacchi.It Perugia,6,POCHINI Filippo,Libero,1989,185,PG,ITA,-,-
2007/2008,A1,Rpa-Luigibacchi.It Perugia,7,SINTINI Giacomo,Setter,1979,196,RA,ITA,-,-
2007/2008,A1,Rpa-Luigibacchi.It Perugia,8,KROMM Robert,Spiker,1984,211,GER,GER,-,-
2007/2008,A1,Rpa-Luigibacchi.It Perugia,9,DI FRANCO Massimiliano,Middleblocker,1978,203,CL,ITA,-,-
2007/2008,A1,Rpa-Luigibacchi.It Perugia,10,NEMEC Richard,Middleblocker,1972,202,SVK,SVK,-,-
2007/2008,A1,Rpa-Luigibacchi.It Perugia,11,BRAGA Roberto,Middleblocker,1984,204,PD,ITA,-,-
2007/2008,A1,Rpa-Luigibacchi.It Perugia,12,PIPPI Damiano,Libero,1971,194,PG,ITA,-,-
2007/2008,A1,Rpa-Luigibacchi.It Perugia,13,VUJEVIC Goran,Spiker,1973,192,MNE,MNE,-,-
2007/2008,A1,Rpa-Luigibacchi.It Perugia,14,STOKR Jan,Spiker,1983,205,CZE,CZE,-,-
2007/2008,A1,Sisley Treviso,1,HORSTINK Robert,Spiker,1981,201,NED,NED,-,-
2007/2008,A1,Sisley Treviso,2,NOVOTNY Marek,Spiker,1978,202,SVK,CZE,-,-
2007/2008,A1,Sisley Treviso,3,FEI Alessandro,Spiker,1978,204,VA,ITA,-,-
2007/2008,A1,Sisley Treviso,5,HUBNER Stefan,Middleblocker,1975,200,GER,GER,-,-
2007/2008,A1,Sisley Treviso,6,PAPI Samuele,Spiker,1973,191,AN,ITA,-,-
2007/2008,A1,Sisley Treviso,7,FARINA Alessandro,Libero,1976,182,PR,ITA,-,-
2007/2008,A1,Sisley Treviso,8,KRAL Jiri,Middleblocker,1981,200,CZE,CZE,-,-
2007/2008,A1,Sisley Treviso,10,SAITTA Davide,Setter,1987,188,CT,ITA,-,-
2007/2008,A1,Sisley Treviso,11,ENDRES Gustavo,Middleblocker,1975,203,BRA,BRA,-,-
2007/2008,A1,Sisley Treviso,13,PUJOL Pierre,Setter,1984,190,FRA,FRA,-,-
2007/2008,A1,Sisley Treviso,15,CISOLLA Alberto,Spiker,1977,197,TV,ITA,-,-
2007/2008,A1,Sisley Treviso,16,RICCI PETITONI Mauro,Spiker,1985,188,BO,ITA,-,-
2007/2008,A1,Sisley Treviso,18,MARUOTTI Gabriele,Spiker,1988,196,RM,ITA,-,-
2007/2008,A1,Sparkling Milano,1,VICINI Marco,Libero,1974,193,AN,ITA,-,-
2007/2008,A1,Sparkling Milano,2,MILLAR Ryan,Middleblocker,1978,200,USA,USA,-,-
2007/2008,A1,Sparkling Milano,3,NIKIC Milos,Spiker,1986,194,SRB,SRB,-,-
2007/2008,A1,Sparkling Milano,4,SAMICA Guillaume,Spiker,1981,197,FRA,FRA,-,-
2007/2008,A1,Sparkling Milano,6,CORTINA Danilo,Libero,1987,188,CT,ITA,-,-
2007/2008,A1,Sparkling Milano,7,BENDANDI Simone,Setter,1976,196,RA,ITA,from 05/12/2007,proveniente da Andreoli Latina
2007/2008,A1,Sparkling Milano,7,MATTERA Giordano,Setter,1983,200,RM,ITA,until 04/12/2007,trasferito a Andreoli Latina
2007/2008,A1,Sparkling Milano,9,MARTINO Matteo,Spiker,1987,198,AL,ITA,-,-
2007/2008,A1,Sparkling Milano,10,ROSALBA Simone,Spiker,1976,197,CS,ITA,-,-
2007/2008,A1,Sparkling Milano,11,KADZIEWICZ Lukasz,Middleblocker,1980,206,POL,POL,-,-
2007/2008,A1,Sparkling Milano,12,SPAIRANI Riccardo,Middleblocker,1978,197,MI,ITA,-,-
2007/2008,A1,Sparkling Milano,13,TRAVICA Dragan,Setter,1986,200,CRO,ITA,-,-
2007/2008,A1,Sparkling Milano,15,GARDNER Gabriel,Spiker,1976,209,USA,USA,-,-
2007/2008,A1,Sparkling Milano,17,GIOMBINI Leondino,Spiker,1975,205,AN,ITA,-,-
2007/2008,A2,Codyeco S.Croce,1,PIERI Francesco,Libero,1982,185,PO,ITA,-,-
2007/2008,A2,Codyeco S.Croce,3,LUKIANETZ Andrè Ricardo,Spiker,1982,192,BRA,BRA,-,-
2007/2008,A2,Codyeco S.Croce,4,SIGNORINI Andrea,Setter,1985,195,PI,ITA,-,-
2007/2008,A2,Codyeco S.Croce,6,CIAPPI Alessandro,Spiker,1982,199,PI,ITA,-,-
2007/2008,A2,Codyeco S.Croce,7,LIRUTTI Kristian,Spiker,1975,195,UD,ITA,-,-
2007/2008,A2,Codyeco S.Croce,8,PATRIARCA Stefano,Middleblocker,1987,205,IS,ITA,-,-
2007/2008,A2,Codyeco S.Croce,9,MATTIOLI Francesco,Spiker,1975,194,FI,ITA,-,-
2007/2008,A2,Codyeco S.Croce,10,TORRE Paolo,Setter,1976,201,LU,ITA,-,-
2007/2008,A2,Codyeco S.Croce,11,SUBIELA Josè Javier,Middleblocker,1984,198,ESP,ESP,-,-
2007/2008,A2,Codyeco S.Croce,12,FABBIANI Sandro,Spiker,1978,197,RE,ITA,-,-
2007/2008,A2,Codyeco S.Croce,13,CIABATTINI Edoardo,Libero,1989,180,PI,ITA,-,-
2007/2008,A2,Codyeco S.Croce,15,FONDI Edoardo,Spiker,1986,196,FI,ITA,-,-
2007/2008,A2,Codyeco S.Croce,16,BALDACCINI Paolo Emilio,Middleblocker,1977,202,LU,ITA,-,-
2007/2008,A2,Divani&Divani Avellino,2,PEREZ MORENO Victor,Spiker,1976,195,FRA,FRA,until 07/01/2008,trasferito a Framasil Cucine Pineto
2007/2008,A2,Divani&Divani Avellino,3,DE PALMA Gianmarco,Spiker,1988,185,AV,ITA,-,-
2007/2008,A2,Divani&Divani Avellino,5,ENOCH Paolino Junior,Spiker,1977,200,BRA,BRA,-,-
2007/2008,A2,Divani&Divani Avellino,6,BONITO Enrico,Middleblocker,1979,195,AV,ITA,-,-
2007/2008,A2,Divani&Divani Avellino,7,LIONETTI Marco,Libero,1978,187,CS,ITA,-,-
2007/2008,A2,Divani&Divani Avellino,9,MAROLDA Mario,Spiker,1976,188,SA,ITA,-,-
2007/2008,A2,Divani&Divani Avellino,10,DOMIZIOLI Federico,Setter,1972,190,MC,ITA,-,-
2007/2008,A2,Divani&Divani Avellino,11,GARNICA Fernando Gabriel,Setter,1980,185,ARG,ITA,-,-
2007/2008,A2,Divani&Divani Avellino,13,D'AVANZO Andrea,Middleblocker,1982,199,AV,ITA,-,-
2007/2008,A2,Divani&Divani Avellino,14,NEMETH Szabolcs,Spiker,1986,200,HUN,HUN,-,-
2007/2008,A2,Divani&Divani Avellino,16,KIRCHHEIN William,Spiker,1972,202,BRA,BRA,-,-
2007/2008,A2,Divani&Divani Avellino,18,BASSI Daniele,Middleblocker,1980,195,SA,ITA,-,-
2007/2008,A2,Esse-Ti Carilo Loreto,1,THIAGO DE OLIVEIRA Raphael,Spiker,1984,196,BRA,BRA,-,-
2007/2008,A2,Esse-Ti Carilo Loreto,2,DUNNES Christian,Spiker,1984,207,GER,GER,-,-
2007/2008,A2,Esse-Ti Carilo Loreto,5,CRICCA Manuele,Middleblocker,1981,200,RA,ITA,-,-
2007/2008,A2,Esse-Ti Carilo Loreto,6,CESARINI Andrea,Libero,1987,180,RM,ITA,-,-
2007/2008,A2,Esse-Ti Carilo Loreto,7,GATTO Massimo,Setter,1982,190,AN,ITA,-,-
2007/2008,A2,Esse-Ti Carilo Loreto,8,PEDA Janis,Spiker,1985,198,LAT,LAT,-,-
2007/2008,A2,Esse-Ti Carilo Loreto,9,GROZER Georg Jr,Spiker,1984,200,HUN,GER,from 24/04/2008,-
2007/2008,A2,Esse-Ti Carilo Loreto,10,VISENTIN Marco,Setter,1982,196,TV,ITA,-,-
2007/2008,A2,Esse-Ti Carilo Loreto,11,DURANTE Gianluca,Spiker,1976,195,LE,ITA,-,-
2007/2008,A2,Esse-Ti Carilo Loreto,13,SALGADO Hiosvany,Middleblocker,1979,201,CUB,ITA,-,-
2007/2008,A2,Esse-Ti Carilo Loreto,14,PAOLETTI Matteo,Spiker,1982,203,AN,ITA,-,-
2007/2008,A2,Esse-Ti Carilo Loreto,15,PARUSSO Michele,Middleblocker,1987,197,CN,ITA,-,-
2007/2008,A2,Esse-Ti Carilo Loreto,16,BIAGIOLA Walter,Spiker,1984,192,AN,ITA,-,-
2007/2008,A2,Fiorese Spa Bassano,1,SHITTU Steven,Spiker,1973,200,NGR,BEL,-,-
2007/2008,A2,Fiorese Spa Bassano,3,PIANESE Mario,Setter,1983,191,TN,ITA,-,-
2007/2008,A2,Fiorese Spa Bassano,4,GITTO Carmelo,Middleblocker,1987,204,ME,ITA,-,-
2007/2008,A2,Fiorese Spa Bassano,5,PAGOTTO Matteo,Libero,1981,185,TV,ITA,-,-
2007/2008,A2,Fiorese Spa Bassano,6,CANELLA Fabio,Spiker,1985,190,PD,ITA,-,-
2007/2008,A2,Fiorese Spa Bassano,7,DAL MOLIN Davide,Middleblocker,1978,198,VI,ITA,-,-
2007/2008,A2,Fiorese Spa Bassano,8,GUARISE Eros,Middleblocker,1983,202,VI,ITA,-,-
2007/2008,A2,Fiorese Spa Bassano,9,RONALDO ROYAL Henrique,Setter,1976,194,BRA,BRA,-,-
2007/2008,A2,Fiorese Spa Bassano,10,OLTEANU Bogdan,Spiker,1981,197,ROM,ROM,-,-
2007/2008,A2,Fiorese Spa Bassano,11,CASTELLANI Carlo,Spiker,1987,200,FI,ITA,-,-
2007/2008,A2,Fiorese Spa Bassano,13,DALLA LIBERA Mirko,Spiker,1974,202,VI,ITA,-,-
2007/2008,A2,Fiorese Spa Bassano,17,GUIDOLIN Mirco,Libero,1978,198,VI,ITA,-,-
