Season,Division,Team,No,Player,Role,Born,Height,Nat. Sport.,Note
2007/2008,A1,Infotel Banca Di Forlì,7,MUSTI DE GENNARO LULAMA,Middleblocker,1983,184,ITA,from 18/01/2008
2007/2008,A1,Infotel Banca Di Forlì,7,GERMANOVA ANETA,Spiker,1975,186,BUL,until 03/12/2007
2007/2008,A1,Infotel Banca Di Forlì,8,LEONARDI GIULIA,Libero,1987,165,ITA,-
2007/2008,A1,Infotel Banca Di Forlì,9,VECCHI CRISTINA,Libero,1983,170,ITA,-
2007/2008,A1,Infotel Banca Di Forlì,10,BECCARIA VANIA,Spiker,1973,194,ITA,-
2007/2008,A1,Infotel Banca Di Forlì,11,DI IULIO CHIARA,Spiker,1985,183,ITA,-
2007/2008,A1,Infotel Banca Di Forlì,12,ANGELONI VERONICA,Spiker,1986,187,ITA,-
2007/2008,A1,Infotel Banca Di Forlì,13,KATIC MARINA,Setter,1983,186,CRO,from 28/09/2007
2007/2008,A1,Infotel Banca Di Forlì,15,POGGIALI FEDERICA,Setter,1979,179,ITA,-
2007/2008,A1,Lines Ecocapitanata Altamura,1,BLAND ANGELINA,Middleblocker,1984,187,BEL,-
2007/2008,A1,Lines Ecocapitanata Altamura,2,SYKORA STACY,Libero,1977,176,USA,from 22/11/2007
2007/2008,A1,Lines Ecocapitanata Altamura,3,GIOGOLI FRANCESCA,Setter,1983,173,ITA,-
2007/2008,A1,Lines Ecocapitanata Altamura,4,BIAMONTE DANIELA,Spiker,1973,188,ITA,-
2007/2008,A1,Lines Ecocapitanata Altamura,5,MONITILLO PALMA,Spiker,1987,177,ITA,-
2007/2008,A1,Lines Ecocapitanata Altamura,6,PINESE ALESSANDRA,Setter,1975,174,ITA,-
2007/2008,A1,Lines Ecocapitanata Altamura,7,ROMANÒ MARIA DEL ROSARIO,Middleblocker,1976,182,ITA,-
2007/2008,A1,Lines Ecocapitanata Altamura,9,DENISE PEREIRA THEODORO,Spiker,1972,185,BRA,-
2007/2008,A1,Lines Ecocapitanata Altamura,10,FOFINHA ANA PAULA LOPES FERREIRA,Spiker,1980,189,BRA,-
2007/2008,A1,Lines Ecocapitanata Altamura,11,LECK KAITLIN,Spiker,1982,184,USA,until 26/11/2007
2007/2008,A1,Lines Ecocapitanata Altamura,12,GAGGIOTTI SARA,Libero,1980,171,ITA,until 20/01/2008
2007/2008,A1,Lines Ecocapitanata Altamura,13,CACCIAPAGLIA GIORGIA,Libero,1987,175,ITA,from 25/09/2007
2007/2008,A1,Lines Ecocapitanata Altamura,16,ORSI TOTH VICTORIA,Spiker,1990,183,ITA,-
2007/2008,A1,Lines Ecocapitanata Altamura,17,PARAJA RAMOS LUCIA,Middleblocker,1983,187,ESP,-
2007/2008,A1,Minetti Infoplus Imola,1,CURCIC IVANA,Spiker,1982,184,SCG,-
2007/2008,A1,Minetti Infoplus Imola,2,RADZUWEIT KATHY,Middleblocker,1982,196,GER,-
2007/2008,A1,Minetti Infoplus Imola,3,MATALONI MARTINA,Libero,1988,162,ITA,-
2007/2008,A1,Minetti Infoplus Imola,4,LEGGERI MANUELA,Middleblocker,1976,186,ITA,-
2007/2008,A1,Minetti Infoplus Imola,4,STROBBE MARILYN,Middleblocker,1989,189,ITA,from 16/01/2008
2007/2008,A1,Minetti Infoplus Imola,5,BORTOLI VANESSA,Spiker,-,0,-,from 16/01/2008
2007/2008,A1,Minetti Infoplus Imola,7,DALL'IGNA STEFANIA,Setter,1984,175,ITA,-
2007/2008,A1,Minetti Infoplus Imola,9,ZANIN VALERIA,Setter,1984,175,ITA,-
2007/2008,A1,Minetti Infoplus Imola,10,PERCAN SONJA,Spiker,1981,188,CRO,-
2007/2008,A1,Minetti Infoplus Imola,11,MIFKOVA DARINA,Spiker,1974,188,ITA,-
2007/2008,A1,Minetti Infoplus Imola,13,IKIC MATEA,Spiker,1989,185,CRO,-
2007/2008,A1,Minetti Infoplus Imola,14,SUSTRING TITIA,Spiker,1979,186,NED,until 17/01/2008
2007/2008,A1,Minetti Infoplus Imola,15,PACCAGNELLA STEFANIA,Middleblocker,1973,186,ITA,-
2007/2008,A1,Minetti Infoplus Imola,16,TIROZZI VALENTINA,Spiker,1986,183,ITA,from 21/01/2008
2007/2008,A1,Minetti Infoplus Imola,17,DE GENNARO MONICA,Libero,1987,173,ITA,-
2007/2008,A1,Minetti Infoplus Imola,18,BERTONE ROMINA CELESTE,Spiker,1990,179,ARG,from 08/01/2008
2007/2008,A1,Monte Schiavo Banca Marche Jesi,3,TOGUT ELISA,Spiker,1978,192,ITA,-
2007/2008,A1,Monte Schiavo Banca Marche Jesi,5,GATTAZ CAROLINE DE OLIVEIRA SAAD,Middleblocker,1981,192,BRA,-
2007/2008,A1,Monte Schiavo Banca Marche Jesi,6,BEDIN VALENTINA,Libero,1985,165,ITA,-
2007/2008,A1,Monte Schiavo Banca Marche Jesi,7,NEGRINI CHIARA,Spiker,1979,181,ITA,-
2007/2008,A1,Monte Schiavo Banca Marche Jesi,8,RINIERI SIMONA,Spiker,1977,188,ITA,-
2007/2008,A1,Monte Schiavo Banca Marche Jesi,9,BOWN HEATHER,Middleblocker,1978,191,USA,-
2007/2008,A1,Monte Schiavo Banca Marche Jesi,11,MARCELLE MENDES RODRIGUES,Setter,1976,175,BRA,-
2007/2008,A1,Monte Schiavo Banca Marche Jesi,12,PADUA IRENE,Spiker,1989,183,ITA,-
2007/2008,A1,Monte Schiavo Banca Marche Jesi,13,CALLONI RAFFAELLA,Middleblocker,1983,186,ITA,-
2007/2008,A1,Monte Schiavo Banca Marche Jesi,13,BARTOLINI GIULIA,Middleblocker,-,0,-,from 02/02/2008
2007/2008,A1,Monte Schiavo Banca Marche Jesi,14,MARC DIANA RAMONA,Spiker,1979,183,ROM,from 24/01/2008
2007/2008,A1,Monte Schiavo Banca Marche Jesi,14,CELLA ELISA,Spiker,1982,186,ITA,until 17/01/2008
2007/2008,A1,Monte Schiavo Banca Marche Jesi,15,CHMIL DAR'YA,Setter,1983,188,UKR,-
2007/2008,A1,Monte Schiavo Banca Marche Jesi,17,PUERARI RAMONA,Libero,1983,170,ITA,-
2007/2008,A1,Scavolini Pesaro,1,LUNGHI LUCIA,Libero,1987,172,ITA,-
2007/2008,A1,Scavolini Pesaro,1,RIDOLFI AGATA,Middleblocker,-,0,-,from 21/10/2007
2007/2008,A1,Scavolini Pesaro,3,TONUCCI BENEDETTA,Middleblocker,-,0,-,from 28/10/2007
2007/2008,A1,Scavolini Pesaro,3,GARZARO ILARIA,Middleblocker,1986,186,ITA,-
2007/2008,A1,Scavolini Pesaro,6,WIJNHOVEN ELKE,Libero,1981,170,NED,-
2007/2008,A1,Scavolini Pesaro,6,ELISA MOROLLI,Spiker,-,0,-,from 21/10/2007
2007/2008,A1,Scavolini Pesaro,7,MARI MARIANNE STEINBRECHER,Spiker,1983,189,BRA,-
2007/2008,A1,Scavolini Pesaro,8,BRUSSA NATALIA GUADALUPE,Spiker,1985,188,ITA,-
2007/2008,A1,Scavolini Pesaro,9,CASTIGLIONE CARLA,Spiker,1989,190,ARG,from 11/11/2007
2007/2008,A1,Scavolini Pesaro,10,FERRETTI FRANCESCA,Setter,1984,180,ITA,-
2007/2008,A1,Scavolini Pesaro,10,MENGARDA GIORGETE CRISTINA,Spiker,1972,184,ITA,from 21/10/2007
2007/2008,A1,Scavolini Pesaro,11,FURST CHRISTIANE,Middleblocker,1985,192,GER,-
2007/2008,A1,Scavolini Pesaro,12,COSTAGRANDE CAROLINA,Spiker,1980,186,ITA,-
2007/2008,A1,Scavolini Pesaro,13,SHEILLA TAVARES DE CASTRO,Spiker,1983,186,BRA,-
2007/2008,A1,Scavolini Pesaro,14,GUIGGI MARTINA,Middleblocker,1984,188,ITA,-
2007/2008,A1,Scavolini Pesaro,15,LAZCANO JULIETA,Middleblocker,1989,188,ARG,from 11/11/2007
2007/2008,A1,Scavolini Pesaro,16,PETROCCIONE GIULIA,Libero,-,0,-,from 11/11/2007
2007/2008,A1,Scavolini Pesaro,18,MURI ELISA,Setter,1984,181,ITA,-
2007/2008,A1,Tena Santeramo,1,BOTEVA MILENA,Spiker,1981,204,ITA,-
2007/2008,A1,Tena Santeramo,2,CAPONIO ANTONELLA,Middleblocker,-,0,-,from 28/10/2007
2007/2008,A1,Tena Santeramo,3,FERNANDINHA CRISTINA FERNANDA FERREIRA,Setter,1980,175,BRA,-
2007/2008,A1,Tena Santeramo,4,SONINHA SONIA BENEDITO,Spiker,1978,184,BRA,-
2007/2008,A1,Tena Santeramo,5,ZHUROVSKA YANINA,Spiker,1982,188,UKR,-
2007/2008,A1,Tena Santeramo,6,SERRANO REBECA,Spiker,1979,185,ESP,until 31/10/2007
2007/2008,A1,Tena Santeramo,7,DUSHKYEVICH YEVGENIYA,Middleblocker,1979,187,UKR,-
2007/2008,A1,Tena Santeramo,8,RIZZO MILA,Middleblocker,1977,188,ITA,-
2007/2008,A1,Tena Santeramo,9,SIRRESSI IMMA,Libero,1990,176,ITA,-
2007/2008,A1,Tena Santeramo,10,CIMOLI VALERIA,Setter,1986,182,ITA,-
2007/2008,A1,Tena Santeramo,13,PORZIO NOEMI,Libero,1984,180,ITA,-
2007/2008,A1,Tena Santeramo,15,DE LUCA BARBARA,Spiker,1975,182,ITA,-
2007/2008,A1,Tena Santeramo,17,MARULLI MONICA,Middleblocker,1975,196,ITA,-
2007/2008,A1,Unicom Starker Kerakoll Sassuolo,1,TENZA CHIARA,Spiker,1991,0,-,from 04/11/2007
2007/2008,A1,Unicom Starker Kerakoll Sassuolo,2,NUCU IULIANA,Middleblocker,1980,186,ROM,-
2007/2008,A1,Unicom Starker Kerakoll Sassuolo,3,GENNARI ALESSIA,Middleblocker,1991,0,-,from 11/11/2007
2007/2008,A1,Unicom Starker Kerakoll Sassuolo,4,VITEZ SANDRA,Spiker,1987,188,ITA,-
2007/2008,A1,Unicom Starker Kerakoll Sassuolo,5,COZZI VALENTINA,Libero,1985,177,ITA,-
2007/2008,A1,Unicom Starker Kerakoll Sassuolo,6,TURLEA CARMEN,Spiker,1975,185,ROM,-
2007/2008,A1,Unicom Starker Kerakoll Sassuolo,7,DEVETAG FRANCESCA,Middleblocker,1986,186,ITA,-
2007/2008,A1,Unicom Starker Kerakoll Sassuolo,8,DAINOTTO ELISA,Spiker,-,0,-,from 04/12/2007
2007/2008,A1,Unicom Starker Kerakoll Sassuolo,9,BOSETTI LUCIA,Spiker,1989,175,ITA,-
2007/2008,A1,Unicom Starker Kerakoll Sassuolo,10,PINCERATO GIULIA,Setter,1987,182,ITA,-
2007/2008,A1,Unicom Starker Kerakoll Sassuolo,11,DUSSINI LAURA,Spiker,-,0,-,from 04/11/2007
2007/2008,A1,Unicom Starker Kerakoll Sassuolo,12,LANCELLOTTI ELISA,Setter,1991,173,ITA,-
2007/2008,A1,Unicom Starker Kerakoll Sassuolo,13,RASTELLI GIULIA,Libero,1990,168,ITA,-
2007/2008,A1,Unicom Starker Kerakoll Sassuolo,14,KOZUCH MARGARETA ANNA,Spiker,1986,187,GER,-
2007/2008,A1,Unicom Starker Kerakoll Sassuolo,16,HAVELKOVA HELENA,Spiker,1988,188,CZE,-
2007/2008,A1,Unicom Starker Kerakoll Sassuolo,17,PLCHOTOVA IVANA,Middleblocker,1982,192,CZE,-
2007/2008,A1,Unicom Starker Kerakoll Sassuolo,18,MONTANARI GIULIA,Spiker,1990,0,-,from 14/12/2007
2007/2008,A1,Yamamay Busto Arsizio,1,ORTOLANI SERENA,Spiker,1987,187,ITA,-
2007/2008,A1,Yamamay Busto Arsizio,2,VIGANÒ NATALIA,Spiker,1979,178,ITA,-
2007/2008,A1,Yamamay Busto Arsizio,3,BUCKOVA KATERINA,Middleblocker,1978,194,CZE,-
2007/2008,A1,Yamamay Busto Arsizio,4,VALERIANO FEDERICA,Spiker,1985,179,ITA,-
2007/2008,A1,Yamamay Busto Arsizio,5,ESKO SAARA,Spiker,1980,178,FIN,-
2007/2008,A1,Yamamay Busto Arsizio,6,DIRICKX FRAUKE,Setter,1980,187,BEL,-
2007/2008,A1,Yamamay Busto Arsizio,7,RAVETTA MONICA,Spiker,1985,185,ITA,-
2007/2008,A1,Yamamay Busto Arsizio,8,MOLINENGO MICHELA,Libero,1978,160,ITA,-
2007/2008,A1,Yamamay Busto Arsizio,9,FOKKENS JETTIE,Setter,1975,178,NED,-
2007/2008,A1,Yamamay Busto Arsizio,10,SISCOVICH INGRID,Spiker,1980,184,CRO,from 26/09/2007
2007/2008,A1,Yamamay Busto Arsizio,11,LUCIANI NICOLETTA,Middleblocker,1979,185,ITA,-
2007/2008,A1,Yamamay Busto Arsizio,14,PARENTI DARIA,Middleblocker,1977,185,ITA,-
2007/2008,A2,1° Classe Roma,1,CORVESE VIVIANA,Middleblocker,1978,187,ITA,-
2007/2008,A2,1° Classe Roma,2,DE FRANCESHI GIORGIA,Spiker,-,0,-,from 17/02/2008
2007/2008,A2,1° Classe Roma,3,SCOGNAMILLO VALENTINA,Libero,1988,170,ITA,-
2007/2008,A2,1° Classe Roma,4,DROZINA ELENA,Setter,1978,181,ITA,-
2007/2008,A2,1° Classe Roma,5,PASSARINI VIOLA,Spiker,-,0,-,from 17/02/2008
2007/2008,A2,1° Classe Roma,6,MAZZONI CLAUDIA,Libero,1980,170,ITA,-
2007/2008,A2,1° Classe Roma,7,PEPE ANNALISA,Spiker,1978,182,ITA,until 27/11/2007
2007/2008,A2,1° Classe Roma,8,CARMINATI CHIARA,Middleblocker,1986,188,ITA,-
2007/2008,A2,1° Classe Roma,9,DONÀ MELISSA,Spiker,1982,178,ITA,-
2007/2008,A2,1° Classe Roma,10,SACCOMANI LAURA,Spiker,1991,192,ITA,-
2007/2008,A2,1° Classe Roma,11,CIAVARELLI CLAUDIA,Setter,1977,174,ITA,-
2007/2008,A2,1° Classe Roma,12,NAGY MARIANN,Spiker,1976,192,HUN,-
2007/2008,A2,1° Classe Roma,14,MATUSZKOVA TEREZA,Spiker,1982,190,CZE,-
2007/2008,A2,1° Classe Roma,15,MARLETTA VALERIA,Middleblocker,1976,191,ITA,-
2007/2008,A2,Aeronautica Militare Vigna Di Valle Roma,1,RUSSO ALESSIA,Middleblocker,1985,184,ITA,-
2007/2008,A2,Aeronautica Militare Vigna Di Valle Roma,2,GRASSI MARIA EUGENIA,Spiker,1983,181,ITA,-
2007/2008,A2,Aeronautica Militare Vigna Di Valle Roma,3,TANTURLI GIORGIA,Setter,1981,168,ITA,-
2007/2008,A2,Aeronautica Militare Vigna Di Valle Roma,5,VASIC MARIJA,Spiker,1979,180,SCG,from 15/11/2007
2007/2008,A2,Aeronautica Militare Vigna Di Valle Roma,7,OKAKA STEFANIA,Spiker,1989,183,ITA,-
2007/2008,A2,Aeronautica Militare Vigna Di Valle Roma,8,LUNARDI DILETTA,Middleblocker,1979,180,ITA,from 05/10/2007
2007/2008,A2,Aeronautica Militare Vigna Di Valle Roma,9,SCALAMBRETTI MARZIA,Spiker,1976,180,ITA,from 07/10/2007
2007/2008,A2,Aeronautica Militare Vigna Di Valle Roma,10,PROSPERI CRISTINA,Libero,1979,172,ITA,-
2007/2008,A2,Aeronautica Militare Vigna Di Valle Roma,11,KOTELNIKOVA OKSANA,Middleblocker,1975,192,UKR,from 15/11/2007
2007/2008,A2,Aeronautica Militare Vigna Di Valle Roma,12,LIGUORI DEBORAH,Spiker,1989,178,ITA,-
2007/2008,A2,Aeronautica Militare Vigna Di Valle Roma,13,BARBIERI TERESA,Setter,1978,180,ITA,-
2007/2008,A2,Aeronautica Militare Vigna Di Valle Roma,17,GIOVANNINI CRISTIANA,Spiker,1981,177,ITA,from 05/10/2007
2007/2008,A2,All Fin Volta Mantovana,1,ZAMORA GIL MARTHA MARIA,Spiker,1983,187,CUB,-
2007/2008,A2,All Fin Volta Mantovana,2,BRAGAGLIA ANTONELLA,Middleblocker,1973,184,ITA,-
2007/2008,A2,All Fin Volta Mantovana,3,RIPAMONTI SARA,Spiker,1975,175,ITA,-
2007/2008,A2,All Fin Volta Mantovana,4,CAVALLETTI AMBRA,Libero,1990,170,ITA,-
2007/2008,A2,All Fin Volta Mantovana,5,COSTANZI DEBORAH,Spiker,1987,183,ITA,-
2007/2008,A2,All Fin Volta Mantovana,6,GIOVANNELLI SILVIA,Middleblocker,1981,184,ITA,-
2007/2008,A2,All Fin Volta Mantovana,7,VINDEVOGHEL LIESBET,Spiker,1979,189,BEL,-
2007/2008,A2,All Fin Volta Mantovana,8,GORANOVA YANKOVA DESISLAVA,Spiker,1980,183,BUL,-
2007/2008,A2,All Fin Volta Mantovana,9,MARINELLI EVELYN,Libero,1974,175,ITA,-
2007/2008,A2,All Fin Volta Mantovana,10,CALLEGARO CINZIA,Setter,1975,175,ITA,-
2007/2008,A2,All Fin Volta Mantovana,13,CARLESSO MONICA,Setter,1974,175,ITA,-
2007/2008,A2,All Fin Volta Mantovana,14,CONTI ALESSIA,Spiker,1976,183,ITA,-
2007/2008,A2,All Fin Volta Mantovana,15,GUERRINI ANNALISA,Middleblocker,1979,184,ITA,-
2007/2008,A2,Biancoforno Santa Croce,1,CORJEUTANU MIRELA,Spiker,1977,192,ROM,from 18/01/2008
2007/2008,A2,Biancoforno Santa Croce,2,RENZI SILVIA,Middleblocker,1985,185,ITA,-
2007/2008,A2,Biancoforno Santa Croce,3,RANIA VALENTINA,Spiker,1985,183,ITA,-
2007/2008,A2,Biancoforno Santa Croce,4,POLI TANIA,Spiker,1978,181,ITA,-
2007/2008,A2,Biancoforno Santa Croce,5,BERTINI SABRINA,Spiker,1969,185,ITA,-
2007/2008,A2,Biancoforno Santa Croce,7,MALVESTITO SERENA,Middleblocker,1988,185,ITA,-
2007/2008,A2,Biancoforno Santa Croce,8,SOKOLOVA VANIA,Spiker,1971,189,AUT,-
2007/2008,A2,Biancoforno Santa Croce,9,ANGELOVA SVETLA,Setter,1988,179,ITA,-
2007/2008,A2,Biancoforno Santa Croce,10,PETRUCCI ALESSANDRA,Setter,1983,184,ITA,-
2007/2008,A2,Biancoforno Santa Croce,11,BRUNI SIMONA,Middleblocker,1975,178,ITA,-
2007/2008,A2,Biancoforno Santa Croce,12,SECCHI FRANCESCA,Spiker,1977,175,ITA,-
2007/2008,A2,Biancoforno Santa Croce,13,POLLASTRINI STEFANIA,Libero,1978,175,ITA,-
2007/2008,A2,Brunelli Volley Nocera Umbra,2,STACCHIOTTI MILENA,Middleblocker,1985,185,ITA,-
2007/2008,A2,Brunelli Volley Nocera Umbra,3,CIBELE LUCINDO AUGUSTA BARBOZA,Spiker,1981,182,BRA,-
2007/2008,A2,Brunelli Volley Nocera Umbra,4,ALIKAJ JONEDA,Spiker,1993,0,-,from 14/10/2007
2007/2008,A2,Brunelli Volley Nocera Umbra,4,PUCHACZEWSKI JESSICA,Spiker,1992,0,-,from 11/11/2007
2007/2008,A2,Brunelli Volley Nocera Umbra,5,TALITA DE CASSIA FERREIRA,Spiker,1985,185,BRA,-
2007/2008,A2,Brunelli Volley Nocera Umbra,6,FANELLA SILVIA,Spiker,1983,178,ITA,-
2007/2008,A2,Brunelli Volley Nocera Umbra,7,SANTINI ALICE,Spiker,1984,181,ITA,-
2007/2008,A2,Brunelli Volley Nocera Umbra,8,AGOSTINETTO GIULIA,Setter,1987,179,ITA,-
