Season,Division,Team,No,Player,Role,Born,Height,Nat. Sport.,Note
2007/2008,A2,Brunelli Volley Nocera Umbra,9,FILIPOVICS ANITA,Middleblocker,1988,191,HUN,-
2007/2008,A2,Brunelli Volley Nocera Umbra,10,CONTI ANDREA CAROLINA,Spiker,1982,193,ITA,-
2007/2008,A2,Brunelli Volley Nocera Umbra,11,PIATTELLA MARTINA,Setter,1987,175,ITA,-
2007/2008,A2,Brunelli Volley Nocera Umbra,12,GENANGELI GIULIA,Middleblocker,1983,182,ITA,-
2007/2008,A2,Brunelli Volley Nocera Umbra,14,CUCCHIARINI ALESSANDRA,Spiker,-,0,-,from 24/10/2007
2007/2008,A2,Brunelli Volley Nocera Umbra,14,CHIAVATTI GIORGIA,Spiker,-,0,-,from 17/02/2008
2007/2008,A2,Brunelli Volley Nocera Umbra,17,VALENZISE RUBINA,Libero,1981,165,ITA,-
2007/2008,A2,Cariparma Parma,1,ARNOLDI JENNY,Libero,1979,175,ITA,-
2007/2008,A2,Cariparma Parma,2,KVASNYTSIA NATALIIA,Spiker,1978,181,UKR,-
2007/2008,A2,Cariparma Parma,3,CONDE MARIANA ISABEL,Spiker,1973,185,ITA,-
2007/2008,A2,Cariparma Parma,4,OULOUADE GAIA,Middleblocker,-,0,-,from 20/01/2008
2007/2008,A2,Cariparma Parma,5,PORTA NICOL,Spiker,-,0,-,from 10/10/2007
2007/2008,A2,Cariparma Parma,5,GRANDO SAMANTHA,Middleblocker,1975,184,ITA,from 26/01/2008
2007/2008,A2,Cariparma Parma,7,BREDA VERONICA,Spiker,1979,186,ITA,-
2007/2008,A2,Cariparma Parma,9,CIRILLI ELIANA,Spiker,1987,184,ARG,from 16/09/2007
2007/2008,A2,Cariparma Parma,9,GROBER SOFIA,Libero,1971,0,-,from 10/10/2007
2007/2008,A2,Cariparma Parma,10,GIBERTINI GIULIA,Libero,1984,170,ITA,-
2007/2008,A2,Cariparma Parma,11,PELUSO ELISA,Setter,1978,175,ITA,-
2007/2008,A2,Cariparma Parma,12,BERTULETTI SILVIA,Middleblocker,1982,182,ITA,-
2007/2008,A2,Cariparma Parma,14,CRUCIANI CRISTINA,Middleblocker,1984,180,ITA,-
2007/2008,A2,Cariparma Parma,15,LEONARDI ELENA,Libero,-,0,-,from 28/11/2007
2007/2008,A2,Cariparma Parma,15,TONELLI ELENA,Setter,1982,176,ITA,from 13/12/2007
2007/2008,A2,Cariparma Parma,16,ROSSI VALENTINA,Middleblocker,1979,185,ITA,-
2007/2008,A2,Cariparma Parma,17,SHOPOVA NADEZHDA,Spiker,1984,187,BUL,-
2007/2008,A2,De Mitri Urbino,1,CRISTINO VALENTINA,Setter,1983,180,ITA,-
2007/2008,A2,De Mitri Urbino,2,MANCINI ANGELA,Setter,-,0,-,from 22/03/2008
2007/2008,A2,De Mitri Urbino,3,FILANTI MICHELA,Spiker,1981,178,ITA,-
2007/2008,A2,De Mitri Urbino,4,JOZSA SUSANA,Spiker,1983,185,HUN,-
2007/2008,A2,De Mitri Urbino,5,KRSTIC SVETLANA,Spiker,1978,187,SCG,until 12/11/2007
2007/2008,A2,De Mitri Urbino,7,GIULIODORI SARA,Middleblocker,1983,182,ITA,-
2007/2008,A2,De Mitri Urbino,8,VALLESE ANTONIETTA,Libero,1983,165,ITA,-
2007/2008,A2,De Mitri Urbino,10,MONCADA ELISA,Setter,1987,177,ITA,-
2007/2008,A2,De Mitri Urbino,13,LABATE ALESSANDRA,Middleblocker,1981,187,ITA,-
2007/2008,A2,De Mitri Urbino,14,BENINI GIULIA,Spiker,1983,188,ITA,-
2007/2008,A2,De Mitri Urbino,15,SERRANO REBECA,Spiker,1979,185,ESP,from 17/11/2007
2007/2008,A2,De Mitri Urbino,16,SILVA ELYMARA,Spiker,1985,178,BRA,-
2007/2008,A2,De Mitri Urbino,17,MENGHI SARA,Middleblocker,1983,182,ITA,-
2007/2008,A2,Edilkamin Ostiano,1,SQUIZZATO MICHELA,Setter,1987,185,ITA,-
2007/2008,A2,Edilkamin Ostiano,2,GIORIA SONIA,Setter,1978,173,ITA,-
2007/2008,A2,Edilkamin Ostiano,4,GUATELLI ALESSANDRA,Spiker,1983,178,ITA,-
2007/2008,A2,Edilkamin Ostiano,5,SERENA NATALIA,Spiker,1981,186,ITA,-
2007/2008,A2,Edilkamin Ostiano,6,LUCINI ROSALIA,Middleblocker,1980,193,ITA,-
2007/2008,A2,Edilkamin Ostiano,7,ZANINI GRETA,Spiker,1988,175,ITA,-
2007/2008,A2,Edilkamin Ostiano,8,DUMLER CORNELIA,Spiker,1982,182,GER,-
2007/2008,A2,Edilkamin Ostiano,10,POPOVIC IVANA,Spiker,1983,184,SCG,-
2007/2008,A2,Edilkamin Ostiano,12,ROMANÒ MARIA PIA,Middleblocker,1976,182,ITA,-
2007/2008,A2,Edilkamin Ostiano,13,PERRONI CHIARA,Libero,1977,168,ITA,-
2007/2008,A2,Edilkamin Ostiano,14,SALVI GIULIA,Middleblocker,1984,180,ITA,-
2007/2008,A2,Edilkamin Ostiano,15,FERRANTI SIMONA,Middleblocker,1980,186,ITA,-
2007/2008,A2,Europea 92 Virgin Radio Milano,1,CONTE ROSALINDA,Setter,1978,174,ITA,-
2007/2008,A2,Europea 92 Virgin Radio Milano,2,FACCHINETTI MARTINA,Spiker,-,0,-,from 07/10/2007
2007/2008,A2,Europea 92 Virgin Radio Milano,2,KRASTEVA ELITZA,Libero,1982,174,ITA,from 16/10/2007
2007/2008,A2,Europea 92 Virgin Radio Milano,3,ROSSO VALERIA,Middleblocker,1981,182,ITA,-
2007/2008,A2,Europea 92 Virgin Radio Milano,5,ABATE FEDERICA,Libero,1991,168,ITA,from 25/09/2007
2007/2008,A2,Europea 92 Virgin Radio Milano,5,GAGGIOTTI SARA,Libero,1980,171,ITA,from 25/01/2008
2007/2008,A2,Europea 92 Virgin Radio Milano,7,SANGIULIANO RACHELE,Setter,1981,182,ITA,-
2007/2008,A2,Europea 92 Virgin Radio Milano,9,STOJKOVIC BOJANA,Spiker,1985,184,SCG,-
2007/2008,A2,Europea 92 Virgin Radio Milano,10,CAMPANARI BARBARA,Middleblocker,1980,191,ITA,-
2007/2008,A2,Europea 92 Virgin Radio Milano,11,FRATONI ALESSANDRA TEIXEIRA,Spiker,1981,183,BRA,-
2007/2008,A2,Europea 92 Virgin Radio Milano,12,ORAZI LUDOVICA,Spiker,1987,189,ITA,-
2007/2008,A2,Europea 92 Virgin Radio Milano,13,GINANNESCHI DANIELA,Spiker,1978,173,ITA,-
2007/2008,A2,Europea 92 Virgin Radio Milano,14,SCILIPOTI FRANCESCA,Middleblocker,1974,184,ITA,-
2007/2008,A2,Europea 92 Virgin Radio Milano,15,NAPOLITANO SENKOVA JANA,Spiker,1982,182,CZE,-
2007/2008,A2,Florens Castellana Grotte,1,BELLAPIANTA CARMEN,Spiker,1987,177,ITA,-
2007/2008,A2,Florens Castellana Grotte,2,QUARANTA ANNAMARIA,Spiker,1981,184,ITA,-
2007/2008,A2,Florens Castellana Grotte,3,SESTINI DILETTA,Middleblocker,1987,180,ITA,-
2007/2008,A2,Florens Castellana Grotte,4,ELISANGELA PEREIRA DE SOUZA PAULINO,Spiker,1980,187,BRA,-
2007/2008,A2,Florens Castellana Grotte,5,DALIA LUDOVICA,Setter,1984,180,ITA,-
2007/2008,A2,Florens Castellana Grotte,6,ROANI MANUELA,Spiker,1983,186,ITA,-
2007/2008,A2,Florens Castellana Grotte,7,VINCIARELLI CRISTINA,Middleblocker,1980,180,ITA,-
2007/2008,A2,Florens Castellana Grotte,10,ZANOTTI BEATRICE,Middleblocker,1976,186,ITA,-
2007/2008,A2,Florens Castellana Grotte,11,SANSONNA STEFANIA,Libero,1982,175,ITA,-
2007/2008,A2,Florens Castellana Grotte,12,NATALI STEFANIA,Libero,1987,165,ITA,-
2007/2008,A2,Florens Castellana Grotte,13,QUADRI ALICE,Setter,1987,177,ITA,-
2007/2008,A2,Florens Castellana Grotte,15,BORTOLOZZI ANTONELA PAOLA,Spiker,1986,182,ARG,from 04/10/2007
2007/2008,A2,Magic Pack Cremona,1,BACCHI LUCIA,Spiker,1981,181,ITA,-
2007/2008,A2,Magic Pack Cremona,4,GARCIA MARQUEZ ELENA,Spiker,1979,188,ESP,-
2007/2008,A2,Magic Pack Cremona,5,FANZINI CATERINA,Spiker,1985,185,ITA,-
2007/2008,A2,Magic Pack Cremona,6,NARDINI DANIELA,Middleblocker,1982,182,ITA,-
2007/2008,A2,Magic Pack Cremona,9,CAROCCI LUNA VERONICA,Libero,1988,174,ITA,-
2007/2008,A2,Magic Pack Cremona,10,COSCI GIULIA,Setter,1987,177,ITA,-
2007/2008,A2,Magic Pack Cremona,12,STUFI FEDERICA,Middleblocker,1988,186,ITA,-
2007/2008,A2,Magic Pack Cremona,13,SACCONI CHIARA,Middleblocker,1986,186,ITA,-
2007/2008,A2,Magic Pack Cremona,15,VASILEVA ELITSA,Spiker,1990,191,BUL,-
2007/2008,A2,Magic Pack Cremona,16,MASONI MARIANNA,Spiker,1986,188,ITA,-
2007/2008,A2,Magic Pack Cremona,17,RONDON GIULIA,Setter,1987,190,ITA,-
2007/2008,A2,Marche Metalli Hik Castelfidardo,2,STINCONE CLAUDIA,Spiker,1992,0,-,from 02/12/2007
2007/2008,A2,Marche Metalli Hik Castelfidardo,3,ORTOLANI MARIA ELENA,Spiker,1989,182,ITA,-
2007/2008,A2,Marche Metalli Hik Castelfidardo,4,ROVETTA MARTA,Setter,1980,173,ITA,-
2007/2008,A2,Marche Metalli Hik Castelfidardo,5,ZANOLLA EMMA,Spiker,1982,180,ITA,-
2007/2008,A2,Marche Metalli Hik Castelfidardo,6,LANZINI ALESSIA,Libero,1981,165,ITA,-
2007/2008,A2,Marche Metalli Hik Castelfidardo,8,TOZZO VALENTINA,Middleblocker,1985,182,ITA,-
2007/2008,A2,Marche Metalli Hik Castelfidardo,9,PIOLANTI ALICE,Middleblocker,1987,188,ITA,-
2007/2008,A2,Marche Metalli Hik Castelfidardo,10,CERIONI MOIRA,Setter,1977,170,ITA,-
2007/2008,A2,Marche Metalli Hik Castelfidardo,12,SANDERS KITTY,Spiker,1980,186,NED,-
2007/2008,A2,Marche Metalli Hik Castelfidardo,13,BANCHIERI MOIRA,Spiker,1979,178,ITA,-
2007/2008,A2,Marche Metalli Hik Castelfidardo,15,CROZZOLIN ALESSANDRA,Middleblocker,1977,189,ITA,-
2007/2008,A2,Rebecchilupa Piacenza,1,NENKOVSKA ELENA,Spiker,1977,185,BUL,from 02/01/2008
2007/2008,A2,Rebecchilupa Piacenza,2,ROCCA ELISA,Spiker,1986,187,ITA,-
2007/2008,A2,Rebecchilupa Piacenza,4,SPASSOVA ANTONIA,Spiker,1979,181,ITA,from 05/10/2007
2007/2008,A2,Rebecchilupa Piacenza,5,DALL'ORA CHIARA,Middleblocker,1983,187,ITA,-
2007/2008,A2,Rebecchilupa Piacenza,6,CELLA ELISA,Spiker,1982,186,ITA,from 18/01/2008
2007/2008,A2,Rebecchilupa Piacenza,7,RUOSO NAIKE,Middleblocker,1983,190,ITA,-
2007/2008,A2,Rebecchilupa Piacenza,8,BORRELLI VALENTINA,Spiker,1978,190,ITA,-
2007/2008,A2,Rebecchilupa Piacenza,9,NICOLINI LAURA,Middleblocker,1979,187,ITA,-
2007/2008,A2,Rebecchilupa Piacenza,10,MARC DIANA RAMONA,Spiker,1979,183,ROM,until 23/01/2008
2007/2008,A2,Rebecchilupa Piacenza,11,BOSCOSCURO MARTINA,Libero,1988,165,ITA,-
2007/2008,A2,Rebecchilupa Piacenza,12,FAGIOLI BARBARA,Setter,1972,172,ITA,-
2007/2008,A2,Rebecchilupa Piacenza,14,KATIA ANDREA MONTEIRO,Setter,1973,172,BRA,-
2007/2008,A2,Rebecchilupa Piacenza,15,VORONINA TETYANA,Spiker,1977,187,UKR,until 30/12/2007
2007/2008,A2,Riso Scotti Pavia,1,CHITIGOI RANGELOVA RADOSTINA,Spiker,1978,188,BUL,from 21/11/2007
2007/2008,A2,Riso Scotti Pavia,2,BORGOGNO CHIARA,Middleblocker,1984,192,ITA,-
2007/2008,A2,Riso Scotti Pavia,3,TERRANOVA NADIA,Spiker,1985,175,ITA,-
2007/2008,A2,Riso Scotti Pavia,4,BERGOMI ELEONORA,Spiker,1989,177,ITA,-
2007/2008,A2,Riso Scotti Pavia,5,SPINATO ROSSANA,Setter,1977,178,ITA,-
2007/2008,A2,Riso Scotti Pavia,6,ALBERTI VALERIA,Libero,1984,175,ITA,-
2007/2008,A2,Riso Scotti Pavia,7,KORCZ ANNA,Middleblocker,1985,181,ITA,-
2007/2008,A2,Riso Scotti Pavia,8,MARRAFFINI EVA,Spiker,-,0,-,from 04/11/2007
2007/2008,A2,Riso Scotti Pavia,8,POMA CELESTE,Libero,1991,167,ITA,-
2007/2008,A2,Riso Scotti Pavia,9,AGOSTINETTO MARTA,Spiker,1987,184,ITA,-
2007/2008,A2,Riso Scotti Pavia,10,HORVATH DORA,Spiker,1988,188,HUN,-
2007/2008,A2,Riso Scotti Pavia,11,MANFREDINI COSTANZA,Spiker,1988,188,ITA,-
2007/2008,A2,Riso Scotti Pavia,12,BO ANNA,Setter,1974,180,ITA,-
2007/2008,A2,Riso Scotti Pavia,14,CAROLI SARA,Middleblocker,1979,182,ITA,-
2007/2008,A2,Stamplast San Vito,1,SEMERARO IOLANDA,Spiker,-,0,-,from 10/02/2008
2007/2008,A2,Stamplast San Vito,2,CORALLO SIMONA,Spiker,1989,179,ITA,-
2007/2008,A2,Stamplast San Vito,3,MASINO SERENA,Setter,1983,177,ITA,-
2007/2008,A2,Stamplast San Vito,4,GENTILE ANTONIETTA,Libero,1983,168,ITA,-
2007/2008,A2,Stamplast San Vito,5,CATALANO SIMONA,Libero,1980,167,ITA,-
2007/2008,A2,Stamplast San Vito,6,CAPUANO PAOLA,Spiker,1978,182,ITA,-
2007/2008,A2,Stamplast San Vito,7,KARALYUS EKATERINA,Spiker,1983,180,ITA,-
2007/2008,A2,Stamplast San Vito,8,FANELLI GERMANA,Middleblocker,1983,189,ITA,-
2007/2008,A2,Stamplast San Vito,9,DI CRESCENZO MANUELA,Setter,1988,180,ITA,-
2007/2008,A2,Stamplast San Vito,10,JALINE PRADO DE OLIVEIRA,Spiker,1979,190,BRA,-
2007/2008,A2,Stamplast San Vito,11,VANNI YLENIA,Middleblocker,1984,184,ITA,-
2007/2008,A2,Stamplast San Vito,12,SZCZYGIELSKA MARTA,Spiker,1981,184,BEL,from 05/10/2007
2007/2008,A2,Stamplast San Vito,14,AVRAMOVIC ALEKSANDRA,Middleblocker,1982,189,SCG,-
2007/2008,A2,Zoppas Industries Conegliano,1,COSTAGRANDE LUISINA MERCEDES,Spiker,1989,188,ITA,-
2007/2008,A2,Zoppas Industries Conegliano,2,BRAKOCEVIC CANZIAN JOVANA,Spiker,1988,196,SCG,-
2007/2008,A2,Zoppas Industries Conegliano,3,ROBAZZA ELENA,Spiker,1990,177,ITA,-
2007/2008,A2,Zoppas Industries Conegliano,6,BERNARDI MONICA ELIANA,Middleblocker,1989,188,ITA,-
2007/2008,A2,Zoppas Industries Conegliano,7,MARCON FRANCESCA,Spiker,1983,180,ITA,-
2007/2008,A2,Zoppas Industries Conegliano,8,DO CARMO BRAGA LUCIANA,Spiker,1979,185,BRA,-
2007/2008,A2,Zoppas Industries Conegliano,9,MANZANO ELISA,Middleblocker,1985,187,ITA,-
2007/2008,A2,Zoppas Industries Conegliano,10,DAL MAS ELISA,Spiker,1991,173,ITA,-
2007/2008,A2,Zoppas Industries Conegliano,11,BONAN CATERINA,Middleblocker,1986,190,ITA,-
2007/2008,A2,Zoppas Industries Conegliano,12,ROSSETTO CARLA,Libero,1984,168,ITA,-
2007/2008,A2,Zoppas Industries Conegliano,14,VIDAL HELENA CECILIA,Setter,1989,186,ITA,-
2007/2008,A2,Zoppas Industries Conegliano,15,POSITELLO STEFANIA,Middleblocker,1984,193,ITA,-
2007/2008,A2,Zoppas Industries Conegliano,16,SERENA VALENTINA,Setter,1981,184,ITA,-
2007/2008,A2,Zoppas Industries Conegliano,17,CESCHIN LISA,Libero,1993,165,ITA,-
2007/2008,A2,Zoppas Industries Conegliano,18,BARDINI ALESSANDRA,Spiker,-,0,-,from 29/12/2007
