Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,3527,-,C,Igor Gorgonzola Novara,Agil Volley,3,2,8,16,21,25,6,12,17,19,8,16,21,25,5,15,20,27,5,11,16,22,8,16,21,25,5,11,21,25,8,16,20,23,5,10,11,16,3,9,12,14,84,33,37,112,15,5,91,9,0.57,0.38,159,11,12,71,0.45,-,8
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,3527,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,2,3,6,12,17,19,8,16,21,25,5,15,20,27,8,16,21,25,8,16,21,25,5,11,16,22,8,16,20,23,5,11,21,25,3,9,12,14,5,10,11,16,80,28,34,109,18,7,97,10,0.56,0.38,139,8,8,61,0.44,-,12
2017/2018,A1,Regular_Season,1st,1,-,3001,14/10/2017,20:30,-,-,C,Pomì Casalmaggiore,Casalmaggiore,0,3,6,11,18,22,8,16,21,25,7,13,17,20,8,16,21,25,7,11,13,18,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,11,3,63,11,-,61,9,0.52,0.31,87,8,7,34,0.39,-,5
2017/2018,A1,Regular_Season,1st,1,-,3001,14/10/2017,20:30,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,3,0,8,16,21,25,6,11,18,22,8,16,21,25,7,13,17,20,8,16,21,25,7,11,13,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,23,25,71,10,6,52,4,0.62,0.4,92,9,6,42,0.46,-,7
2017/2018,A1,Regular_Season,1st,1,-,3002,14/10/2017,20:30,3527,-,C,Igor Gorgonzola Novara,Agil Volley,3,2,8,16,21,25,6,12,17,19,8,16,21,25,5,15,20,27,5,11,16,22,8,16,21,25,5,11,21,25,8,16,20,23,5,10,11,16,3,9,12,14,85,30,37,113,15,5,91,9,0.57,0.38,163,12,12,72,0.44,-,8
2017/2018,A1,Regular_Season,1st,1,-,3002,14/10/2017,20:30,3527,-,O,Unet E-Work Busto Arsizio,Busto Arsizio Uyba,2,3,6,12,17,19,8,16,21,25,5,15,20,27,8,16,21,25,8,16,21,25,5,11,16,22,8,16,20,23,5,11,21,25,3,9,12,14,5,10,11,16,88,31,38,114,9,5,106,12,0.6,0.43,168,16,12,71,0.42,-,12
2017/2018,A1,Regular_Season,1st,1,-,3003,14/10/2017,20:30,-,-,C,Liu Jo Nordmeccanica Modena,River Volley Piacenza,0,3,6,7,12,14,8,16,21,25,3,4,5,12,8,16,21,25,4,12,13,14,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,4,-21,41,3,-,66,14,0.36,0.15,81,1,15,24,0.3,-,2
2017/2018,A1,Regular_Season,1st,1,-,3003,14/10/2017,20:30,-,-,O,Savino Del Bene Scandicci,Scandicci,3,0,8,16,21,25,6,7,12,14,8,16,21,25,3,4,5,12,8,16,21,25,4,12,13,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67,37,44,74,8,10,38,2,0.45,0.21,81,4,2,42,0.52,-,15
2017/2018,A1,Regular_Season,1st,1,-,3004,15/10/2017,17:00,1500,-,C,Il Bisonte Firenze,Azzurra Volley San Casciano,3,1,6,14,21,25,8,16,20,23,8,12,16,21,7,16,21,25,8,0,21,25,6,0,19,23,8,16,21,25,5,12,18,23,-,-,-,-,-,-,-,-,72,26,36,94,13,6,83,7,0.77,0.67,151,11,4,59,0.39,-,7
2017/2018,A1,Regular_Season,1st,1,-,3004,15/10/2017,17:00,1500,-,O,Saugella Team Monza,Monza,1,3,8,16,20,23,6,14,21,25,7,16,21,25,8,12,16,21,6,0,19,23,8,0,21,25,5,12,18,23,8,16,21,25,-,-,-,-,-,-,-,-,63,18,27,94,11,4,81,7,0.75,0.59,147,9,7,55,0.37,-,4
2017/2018,A1,Regular_Season,1st,1,-,3005,15/10/2017,17:00,1650,-,C,Lardini Filottrano,Lardini Filottrano,3,1,8,14,15,20,6,16,21,25,8,16,21,25,5,9,9,12,5,0,0,25,8,0,0,19,8,16,21,25,4,6,14,18,-,-,-,-,-,-,-,-,72,38,41,93,6,3,67,8,0.52,0.37,142,11,6,51,0.36,-,18
2017/2018,A1,Regular_Season,1st,1,-,3005,15/10/2017,17:00,1650,-,O,Mycicero Volley Pesaro,Pesaro,1,3,6,16,21,25,8,14,15,20,5,9,9,12,8,16,21,25,8,0,0,19,5,0,0,25,4,6,14,18,8,16,21,25,-,-,-,-,-,-,-,-,50,16,9,74,7,3,86,6,0.59,0.28,146,10,18,41,0.28,-,6
2017/2018,A1,Regular_Season,1st,1,-,3006,15/10/2017,17:00,1400,-,C,Sab Volley Legnano,Sab Volley Legnano,3,0,4,12,14,25,8,16,21,18,6,10,14,25,8,16,21,14,6,9,12,25,8,16,21,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,29,32,73,6,4,47,5,0.55,0.21,83,3,5,39,0.47,-,17
2017/2018,A1,Regular_Season,1st,1,-,3006,15/10/2017,17:00,1400,-,O,Foppapedretti Bergamo,Volley Bergamo,0,3,8,16,21,18,4,12,14,25,8,16,21,14,6,10,14,25,8,16,21,16,6,9,12,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,10,-12,50,3,1,67,8,0.54,0.22,96,7,17,29,0.3,-,5
2017/2018,A1,Regular_Season,1st,2,-,3007,25/10/2017,20:30,3031,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,3,1,8,16,21,20,4,14,17,25,6,13,17,34,8,16,21,32,7,13,19,25,8,16,21,21,8,13,16,25,5,16,21,21,-,-,-,-,-,-,-,-,79,33,14,103,11,4,86,11,0.55,0.21,146,10,8,63,0.43,-,12
2017/2018,A1,Regular_Season,1st,2,-,3007,25/10/2017,20:30,3031,-,O,Il Bisonte Firenze,Azzurra Volley San Casciano,1,3,4,14,17,25,8,16,21,20,8,16,21,32,6,13,17,34,8,16,21,21,7,13,19,25,5,16,21,21,8,13,16,25,-,-,-,-,-,-,-,-,71,25,11,100,14,3,92,11,0.57,0.21,152,4,11,60,0.39,-,8
2017/2018,A1,Regular_Season,1st,2,-,3008,22/10/2017,17:00,1136,9902,C,Foppapedretti Bergamo,Volley Bergamo,1,3,6,16,21,27,8,14,17,29,6,16,17,25,8,15,21,19,8,16,21,16,4,6,11,25,8,16,21,18,5,11,15,25,-,-,-,-,-,-,-,-,58,18,-5,87,13,2,84,5,0.7,0.35,130,8,19,45,0.35,-,11
2017/2018,A1,Regular_Season,1st,2,-,3008,22/10/2017,17:00,1136,9902,O,Liu Jo Nordmeccanica Modena,River Volley Piacenza,3,1,8,14,17,29,6,16,21,27,8,15,21,19,6,16,17,25,4,6,11,25,8,16,21,16,5,11,15,25,8,16,21,18,-,-,-,-,-,-,-,-,70,26,8,97,13,1,74,4,0.51,0.3,127,10,10,50,0.39,-,19
