Season,Division,Team,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2
2017/2018,A2,Pool Libertas Cantù,14,SURACI Antonino,Spiker,1996,200,VA,ITA,-,-
2017/2018,A2,Pool Libertas Cantù,15,ALEXANDRE DE OLIVEIRA Caio,Spiker,1996,199,BRA,BRA,-,-
2017/2018,A2,Pool Libertas Cantù,17,PIAZZA Lorenzo,Setter,1992,182,PE,ITA,-,-
2017/2018,A2,Pool Libertas Cantù,18,ROBBIATI Gabriele,Middleblocker,1983,200,VC,ITA,-,-
2017/2018,A2,Sieco Service Ortona,1,PEDA Janis,Spiker,1985,198,LAT,LAT,-,-
2017/2018,A2,Sieco Service Ortona,2,SIMONI Michele,Middleblocker,1990,193,RM,ITA,-,-
2017/2018,A2,Sieco Service Ortona,3,PESARE Giancarlo,Libero,1995,178,CH,ITA,-,-
2017/2018,A2,Sieco Service Ortona,4,ZANETTIN Ivan,Spiker,1997,194,VEN,ITA,-,-
2017/2018,A2,Sieco Service Ortona,5,BENCZ Milan,Spiker,1987,206,SVK,SVK,-,-
2017/2018,A2,Sieco Service Ortona,7,TARTAGLIONE Simmaco,Spiker,1994,198,CE,ITA,-,-
2017/2018,A2,Sieco Service Ortona,8,OTTAVIANI Giuseppe,Spiker,1991,196,VT,ITA,-,-
2017/2018,A2,Sieco Service Ortona,9,SITTI Alessio,Setter,1996,183,CH,ITA,-,-
2017/2018,A2,Sieco Service Ortona,10,PROVVISIERO Giovanni,Libero,1996,173,TE,ITA,-,-
2017/2018,A2,Sieco Service Ortona,11,DI MEO Pietro,Spiker,1982,200,AQ,ITA,until 20/11/2017,-
2017/2018,A2,Sieco Service Ortona,12,LANCI Andrea,Setter,1980,176,CH,ITA,-,-
2017/2018,A2,Sieco Service Ortona,15,ZANINI Matteo,Middleblocker,1994,200,VR,ITA,-,-
2017/2018,A2,Sieco Service Ortona,17,OGURCAK Frantisek,Spiker,1984,198,SVK,SVK,from 17/11/2017,-
2017/2018,A2,Sieco Service Ortona,18,MENICALI Michael,Middleblocker,1990,203,TO,ITA,-,-
2017/2018,A2,Sigma Aversa,1,PINELLI Riccardo,Setter,1991,193,MO,ITA,-,-
2017/2018,A2,Sigma Aversa,2,BOESSO Filippo,Spiker,1993,190,PD,ITA,-,-
2017/2018,A2,Sigma Aversa,3,SANTANGELO Andrea,Spiker,1994,200,IS,ITA,-,-
2017/2018,A2,Sigma Aversa,4,VACCHIANO Marco,Libero,1988,175,NA,ITA,-,-
2017/2018,A2,Sigma Aversa,5,GRASSI Tommaso,Setter,1994,195,MC,ITA,-,-
2017/2018,A2,Sigma Aversa,6,VIGIL GONZALEZ Alejandro,Middleblocker,1993,210,ESP,ESP,-,-
2017/2018,A2,Sigma Aversa,8,LIBRARO Enrico,Spiker,1983,194,NA,ITA,-,-
2017/2018,A2,Sigma Aversa,9,SIMEONOV Alexander,Spiker,1986,200,BUL,BUL,-,-
2017/2018,A2,Sigma Aversa,12,CATENA Stefano,Middleblocker,1992,204,RM,ITA,-,-
2017/2018,A2,Sigma Aversa,14,MONTÒ Davide,Spiker,1995,195,NA,ITA,-,-
2017/2018,A2,Sigma Aversa,15,BALDARI Simone,Spiker,1998,194,LE,ITA,-,-
2017/2018,A2,Sigma Aversa,16,MARRA Emanuele Maria,Libero,1998,186,AV,ITA,-,-
2017/2018,A2,Sigma Aversa,18,GIACOBELLI Mario,Middleblocker,1990,200,NA,ITA,-,-
2017/2018,A2,Vbc Mondovì,1,MENARDO Michael,Spiker,1990,191,CN,ITA,-,-
2017/2018,A2,Vbc Mondovì,3,CATTANEO Claudio,Spiker,1997,190,SV,ITA,-,-
2017/2018,A2,Vbc Mondovì,4,BOSIO Emanuele,Spiker,1997,198,CN,ITA,-,-
2017/2018,A2,Vbc Mondovì,6,MACCABRUNI Filippo,Setter,1999,196,MI,ITA,-,-
2017/2018,A2,Vbc Mondovì,7,PARUSSO Michele,Middleblocker,1987,197,CN,ITA,-,-
2017/2018,A2,Vbc Mondovì,8,MERCORIO Mario,Spiker,1983,191,CE,ITA,-,-
2017/2018,A2,Vbc Mondovì,9,SORDELLA Luigi,Middleblocker,1989,195,TO,ITA,-,-
2017/2018,A2,Vbc Mondovì,10,PRANDI Massimiliano,Libero,1989,189,PD,ITA,-,-
2017/2018,A2,Vbc Mondovì,11,PICCO Edoardo,Middleblocker,1994,206,CN,ITA,-,-
2017/2018,A2,Vbc Mondovì,13,CORTELLAZZI Emiliano,Setter,1985,190,CN,ITA,-,-
2017/2018,A2,Vbc Mondovì,14,PAOLETTI Matteo,Spiker,1982,203,AN,ITA,-,-
2017/2018,A2,Vbc Mondovì,15,BORGOGNO Luca,Spiker,1993,198,CN,ITA,-,-
2017/2018,A2,Videx Grottazzolina,1,MORELLI Michele,Spiker,1991,195,FG,ITA,-,-
2017/2018,A2,Videx Grottazzolina,3,BRANDI Nicolò,Spiker,1994,185,FM,ITA,-,-
2017/2018,A2,Videx Grottazzolina,4,VECCHI Riccardo,Spiker,1996,185,FM,ITA,-,-
2017/2018,A2,Videx Grottazzolina,5,DE FABRITIIS Giacomo,Spiker,1995,193,RM,ITA,-,-
2017/2018,A2,Videx Grottazzolina,6,PISON Francesco,Setter,1988,188,FM,ITA,-,-
2017/2018,A2,Videx Grottazzolina,7,CECATO Nicola,Setter,1988,185,AN,ITA,-,-
2017/2018,A2,Videx Grottazzolina,8,CALISTRI Bernardo,Libero,1993,188,MC,ITA,-,-
2017/2018,A2,Videx Grottazzolina,9,ROMAGNOLI Giulio,Middleblocker,1998,197,AN,ITA,-,-
2017/2018,A2,Videx Grottazzolina,10,RICHARDS Jordan,Spiker,1993,197,AUS,AUS,-,-
2017/2018,A2,Videx Grottazzolina,11,GASPARI Massimo,Middleblocker,1980,198,AP,ITA,-,-
2017/2018,A2,Videx Grottazzolina,12,FIORI Federico,Middleblocker,1980,200,MC,ITA,-,-
2017/2018,A2,Videx Grottazzolina,13,SALGADO Hiosvany,Middleblocker,1979,201,CUB,ITA,-,-
2017/2018,A2,Videx Grottazzolina,17,BRANDI Jacopo,Libero,1989,189,FM,ITA,-,-
2017/2018,A2,Videx Grottazzolina,18,MINNONI Mattia,Spiker,1981,191,FM,ITA,-,-
