Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,-,-,C,Igor Gorgonzola Novara,Agil Volley,1,Vasilantonaki Anthi,-,-,-,-,*,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,-,-,C,Igor Gorgonzola Novara,Agil Volley,3,Camera Letizia,-,-,-,-,*,*,-,*,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,-,-,C,Igor Gorgonzola Novara,Agil Volley,4,Plak Celeste,-,-,-,6,6,4,4,6,26,11,22,19,1,2,9,1,0.22,0.11,41,-,2,21,0.51,-,3
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,-,-,C,Igor Gorgonzola Novara,Agil Volley,5,Gibbemeyer Lauren,-,-,-,1,1,2,5,-,5,2,1,15,-,-,1,-,-,-,10,1,3,4,0.4,-,1
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,-,-,C,Igor Gorgonzola Novara,Agil Volley,7,Enright Stephanie,-,-,-,-,-,*,*,3,13,8,10,8,1,3,11,1,0.73,0.45,16,-,1,10,0.63,-,-
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,-,-,C,Igor Gorgonzola Novara,Agil Volley,8,Skorupa Katarzyna,-,-,-,5,5,3,3,5,1,1,1,15,-,-,-,-,-,-,1,-,-,-,-,-,1
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,-,-,C,Igor Gorgonzola Novara,Agil Volley,9,Bonifacio Sara,-,-,-,-,-,-,*,1,-,-,-,2,-,-,-,-,-,-,1,-,-,-,-,-,-
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,-,-,C,Igor Gorgonzola Novara,Agil Volley,10,Chirichella Cristina,-,-,-,4,4,5,2,4,11,4,6,16,4,-,-,-,-,-,15,-,1,9,0.6,-,2
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,-,-,C,Igor Gorgonzola Novara,Agil Volley,11,Sansonna Stefania,L,-,-,*,*,*,*,*,-,-,-1,-,-,-,26,1,0.65,0.46,-,-,-,-,-,-,-
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,-,-,C,Igor Gorgonzola Novara,Agil Volley,12,Piccinini Francesca,-,C,-,3,3,1,1,*,6,3,-6,14,1,-,41,6,0.61,0.41,19,3,2,6,0.32,-,-
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,-,-,C,Igor Gorgonzola Novara,Agil Volley,13,Populini Alessia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,-,-,C,Igor Gorgonzola Novara,Agil Volley,15,Zannoni Giorgia,L,-,-,-,*,-,*,*,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,-,-,C,Igor Gorgonzola Novara,Agil Volley,18,Egonu Paola,-,-,-,2,2,*,6,2,22,4,4,20,8,-,-,-,-,-,56,7,3,21,0.38,-,1
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,2,Bricio Samantha,-,-,-,4,1,1,1,1,18,4,11,19,3,1,32,3,0.59,0.38,34,1,-,17,0.5,-,-
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,3,Fiori Silvia,L,-,-,-,*,*,*,*,-,-,-2,5,2,-,-,-,-,-,-,-,-,-,-,-,-
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,5,De Kruijf Robin,-,-,-,2,5,5,5,5,14,6,8,10,2,-,7,1,0.43,0.29,24,-,3,9,0.38,-,5
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,6,Cella Elisa,-,-,-,*,*,*,*,*,-,-,-1,-,-,-,7,1,0.29,0.14,-,-,-,-,-,-,-
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,7,Folie Raphaela,-,-,-,5,2,2,2,2,7,1,-1,19,5,-,1,-,-,-,12,-,2,5,0.42,-,2
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,9,Melandri Laura,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,10,De Gennaro Monica,L,-,-,*,*,*,*,*,-,-,-4,-,-,-,17,4,0.65,0.59,-,-,-,-,-,-,-
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,11,Danesi Anna,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,12,Papafotiou Athina,-,-,-,*,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,13,Fabris Samanta,-,-,-,*,*,*,*,*,8,3,5,5,-,-,1,-,1,1,11,2,1,7,0.64,-,1
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,14,Wolosz Joanna,-,C,-,3,6,6,6,6,7,3,5,13,1,1,1,-,-,-,6,1,-,3,0.5,-,3
2017/2018,A1,Supercoppa,Final,-,-,0,1/11/2017,17:00,-,-,O,Imoco Volley Conegliano,Imoco Volley Conegliano,15,Hill Kimberly,-,-,-,1,4,4,4,4,13,7,5,18,4,1,31,1,0.58,0.35,30,1,1,11,0.37,-,1
