Division,Season,Team,Club,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2
A2,2024/2025,Campi Reali Cantù,Cantù,7 ,MARTINELLI Luca,Palleggiatore,1998,180,VR,ITA,-,-
A2,2024/2025,Campi Reali Cantù,Cantù,9 ,BRAGATTO Marco,Centrale,1997,196,FE,ITA,-,-
A2,2024/2025,Campi Reali Cantù,Cantù,10 ,QUAGLIOZZI Francesco,Schiacciatore,2003,192,RM,ITA,-,-
A2,2024/2025,Campi Reali Cantù,Cantù,11 ,GALLIANI Andrea,Schiacciatore,1988,204,MB,ITA,-,-
A2,2024/2025,Campi Reali Cantù,Cantù,12 ,CANDELI Nicola,Centrale,1993,200,BS,ITA,-,-
A2,2024/2025,Campi Reali Cantù,Cantù,13 ,MARZORATI Manuel,Centrale,2001,199,BG,ITA,-,-
A2,2024/2025,Campi Reali Cantù,Cantù,15 ,NOVELLO Marco,Schiacciatore,2002,198,TV,ITA,-,-
A2,2024/2025,Campi Reali Cantù,Cantù,16 ,BACCO Andrea,Schiacciatore,2003,185,MB,ITA,-,-
A2,2024/2025,Conad Reggio Emilia,Reggio Emilia,1 ,ZECCA Alessandro,Libero,2004,183,RE,ITA,-,-
A2,2024/2025,Conad Reggio Emilia,Reggio Emilia,2 ,SIGNORINI Davide,Schiacciatore,2005,194,VR,ITA,-,-
A2,2024/2025,Conad Reggio Emilia,Reggio Emilia,3 ,GOTTARDO Mattia,Schiacciatore,2001,192,PD,ITA,-,-
A2,2024/2025,Conad Reggio Emilia,Reggio Emilia,4 ,PORRO Simone,Palleggiatore,2007,191,GE,ITA,-,-
A2,2024/2025,Conad Reggio Emilia,Reggio Emilia,5 ,PARTENIO Pier Paolo,Palleggiatore,1993,195,MC,ITA,-,-
A2,2024/2025,Conad Reggio Emilia,Reggio Emilia,6 ,GUERRINI Francesco,Schiacciatore,2003,188,PG,ITA,-,-
A2,2024/2025,Conad Reggio Emilia,Reggio Emilia,7 ,PODA Danny,Schiacciatore,1999,194,FRA,FRA,dal 21/02/2025,-
A2,2024/2025,Conad Reggio Emilia,Reggio Emilia,8 ,DE ANGELIS Carlo,Libero,1996,190,LT,ITA,-,-
A2,2024/2025,Conad Reggio Emilia,Reggio Emilia,9 ,BARONE Rocco,Centrale,1987,198,RC,ITA,-,-
A2,2024/2025,Conad Reggio Emilia,Reggio Emilia,10 ,BONOLA Paolo,Centrale,1992,200,SO,ITA,-,-
A2,2024/2025,Conad Reggio Emilia,Reggio Emilia,13 ,GASPARINI Andrea,Schiacciatore,1996,200,CO,ITA,-,-
A2,2024/2025,Conad Reggio Emilia,Reggio Emilia,14 ,ALBERGHINI Riccardo,Centrale,2004,197,MO,ITA,-,-
A2,2024/2025,Conad Reggio Emilia,Reggio Emilia,17 ,SURACI Antonino,Schiacciatore,1996,200,VA,ITA,-,-
A2,2024/2025,Conad Reggio Emilia,Reggio Emilia,18 ,SIGHINOLFI Nicholas,Centrale,1994,206,MO,ITA,-,-
A2,2024/2025,Conad Reggio Emilia,Reggio Emilia,7 ,STABRAWA Pawel,Schiacciatore,1996,203,POL,POL,fino al 12/02/2025,-
A2,2024/2025,Consar Ravenna,Ravenna,1 ,COPELLI Riccardo,Centrale,1996,198,CR,ITA,-,-
A2,2024/2025,Consar Ravenna,Ravenna,2 ,SELLERI Giacomo,Palleggiatore,2005,185,LC,ITA,-,-
A2,2024/2025,Consar Ravenna,Ravenna,3 ,VUKASINOVIC Marko,Schiacciatore,1993,196,MNE,MNE,dal 27/02/2025,-
A2,2024/2025,Consar Ravenna,Ravenna,4 ,GUZZO Tommaso,Schiacciatore,2002,197,PD,ITA,-,-
A2,2024/2025,Consar Ravenna,Ravenna,5 ,TALLONE Alessio,Schiacciatore,1999,199,PU,ITA,-,-
A2,2024/2025,Consar Ravenna,Ravenna,6 ,CANELLA Andrea,Centrale,1998,200,PD,ITA,-,-
A2,2024/2025,Consar Ravenna,Ravenna,9 ,MIRABELLA Gabriele,Centrale,2006,198,CT,ITA,-,-
A2,2024/2025,Consar Ravenna,Ravenna,10 ,GOI Riccardo,Libero,1992,173,MN,ITA,-,-
A2,2024/2025,Consar Ravenna,Ravenna,11 ,RUSSO Antonino,Palleggiatore,2004,185,NA,ITA,-,-
A2,2024/2025,Consar Ravenna,Ravenna,13 ,ZLATANOV Manuel,Schiacciatore,2008,201,PC,ITA,-,-
A2,2024/2025,Consar Ravenna,Ravenna,14 ,BERTONCELLO Simone,Schiacciatore,2007,192,VI,ITA,-,-
A2,2024/2025,Consar Ravenna,Ravenna,17 ,FERI Jan,Schiacciatore,2004,194,GO,ITA,-,-
A2,2024/2025,Consar Ravenna,Ravenna,18 ,GROTTOLI Lorenzo,Centrale,2000,194,RA,ITA,-,-
A2,2024/2025,Consar Ravenna,Ravenna,20 ,PASCUCCI Giovanni,Schiacciatore,2004,190,FC,ITA,-,-
A2,2024/2025,Consar Ravenna,Ravenna,8 ,EKSTRAND Hampus,Schiacciatore,2003,202,SWE,SWE,fino al 06/02/2025,-
A2,2024/2025,Cosedil Acicastello,Acicastello,1 ,BASIC Luka,Schiacciatore,1995,201,FRA,FRA,-,-
A2,2024/2025,Cosedil Acicastello,Acicastello,2 ,ROTTMAN Will,Schiacciatore,2001,198,USA,USA,-,-
A2,2024/2025,Cosedil Acicastello,Acicastello,3 ,ARGENTA Andrea,Schiacciatore,1996,205,VR,ITA,-,-
A2,2024/2025,Cosedil Acicastello,Acicastello,5 ,VOLPE Nicolò,Centrale,2003,199,TO,ITA,-,-
A2,2024/2025,Cosedil Acicastello,Acicastello,6 ,LUCCONI Manuele,Schiacciatore,1999,194,PU,ITA,dal 13/11/2024,-
A2,2024/2025,Cosedil Acicastello,Acicastello,7 ,BARTOLUCCI Filippo,Centrale,2003,197,PU,ITA,-,-
A2,2024/2025,Cosedil Acicastello,Acicastello,8 ,SAITTA Davide,Palleggiatore,1987,190,CT,ITA,-,-
A2,2024/2025,Cosedil Acicastello,Acicastello,11 ,ORTO Simone,Libero,2004,189,CT,ITA,-,-
A2,2024/2025,Cosedil Acicastello,Acicastello,13 ,LOMBARDO Simone,Libero,1995,180,CT,ITA,-,-
A2,2024/2025,Cosedil Acicastello,Acicastello,15 ,BOSSI Elia,Centrale,1994,202,TS,ITA,-,-
A2,2024/2025,Cosedil Acicastello,Acicastello,17 ,BARTOLINI Diego,Centrale,2005,198,PG,ITA,-,-
A2,2024/2025,Cosedil Acicastello,Acicastello,33 ,BERNARDIS Francesco,Palleggiatore,2004,193,TN,ITA,-,-
A2,2024/2025,Cosedil Acicastello,Acicastello,10 ,SABBI Giulio,Schiacciatore,1989,201,RM,ITA,fino al 11/03/2025,-
A2,2024/2025,Cosedil Acicastello,Acicastello,14 ,MANAVINEZHAD Mohammadjavad,Schiacciatore,1995,200,IRI,IRI,fino al 11/03/2025,-
A2,2024/2025,Cosedil Acicastello,Acicastello,12 ,PIERRI Francesco,Libero,1999,180,LE,ITA,fino al 13/12/2024,trasferito a JV Gioia Del Colle
A2,2024/2025,Delta Group Porto Viro,Porto Viro,1 ,BALLAN Riccardo,Centrale,1997,197,PD,ITA,-,-
A2,2024/2025,Delta Group Porto Viro,Porto Viro,2 ,ARGUELLES SANCHEZ Edwin,Schiacciatore,2003,199,CUB,ITA,-,-
A2,2024/2025,Delta Group Porto Viro,Porto Viro,3 ,MAGHENZANI Nicolò,Schiacciatore,2007,188,RO,ITA,-,-
A2,2024/2025,Delta Group Porto Viro,Porto Viro,5 ,MAGLIANO Lorenzo,Schiacciatore,2005,201,TO,ITA,-,-
A2,2024/2025,Delta Group Porto Viro,Porto Viro,6 ,FERREIRA SILVA Pedro Henrique,Schiacciatore,1996,200,BRA,BRA,-,-
A2,2024/2025,Delta Group Porto Viro,Porto Viro,7 ,GHIRARDI Pietro,Palleggiatore,2005,196,BS,ITA,-,-
A2,2024/2025,Delta Group Porto Viro,Porto Viro,8 ,LAMPRECHT Egon,Libero,1980,185,BZ,ITA,-,-
A2,2024/2025,Delta Group Porto Viro,Porto Viro,9 ,SPERANDIO Matteo,Centrale,1992,200,TV,ITA,-,-
A2,2024/2025,Delta Group Porto Viro,Porto Viro,10 ,INNOCENZI Andrea,Centrale,2000,203,MI,ITA,-,-
A2,2024/2025,Delta Group Porto Viro,Porto Viro,11 ,BELLIA Matteo,Schiacciatore,2000,200,TV,ITA,-,-
A2,2024/2025,Delta Group Porto Viro,Porto Viro,14 ,SIVULA Urpo,Schiacciatore,1988,195,FIN,FIN,dal 29/01/2025,-
A2,2024/2025,Delta Group Porto Viro,Porto Viro,16 ,MORGESE Davide,Libero,1996,172,RE,ITA,-,-
A2,2024/2025,Delta Group Porto Viro,Porto Viro,17 ,ECCHER Mattia,Centrale,2003,201,MB,ITA,-,-
A2,2024/2025,Delta Group Porto Viro,Porto Viro,18 ,CHILOIRO Gabriele,Schiacciatore,2004,203,MI,ITA,-,-
A2,2024/2025,Delta Group Porto Viro,Porto Viro,44 ,SANTAMBROGIO Filippo,Palleggiatore,1999,181,MI,ITA,-,-
A2,2024/2025,Delta Group Porto Viro,Porto Viro,13 ,ANDREOPOULOS Charalampos,Schiacciatore,2001,193,GRE,GRE,fino al 21/03/2025,-
A2,2024/2025,Emma Villas Siena,Siena,2 ,TRILLINI Stefano,Centrale,1999,190,MC,ITA,-,-
A2,2024/2025,Emma Villas Siena,Siena,3 ,NEVOT Thomas,Palleggiatore,1995,192,FRA,FRA,-,-
A2,2024/2025,Emma Villas Siena,Siena,4 ,BONAMI Federico,Libero,1993,183,FI,ITA,-,-
A2,2024/2025,Emma Villas Siena,Siena,5 ,MELATO Pietro,Palleggiatore,2004,190,,ITA,-,-
A2,2024/2025,Emma Villas Siena,Siena,6 ,COSER Martin,Libero,2004,187,TN,ITA,-,-
A2,2024/2025,Emma Villas Siena,Siena,9 ,ARAUJO Alan Patrick,Schiacciatore,1995,196,BRA,BRA,-,-
A2,2024/2025,Emma Villas Siena,Siena,10 ,ALPINI Matteo,Schiacciatore,2001,196,PO,ITA,-,-
A2,2024/2025,Emma Villas Siena,Siena,11 ,NELLI Gabriele,Schiacciatore,1993,208,LU,ITA,-,-
A2,2024/2025,Emma Villas Siena,Siena,13 ,ROSSI Andrea,Centrale,1989,202,AR,ITA,-,-
A2,2024/2025,Emma Villas Siena,Siena,15 ,PELLEGRINI Federico,Schiacciatore,2004,188,SI,ITA,-,-
A2,2024/2025,Emma Villas Siena,Siena,18 ,RANDAZZO Luigi,Schiacciatore,1994,200,CT,ITA,-,-
A2,2024/2025,Emma Villas Siena,Siena,22 ,CEBAN Victorio,Centrale,2001,203,FE,ITA,-,-
A2,2024/2025,Emma Villas Siena,Siena,77 ,CATTANEO Claudio,Schiacciatore,1997,192,SV,ITA,-,-
A2,2024/2025,Evolution Green Aversa,Aversa,3 ,ARASOMWAN Martins,Centrale,1995,200,NGR,ITA,-,-
A2,2024/2025,Evolution Green Aversa,Aversa,4 ,CANUTO Bruno,Schiacciatore,1990,195,BRA,BRA,-,-
A2,2024/2025,Evolution Green Aversa,Aversa,5 ,LYUTSKANOV Gordan,Schiacciatore,1997,196,BUL,BUL,-,-
A2,2024/2025,Evolution Green Aversa,Aversa,6 ,SAAR Kevin,Schiacciatore,1995,191,EST,EST,dal 07/01/2025,-
A2,2024/2025,Evolution Green Aversa,Aversa,7 ,ROSSINI Salvatore,Libero,1986,185,LT,ITA,-,-
A2,2024/2025,Evolution Green Aversa,Aversa,9 ,MOTZO Matheus,Schiacciatore,1999,192,BRA,ITA,-,-
A2,2024/2025,Evolution Green Aversa,Aversa,10 ,FRUMUSELU Cristian,Centrale,1997,207,ROU,ITA,-,-
A2,2024/2025,Evolution Green Aversa,Aversa,11 ,GARNICA Fernando Gabriel,Palleggiatore,1980,190,ARG,ITA,-,-
A2,2024/2025,Evolution Green Aversa,Aversa,13 ,AMBROSE Ionut,Centrale,2004,210,MC,ITA,-,-
A2,2024/2025,Evolution Green Aversa,Aversa,15 ,BARBON Gioele,Schiacciatore,2004,200,TV,ITA,dal 16/09/2024,-
A2,2024/2025,Evolution Green Aversa,Aversa,16 ,MINELLI Francesco,Palleggiatore,2002,193,BO,ITA,-,-
A2,2024/2025,Evolution Green Aversa,Aversa,17 ,MENTASTI Edoardo,Schiacciatore,2002,185,TN,ITA,-,-
A2,2024/2025,Evolution Green Aversa,Aversa,18 ,DI MEO Andrea,Palleggiatore,2006,195,NA,ITA,-,-
A2,2024/2025,Evolution Green Aversa,Aversa,21 ,AGOUZOUL Omar,Schiacciatore,2004,185,CE,ITA,-,-
A2,2024/2025,Evolution Green Aversa,Aversa,1 ,FRANKOWSKI Filip,Schiacciatore,1990,192,,POL,fino al 02/01/2025,-
A2,2024/2025,Evolution Green Aversa,Aversa,15 ,DE SANTIS Danilo,Schiacciatore,1993,200,VT,ITA,fino al 09/09/2024,-
A2,2024/2025,Gruppo Consoli Sferc Brescia,Brescia Atlantide,1 ,ERATI Alex,Centrale,1994,202,MI,ITA,-,-
A2,2024/2025,Gruppo Consoli Sferc Brescia,Brescia Atlantide,2 ,HOFFER Nicolò,Libero,2000,180,VR,ITA,-,-
A2,2024/2025,Gruppo Consoli Sferc Brescia,Brescia Atlantide,3 ,CAVUTO Oreste,Schiacciatore,1996,199,CH,ITA,-,-
A2,2024/2025,Gruppo Consoli Sferc Brescia,Brescia Atlantide,4 ,BONOMI Matteo,Palleggiatore,2006,182,BS,ITA,-,-
A2,2024/2025,Gruppo Consoli Sferc Brescia,Brescia Atlantide,5 ,TIBERTI Simone,Palleggiatore,1980,182,BS,ITA,-,-
A2,2024/2025,Gruppo Consoli Sferc Brescia,Brescia Atlantide,7 ,TONDO Alessandro,Centrale,1991,202,LE,ITA,-,-
A2,2024/2025,Gruppo Consoli Sferc Brescia,Brescia Atlantide,8 ,COMINETTI Roberto,Schiacciatore,1997,190,BG,ITA,-,-
A2,2024/2025,Gruppo Consoli Sferc Brescia,Brescia Atlantide,9 ,CARGIOLI Antonio,Centrale,1994,200,MI,ITA,-,-
A2,2024/2025,Gruppo Consoli Sferc Brescia,Brescia Atlantide,10 ,FRANZONI Andrea,Libero,1989,186,BS,ITA,-,-
A2,2024/2025,Gruppo Consoli Sferc Brescia,Brescia Atlantide,14 ,ZAMBONARDI Filippo,Schiacciatore,2009,184,BS,ITA,-,-
A2,2024/2025,Gruppo Consoli Sferc Brescia,Brescia Atlantide,15 ,BETTINZOLI Andrea,Schiacciatore,2003,190,BS,ITA,-,-
A2,2024/2025,Gruppo Consoli Sferc Brescia,Brescia Atlantide,19 ,BISSET ASTENGO Yordan,Schiacciatore,1994,200,CUB,CUB,-,-
A2,2024/2025,Gruppo Consoli Sferc Brescia,Brescia Atlantide,27 ,MANESSI Gabriele,Schiacciatore,2003,177,BS,ITA,-,-
A2,2024/2025,Gruppo Consoli Sferc Brescia,Brescia Atlantide,77 ,RAFFAELLI Giacomo,Schiacciatore,1995,194,GR,ITA,-,-
A2,2024/2025,MA Acqua S.Bernardo Cuneo,Cuneo,1 ,PINALI Giulio,Schiacciatore,1997,198,BO,ITA,-,-
A2,2024/2025,MA Acqua S.Bernardo Cuneo,Cuneo,2 ,CODARIN Lorenzo,Centrale,1996,200,UD,ITA,-,-
A2,2024/2025,MA Acqua S.Bernardo Cuneo,Cuneo,3 ,CAVACCINI Domenico,Libero,1987,178,SA,ITA,-,-
A2,2024/2025,MA Acqua S.Bernardo Cuneo,Cuneo,4 ,AGAPITOS Nicola,Schiacciatore,2005,201,CN,ITA,-,-
A2,2024/2025,MA Acqua S.Bernardo Cuneo,Cuneo,5 ,SOTTILE Daniele,Palleggiatore,1979,186,ME,ITA,-,-
A2,2024/2025,MA Acqua S.Bernardo Cuneo,Cuneo,6 ,MALAVASI Andrea,Schiacciatore,2005,194,MO,ITA,-,-
A2,2024/2025,MA Acqua S.Bernardo Cuneo,Cuneo,7 ,SETTE Felice,Schiacciatore,1996,187,BA,ITA,-,-
A2,2024/2025,MA Acqua S.Bernardo Cuneo,Cuneo,8 ,OBERTO Simone,Libero,2002,187,CN,ITA,-,-
A2,2024/2025,MA Acqua S.Bernardo Cuneo,Cuneo,9 ,MASTRANGELO Roberto,Palleggiatore,1998,188,CE,ITA,-,-
A2,2024/2025,MA Acqua S.Bernardo Cuneo,Cuneo,11 ,BRIGNACH Davide,Schiacciatore,2004,201,BZ,ITA,-,-
A2,2024/2025,MA Acqua S.Bernardo Cuneo,Cuneo,12 ,DE SOUZA Maciel Daniel,Schiacciatore,1988,196,BRA,BRA,dal 30/01/2025,-
A2,2024/2025,MA Acqua S.Bernardo Cuneo,Cuneo,13 ,COMPAGNONI Mirco,Centrale,2003,202,BS,ITA,-,-
A2,2024/2025,MA Acqua S.Bernardo Cuneo,Cuneo,16 ,CHIARAMELLO Tommaso,Centrale,2005,188,CN,ITA,-,-
A2,2024/2025,MA Acqua S.Bernardo Cuneo,Cuneo,24 ,ALLIK Karli,Schiacciatore,1996,192,EST,EST,-,-
A2,2024/2025,MA Acqua S.Bernardo Cuneo,Cuneo,90 ,VOLPATO Marco,Centrale,1990,198,VI,ITA,-,-
A2,2024/2025,OmiFer Palmi,Palmi,1 ,MARIANI Gabriele,Palleggiatore,2005,193,PI,ITA,-,-
A2,2024/2025,OmiFer Palmi,Palmi,2 ,LECAT Francois,Schiacciatore,1993,200,BEL,BEL,dal 18/12/2024,-
A2,2024/2025,OmiFer Palmi,Palmi,3 ,IOVIENO Cristian,Schiacciatore,2002,200,PG,ITA,-,-
A2,2024/2025,OmiFer Palmi,Palmi,4 ,GITTO Carmelo,Centrale,1987,200,ME,ITA,-,-
A2,2024/2025,OmiFer Palmi,Palmi,5 ,DONATI Francesco,Libero,2001,173,VR,ITA,-,-
A2,2024/2025,OmiFer Palmi,Palmi,8 ,MACCARONE Graziano,Centrale,1996,200,VV,ITA,-,-
A2,2024/2025,OmiFer Palmi,Palmi,10 ,CORRADO Francesco,Schiacciatore,1997,196,KR,ITA,-,-
A2,2024/2025,OmiFer Palmi,Palmi,11 ,PARIS Matteo,Palleggiatore,1983,188,RM,ITA,dal 06/11/2024,-
A2,2024/2025,OmiFer Palmi,Palmi,13 ,PROSPERI TURRI Francesco,Libero,2001,191,FI,ITA,-,-
A2,2024/2025,OmiFer Palmi,Palmi,14 ,SALA Lorenzo,Schiacciatore,2002,200,TN,ITA,-,-
A2,2024/2025,OmiFer Palmi,Palmi,16 ,CONCOLINO Gianluca,Centrale,1991,196,RC,ITA,-,-
A2,2024/2025,OmiFer Palmi,Palmi,18 ,CARBONE Peppino,Schiacciatore,1996,187,RC,ITA,-,-
A2,2024/2025,OmiFer Palmi,Palmi,80 ,GUASTAMACCHIA Francesco,Centrale,2003,193,VE,ITA,-,-
A2,2024/2025,OmiFer Palmi,Palmi,99 ,BENAVIDEZ Felipe,Schiacciatore,1997,194,ARG,POR,-,-
A2,2024/2025,OmiFer Palmi,Palmi,23 ,LAWRENCE Klistan,Schiacciatore,2003,201,CUB,PUR,fino al 17/01/2025,-
A2,2024/2025,OmiFer Palmi,Palmi,6 ,SPEROTTO Lorenzo,Palleggiatore,1999,190,VE,ITA,fino al 14/11/2024,trasferito a Rinascita Lagonegro
A2,2024/2025,Smartsystem Essence Hotels Fano,Fano,2 ,COSCIONE Manuel,Palleggiatore,1980,188,CN,ITA,-,-
A2,2024/2025,Smartsystem Essence Hotels Fano,Fano,3 ,RIZZI Jacopo,Libero,2004,192,PU,ITA,-,-
A2,2024/2025,Smartsystem Essence Hotels Fano,Fano,4 ,MERLO Pietro,Schiacciatore,1999,200,VI,ITA,-,-
A2,2024/2025,Smartsystem Essence Hotels Fano,Fano,5 ,ROBERTI Federico,Schiacciatore,2004,190,PU,ITA,-,-
A2,2024/2025,Smartsystem Essence Hotels Fano,Fano,6 ,RAFFA Mattia,Libero,1996,184,ZAM,ITA,-,-
A2,2024/2025,Smartsystem Essence Hotels Fano,Fano,7 ,MANDOLONI Tommaso,Palleggiatore,1998,185,PU,ITA,-,-
A2,2024/2025,Smartsystem Essence Hotels Fano,Fano,8 ,KLOBUCAR Jan,Schiacciatore,1992,195,SLO,SLO,-,-
A2,2024/2025,Smartsystem Essence Hotels Fano,Fano,9 ,MAGNANELLI Davide,Centrale,2003,190,PU,ITA,-,-
A2,2024/2025,Smartsystem Essence Hotels Fano,Fano,11 ,SORCINELLI Giacomo,Schiacciatore,2005,190,PU,ITA,-,-
A2,2024/2025,Smartsystem Essence Hotels Fano,Fano,12 ,COCCIA Matteo,Schiacciatore,2004,195,PU,ITA,-,-
A2,2024/2025,Smartsystem Essence Hotels Fano,Fano,13 ,ACUTI Alessandro,Centrale,2000,199,BZ,ITA,-,-
A2,2024/2025,Smartsystem Essence Hotels Fano,Fano,15 ,MARKS Christoph,Schiacciatore,1997,200,GER,GER,-,-
A2,2024/2025,Smartsystem Essence Hotels Fano,Fano,16 ,COMPAGNONI Federico,Centrale,2003,205,MN,ITA,-,-
A2,2024/2025,Smartsystem Essence Hotels Fano,Fano,18 ,TONKONOH Maksym,Schiacciatore,2007,214,UKR,UKR,dal 16/10/2024,-
A2,2024/2025,Smartsystem Essence Hotels Fano,Fano,23 ,MENGOZZI Stefano,Centrale,1985,202,RA,ITA,-,-
A2,2024/2025,Tinet Prata di Pordenone,Prata,2 ,KATALAN Nicolò,Centrale,1998,197,TS,ITA,-,-
A2,2024/2025,Tinet Prata di Pordenone,Prata,3 ,ALBERINI Alessio,Palleggiatore,1998,185,VE,ITA,-,-
A2,2024/2025,Tinet Prata di Pordenone,Prata,4 ,SIST Diego,Schiacciatore,2005,189,PN,ITA,-,-
A2,2024/2025,Tinet Prata di Pordenone,Prata,5 ,BENEDICENTI Alberto,Libero,2001,180,TO,ITA,-,-
A2,2024/2025,Tinet Prata di Pordenone,Prata,7 ,SCOPELLITI Simone,Centrale,1994,205,RC,ITA,-,-
A2,2024/2025,Tinet Prata di Pordenone,Prata,9 ,ERNASTOWICZ Marcin,Schiacciatore,1997,193,POL,POL,-,-
A2,2024/2025,Tinet Prata di Pordenone,Prata,10 ,AIELLO Alex Francesco Maria,Libero,2002,175,MB,ITA,-,-
A2,2024/2025,Tinet Prata di Pordenone,Prata,11 ,MENEGHEL Samuele,Centrale,2001,195,PN,ITA,-,-
A2,2024/2025,Tinet Prata di Pordenone,Prata,12 ,TERPIN Jernej,Schiacciatore,1996,195,GO,ITA,-,-
A2,2024/2025,Tinet Prata di Pordenone,Prata,14 ,GUERRIERO Filippo,Palleggiatore,2003,187,GE,ITA,-,-
A2,2024/2025,Tinet Prata di Pordenone,Prata,15 ,AGRUSTI Marinfranco,Centrale,1999,200,BA,ITA,-,-
A2,2024/2025,Tinet Prata di Pordenone,Prata,18 ,TRUOCCHIO Ranieri,Schiacciatore,2004,196,PT,ITA,-,-
A2,2024/2025,Tinet Prata di Pordenone,Prata,22 ,BOMBEN Mattia,Schiacciatore,2001,190,TV,ITA,-,-
A2,2024/2025,Tinet Prata di Pordenone,Prata,32 ,GAMBA Kristian,Schiacciatore,2000,190,AO,ITA,-,-
A3,2024/2025,Belluno Volley,Belluno,1 ,LUISETTO Michele,Centrale,1996,190,PD,ITA,-,-
A3,2024/2025,Belluno Volley,Belluno,2 ,FERRATO Leonardo,Palleggiatore,2001,196,PD,ITA,-,-
A3,2024/2025,Belluno Volley,Belluno,3 ,BASSANELLO Nicolò,Libero,1996,183,PD,ITA,-,-
A3,2024/2025,Belluno Volley,Belluno,4 ,SCHIRO Andrea,Schiacciatore,2001,203,VI,ITA,-,-
A3,2024/2025,Belluno Volley,Belluno,6 ,CENGIA Riccardo,Centrale,2001,198,VI,ITA,-,-
A3,2024/2025,Belluno Volley,Belluno,7 ,BASSO Enrico,Centrale,2000,197,PD,ITA,-,-
A3,2024/2025,Belluno Volley,Belluno,8 ,GUOLLA Stefano Antonio,Schiacciatore,2002,192,GER,ITA,-,-
A3,2024/2025,Belluno Volley,Belluno,9 ,BISI Fabio,Schiacciatore,1994,200,MO,ITA,-,-
A3,2024/2025,Belluno Volley,Belluno,10 ,MARTINEZ Gonzalo,Libero,2002,187,ARG,ITA,-,-
A3,2024/2025,Belluno Volley,Belluno,11 ,MIAN Riccardo,Schiacciatore,1998,195,UD,ITA,-,-
A3,2024/2025,Belluno Volley,Belluno,12 ,MOZZATO Matteo,Centrale,2002,197,TV,ITA,-,-
A3,2024/2025,Belluno Volley,Belluno,14 ,GUIZZARDI Francesco,Palleggiatore,1997,180,MI,ITA,-,-
A3,2024/2025,Belluno Volley,Belluno,15 ,BERGER Alexander,Schiacciatore,1988,193,AUT,AUT,dal 10/03/2025,-
A3,2024/2025,Belluno Volley,Belluno,17 ,SAIBENE Alberto,Schiacciatore,1998,192,PD,ITA,-,-
A3,2024/2025,Belluno Volley,Belluno,18 ,LOGLISCI Gianluca,Schiacciatore,1998,195,MN,ITA,-,-
A3,2024/2025,Belluno Volley,Belluno,5 ,GUARIENTI ZAPPOLI Enrico,Schiacciatore,1995,197,BRA,BRA,fino al 02/12/2024,trasferito a Domotek Reggio Calabria
A3,2024/2025,CUS Cagliari,Cagliari Cus,-,MELIS Luca,Centrale,1996,,OG,ITA,dal 25/01/2025,-
A3,2024/2025,CUS Cagliari,Cagliari Cus,2 ,PILUDU Marco Stefano,Libero,2007,175,CA,ITA,-,-
A3,2024/2025,CUS Cagliari,Cagliari Cus,3 ,BRISTOT Leonardo,Schiacciatore,2002,197,FE,ITA,-,-
A3,2024/2025,CUS Cagliari,Cagliari Cus,4 ,GALDENZI Pietro,Centrale,2004,204,AN,ITA,-,-
A3,2024/2025,CUS Cagliari,Cagliari Cus,5 ,CIARDO Federico Tommaso,Palleggiatore,2003,182,LE,ITA,-,-
A3,2024/2025,CUS Cagliari,Cagliari Cus,6 ,MENICALI Michael,Centrale,1990,203,TO,ITA,-,-
A3,2024/2025,CUS Cagliari,Cagliari Cus,7 ,DEIANA Federico,Schiacciatore,2003,186,OT,ITA,dal 15/11/2024,-
A3,2024/2025,CUS Cagliari,Cagliari Cus,8 ,MARINELLI Michele,Schiacciatore,1992,195,RM,ITA,-,-
A3,2024/2025,CUS Cagliari,Cagliari Cus,9 ,BUSCH Slawomir,Schiacciatore,1998,191,POL,POL,dal 22/11/2024,-
A3,2024/2025,CUS Cagliari,Cagliari Cus,10 ,RASCATO Ernesto,Centrale,2004,202,NA,ITA,-,-
A3,2024/2025,CUS Cagliari,Cagliari Cus,11 ,SANNA Giuseppe,Centrale,2007,200,CA,ITA,-,-
A3,2024/2025,CUS Cagliari,Cagliari Cus,12 ,SCIARRETTI Gabriele,Centrale,2004,193,TO,ITA,-,-
A3,2024/2025,CUS Cagliari,Cagliari Cus,13 ,CHIALÀ Donato,Schiacciatore,1998,188,CA,ITA,-,-
A3,2024/2025,CUS Cagliari,Cagliari Cus,14 ,ZIVOJINOVIC Victor,Palleggiatore,1999,187,VI,ITA,-,-
A3,2024/2025,CUS Cagliari,Cagliari Cus,15 ,EL MOUDDEN Omar,Libero,2002,182,BA,ITA,-,-
A3,2024/2025,CUS Cagliari,Cagliari Cus,16 ,DEIANA Gabriele,Schiacciatore,2006,182,OT,ITA,dal 15/11/2024,-
A3,2024/2025,CUS Cagliari,Cagliari Cus,17 ,GOZZO Stefano,Schiacciatore,1994,200,PD,ITA,-,-
A3,2024/2025,CUS Cagliari,Cagliari Cus,18 ,BRESA Bresat,Schiacciatore,2004,186,ALB,ITA,-,-
A3,2024/2025,CUS Cagliari,Cagliari Cus,23 ,BIASOTTO Morgan,Schiacciatore,2003,205,GE,ITA,-,-
A3,2024/2025,Diavoli Rosa Brugherio,Brugherio Diavoli Rosa,2 ,CORTI Tommaso,Libero,2008,180,MB,ITA,-,-
