Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,4,29/9/2024,18:00,2418 ,€ 18083 ,C,Cisterna Volley,Cisterna,17,Baranowicz Michele,-,-,-,5,4,5 ,4,-,1,-,-2,13,2,-,-,-,-,-,2,-,-,1,0.50 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,4,29/9/2024,18:00,2418 ,€ 18083 ,C,Cisterna Volley,Cisterna,18,Mazzone Daniele,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,4,29/9/2024,18:00,2418 ,€ 18083 ,C,Cisterna Volley,Cisterna,19,Rivas Willner,-,-,-,*,-,*,-,-,-,-,-2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,4,29/9/2024,18:00,2418 ,€ 18083 ,C,Cisterna Volley,Cisterna,20,Bayram Efe,-,-,-,6,5,6 ,5,-,15,3,4,18,3,1,16,1,0.63 ,0.38 ,30,1,2,14,0.47 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,4,29/9/2024,18:00,2418 ,€ 18083 ,C,Cisterna Volley,Cisterna,29,Nedeljkovic Aleksandar,-,-,-,4,3,4 ,3,-,7,2,4,12,1,-,1,-,1.00 ,1.00 ,7,1,-,6,0.86 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,4,29/9/2024,18:00,2418 ,€ 18083 ,O,Itas Trentino,Trento,2,Bristot Alessandro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,4,29/9/2024,18:00,2418 ,€ 18083 ,O,Itas Trentino,Trento,3,Pesaresi Nicola,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,4,29/9/2024,18:00,2418 ,€ 18083 ,O,Itas Trentino,Trento,4,Kozamernik Jan,-,-,-,2,2,2 ,2,-,5,1,-4,22,5,-,-,-,-,-,9,1,-,4,0.44 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,4,29/9/2024,18:00,2418 ,€ 18083 ,O,Itas Trentino,Trento,5,Michieletto Alessandro,-,-,-,4,4,4 ,4,-,18,5,10,16,2,1,21,-,0.43 ,0.33 ,29,2,-,17,0.59 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,4,29/9/2024,18:00,2418 ,€ 18083 ,O,Itas Trentino,Trento,6,Sbertoli Riccardo,-,-,-,6,6,6 ,6,-,1,1,-5,13,1,-,-,-,-,-,1,1,-,-,-,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,4,29/9/2024,18:00,2418 ,€ 18083 ,O,Itas Trentino,Trento,8,Pellacani Marco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,4,29/9/2024,18:00,2418 ,€ 18083 ,O,Itas Trentino,Trento,10,Garcia Fernandez Gabi,-,-,-,3,3,3 ,3,-,13,4,-,20,5,1,-,-,-,-,26,1,2,12,0.46 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,4,29/9/2024,18:00,2418 ,€ 18083 ,O,Itas Trentino,Trento,12,Magalini Giulio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,4,29/9/2024,18:00,2418 ,€ 18083 ,O,Itas Trentino,Trento,13,Laurenzano Gabriele,L,-,-,*,*,*,*,-,-,-,-1,-,-,-,25,1,0.56 ,0.20 ,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,4,29/9/2024,18:00,2418 ,€ 18083 ,O,Itas Trentino,Trento,14,Boschini Davide,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,4,29/9/2024,18:00,2418 ,€ 18083 ,O,Itas Trentino,Trento,15,Lavia Daniele,-,-,-,1,1,1 ,1,-,16,3,5,16,3,-,22,-,0.59 ,0.36 ,31,-,3,16,0.52 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,4,29/9/2024,18:00,2418 ,€ 18083 ,O,Itas Trentino,Trento,22,Bartha Bela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,4,29/9/2024,18:00,2418 ,€ 18083 ,O,Itas Trentino,Trento,23,Resende Gualberto Flavio,-,-,-,5,5,5 ,5,-,14,2,4,9,3,-,2,-,1.00 ,-,14,-,-,13,0.93 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,4,29/9/2024,18:00,2418 ,€ 18083 ,O,Itas Trentino,Trento,25,Acquarone Alessandro,-,-,-,-,-,*,-,-,-,-,-1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,C,Gioiella Prisma Taranto,Taranto,1,Santangelo Andrea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,C,Gioiella Prisma Taranto,Taranto,2,Luzzi Davide,L,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,C,Gioiella Prisma Taranto,Taranto,3,Held Tim,-,-,-,*,*,*,-,-,-,-,-2,3,2,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,C,Gioiella Prisma Taranto,Taranto,4,Alletti Aimone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,C,Gioiella Prisma Taranto,Taranto,5,Hofer Brodie,-,-,-,6,5,6 ,-,-,15,7,7,12,1,1,16,1,0.38 ,0.25 ,26,2,1,14,0.54 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,C,Gioiella Prisma Taranto,Taranto,6,Rizzo Marco,L,-,-,*,*,*,-,-,-,-,-1,-,-,-,14,1,0.50 ,0.21 ,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,C,Gioiella Prisma Taranto,Taranto,7,D'Heer Wout,-,-,-,1,6,1 ,-,-,6,4,-1,13,4,1,-,-,-,-,6,1,-,4,0.67 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,C,Gioiella Prisma Taranto,Taranto,8,Balestra Cosimo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,C,Gioiella Prisma Taranto,Taranto,9,Gironi Fabrizio,-,-,-,2,1,2 ,-,-,15,6,10,16,2,3,-,-,-,-,24,1,1,11,0.46 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,C,Gioiella Prisma Taranto,Taranto,10,Lanza Filippo,-,-,-,3,2,3 ,-,-,12,3,8,10,2,-,17,1,0.24 ,0.06 ,18,-,-,12,0.67 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,C,Gioiella Prisma Taranto,Taranto,11,Alonso Roamy,-,-,-,4,3,4 ,-,-,7,2,-1,10,2,1,3,1,0.33 ,-,5,2,-,2,0.40 ,-,4,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,C,Gioiella Prisma Taranto,Taranto,13,Fevereiro Diogo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,C,Gioiella Prisma Taranto,Taranto,17,Zimmermann Jan,-,-,-,5,4,5 ,-,-,3,2,-,9,-,-,-,-,-,-,1,-,-,1,1.00 ,-,2,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,C,Gioiella Prisma Taranto,Taranto,27,Paglialunga Luca,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,O,Allianz Milano,Milano,1,Kaziyski Matey,-,-,-,*,*,4 ,-,-,2,-,-2,4,-,-,7,1,0.57 ,0.29 ,8,1,1,2,0.25 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,O,Allianz Milano,Milano,2,Staforini Matteo,-,-,-,*,-,-,-,-,-,-,-,-,-,-,1,-,1.00 ,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,O,Allianz Milano,Milano,4,Zonta Nicola,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,O,Allianz Milano,Milano,5,Catania Damiano,L,-,-,*,*,*,-,-,-,-,-1,-,-,-,15,1,0.33 ,0.33 ,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,O,Allianz Milano,Milano,7,Reggers Ferre,-,-,-,4,6,3 ,-,-,13,3,2,11,3,1,3,-,-,-,25,4,2,10,0.40 ,-,2,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,O,Allianz Milano,Milano,10,Barotto Tommaso,-,-,-,*,*,*,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,O,Allianz Milano,Milano,11,Piano Matteo,-,-,-,6,2,*,-,-,1,-,-,5,-,-,-,-,-,-,2,-,-,1,0.50 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,O,Allianz Milano,Milano,12,Schnitzer Jordan,-,-,-,3,5,2 ,-,-,5,2,-,6,4,-,2,-,1.00 ,1.00 ,7,-,-,5,0.71 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,O,Allianz Milano,Milano,13,Gardini Davide,-,-,-,5,1,*,-,-,5,1,-3,4,3,-,15,1,0.53 ,0.27 ,10,-,3,5,0.50 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,O,Allianz Milano,Milano,15,Otsuka Tatsunori,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,O,Allianz Milano,Milano,16,Porro Paolo,-,-,-,1,3,6 ,-,-,4,2,-,12,-,2,1,-,-,-,4,-,-,2,0.50 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,O,Allianz Milano,Milano,17,Louati Yacine,-,-,-,2,4,1 ,-,-,9,2,-2,12,2,-,16,3,0.44 ,0.25 ,20,-,2,9,0.45 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,5,29/9/2024,17:00,1660 ,€ 13363 ,O,Allianz Milano,Milano,18,Caneschi Edoardo,-,-,-,-,*,5 ,-,-,1,-,-,6,-,-,-,-,-,-,1,-,-,1,1.00 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,C,Yuasa Battery Grottazzolina,Grottazzolina,1,Zhukouski Tsimafei,-,-,-,3,5,5 ,3,3,1,-,-2,21,2,-,-,-,-,-,1,-,-,1,1.00 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,C,Yuasa Battery Grottazzolina,Grottazzolina,2,Antonov Oleg,-,-,-,1,3,3 ,1,1,18,6,5,16,4,-,22,2,0.50 ,0.27 ,21,-,3,13,0.62 ,-,5,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,C,Yuasa Battery Grottazzolina,Grottazzolina,3,Cubito Marco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,C,Yuasa Battery Grottazzolina,Grottazzolina,4,Vecchi Riccardo,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,C,Yuasa Battery Grottazzolina,Grottazzolina,6,Demyanenko Danny,-,-,-,2,4,4 ,2,2,7,3,-6,14,6,1,3,-,1.00 ,1.00 ,8,-,1,3,0.38 ,-,3,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,C,Yuasa Battery Grottazzolina,Grottazzolina,7,Mattei Andrea,-,-,-,5,1,1 ,5,5,14,4,10,15,-,-,-,-,-,-,12,-,1,11,0.92 ,-,3,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,C,Yuasa Battery Grottazzolina,Grottazzolina,10,Comparoni Francesco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,C,Yuasa Battery Grottazzolina,Grottazzolina,12,Petkovic Dusan,-,-,-,6,2,2 ,6,6,31,9,18,19,4,1,-,-,-,-,45,3,4,28,0.62 ,-,2,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,C,Yuasa Battery Grottazzolina,Grottazzolina,13,Fedrizzi Michele,-,-,-,4,6,6 ,4,4,9,4,-10,23,3,1,38,6,0.47 ,0.24 ,17,-,6,8,0.47 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,C,Yuasa Battery Grottazzolina,Grottazzolina,15,Marchiani Manuele,-,-,-,-,-,*,*,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,C,Yuasa Battery Grottazzolina,Grottazzolina,20,Cvanciger Gabrijel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,C,Yuasa Battery Grottazzolina,Grottazzolina,21,Tatarov Georgi,-,-,-,*,-,*,-,*,1,-,-,2,-,-,2,-,-,-,4,-,-,1,0.25 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,C,Yuasa Battery Grottazzolina,Grottazzolina,23,Schalk Matteo,-,-,-,-,-,*,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,C,Yuasa Battery Grottazzolina,Grottazzolina,44,Marchisio Andrea,L,-,-,*,*,*,*,*,-,-,-3,-,-,-,24,3,0.42 ,0.29 ,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,O,Mint Vero Volley Monza,Monza,1,Lee Woo-Jin,-,-,-,-,*,-,-,*,-,-,-1,2,1,-,1,-,1.00 ,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,O,Mint Vero Volley Monza,Monza,3,Taiwo Gioele Adeola,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,O,Mint Vero Volley Monza,Monza,5,Juantorena Osmany,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,O,Mint Vero Volley Monza,Monza,6,Rohrs Erik,-,-,-,4,5,3 ,4,6,14,8,3,18,3,3,30,2,0.43 ,0.13 ,29,1,2,9,0.31 ,-,2,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,O,Mint Vero Volley Monza,Monza,7,Marttila Luka,-,-,-,1,2,6 ,1,3,14,7,4,18,3,2,32,1,0.41 ,0.16 ,27,2,4,11,0.41 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,O,Mint Vero Volley Monza,Monza,11,Mancini Filippo,-,-,-,*,-,*,*,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,O,Mint Vero Volley Monza,Monza,13,Beretta Thomas,-,-,-,5,6,4 ,5,1,12,2,1,12,1,1,1,-,-,-,13,3,-,7,0.54 ,-,4,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,O,Mint Vero Volley Monza,Monza,14,Kreling Fernando,-,-,-,6,1,5 ,6,2,4,3,-3,24,4,1,-,-,-,-,2,-,-,1,0.50 ,-,2,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,O,Mint Vero Volley Monza,Monza,17,Picchio Matteo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,O,Mint Vero Volley Monza,Monza,18,Di Martino Gabriele,-,-,-,2,3,1 ,2,4,13,3,1,16,3,1,2,-,0.50 ,-,13,-,-,9,0.69 ,-,3,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,O,Mint Vero Volley Monza,Monza,20,Gaggini Marco,L,-,-,*,*,*,*,*,-,-,-,-,-,-,29,-,0.52 ,0.21 ,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,1,-,6,29/9/2024,19:00,2153 ,€ 21823 ,O,Mint Vero Volley Monza,Monza,31,Szwarc Arthur,-,-,-,3,4,2 ,3,5,30,9,10,18,7,2,-,-,-,-,41,3,7,25,0.61 ,-,3,,,,
2024/2025,SuperLega,Regular_Season,1st,2,-,7,6/10/2024,17:00,2564 ,€ 19590 ,C,Itas Trentino,Trento,2,Bristot Alessandro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,2,-,7,6/10/2024,17:00,2564 ,€ 19590 ,C,Itas Trentino,Trento,3,Pesaresi Nicola,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,2,-,7,6/10/2024,17:00,2564 ,€ 19590 ,C,Itas Trentino,Trento,4,Kozamernik Jan,-,-,-,2,2,2 ,-,-,7,3,1,16,3,1,1,-,-,-,8,-,-,4,0.50 ,-,2,,,,
2024/2025,SuperLega,Regular_Season,1st,2,-,7,6/10/2024,17:00,2564 ,€ 19590 ,C,Itas Trentino,Trento,5,Michieletto Alessandro,-,-,-,4,4,4 ,-,-,17,9,10,14,1,2,13,2,0.38 ,0.08 ,24,-,-,12,0.50 ,-,3,,,,
2024/2025,SuperLega,Regular_Season,1st,2,-,7,6/10/2024,17:00,2564 ,€ 19590 ,C,Itas Trentino,Trento,6,Sbertoli Riccardo,-,-,-,6,6,6 ,-,-,1,-,-4,15,1,-,-,-,-,-,-,-,-,-,-,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,2,-,7,6/10/2024,17:00,2564 ,€ 19590 ,C,Itas Trentino,Trento,8,Pellacani Marco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,2,-,7,6/10/2024,17:00,2564 ,€ 19590 ,C,Itas Trentino,Trento,10,Garcia Fernandez Gabi,-,-,-,3,3,3 ,-,-,12,5,7,10,1,-,-,-,-,-,17,1,1,10,0.59 ,-,2,,,,
2024/2025,SuperLega,Regular_Season,1st,2,-,7,6/10/2024,17:00,2564 ,€ 19590 ,C,Itas Trentino,Trento,11,Rychlicki Kamil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,2,-,7,6/10/2024,17:00,2564 ,€ 19590 ,C,Itas Trentino,Trento,12,Magalini Giulio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,2,-,7,6/10/2024,17:00,2564 ,€ 19590 ,C,Itas Trentino,Trento,13,Laurenzano Gabriele,L,-,-,*,*,*,-,-,-,-,-,-,-,-,14,-,0.79 ,0.21 ,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,2,-,7,6/10/2024,17:00,2564 ,€ 19590 ,C,Itas Trentino,Trento,15,Lavia Daniele,-,-,-,1,1,1 ,-,-,9,6,3,11,2,2,17,2,0.65 ,0.41 ,19,-,1,7,0.37 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,2,-,7,6/10/2024,17:00,2564 ,€ 19590 ,C,Itas Trentino,Trento,22,Bartha Bela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,2,-,7,6/10/2024,17:00,2564 ,€ 19590 ,C,Itas Trentino,Trento,23,Resende Gualberto Flavio,-,-,-,5,5,5 ,-,-,11,6,-1,8,2,-,2,-,1.00 ,0.50 ,12,-,1,8,0.67 ,-,3,,,,
2024/2025,SuperLega,Regular_Season,1st,2,-,7,6/10/2024,17:00,2564 ,€ 19590 ,C,Itas Trentino,Trento,25,Acquarone Alessandro,-,-,-,-,-,*,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,2,-,7,6/10/2024,17:00,2564 ,€ 19590 ,O,Gioiella Prisma Taranto,Taranto,1,Santangelo Andrea,-,-,-,5,6,6 ,-,-,12,2,5,6,1,-,-,-,-,-,28,3,3,12,0.43 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,2,-,7,6/10/2024,17:00,2564 ,€ 19590 ,O,Gioiella Prisma Taranto,Taranto,2,Luzzi Davide,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,2,-,7,6/10/2024,17:00,2564 ,€ 19590 ,O,Gioiella Prisma Taranto,Taranto,3,Held Tim,-,-,-,*,*,1 ,-,-,6,2,2,5,-,1,9,-,0.33 ,0.11 ,12,1,2,5,0.42 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,2,-,7,6/10/2024,17:00,2564 ,€ 19590 ,O,Gioiella Prisma Taranto,Taranto,4,Alletti Aimone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,2,-,7,6/10/2024,17:00,2564 ,€ 19590 ,O,Gioiella Prisma Taranto,Taranto,5,Hofer Brodie,-,-,-,3,4,4 ,-,-,12,5,-1,12,1,1,29,5,0.28 ,0.07 ,24,2,1,11,0.46 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,2,-,7,6/10/2024,17:00,2564 ,€ 19590 ,O,Gioiella Prisma Taranto,Taranto,6,Rizzo Marco,L,-,-,*,*,*,-,-,-,-,-,-,-,-,12,-,0.33 ,0.17 ,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,2,-,7,6/10/2024,17:00,2564 ,€ 19590 ,O,Gioiella Prisma Taranto,Taranto,7,D'Heer Wout,-,-,-,4,5,5 ,-,-,4,2,-5,11,4,1,-,-,-,-,5,1,-,2,0.40 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,2,-,7,6/10/2024,17:00,2564 ,€ 19590 ,O,Gioiella Prisma Taranto,Taranto,8,Balestra Cosimo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,2,-,7,6/10/2024,17:00,2564 ,€ 19590 ,O,Gioiella Prisma Taranto,Taranto,9,Gironi Fabrizio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,2,-,7,6/10/2024,17:00,2564 ,€ 19590 ,O,Gioiella Prisma Taranto,Taranto,10,Lanza Filippo,-,-,-,6,1,-,-,-,3,2,-7,4,2,1,11,1,0.27 ,-,14,2,4,1,0.07 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,2,-,7,6/10/2024,17:00,2564 ,€ 19590 ,O,Gioiella Prisma Taranto,Taranto,11,Alonso Roamy,-,-,-,1,2,2 ,-,-,4,1,-6,9,2,-,3,-,1.00 ,0.33 ,6,-,1,3,0.50 ,-,1,,,,
