Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,5,-,27,27/10/2024,16:00,2027 ,€ 11718 ,C,Allianz Milano,Milano,1,3,6,8,16,14,21,17,25,17,8,2,13,16,21,20,24,26,4,8,12,16,18,21,22,25,7,8,15,16,20,21,28,30,-,-,-,-,-,-,-,-,65,30,1,99,21,8,75,7,0.45 ,0.19 ,110,5,8,43,0.39 ,-,14,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,5,-,27,27/10/2024,16:00,2027 ,€ 11718 ,O,Rana Verona,Verona,3,1,8,6,14,16,17,21,17,25,2,8,16,13,20,21,26,24,8,4,16,12,21,18,25,22,8,7,16,15,21,20,30,28,-,-,-,-,-,-,-,-,70,31,.,97,22,6,78,9,0.28 ,0.09 ,111,10,14,56,0.50 ,-,8,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,5,-,28,27/10/2024,19:00,3347 ,€ 36865 ,C,Valsa Group Modena,Modena,3,0,8,5,16,12,21,15,25,17,8,4,16,15,21,20,25,21,8,7,16,13,21,13,25,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,29,16,73,17,5,43,4,0.47 ,0.35 ,67,7,4,41,0.61 ,-,10,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,5,-,28,27/10/2024,19:00,3347 ,€ 36865 ,O,Mint Vero Volley Monza,Monza,0,3,5,8,12,16,15,21,17,25,4,8,15,16,20,21,21,25,7,8,13,16,13,21,16,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,10,-20,56,13,2,56,7,0.48 ,0.29 ,65,6,10,24,0.37 ,-,4,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,5,-,29,27/10/2024,17:00,2676 ,€ 20799 ,C,Sonepar Padova,Padova,2,3,8,6,16,12,21,18,25,22,8,5,14,16,18,21,22,25,8,7,15,16,21,20,25,23,7,8,15,16,21,20,28,30,3,5,0,0,0,0,11,15,75,24,1,111,28,7,90,7,0.43 ,0.22 ,126,11,12,57,0.45 ,-,11,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,5,-,29,27/10/2024,17:00,2676 ,€ 20799 ,O,Gas Sales Bluenergy Piacenza,Piacenza,3,2,6,8,12,16,18,21,22,25,5,8,16,14,21,18,25,22,7,8,16,15,20,21,23,25,8,7,16,15,20,21,30,28,5,3,0,0,0,0,15,11,75,27,5,115,25,6,83,7,0.45 ,0.22 ,114,6,11,57,0.50 ,-,12,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,5,-,30,26/10/2024,18:00,1491 ,€ 10270 ,C,Gioiella Prisma Taranto,Taranto,3,1,8,6,16,8,21,11,25,14,4,8,13,16,18,21,23,25,8,6,16,12,21,17,25,17,8,7,16,15,21,20,29,27,-,-,-,-,-,-,-,-,75,33,20,101,16,6,65,8,0.40 ,0.25 ,101,5,7,56,0.55 ,-,13,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,5,-,30,26/10/2024,18:00,1491 ,€ 10270 ,O,Yuasa Battery Grottazzolina,Grottazzolina,1,3,6,8,8,16,11,21,14,25,8,4,16,13,21,18,25,23,6,8,12,16,17,21,17,25,7,8,15,16,20,21,27,29,-,-,-,-,-,-,-,-,62,18,-8,84,19,8,85,6,0.55 ,0.35 ,115,6,13,47,0.41 ,-,7,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,6,-,31,3/11/2024,20:30,4562 ,€ 41258 ,C,Sir Susa Vim Perugia,Perugia,3,2,4,8,10,16,15,21,21,25,8,3,16,12,21,18,25,27,8,6,16,12,21,14,25,18,8,3,16,8,21,14,25,18,5,4,0,0,0,0,15,12,74,33,5,111,26,10,73,6,0.45 ,0.26 ,109,5,14,56,0.51 ,-,8,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,6,-,31,3/11/2024,20:30,4562 ,€ 41258 ,O,Cucine Lube Civitanova,Lube,2,3,8,4,16,10,21,15,25,21,3,8,12,16,18,21,27,25,6,8,12,16,14,21,18,25,3,8,8,16,14,21,18,25,4,5,0,0,0,0,12,15,67,25,-13,100,26,5,85,12,0.32 ,0.18 ,99,8,8,48,0.48 ,-,14,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,6,-,32,3/11/2024,16:00,2670 ,€ 25244 ,C,Gas Sales Bluenergy Piacenza,Piacenza,3,0,8,4,16,10,21,16,25,20,8,7,16,11,21,15,25,19,8,4,16,12,21,14,25,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,25,10,73,14,7,47,3,0.47 ,0.30 ,68,5,1,38,0.56 ,-,11,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,6,-,32,3/11/2024,16:00,2670 ,€ 25244 ,O,Allianz Milano,Milano,0,3,4,8,10,16,16,21,20,25,7,8,11,16,15,21,19,25,4,8,12,16,14,21,17,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,10,-10,58,11,2,59,8,0.32 ,0.12 ,81,7,11,34,0.42 ,-,1,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,6,-,33,3/11/2024,17:00,1839 ,€ 12979 ,C,Mint Vero Volley Monza,Monza,3,2,8,5,16,12,21,16,25,19,8,6,16,13,21,17,25,21,3,8,10,16,14,21,20,25,7,8,12,16,18,21,21,25,5,2,0,0,0,0,15,9,64,23,-4,105,17,4,74,3,0.58 ,0.26 ,110,7,12,52,0.47 ,-,8,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,6,-,33,3/11/2024,17:00,1839 ,€ 12979 ,O,Gioiella Prisma Taranto,Taranto,2,3,5,8,12,16,16,21,19,25,6,8,13,16,17,21,21,25,8,3,16,10,21,14,25,20,8,7,16,12,21,18,25,21,2,5,0,0,0,0,9,15,73,19,-5,99,25,3,88,5,0.43 ,0.18 ,114,12,8,58,0.51 ,-,12,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,6,-,34,2/11/2024,20:30,3868 ,€ 30327 ,C,Rana Verona,Verona,2,3,7,8,14,16,21,21,25,22,5,8,11,16,15,21,18,25,8,6,16,9,21,16,25,18,5,8,15,16,16,21,21,25,3,5,0,0,0,0,12,15,73,24,1,102,12,3,85,12,0.47 ,0.24 ,113,7,10,61,0.54 ,-,9,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,6,-,34,2/11/2024,20:30,3868 ,€ 30327 ,O,Valsa Group Modena,Modena,3,2,8,7,16,14,21,21,22,25,8,5,16,11,21,15,25,18,6,8,9,16,16,21,18,25,8,5,16,15,21,16,25,21,5,3,0,0,0,0,15,12,85,32,27,104,19,10,90,4,0.42 ,0.18 ,123,6,9,65,0.53 ,-,10,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,6,-,35,3/11/2024,19:00,1334 ,€ 6529 ,C,Cisterna Volley,Cisterna,3,1,6,8,16,14,21,17,25,21,5,8,13,16,17,21,19,25,6,8,14,16,19,21,25,23,8,4,16,12,21,16,25,18,-,-,-,-,-,-,-,-,62,22,6,93,14,8,69,5,0.36 ,0.17 ,87,6,9,41,0.47 ,-,13,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,6,-,35,3/11/2024,19:00,1334 ,€ 6529 ,O,Sonepar Padova,Padova,1,3,8,6,14,16,17,21,21,25,8,5,16,13,21,17,25,19,8,6,16,14,21,19,23,25,4,8,12,16,16,21,18,25,-,-,-,-,-,-,-,-,66,23,3,88,19,5,79,8,0.44 ,0.20 ,113,12,13,52,0.46 ,-,9,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,6,-,36,3/11/2024,18:00,2288 ,€ 21586 ,C,Yuasa Battery Grottazzolina,Grottazzolina,1,3,8,7,16,12,21,19,25,22,7,8,13,16,17,21,18,25,6,8,13,16,18,21,21,25,7,8,12,16,18,21,23,25,-,-,-,-,-,-,-,-,59,16,-2,88,15,8,74,7,0.47 ,0.30 ,109,9,5,48,0.44 ,-,3,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,6,-,36,3/11/2024,18:00,2288 ,€ 21586 ,O,Itas Trentino,Trento,3,1,7,8,12,16,19,21,22,25,8,7,16,13,21,17,25,18,8,6,16,13,21,18,25,21,8,7,16,12,21,18,25,23,-,-,-,-,-,-,-,-,71,21,14,96,22,6,73,8,0.41 ,0.22 ,101,5,3,60,0.59 ,-,5,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,7,-,37,10/11/2024,18:00,3379 ,€ 26403 ,C,Itas Trentino,Trento,3,1,7,8,12,16,16,21,20,25,8,3,15,16,21,20,27,25,8,7,16,15,21,18,25,20,6,8,16,14,21,19,25,22,-,-,-,-,-,-,-,-,72,23,12,96,15,3,75,5,0.45 ,0.19 ,109,4,6,58,0.53 ,-,11,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,7,-,37,10/11/2024,18:00,3379 ,€ 26403 ,O,Rana Verona,Verona,1,3,8,7,16,12,21,16,25,20,3,8,16,15,20,21,25,27,7,8,15,16,18,21,20,25,8,6,14,16,19,21,22,25,-,-,-,-,-,-,-,-,71,22,8,93,18,5,81,5,0.44 ,0.17 ,111,7,11,60,0.54 ,-,6,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,7,-,38,10/11/2024,16:00,2586 ,€ 21568 ,C,Cucine Lube Civitanova,Lube,3,0,8,7,15,16,21,18,25,20,7,8,16,14,21,17,25,20,8,7,16,12,21,14,25,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,18,17,73,12,8,45,2,0.58 ,0.24 ,62,4,3,35,0.56 ,-,7,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,7,-,38,10/11/2024,16:00,2586 ,€ 21568 ,O,Gas Sales Bluenergy Piacenza,Piacenza,0,3,7,8,16,15,18,21,20,25,8,7,14,16,17,21,20,25,7,8,12,16,14,21,20,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,7,-5,62,17,2,61,8,0.44 ,0.21 ,72,6,7,39,0.54 ,-,3,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,7,-,39,9/11/2024,18:00,1499 ,€ 6624 ,C,Allianz Milano,Milano,3,1,8,4,16,11,21,15,25,18,8,6,16,13,21,17,25,20,8,7,16,14,21,18,25,27,8,7,16,10,21,16,25,19,-,-,-,-,-,-,-,-,70,28,11,99,19,5,63,3,0.62 ,0.37 ,106,8,11,55,0.52 ,-,10,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,7,-,39,9/11/2024,18:00,1499 ,€ 6624 ,O,Yuasa Battery Grottazzolina,Grottazzolina,1,3,4,8,11,16,15,21,18,25,6,8,13,16,17,21,20,25,7,8,14,16,18,21,27,25,7,8,10,16,16,21,19,25,-,-,-,-,-,-,-,-,56,15,-10,85,22,3,80,7,0.53 ,0.25 ,97,7,10,42,0.43 ,-,11,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,7,-,40,10/11/2024,18:00,3225 ,€ 33613 ,C,Valsa Group Modena,Modena,2,3,8,6,15,16,21,20,28,26,8,6,16,10,21,14,25,17,6,8,14,16,20,21,20,25,7,8,16,14,20,21,23,25,2,5,0,0,0,0,11,15,86,32,1,108,24,9,93,9,0.43 ,0.31 ,137,11,14,71,0.52 ,-,6,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,7,-,40,10/11/2024,18:00,3225 ,€ 33613 ,O,Cisterna Volley,Cisterna,3,2,6,8,16,15,20,21,26,28,6,8,10,16,14,21,17,25,8,6,16,14,21,20,25,20,8,7,14,16,21,20,25,23,5,2,0,0,0,0,15,11,73,30,9,107,14,6,84,11,0.43 ,0.29 ,108,6,6,53,0.49 ,-,14,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,7,-,41,10/11/2024,17:00,2572 ,€ 13762 ,C,Sonepar Padova,Padova,3,0,5,8,13,16,21,20,25,23,8,4,16,11,21,17,25,21,8,7,15,16,21,19,25,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,18,15,74,13,7,54,1,0.54 ,0.33 ,78,4,7,43,0.55 ,-,6,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,7,-,41,10/11/2024,17:00,2572 ,€ 13762 ,O,Mint Vero Volley Monza,Monza,0,3,8,5,16,13,20,21,23,25,4,8,11,16,17,21,21,25,7,8,16,15,19,21,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,12,-3,66,12,1,61,8,0.52 ,0.23 ,73,5,6,40,0.55 ,-,7,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,7,-,42,10/11/2024,19:00,2677 ,€ 28843 ,C,Gioiella Prisma Taranto,Taranto,0,3,2,8,9,16,15,21,18,25,3,8,6,16,9,21,14,25,8,7,11,16,19,21,29,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,8,-12,62,12,3,64,7,0.31 ,0.11 ,70,10,8,30,0.43 ,-,6,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,7,-,42,10/11/2024,19:00,2677 ,€ 28843 ,O,Sir Susa Vim Perugia,Perugia,3,0,8,2,16,9,21,15,25,18,8,3,16,6,21,9,25,14,7,8,16,11,21,19,31,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,25,9,80,16,6,50,3,0.48 ,0.22 ,77,6,6,44,0.57 ,-,8,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,8,-,43,16/11/2024,19:30,3756 ,€ 26449 ,C,Sir Susa Vim Perugia,Perugia,3,0,8,2,16,5,21,7,25,8,8,5,16,10,21,13,25,17,8,3,16,11,21,15,25,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,35,36,73,13,4,35,1,0.63 ,0.46 ,76,1,2,48,0.63 ,-,11,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,8,-,43,16/11/2024,19:30,3756 ,€ 26449 ,O,Yuasa Battery Grottazzolina,Grottazzolina,0,3,2,8,5,16,7,21,8,25,5,8,10,16,13,21,17,25,3,8,11,16,15,21,17,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,3,-19,44,9,1,60,5,0.48 ,0.23 ,76,2,11,23,0.30 ,-,2,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,8,-,44,17/11/2024,15:30,3627 ,€ 50360 ,C,Gas Sales Bluenergy Piacenza,Piacenza,1,3,2,8,5,16,10,21,18,25,6,8,15,16,19,21,22,25,8,4,16,13,21,17,25,22,5,8,12,16,18,21,22,25,-,-,-,-,-,-,-,-,63,15,-13,88,30,5,79,7,0.49 ,0.24 ,108,11,11,50,0.46 ,-,8,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,8,-,44,17/11/2024,15:30,3627 ,€ 50360 ,O,Itas Trentino,Trento,3,1,8,2,16,5,21,10,25,18,8,6,16,15,21,19,25,22,4,8,13,16,17,21,22,25,8,5,16,12,21,18,25,22,-,-,-,-,-,-,-,-,54,22,-5,96,17,6,58,5,0.47 ,0.26 ,90,7,8,37,0.41 ,-,11,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,8,-,45,17/11/2024,18:00,2844 ,€ 22791 ,C,Cucine Lube Civitanova,Lube,3,0,8,2,16,8,21,10,25,11,8,4,16,10,21,17,25,17,8,5,16,13,21,19,25,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,36,31,73,14,16,38,1,0.50 ,0.32 ,63,4,2,33,0.52 ,-,9,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,8,-,45,17/11/2024,18:00,2844 ,€ 22791 ,O,Valsa Group Modena,Modena,0,3,2,8,8,16,10,21,11,25,4,8,10,16,17,21,17,25,5,8,13,16,19,21,20,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,8,-24,50,12,.,59,17,0.32 ,0.17 ,63,5,9,26,0.41 ,-,2,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,8,-,46,17/11/2024,17:00,2346 ,€ 13388 ,C,Mint Vero Volley Monza,Monza,3,1,6,8,11,16,19,21,27,25,5,8,16,15,21,18,25,22,3,8,9,16,14,21,18,25,8,0,16,5,21,17,25,22,-,-,-,-,-,-,-,-,78,31,9,94,15,9,82,7,0.41 ,0.22 ,108,7,9,49,0.45 ,-,20,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,8,-,46,17/11/2024,17:00,2346 ,€ 13388 ,O,Rana Verona,Verona,1,3,8,6,16,11,21,19,25,27,8,5,15,16,18,21,22,25,8,3,16,9,21,14,25,18,0,8,5,16,17,21,22,25,-,-,-,-,-,-,-,-,70,26,-1,96,14,7,79,11,0.47 ,0.23 ,107,3,20,54,0.50 ,-,9,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,8,-,47,16/11/2024,20:30,1437 ,€ 5638 ,C,Cisterna Volley,Cisterna,3,0,8,6,16,10,21,12,25,16,6,8,16,15,21,20,26,24,8,4,16,14,21,18,25,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,20,14,74,11,6,48,4,0.42 ,0.25 ,80,4,4,40,0.50 ,-,7,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,8,-,47,16/11/2024,20:30,1437 ,€ 5638 ,O,Gioiella Prisma Taranto,Taranto,0,3,6,8,10,16,12,21,16,25,8,6,15,16,20,21,24,26,4,8,14,16,18,21,20,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,9,-7,62,14,4,63,6,0.32 ,0.11 ,79,7,7,35,0.44 ,-,4,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,8,-,48,17/11/2024,17:00,3123 ,€ 14821 ,C,Sonepar Padova,Padova,0,3,5,8,12,16,19,21,21,25,7,8,13,16,18,21,22,25,7,8,14,16,21,20,25,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,10,1,70,15,1,60,6,0.45 ,0.22 ,73,2,6,42,0.58 ,-,6,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,8,-,48,17/11/2024,17:00,3123 ,€ 14821 ,O,Allianz Milano,Milano,3,0,8,5,16,12,21,19,25,21,8,7,16,13,21,18,25,22,8,7,16,14,20,21,27,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,15,18,75,15,5,55,2,0.51 ,0.27 ,89,4,6,47,0.53 ,-,6,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,9,-,49,24/11/2024,17:00,3834 ,€ 26461 ,C,Itas Trentino,Trento,3,0,8,6,16,12,21,14,25,15,8,3,16,8,21,14,25,16,8,6,16,12,21,16,25,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,25,19,74,14,6,42,4,0.62 ,0.21 ,74,2,2,49,0.66 ,-,4,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,9,-,49,24/11/2024,17:00,3834 ,€ 26461 ,O,Mint Vero Volley Monza,Monza,0,3,6,8,12,16,14,21,15,25,3,8,8,16,14,21,16,25,6,8,12,16,16,21,20,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,6,-9,52,10,3,60,7,0.35 ,0.10 ,76,6,4,29,0.38 ,-,2,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,9,-,50,24/11/2024,18:00,8851 ,€ 92122 ,C,Allianz Milano,Milano,1,3,7,8,16,14,21,18,25,19,2,8,11,16,18,21,20,25,7,8,16,15,21,18,28,30,1,8,8,16,11,21,15,25,-,-,-,-,-,-,-,-,61,21,-6,89,19,3,77,17,0.39 ,0.10 ,85,5,6,45,0.53 ,-,13,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,9,-,50,24/11/2024,18:00,8851 ,€ 92122 ,O,Sir Susa Vim Perugia,Perugia,3,1,8,7,14,16,18,21,19,25,8,2,16,11,21,18,25,20,8,7,15,16,18,21,30,28,8,1,16,8,21,11,25,15,-,-,-,-,-,-,-,-,75,32,14,98,21,15,70,3,0.56 ,0.30 ,103,5,13,54,0.52 ,-,6,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,9,-,51,24/11/2024,19:00,4046 ,€ 26544 ,C,Rana Verona,Verona,3,0,8,6,16,9,21,14,25,20,6,8,16,13,21,19,25,21,8,3,16,7,21,11,25,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,25,24,73,11,2,52,6,0.50 ,0.29 ,76,4,3,48,0.63 ,-,10,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,9,-,51,24/11/2024,19:00,4046 ,€ 26544 ,O,Gas Sales Bluenergy Piacenza,Piacenza,0,3,6,8,9,16,14,21,20,25,8,6,13,16,19,21,21,25,3,8,7,16,11,21,18,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,11,-3,62,10,5,62,2,0.55 ,0.27 ,82,3,10,36,0.44 ,-,3,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,9,-,52,24/11/2024,18:00,3204 ,€ 33568 ,C,Valsa Group Modena,Modena,3,1,8,6,15,16,21,20,25,23,6,8,13,16,20,21,22,25,8,5,16,14,21,17,25,19,8,2,16,13,21,18,25,22,-,-,-,-,-,-,-,-,81,31,25,96,19,9,80,5,0.45 ,0.15 ,119,8,10,65,0.55 ,-,7,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,9,-,52,24/11/2024,18:00,3204 ,€ 33568 ,O,Sonepar Padova,Padova,1,3,6,8,16,15,20,21,23,25,8,6,16,13,21,20,25,22,5,8,14,16,17,21,19,25,2,8,13,16,18,21,22,25,-,-,-,-,-,-,-,-,62,22,7,90,10,5,77,11,0.43 ,0.25 ,100,6,7,47,0.47 ,-,10,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,9,-,53,24/11/2024,18:00,1620 ,€ 12088 ,C,Gioiella Prisma Taranto,Taranto,3,2,5,8,11,16,12,21,19,25,6,8,12,16,19,21,21,25,8,6,16,13,21,19,31,29,8,7,16,12,21,16,25,20,3,5,0,0,0,0,15,11,71,25,4,111,19,3,83,8,0.37 ,0.20 ,119,9,11,55,0.46 ,-,13,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,9,-,53,24/11/2024,18:00,1620 ,€ 12088 ,O,Cucine Lube Civitanova,Lube,2,3,8,5,16,11,21,12,25,19,8,6,16,12,21,19,25,21,6,8,13,16,19,21,29,31,7,8,12,16,16,21,20,25,5,3,0,0,0,0,11,15,82,29,1,110,27,7,92,3,0.54 ,0.29 ,137,11,13,64,0.47 ,-,11,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,9,-,54,23/11/2024,20:30,1661 ,€ 12638 ,C,Yuasa Battery Grottazzolina,Grottazzolina,1,3,8,4,16,14,21,18,25,21,4,8,11,16,19,21,23,25,3,8,9,16,14,21,19,25,5,8,12,16,13,21,17,25,-,-,-,-,-,-,-,-,65,22,6,85,12,8,86,10,0.42 ,0.23 ,114,8,14,48,0.42 ,-,9,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,9,-,54,23/11/2024,20:30,1661 ,€ 12638 ,O,Cisterna Volley,Cisterna,3,1,4,8,14,16,18,21,21,25,8,4,16,11,21,19,25,23,8,3,16,9,21,14,25,19,8,5,16,12,21,13,25,17,-,-,-,-,-,-,-,-,76,33,25,95,9,10,73,8,0.36 ,0.23 ,105,10,9,52,0.50 ,-,14,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,55,30/11/2024,18:00,2024 ,€ 14140 ,C,Gas Sales Bluenergy Piacenza,Piacenza,3,0,8,5,16,13,21,19,25,23,7,8,16,14,21,18,25,21,8,6,16,15,21,17,25,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,21,3,73,16,4,47,6,0.45 ,0.26 ,74,4,5,38,0.51 ,-,6,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,55,30/11/2024,18:00,2024 ,€ 14140 ,O,Yuasa Battery Grottazzolina,Grottazzolina,0,3,5,8,13,16,19,21,23,25,8,7,14,16,18,21,21,25,6,8,15,16,17,21,20,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,15,-7,66,19,5,57,4,0.61 ,0.33 ,76,7,6,34,0.45 ,-,5,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,56,1/12/2024,18:00,3583 ,€ 38455 ,C,Cucine Lube Civitanova,Lube,3,1,7,8,15,16,20,21,25,23,5,8,10,16,14,21,18,25,5,8,13,16,21,19,25,22,7,8,15,16,20,21,25,23,-,-,-,-,-,-,-,-,67,22,7,92,15,4,76,6,0.46 ,0.29 ,108,7,6,56,0.52 ,-,7,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,56,1/12/2024,18:00,3583 ,€ 38455 ,O,Itas Trentino,Trento,1,3,8,7,16,15,21,20,23,25,8,5,16,10,21,14,25,18,8,5,16,13,19,21,22,25,8,7,16,15,21,20,23,25,-,-,-,-,-,-,-,-,71,27,12,94,18,5,77,4,0.48 ,0.34 ,110,7,7,60,0.55 ,-,6,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,C,Mint Vero Volley Monza,Monza,1,3,8,7,16,15,20,21,27,25,3,8,6,16,10,21,15,25,8,6,13,16,17,21,17,25,8,6,14,16,17,21,20,25,-,-,-,-,-,-,-,-,52,16,-17,80,21,1,78,12,0.38 ,0.22 ,100,4,13,44,0.44 ,-,7,,,,,,,,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,O,Sir Susa Vim Perugia,Perugia,3,1,7,8,15,16,21,20,25,27,8,3,16,6,21,10,25,15,6,8,16,13,21,17,25,17,6,8,16,14,21,17,25,20,-,-,-,-,-,-,-,-,74,37,17,100,22,12,59,2,0.56 ,0.42 ,95,3,7,49,0.52 ,-,13,,,,,,,,,,,
