Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,C,Azimut Modena,Modena,1,Cook Brian,-,-,-,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,C,Azimut Modena,Modena,4,Petric Nemanja,-,-,5.6,4,4,4,-,-,9,5,3,9,2,1,11,1,0.36,0.18,19,1,1,7,0.37,-,1
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,C,Azimut Modena,Modena,5,Orduna Santiago,-,-,-,6,6,6,-,-,1,1,-4,8,2,-,-,-,-,-,2,-,-,-,-,-,1
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,C,Azimut Modena,Modena,6,Massari Jacopo,-,-,5.5,1,1,1,-,-,7,3,-7,13,3,2,23,5,0.57,0.39,13,1,3,5,0.38,-,-
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,C,Azimut Modena,Modena,7,Rossini Salvatore ,L,-,-,*,*,*,-,-,-,-,-1,-,-,-,18,1,0.78,0.67,-,-,-,-,-,-,-
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,C,Azimut Modena,Modena,8,Ngapeth Swan,-,-,-,*,*,*,-,-,-,-,-2,-,-,-,4,-,1,0.25,1,-,1,-,-,-,-
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,C,Azimut Modena,Modena,9,Ngapeth Earvin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,C,Azimut Modena,Modena,10,Le Roux Kevin,-,-,6.7,5,5,5,-,-,8,4,1,7,3,-,-,-,-,-,10,-,-,6,0.6,-,2
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,C,Azimut Modena,Modena,11,Piano Matteo,-,-,-,*,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,C,Azimut Modena,Modena,12,Holt Maxwell Philip,-,-,7.2,2,2,2,-,-,15,8,10,19,2,3,1,-,-,-,14,-,-,11,0.79,-,1
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,C,Azimut Modena,Modena,14,Onwuelo Samuel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,C,Azimut Modena,Modena,15,Zanni Michael,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,C,Azimut Modena,Modena,17,Vettori Luca,-,-,6.2,3,3,3,-,-,22,10,12,18,4,5,-,-,-,-,32,3,1,17,0.53,-,-
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,O,Biosì Indexa Sora,Sora,1,Marrazzo Federico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,O,Biosì Indexa Sora,Sora,2,Corsetti Marco ,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,O,Biosì Indexa Sora,Sora,3,Gotsev Svetoslav,-,-,5.5,5,2,2,-,-,4,3,-2,10,1,1,-,-,-,-,8,1,1,2,0.25,-,1
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,O,Biosì Indexa Sora,Sora,5,Tiozzo Nicola,-,-,-,*,-,*,-,-,2,1,-,-,-,-,2,2,-,-,4,-,-,2,0.5,-,-
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,O,Biosì Indexa Sora,Sora,6,Lucarelli Marco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,O,Biosì Indexa Sora,Sora,7,Santucci Marco ,L,-,-,*,*,*,-,-,-,-,-7,-,-,-,22,7,0.41,0.23,-,-,-,-,-,-,-
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,O,Biosì Indexa Sora,Sora,8,Kalinin Denis,-,-,6,4,1,1,-,-,6,4,-4,14,-,-,22,4,0.41,0.23,10,1,-,5,0.5,-,1
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,O,Biosì Indexa Sora,Sora,9,Rosso Mattia,-,-,5.9,1,4,4,-,-,8,5,-3,8,-,-,11,6,0.09,0.09,18,1,1,8,0.44,-,-
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,O,Biosì Indexa Sora,Sora,10,Mattei Andrea,-,-,-,2,5,5,-,-,1,-,-4,7,2,-,1,-,-,-,3,-,1,1,0.33,-,-
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,O,Biosì Indexa Sora,Sora,12,Seganov Georgi,-,-,-,3,6,6,-,-,1,-,-1,10,-,-,-,-,-,-,1,-,-,1,1,-,-
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,O,Biosì Indexa Sora,Sora,14,Mauti Pierpaolo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,O,Biosì Indexa Sora,Sora,15,Sperandio Matteo,-,-,-,*,*,*,-,-,-,-,-1,1,-,-,-,-,-,-,2,1,-,-,-,-,-
2016/2017,A1,Regular_Season,1st,1,-,1,2/10/2016,18:00,3301,31688,O,Biosì Indexa Sora,Sora,17,Miskevich Radzivon,-,-,6,6,3,3,-,-,14,7,9,10,-,2,-,-,-,-,24,2,2,8,0.33,-,4
2016/2017,A1,Regular_Season,1st,1,-,2,2/10/2016,18:00,2772,18938,C,Diatec Trentino,Trento,2,Nelli Gabriele,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016/2017,A1,Regular_Season,1st,1,-,2,2/10/2016,18:00,2772,18938,C,Diatec Trentino,Trento,3,Burgsthaler Matteo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016/2017,A1,Regular_Season,1st,1,-,2,2/10/2016,18:00,2772,18938,C,Diatec Trentino,Trento,4,Antonov Oleg,-,-,-,*,-,-,-,-,1,1,1,-,-,-,-,-,-,-,1,-,-,1,1,-,-
2016/2017,A1,Regular_Season,1st,1,-,2,2/10/2016,18:00,2772,18938,C,Diatec Trentino,Trento,5,Mazzone Tiziano,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016/2017,A1,Regular_Season,1st,1,-,2,2/10/2016,18:00,2772,18938,C,Diatec Trentino,Trento,6,Blasi Alessandro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016/2017,A1,Regular_Season,1st,1,-,2,2/10/2016,18:00,2772,18938,C,Diatec Trentino,Trento,8,Chiappa Matteo ,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016/2017,A1,Regular_Season,1st,1,-,2,2/10/2016,18:00,2772,18938,C,Diatec Trentino,Trento,9,Giannelli Simone,-,-,6.7,4,3,4,-,-,6,4,-,13,5,1,-,-,-,-,4,-,-,4,1,-,1
