Season,Division,Team,No,Player,Role,Born,Height,Nat. Sport.,Note
2016/2017,A2,Lpm Bam Mondovì,5,CARRARO ROBERTA,Setter,1998,181,ITA,-
2016/2017,A2,Lpm Bam Mondovì,6,D'ODORICO SOFIA,Spiker,1997,186,ITA,from 17/01/2017 PROVENIENTE DA IGOR GORGONZOLA NOVARA
2016/2017,A2,Lpm Bam Mondovì,8,POMA CELESTE,Libero,1991,168,ITA,-
2016/2017,A2,Lpm Bam Mondovì,9,MARTINA CHIARA,Middleblocker,1997,187,ITA,-
2016/2017,A2,Lpm Bam Mondovì,10,DHIMITRIADHI KAROLA,Spiker,1996,180,ITA,-
2016/2017,A2,Lpm Bam Mondovì,11,BORGOGNO CHIARA,Middleblocker,1984,192,ITA,-
2016/2017,A2,Lpm Bam Mondovì,12,BRUNO MONICA,Middleblocker,1994,184,ITA,-
2016/2017,A2,Lpm Bam Mondovì,13,STOMEO DEBORA,Setter,1984,179,ITA,-
2016/2017,A2,Lpm Bam Mondovì,14,ROLANDO ELENA,Libero,1999,165,ITA,-
2016/2017,A2,Lpm Bam Mondovì,15,BONELLI BIANCA,Spiker,2000,173,ITA,from 06/11/2016
2016/2017,A2,Lpm Bam Mondovì,16,CANE FEDERICA,Spiker,1997,180,ITA,-
2016/2017,A2,Lpm Bam Mondovì,18,CAMPERI AURORA,Spiker,1997,184,ITA,-
2016/2017,A2,Millenium Brescia,1,DALL'ACQUA CHIARA,Middleblocker,1985,183,ITA,-
2016/2017,A2,Millenium Brescia,2,BALDI GLORIA,Spiker,1993,185,ITA,-
2016/2017,A2,Millenium Brescia,3,GARAVAGLIA LAURA,Spiker,1989,185,ITA,-
2016/2017,A2,Millenium Brescia,5,VIGANÒ NATALIA,Spiker,1979,180,ITA,-
2016/2017,A2,Millenium Brescia,6,PORTALUPI ELENA,Libero,1987,167,ITA,-
2016/2017,A2,Millenium Brescia,7,BIAVA GIULIA,Spiker,1988,178,ITA,-
2016/2017,A2,Millenium Brescia,9,MARTINELLI MELISSA,Middleblocker,1993,185,ITA,-
2016/2017,A2,Millenium Brescia,10,SACCOMANI LAURA,Spiker,1991,189,ITA,-
2016/2017,A2,Millenium Brescia,11,PRANDI VITTORIA,Setter,1994,180,ITA,-
2016/2017,A2,Millenium Brescia,13,ZAMPEDRI PATRIZIA,Libero,1993,165,ITA,-
2016/2017,A2,Millenium Brescia,15,MAZZOLENI MONICA,Middleblocker,1997,186,ITA,-
2016/2017,A2,Millenium Brescia,17,DALL'ARA ALESSANDRA,Setter,1994,177,ITA,-
2016/2017,A2,Millenium Brescia,18,LAPI CHIARA,Middleblocker,1991,182,ITA,-
2016/2017,A2,myCicero Pesaro,1,MASTRODICASA FEDERICA,Middleblocker,1988,182,ITA,-
2016/2017,A2,myCicero Pesaro,2,DEGRADI ALICE,Spiker,1996,181,ITA,-
2016/2017,A2,myCicero Pesaro,3,OLIVOTTO ROSSELLA,Middleblocker,1991,184,ITA,-
2016/2017,A2,myCicero Pesaro,4,GHILARDI ALESSIA,Libero,1979,163,ITA,-
2016/2017,A2,myCicero Pesaro,5,GAMBA NICOLE,Libero,1998,170,ITA,-
2016/2017,A2,myCicero Pesaro,6,KIOSI ELENI,Spiker,1985,185,GRE,-
2016/2017,A2,myCicero Pesaro,7,DI IULIO ISABELLA,Setter,1991,175,ITA,-
2016/2017,A2,myCicero Pesaro,8,BUSSOLI SILVIA,Spiker,1993,183,ITA,-
2016/2017,A2,myCicero Pesaro,9,SANTINI ALICE,Spiker,1984,181,ITA,-
2016/2017,A2,myCicero Pesaro,10,PAMIO ALICE,Spiker,1998,179,ITA,-
2016/2017,A2,myCicero Pesaro,11,RIMOLDI REBECCA,Setter,1998,175,ITA,-
2016/2017,A2,myCicero Pesaro,13,TONELLO VIOLA,Middleblocker,1994,184,ITA,-
2016/2017,A2,Omia Cisterna,1,BACCIOTTINI BARBARA,Setter,1994,181,ITA,-
2016/2017,A2,Omia Cisterna,2,FUSARI CARLOTTA,Setter,1999,181,ITA,-
2016/2017,A2,Omia Cisterna,3,BORELLI FRANCESCA,Middleblocker,1995,185,ITA,-
2016/2017,A2,Omia Cisterna,5,BARBONI ARIANNA,Spiker,1996,186,ITA,-
2016/2017,A2,Omia Cisterna,6,NOSCHESE ANGELICA,Libero,1998,167,ITA,-
2016/2017,A2,Omia Cisterna,7,MODENA GIULIA,Spiker,1995,177,ITA,-
2016/2017,A2,Omia Cisterna,8,MARIANI LAURA,Spiker,1999,181,ITA,-
2016/2017,A2,Omia Cisterna,9,MARINELLI CLAUDIA,Libero,1989,169,ITA,-
2016/2017,A2,Omia Cisterna,10,BULAJIC IVANA,Middleblocker,1991,188,SRB,-
2016/2017,A2,Omia Cisterna,11,VENTURA FERREIRA JESSICA LORENA,Spiker,1991,185,BRA,-
2016/2017,A2,Omia Cisterna,14,ANTIGNANO FABIANA,Middleblocker,1995,186,ITA,-
2016/2017,A2,Omia Cisterna,15,MARUOTTI ILARIA,Spiker,1994,183,ITA,-
2016/2017,A2,Sab Grima Legnano,1,FIGINI FRANCESCA,Middleblocker,1995,186,ITA,-
2016/2017,A2,Sab Grima Legnano,2,PARIS SARA,Libero,1985,165,ITA,-
2016/2017,A2,Sab Grima Legnano,5,FURLAN ELEONORA,Middleblocker,1995,188,ITA,-
2016/2017,A2,Sab Grima Legnano,7,MUZI CHIARA,Spiker,1998,186,ITA,-
2016/2017,A2,Sab Grima Legnano,9,MINGARDI CAMILLA,Spiker,1997,181,ITA,-
2016/2017,A2,Sab Grima Legnano,11,CONEO AMANDA,Spiker,1996,177,COL,-
2016/2017,A2,Sab Grima Legnano,12,GRIGOLO LAURA,Spiker,1996,182,ITA,-
2016/2017,A2,Sab Grima Legnano,13,FACCHINETTI FABIOLA,Middleblocker,1989,182,ITA,-
2016/2017,A2,Sab Grima Legnano,15,KOSAREVA DAYANA,Spiker,1999,186,ITA,-
2016/2017,A2,Sab Grima Legnano,16,BOSSI MARTINA,Libero,1997,170,ITA,-
2016/2017,A2,Sab Grima Legnano,17,DE LELLIS SARA,Setter,1986,181,ITA,-
2016/2017,A2,Sab Grima Legnano,18,MAZZOTTI BIANCA,Setter,1998,183,ITA,-
2016/2017,A2,Volalto Caserta,2,PERCAN SONJA,Spiker,1981,186,CRO,until 02/01/2017
2016/2017,A2,Volalto Caserta,3,BORIASSI GIADA,Middleblocker,1992,188,ITA,-
2016/2017,A2,Volalto Caserta,4,AVENIA GIORGIA,Setter,1994,181,ITA,-
2016/2017,A2,Volalto Caserta,5,AQUINO GIOVANNA,Spiker,1998,180,ITA,-
2016/2017,A2,Volalto Caserta,6,CECCHETTO GIADA,Libero,1991,163,ITA,-
2016/2017,A2,Volalto Caserta,7,STROBBE MARILYN,Middleblocker,1989,188,ITA,-
2016/2017,A2,Volalto Caserta,8,ASTARITA GIUSY,Spiker,1988,183,ITA,-
2016/2017,A2,Volalto Caserta,9,AGRIFOGLIO BEATRICE,Setter,1994,178,ITA,-
2016/2017,A2,Volalto Caserta,10,BARONE FEDERICA,Libero,1990,175,ITA,-
2016/2017,A2,Volalto Caserta,12,PASCUCCI GIULIA,Spiker,1993,188,ITA,-
2016/2017,A2,Volalto Caserta,14,BARTESAGHI GIULIA,Spiker,1998,186,ITA,-
2016/2017,A2,Volalto Caserta,17,MIO BERTOLO GIULIA,Middleblocker,1995,187,ITA,-
2016/2017,A2,Volley Soverato,1,VUJKO MARIANNA,Middleblocker,1992,192,ITA,-
2016/2017,A2,Volley Soverato,3,TRAVAGLINI ALESSIA,Middleblocker,1988,188,ITA,-
2016/2017,A2,Volley Soverato,5,CAFORIO GIORGIA,Libero,1994,168,ITA,-
2016/2017,A2,Volley Soverato,6,FEDELE ELIZABETH,Spiker,1994,175,FRA,until 19/11/2016
2016/2017,A2,Volley Soverato,7,CARAVELLO LARA,Spiker,1994,176,ITA,-
2016/2017,A2,Volley Soverato,8,BERTONE SERENA,Middleblocker,1995,185,ITA,-
2016/2017,A2,Volley Soverato,9,DEMICHELIS ILARIA,Setter,1987,178,ITA,-
2016/2017,A2,Volley Soverato,10,ZANOTTO CARLOTTA,Spiker,1993,181,ITA,-
2016/2017,A2,Volley Soverato,11,MANFREDINI COSTANZA,Spiker,1988,188,ITA,-
2016/2017,A2,Volley Soverato,13,GENNARI GIULIA,Setter,1996,182,ITA,-
2016/2017,A2,Volley Soverato,17,KARAKASHEVA MARIYA,Spiker,1988,182,BUL,-
2016/2017,A2,Volley Soverato,18,BISCONTI VERONICA,Libero,1991,174,ITA,-
