Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2018/2019,A1,Regular_Season,1st,1,-,1,14/10/2018,18:00,3221,31215,C,Sir Safety Conad Perugia,Perugia,1,Piccinelli Alessandro,-,-,-,*,-,-,-,-,-,-,-,-,-,-,2,-,0.5,-,-,-,-,-,-,-,-
2018/2019,A1,Regular_Season,1st,1,-,1,14/10/2018,18:00,3221,31215,C,Sir Safety Conad Perugia,Perugia,2,Ricci Fabio,-,-,6.3,4,5,4,-,-,8,4,2,12,-,1,1,-,-,-,5,-,-,5,1,-,2
2018/2019,A1,Regular_Season,1st,1,-,1,14/10/2018,18:00,3221,31215,C,Sir Safety Conad Perugia,Perugia,4,Hoogendoorn Sjoerd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/2019,A1,Regular_Season,1st,1,-,1,14/10/2018,18:00,3221,31215,C,Sir Safety Conad Perugia,Perugia,7,Della Lunga Dore,-,-,-,-,-,*,-,-,2,2,2,1,-,-,4,-,0.75,0.75,2,-,-,1,0.5,-,1
2018/2019,A1,Regular_Season,1st,1,-,1,14/10/2018,18:00,3221,31215,C,Sir Safety Conad Perugia,Perugia,8,Seif Jonah,-,-,-,*,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/2019,A1,Regular_Season,1st,1,-,1,14/10/2018,18:00,3221,31215,C,Sir Safety Conad Perugia,Perugia,9,Leon Venero Wilfredo,-,-,6.5,3,4,3,-,-,17,10,11,17,2,5,17,1,0.29,0.12,21,-,1,12,0.57,-,-
2018/2019,A1,Regular_Season,1st,1,-,1,14/10/2018,18:00,3221,31215,C,Sir Safety Conad Perugia,Perugia,10,Lanza Filippo,-,-,5.5,6,1,6,-,-,4,1,-3,6,1,-,18,2,0.5,0.11,11,1,2,3,0.27,-,1
2018/2019,A1,Regular_Season,1st,1,-,1,14/10/2018,18:00,3221,31215,C,Sir Safety Conad Perugia,Perugia,11,Galassi Gianluca,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/2019,A1,Regular_Season,1st,1,-,1,14/10/2018,18:00,3221,31215,C,Sir Safety Conad Perugia,Perugia,12,Berger Alexander,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/2019,A1,Regular_Season,1st,1,-,1,14/10/2018,18:00,3221,31215,C,Sir Safety Conad Perugia,Perugia,13,Colaci Massimo ,L,-,-,*,*,*,-,-,-,-,-2,-,-,-,9,1,0.67,0.22,-,-,-,-,-,-,-
2018/2019,A1,Regular_Season,1st,1,-,1,14/10/2018,18:00,3221,31215,C,Sir Safety Conad Perugia,Perugia,14,Atanasijevic Aleksandar,-,-,6,2,3,2,-,-,13,3,4,13,2,1,-,-,-,-,24,1,4,12,0.5,-,-
2018/2019,A1,Regular_Season,1st,1,-,1,14/10/2018,18:00,3221,31215,C,Sir Safety Conad Perugia,Perugia,15,De Cecco Luciano,-,-,-,5,6,5,-,-,4,3,-,13,2,1,-,-,-,-,2,-,-,2,1,-,1
2018/2019,A1,Regular_Season,1st,1,-,1,14/10/2018,18:00,3221,31215,C,Sir Safety Conad Perugia,Perugia,18,Podrascanin Marko,-,-,7.3,1,2,1,-,-,9,3,4,12,-,-,-,-,-,-,7,-,-,6,0.86,-,3
2018/2019,A1,Regular_Season,1st,1,-,1,14/10/2018,18:00,3221,31215,O,Top Volley Latina,Latina,1,Caccioppola Louis ,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/2019,A1,Regular_Season,1st,1,-,1,14/10/2018,18:00,3221,31215,O,Top Volley Latina,Latina,2,Gavenda Filip,-,-,-,-,*,-,-,-,1,1,1,-,-,-,-,-,-,-,1,-,-,-,-,-,1
2018/2019,A1,Regular_Season,1st,1,-,1,14/10/2018,18:00,3221,31215,O,Top Volley Latina,Latina,3,Parodi Simone,-,-,6.1,2,5,1,-,-,12,4,-,9,3,-,17,4,0.35,0.18,19,1,2,10,0.53,-,2
2018/2019,A1,Regular_Season,1st,1,-,1,14/10/2018,18:00,3221,31215,O,Top Volley Latina,Latina,4,Gitto Carmelo,-,-,6.4,3,6,5,-,-,7,3,1,6,1,-,-,-,-,-,6,-,-,3,0.5,-,4
2018/2019,A1,Regular_Season,1st,1,-,1,14/10/2018,18:00,3221,31215,O,Top Volley Latina,Latina,5,Sottile Daniele,-,-,-,1,4,6,-,-,2,1,2,10,-,1,-,-,-,-,2,-,-,1,0.5,-,-
2018/2019,A1,Regular_Season,1st,1,-,1,14/10/2018,18:00,3221,31215,O,Top Volley Latina,Latina,8,Ngapeth Swan,-,-,-,*,-,-,-,-,1,1,1,-,-,-,-,-,-,-,1,-,-,1,1,-,-
