Season,Division,Team,No,Player,Role,Born,Height,Nat. Sport.,Note
2018/2019,A1,Bosca San Bernardo Cuneo,19,BERTONE FLORIANA,Middleblocker,1992,202,ITA,until 30/11/2018 TRASFERITA A CUORE DI MAMMA CUTROFIANO
2018/2019,A1,Bosca San Bernardo Cuneo,23,MANCINI GIULIA,Middleblocker,1998,183,ITA,-
2018/2019,A1,Club Italia Crai,1,ENWEONWU TERRY RUTH,Spiker,2000,187,ITA,-
2018/2019,A1,Club Italia Crai,2,BATTISTA VALERIA,Spiker,2001,179,ITA,-
2018/2019,A1,Club Italia Crai,3,MALUAL ADHUOLJOK JOHN MAJAK,Opposite,2000,190,ITA,-
2018/2019,A1,Club Italia Crai,4,MORELLO RACHELE,Setter,2000,182,ITA,-
2018/2019,A1,Club Italia Crai,5,LUBIAN MARINA,Middleblocker,2000,192,ITA,-
2018/2019,A1,Club Italia Crai,6,BASSI MARIA TERESA,Spiker,2002,186,ITA,-
2018/2019,A1,Club Italia Crai,7,PIETRINI ELENA,Spiker,2000,186,ITA,-
2018/2019,A1,Club Italia Crai,8,KONE FATIM YASSIMINA,Middleblocker,2000,185,ITA,-
2018/2019,A1,Club Italia Crai,9,OMORUYI LOVETH OGHOSASERE,Spiker,2002,182,ITA,-
2018/2019,A1,Club Italia Crai,10,DE BORTOLI CHIARA,Libero,1997,176,ITA,-
2018/2019,A1,Club Italia Crai,11,COSTANTINI VERONICA,Middleblocker,2003,184,ITA,-
2018/2019,A1,Club Italia Crai,12,POPULINI ALESSIA,Spiker,2000,191,ITA,-
2018/2019,A1,Club Italia Crai,13,FAHR SARAH,Middleblocker,2001,192,ITA,-
2018/2019,A1,Club Italia Crai,14,PANETONI SARA,Libero,2000,176,ITA,-
2018/2019,A1,Club Italia Crai,15,NWAKALOR SYLVIA,Opposite,1999,177,ITA,-
2018/2019,A1,Club Italia Crai,16,SCOLA FRANCESCA,Setter,2001,183,ITA,-
2018/2019,A1,Club Italia Crai,17,NWAKALOR LINDA,Middleblocker,2002,186,ITA,-
2018/2019,A1,Club Italia Crai,18,TRAMPUS ALICE,Spiker,2004,185,ITA,-
2018/2019,A1,Èpiù Pomì Casalmaggiore,3,SKORUPA KATARZYNA,Setter,1984,184,POL,from 31/01/2019
2018/2019,A1,Èpiù Pomì Casalmaggiore,4,MIO BERTOLO GIULIA,Middleblocker,1995,187,ITA,-
2018/2019,A1,Èpiù Pomì Casalmaggiore,5,SPIRITO ILARIA,Libero,1994,174,ITA,-
2018/2019,A1,Èpiù Pomì Casalmaggiore,6,LUSSANA SILVIA,Libero,1988,169,ITA,-
2018/2019,A1,Èpiù Pomì Casalmaggiore,7,MARCON FRANCESCA,Spiker,1983,180,ITA,-
2018/2019,A1,Èpiù Pomì Casalmaggiore,8,GRAY ALEXA,Spiker,1994,185,CAN,-
2018/2019,A1,Èpiù Pomì Casalmaggiore,9,BOSETTI CATERINA,Spiker,1994,180,ITA,-
2018/2019,A1,Èpiù Pomì Casalmaggiore,10,RADENKOVIC DANICA,Setter,1992,185,SRB,-
2018/2019,A1,Èpiù Pomì Casalmaggiore,13,ARRIGHETTI VALENTINA,Middleblocker,1985,189,ITA,-
2018/2019,A1,Èpiù Pomì Casalmaggiore,14,CARCACES KENIA,Spiker,1986,189,CUB,-
2018/2019,A1,Èpiù Pomì Casalmaggiore,15,KAKOLEWSKA AGNIESZKA,Middleblocker,1994,198,POL,-
2018/2019,A1,Èpiù Pomì Casalmaggiore,16,PINCERATO GIULIA,Setter,1987,182,ITA,-
2018/2019,A1,Èpiù Pomì Casalmaggiore,17,RAHIMOVA POLINA,Opposite,1990,198,AZE,until 26/01/2019
2018/2019,A1,Èpiù Pomì Casalmaggiore,20,CUTTINO DANIELLE,Opposite,1996,194,USA,-
2018/2019,A1,Igor Gorgonzola Novara,1,CARLINI LAUREN,Setter,1995,185,USA,-
2018/2019,A1,Igor Gorgonzola Novara,2,STUFI FEDERICA,Middleblocker,1988,185,ITA,-
2018/2019,A1,Igor Gorgonzola Novara,3,CAMERA LETIZIA,Setter,1992,175,ITA,-
2018/2019,A1,Igor Gorgonzola Novara,4,PLAK CELESTE,Spiker,1995,190,NED,-
2018/2019,A1,Igor Gorgonzola Novara,5,NIZETICH YAMILA,Spiker,1989,183,ARG,-
2018/2019,A1,Igor Gorgonzola Novara,10,CHIRICHELLA CRISTINA,Middleblocker,1994,195,ITA,-
2018/2019,A1,Igor Gorgonzola Novara,11,SANSONNA STEFANIA,Libero,1982,175,ITA,-
2018/2019,A1,Igor Gorgonzola Novara,12,PICCININI FRANCESCA,Spiker,1979,185,ITA,-
2018/2019,A1,Igor Gorgonzola Novara,13,BICI ERBLIRA,Opposite,1995,185,ALB,-
2018/2019,A1,Igor Gorgonzola Novara,14,BARTSCH MICHELLE,Spiker,1990,192,USA,-
2018/2019,A1,Igor Gorgonzola Novara,15,ZANNONI GIORGIA,Libero,1998,171,ITA,-
2018/2019,A1,Igor Gorgonzola Novara,17,VELJKOVIC STEFANA,Middleblocker,1990,190,SRB,-
2018/2019,A1,Igor Gorgonzola Novara,18,EGONU PAOLA,Opposite,1998,189,ITA,-
2018/2019,A1,Il Bisonte Firenze,1,SOROKAITE INDRE,Opposite,1988,188,ITA,-
2018/2019,A1,Il Bisonte Firenze,2,ALBERTI SARA,Middleblocker,1993,185,ITA,-
2018/2019,A1,Il Bisonte Firenze,3,LIPPMANN LOUISA,Opposite,1994,191,GER,-
2018/2019,A1,Il Bisonte Firenze,5,BONCIANI FRANCESCA,Setter,1992,178,ITA,-
2018/2019,A1,Il Bisonte Firenze,6,MALESEVIC TIJANA,Spiker,1991,185,SRB,from 26/01/2019
2018/2019,A1,Il Bisonte Firenze,7,DEGRADI ALICE,Spiker,1996,181,ITA,-
2018/2019,A1,Il Bisonte Firenze,8,SANTANA DALY,Spiker,1995,185,PUR,-
2018/2019,A1,Il Bisonte Firenze,9,DAALDEROP NIKA,Spiker,1998,190,NED,-
2018/2019,A1,Il Bisonte Firenze,10,PARROCCHIALE BEATRICE,Libero,1995,167,ITA,-
2018/2019,A1,Il Bisonte Firenze,11,CANDI SONIA,Middleblocker,1993,187,ITA,-
2018/2019,A1,Il Bisonte Firenze,14,DIJKEMA LAURA,Setter,1990,184,NED,-
2018/2019,A1,Il Bisonte Firenze,15,POPOVIC MINA,Middleblocker,1994,187,SRB,-
2018/2019,A1,Il Bisonte Firenze,17,VENTURI MAILA,Libero,1996,162,ITA,-
2018/2019,A1,Imoco Volley Conegliano,1,NAGAOKA MIYU,Opposite,1991,180,JPN,-
2018/2019,A1,Imoco Volley Conegliano,3,BECHIS MARTA,Setter,1989,181,ITA,-
2018/2019,A1,Imoco Volley Conegliano,4,EASY MEGAN,Spiker,1988,191,USA,-
2018/2019,A1,Imoco Volley Conegliano,5,DE KRUIJF ROBIN,Middleblocker,1991,193,NED,-
2018/2019,A1,Imoco Volley Conegliano,6,RODRIGUEZ ELINA,Spiker,1997,189,ARG,from 09/04/2019
2018/2019,A1,Imoco Volley Conegliano,7,FOLIE RAPHAELA,Middleblocker,1991,186,ITA,-
2018/2019,A1,Imoco Volley Conegliano,8,FERSINO ELEONORA,Libero,2000,169,ITA,-
2018/2019,A1,Imoco Volley Conegliano,9,LOWE KARSTA,Opposite,1993,196,USA,from 07/01/2019
2018/2019,A1,Imoco Volley Conegliano,10,DE GENNARO MONICA,Libero,1987,173,ITA,-
2018/2019,A1,Imoco Volley Conegliano,11,DANESI ANNA,Middleblocker,1996,196,ITA,-
2018/2019,A1,Imoco Volley Conegliano,12,SAMADAN MARTINA,Middleblocker,1993,193,CRO,until 10/01/2019 TRASFERITA A UNET E-WORK BUSTO ARSIZIO
2018/2019,A1,Imoco Volley Conegliano,13,FABRIS SAMANTA,Opposite,1992,189,CRO,-
2018/2019,A1,Imoco Volley Conegliano,14,WOLOSZ JOANNA,Setter,1990,181,POL,-
2018/2019,A1,Imoco Volley Conegliano,15,HILL KIMBERLY,Spiker,1989,193,USA,-
2018/2019,A1,Imoco Volley Conegliano,16,TIROZZI VALENTINA,Spiker,1986,182,ITA,-
2018/2019,A1,Imoco Volley Conegliano,17,SYLLA MIRIAM,Spiker,1995,181,ITA,-
2018/2019,A1,Imoco Volley Conegliano,18,MORETTO GAIA,Middleblocker,1994,192,ITA,-
2018/2019,A1,Lardini Filottrano,1,VASILANTONAKI ANTHI,Spiker,1996,195,GRE,-
2018/2019,A1,Lardini Filottrano,3,GARZARO ILARIA,Middleblocker,1986,190,ITA,-
2018/2019,A1,Lardini Filottrano,4,PARTENIO LAURA,Spiker,1991,182,ITA,from 30/01/2019 PROVENIENTE DA SAUGELLA TEAM MONZA
2018/2019,A1,Lardini Filottrano,4,SCHWAN COURTNEY ROSE,Spiker,1996,185,USA,until 15/01/2019 TRASFERITA A SIGEL MARSALA
2018/2019,A1,Lardini Filottrano,6,YANG YI CHEN,Setter,1992,168,TPE,until 15/01/2019
2018/2019,A1,Lardini Filottrano,7,TOMINAGA KOYOMI,Setter,1989,175,JPN,-
2018/2019,A1,Lardini Filottrano,8,BAGGI LAURA,Spiker,1992,190,ITA,-
2018/2019,A1,Lardini Filottrano,9,DI IULIO CHIARA,Spiker,1985,185,ITA,until 28/01/2019
2018/2019,A1,Lardini Filottrano,10,CARDULLO PAOLA,Libero,1982,162,ITA,-
2018/2019,A1,Lardini Filottrano,13,COGLIANDRO ASIA,Middleblocker,1996,184,ITA,-
2018/2019,A1,Lardini Filottrano,14,WHITNEY AIYANA,Opposite,1993,194,USA,-
2018/2019,A1,Lardini Filottrano,15,BRCIC BERNARDA,Setter,1991,191,CRO,from 16/01/2019
2018/2019,A1,Lardini Filottrano,16,RUMORI CHIARA,Libero,1998,163,ITA,-
2018/2019,A1,Lardini Filottrano,17,PISANI GIULIA,Middleblocker,1992,184,ITA,-
2018/2019,A1,Reale Mutua Fenera Chieri,1,BRESCIANI GIULIA,Libero,1992,165,ITA,-
2018/2019,A1,Reale Mutua Fenera Chieri,2,POULTER JORDYN,Setter,1997,188,USA,from 11/01/2019
2018/2019,A1,Reale Mutua Fenera Chieri,3,PERINELLI ELENA,Spiker,1995,181,ITA,-
2018/2019,A1,Reale Mutua Fenera Chieri,5,CAFORIO GIORGIA,Libero,1994,168,ITA,-
2018/2019,A1,Reale Mutua Fenera Chieri,6,DAPIC BARBARA,Spiker,1995,193,CRO,-
2018/2019,A1,Reale Mutua Fenera Chieri,7,STARCEVIC ANA,Spiker,1986,180,CRO,from 02/02/2019
2018/2019,A1,Reale Mutua Fenera Chieri,8,SCACCHETTI CHIARA,Setter,1995,175,ITA,until 20/01/2019 TRASFERITA A ACQUA & SAPONE ROMA VOLLEY GROUP
2018/2019,A1,Reale Mutua Fenera Chieri,9,ALIYEVA ODINA,Spiker,1990,186,AZE,until 01/02/2019
2018/2019,A1,Reale Mutua Fenera Chieri,10,DE LA CARIDAD SILVA GISELLE,Opposite,1991,190,AZE,-
2018/2019,A1,Reale Mutua Fenera Chieri,11,TONELLO ELISA,Spiker,2000,176,ITA,-
2018/2019,A1,Reale Mutua Fenera Chieri,12,ANGELINA GIULIA,Spiker,1997,192,ITA,-
2018/2019,A1,Reale Mutua Fenera Chieri,13,MIDDLEBORN SAMANTHA,Middleblocker,1990,188,USA,-
2018/2019,A1,Reale Mutua Fenera Chieri,16,BARYSEVIC ANZHELIKA,Middleblocker,1995,192,BLR,-
2018/2019,A1,Reale Mutua Fenera Chieri,17,DE LELLIS SARA,Setter,1986,181,ITA,-
2018/2019,A1,Reale Mutua Fenera Chieri,18,AKRARI YASMINA,Middleblocker,1993,185,ITA,-
2018/2019,A1,Saugella Team Monza,1,ORTOLANI SERENA,Opposite,1987,187,ITA,-
2018/2019,A1,Saugella Team Monza,3,ARCANGELI CHIARA,Libero,1983,167,ITA,-
2018/2019,A1,Saugella Team Monza,4,PARTENIO LAURA,Spiker,1991,182,ITA,until 29/01/2019 TRASFERITA A LARDINI FILOTTRANO
2018/2019,A1,Saugella Team Monza,5,BALBONI MARTINA,Setter,1991,180,ITA,-
2018/2019,A1,Saugella Team Monza,7,DEVETAG FRANCESCA,Middleblocker,1986,186,ITA,-
2018/2019,A1,Saugella Team Monza,8,ADAMS RACHAEL ALEXIS,Middleblocker,1990,190,USA,-
2018/2019,A1,Saugella Team Monza,9,HANCOCK MICHA DANIELLE,Setter,1992,180,USA,-
2018/2019,A1,Saugella Team Monza,10,BEGIC EDINA,Spiker,1992,185,BIH,-
2018/2019,A1,Saugella Team Monza,11,BUIJS ANNE,Spiker,1991,191,NED,-
2018/2019,A1,Saugella Team Monza,12,ORTHMANN HANNA,Spiker,1998,188,GER,-
2018/2019,A1,Saugella Team Monza,13,FACCHINETTI FABIOLA,Middleblocker,1989,182,ITA,-
2018/2019,A1,Saugella Team Monza,14,BIANCHINI MARIKA,Opposite,1993,178,ITA,-
2018/2019,A1,Saugella Team Monza,17,BONVICINI ILARIA,Libero,1997,165,ITA,-
2018/2019,A1,Saugella Team Monza,19,MELANDRI LAURA,Middleblocker,1995,186,ITA,-
2018/2019,A1,Savino Del Bene Scandicci,1,MASTRODICASA FEDERICA,Middleblocker,1988,182,ITA,-
2018/2019,A1,Savino Del Bene Scandicci,3,BISCONTI VERONICA,Libero,1991,174,ITA,-
2018/2019,A1,Savino Del Bene Scandicci,4,MALINOV OFELIA,Setter,1996,180,ITA,-
2018/2019,A1,Savino Del Bene Scandicci,5,FERREIRA DA SILVA ADENIZIA,Middleblocker,1986,187,BRA,-
2018/2019,A1,Savino Del Bene Scandicci,6,HOOD REGAN,Spiker,1983,188,USA,until 31/12/2018
2018/2019,A1,Savino Del Bene Scandicci,7,MITCHEM ANNIE,Spiker,1994,192,USA,-
2018/2019,A1,Savino Del Bene Scandicci,8,MERLO ENRICA,Libero,1988,170,ITA,-
2018/2019,A1,Savino Del Bene Scandicci,9,PAPA VALERIA,Spiker,1989,183,ITA,-
2018/2019,A1,Savino Del Bene Scandicci,11,HAAK ISABELLE,Opposite,1999,194,SWE,-
2018/2019,A1,Savino Del Bene Scandicci,12,MAZZARO ALESSIA,Middleblocker,1998,185,ITA,-
2018/2019,A1,Savino Del Bene Scandicci,13,ZAGO VALENTINA,Opposite,1990,187,ITA,-
2018/2019,A1,Savino Del Bene Scandicci,14,CARACUTA VALERIA,Setter,1987,173,ITA,-
2018/2019,A1,Savino Del Bene Scandicci,15,STEVANOVIC JOVANA,Middleblocker,1992,191,SRB,-
2018/2019,A1,Savino Del Bene Scandicci,16,BOSETTI LUCIA,Spiker,1989,175,ITA,-
2018/2019,A1,Savino Del Bene Scandicci,18,VASILEVA ELITSA,Spiker,1990,194,BUL,-
2018/2019,A1,Savino Del Bene Scandicci,19,MILENKOVIC BOJANA,Spiker,1997,185,SRB,-
2018/2019,A1,Savino Del Bene Scandicci,20,KOSHELEVA TATIANA,Spiker,1988,191,RUS,from 09/04/2019
2018/2019,A1,Unet E-Work Busto Arsizio,1,PIANI VITTORIA,Spiker,1998,187,ITA,-
2018/2019,A1,Unet E-Work Busto Arsizio,3,PERUZZO VIRGINIA,Spiker,2000,181,ITA,-
2018/2019,A1,Unet E-Work Busto Arsizio,4,HERBOTS BRITT,Spiker,1999,182,BEL,-
2018/2019,A1,Unet E-Work Busto Arsizio,5,GROBELNA KAJA,Opposite,1995,188,BEL,-
2018/2019,A1,Unet E-Work Busto Arsizio,6,GENNARI ALESSIA,Spiker,1991,184,ITA,-
2018/2019,A1,Unet E-Work Busto Arsizio,7,CUMINO MARIA LUISA,Setter,1992,177,ITA,-
2018/2019,A1,Unet E-Work Busto Arsizio,8,ORRO ALESSIA,Setter,1998,180,ITA,-
2018/2019,A1,Unet E-Work Busto Arsizio,9,LEONARDI GIULIA,Libero,1987,165,ITA,-
2018/2019,A1,Unet E-Work Busto Arsizio,13,BONIFACIO SARA,Middleblocker,1996,185,ITA,-
2018/2019,A1,Unet E-Work Busto Arsizio,14,MEIJNERS FLOORTJE,Spiker,1987,192,NED,-
2018/2019,A1,Unet E-Work Busto Arsizio,15,BERTI BEATRICE,Middleblocker,1996,193,ITA,-
2018/2019,A1,Unet E-Work Busto Arsizio,17,SAMADAN MARTINA,Middleblocker,1993,193,CRO,from 11/01/2019 PROVENIENTE DA IMOCO VOLLEY CONEGLIANO
2018/2019,A1,Unet E-Work Busto Arsizio,18,BOTEZAT ALEXANDRA,Middleblocker,1998,196,ITA,-
2018/2019,A1,Zanetti Bergamo,1,SMARZEK MALWINA,Opposite,1996,191,POL,-
2018/2019,A1,Zanetti Bergamo,2,IMPERIALI LUCIA,Libero,1999,162,ITA,-
2018/2019,A1,Zanetti Bergamo,3,OLIVOTTO ROSSELLA,Middleblocker,1991,184,ITA,-
2018/2019,A1,Zanetti Bergamo,5,SIRRESSI IMMA,Libero,1990,175,ITA,-
2018/2019,A1,Zanetti Bergamo,6,COURTNEY MEGAN,Spiker,1993,185,USA,-
2018/2019,A1,Zanetti Bergamo,7,TAPP HANNAH,Middleblocker,1995,188,USA,-
2018/2019,A1,Zanetti Bergamo,8,CARRARO GIULIA,Setter,1994,175,ITA,-
2018/2019,A1,Zanetti Bergamo,9,MINGARDI CAMILLA,Spiker,1997,186,ITA,-
2018/2019,A1,Zanetti Bergamo,10,CAMBI CARLOTTA,Setter,1996,176,ITA,-
2018/2019,A1,Zanetti Bergamo,17,LODA SARA,Spiker,1990,178,ITA,-
2018/2019,A1,Zanetti Bergamo,18,ACOSTA ALVARADO ROSLANDY,Spiker,1992,190,VEN,-
2018/2019,A1,Zanetti Bergamo,19,STRUNJAK EMA,Middleblocker,1999,187,CRO,-
2018/2019,A2,Acqua & Sapone Roma Volley Group,2,PERCAN SONJA,Opposite,1981,186,CRO,-
2018/2019,A2,Acqua & Sapone Roma Volley Group,4,DE ARCANGELIS LOLA,Middleblocker,1996,184,ITA,-
2018/2019,A2,Acqua & Sapone Roma Volley Group,6,SCACCHETTI CHIARA,Setter,1995,175,ITA,from 21/01/2019 PROVENIENTE DA REALE MUTUA FENERA CHIERI
2018/2019,A2,Acqua & Sapone Roma Volley Group,7,OGGIONI CECILIA,Libero,1999,179,ITA,-
2018/2019,A2,Acqua & Sapone Roma Volley Group,8,DE LUCA BOSSA ALICE,Setter,2000,175,ITA,-
2018/2019,A2,Acqua & Sapone Roma Volley Group,9,CVETNIC LEA,Spiker,1999,186,CRO,-
2018/2019,A2,Acqua & Sapone Roma Volley Group,10,SACCOMANI LAURA,Spiker,1991,189,ITA,-
2018/2019,A2,Acqua & Sapone Roma Volley Group,11,VIETTI ERICA,Setter,1992,187,ITA,-
2018/2019,A2,Acqua & Sapone Roma Volley Group,12,BUSOLINI FEDERICA,Middleblocker,1999,186,ITA,-
2018/2019,A2,Acqua & Sapone Roma Volley Group,13,MAZZONI DOMIZIANA,Middleblocker,1996,187,ITA,-
2018/2019,A2,Acqua & Sapone Roma Volley Group,16,NEGRETTI BEATRICE,Libero,1999,170,ITA,-
2018/2019,A2,Acqua & Sapone Roma Volley Group,17,QUARCHIONI GIORGIA,Spiker,1995,187,ITA,-
2018/2019,A2,Acqua & Sapone Roma Volley Group,18,FAVA FRANCESCA,Middleblocker,1998,182,ITA,-
2018/2019,A2,Barricalla Cus Torino,1,VOKSHI RONEDA,Opposite,1995,182,ITA,-
2018/2019,A2,Barricalla Cus Torino,3,FIORIO CRISTINA,Spiker,1997,180,ITA,-
2018/2019,A2,Barricalla Cus Torino,4,GOBBO DANIELA,Middleblocker,1987,181,ITA,-
2018/2019,A2,Barricalla Cus Torino,5,LANZINI ALESSIA,Libero,1981,165,ITA,-
2018/2019,A2,Barricalla Cus Torino,6,GAMBA NICOLE,Libero,1998,170,ITA,-
2018/2019,A2,Barricalla Cus Torino,7,GARRAFA BOTTA ERIKA,Setter,1996,170,ITA,-
2018/2019,A2,Barricalla Cus Torino,8,CONEO AMANDA,Spiker,1996,177,COL,-
2018/2019,A2,Barricalla Cus Torino,9,AGOSTINETTO MARTA,Opposite,1987,184,ITA,-
2018/2019,A2,Barricalla Cus Torino,10,MARTINELLI MELISSA,Middleblocker,1993,185,ITA,-
2018/2019,A2,Barricalla Cus Torino,11,MOROLLI ELISA,Setter,1993,175,ITA,-
2018/2019,A2,Barricalla Cus Torino,12,POSER AURORA,Spiker,1998,187,ITA,-
2018/2019,A2,Barricalla Cus Torino,13,MABILO NOURA,Middleblocker,1996,183,ITA,-
2018/2019,A2,Barricalla Cus Torino,18,CAMPERI AURORA,Spiker,1997,189,ITA,-
2018/2019,A2,Bartoccini Gioiellerie Perugia,1,CASILLO LUISA,Middleblocker,1988,188,ITA,-
2018/2019,A2,Bartoccini Gioiellerie Perugia,2,PIETRELLI GIULIA,Spiker,1988,180,ITA,-
2018/2019,A2,Bartoccini Gioiellerie Perugia,3,BRUNO ELEONORA,Libero,1994,180,ITA,-
2018/2019,A2,Bartoccini Gioiellerie Perugia,4,MARCHI LUDOVICA,Setter,1999,183,ITA,-
2018/2019,A2,Bartoccini Gioiellerie Perugia,5,FASTELLINI ELEONORA,Opposite,1986,181,ITA,-
2018/2019,A2,Bartoccini Gioiellerie Perugia,7,KOTLAR GIULIA,Middleblocker,1989,183,ITA,-
2018/2019,A2,Bartoccini Gioiellerie Perugia,8,SANTIBACCI CAROLINA,Spiker,1998,170,ITA,-
2018/2019,A2,Bartoccini Gioiellerie Perugia,9,DEMICHELIS ILARIA,Setter,1987,179,ITA,-
2018/2019,A2,Bartoccini Gioiellerie Perugia,10,DONÀ MELISSA,Spiker,1982,180,ITA,from 24/01/2019
2018/2019,A2,Bartoccini Gioiellerie Perugia,11,SMIRNOVA IRINA,Opposite,1990,188,RUS,-
2018/2019,A2,Bartoccini Gioiellerie Perugia,12,PASCUCCI GIULIA,Spiker,1993,188,ITA,-
2018/2019,A2,Bartoccini Gioiellerie Perugia,13,CATENA MICHELA,Spiker,1991,191,ITA,-
2018/2019,A2,Bartoccini Gioiellerie Perugia,15,BIGINI DILETTA,Middleblocker,1990,180,ITA,from 07/02/2019
2018/2019,A2,Bartoccini Gioiellerie Perugia,16,GIEREK GIULIA,Spiker,1997,178,ITA,-
2018/2019,A2,Bartoccini Gioiellerie Perugia,18,LAPI CHIARA,Middleblocker,1991,182,ITA,-
2018/2019,A2,Canovi Coperture Sassuolo,2,BORDIGNON MARTINA,Spiker,1994,178,ITA,-
2018/2019,A2,Canovi Coperture Sassuolo,3,BICI AMELIA,Libero,1998,165,ITA,-
2018/2019,A2,Canovi Coperture Sassuolo,4,CRISANTI LUCIA,Middleblocker,1986,187,ITA,-
2018/2019,A2,Canovi Coperture Sassuolo,5,SQUARCINI FEDERICA,Middleblocker,2000,183,ITA,-
2018/2019,A2,Canovi Coperture Sassuolo,7,MAMBELLI BENEDETTA,Spiker,1995,188,ITA,-
2018/2019,A2,Canovi Coperture Sassuolo,8,PROVARONI CLAUDIA,Spiker,1998,181,ITA,until 19/01/2019 TRASFERITA A CUORE DI MAMMA CUTROFIANO
2018/2019,A2,Canovi Coperture Sassuolo,9,MARTINELLI SOFIA,Middleblocker,2000,190,ITA,-
2018/2019,A2,Canovi Coperture Sassuolo,10,LANCELLOTTI ELISA,Setter,1991,174,ITA,-
2018/2019,A2,Canovi Coperture Sassuolo,11,OBOSSA JOSEPHINE,Opposite,1999,183,ITA,-
2018/2019,A2,Canovi Coperture Sassuolo,12,JOLY JESSICA,Spiker,2000,177,ITA,-
2018/2019,A2,Canovi Coperture Sassuolo,13,ZARDO CAROLINA,Libero,1992,170,ITA,-
2018/2019,A2,Canovi Coperture Sassuolo,14,GALLETTI GIULIA,Setter,1999,185,ITA,-
2018/2019,A2,Canovi Coperture Sassuolo,15,KOSAREVA DAYANA,Spiker,1999,187,ITA,from 23/01/2019
2018/2019,A2,Canovi Coperture Sassuolo,18,GATTA FEDERICA,Opposite,2000,186,ITA,-
2018/2019,A2,Conad Olimpia Teodora Ravenna,1,BACCHI LUCIA,Spiker,1981,181,ITA,-
2018/2019,A2,Conad Olimpia Teodora Ravenna,3,ALTINI LAURA,Opposite,1998,188,ITA,-
2018/2019,A2,Conad Olimpia Teodora Ravenna,4,ZAMORA GIL MARTHA MARIA,Opposite,1983,187,ITA,from 24/10/2018 until 29/11/2018
2018/2019,A2,Conad Olimpia Teodora Ravenna,5,LOMBARDI CHIARA,Middleblocker,1994,186,ITA,-
2018/2019,A2,Conad Olimpia Teodora Ravenna,6,MENDARO LEYVA YAREMIS,Opposite,1994,187,CUB,-
2018/2019,A2,Conad Olimpia Teodora Ravenna,7,GIOLI SIMONA,Middleblocker,1977,185,ITA,-
2018/2019,A2,Conad Olimpia Teodora Ravenna,8,TORCOLACCI ALICE,Middleblocker,2000,182,ITA,-
2018/2019,A2,Conad Olimpia Teodora Ravenna,9,AGRIFOGLIO BEATRICE,Setter,1994,178,ITA,-
2018/2019,A2,Conad Olimpia Teodora Ravenna,10,CALISESI NUI,Libero,1999,173,ITA,-
