Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2018/2019,A1,Supercoppa,Final,-,-,0,10/11/2018,20:30,3900,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,3,1,8,16,21,25,7,13,18,21,5,16,21,25,8,13,15,17,4,10,14,17,8,16,21,25,4,14,21,25,8,16,19,23,-,-,-,-,-,-,-,-,76,32,46,92,8,3,76,7,0.51,0.16,132,7,8,58,0.44,-,15
2018/2019,A1,Supercoppa,Final,-,-,0,10/11/2018,20:30,3900,-,O,Igor Gorgonzola Novara,Agil Volley,1,3,7,13,18,21,8,16,21,25,8,13,15,17,5,16,21,25,8,16,21,25,4,10,14,17,8,16,19,23,4,14,21,25,-,-,-,-,-,-,-,-,69,21,36,86,10,5,84,3,0.67,0.21,136,5,15,56,0.41,-,8
2018/2019,A1,Regular_Season,1st,1,-,3001,28/10/2018,17:00,2500,-,C,Igor Gorgonzola Novara,Agil Volley,3,0,8,16,21,25,3,6,9,11,8,16,21,25,6,10,16,22,8,16,21,25,2,4,8,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,27,32,74,5,2,39,2,0.62,0.36,102,5,6,45,0.44,-,3
2018/2019,A1,Regular_Season,1st,1,-,3001,28/10/2018,17:00,2500,-,O,Banca Valsabbina Millenium Brescia,Millenium Brescia,0,3,3,6,9,11,8,16,21,25,6,10,16,22,8,16,21,25,2,4,8,12,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,8,-,46,7,-,69,8,0.48,0.29,96,13,3,25,0.26,-,6
2018/2019,A1,Regular_Season,1st,1,-,3002,27/10/2018,20:30,4630,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,3,0,8,16,21,25,5,6,9,12,8,16,21,25,6,12,19,22,8,16,21,25,6,11,12,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,26,21,74,8,5,40,3,0.6,0.3,73,3,3,41,0.56,-,6
2018/2019,A1,Regular_Season,1st,1,-,3002,27/10/2018,20:30,4630,-,O,èpiù Pomì Casalmaggiore,Casalmaggiore,0,3,5,6,9,12,8,16,21,25,6,12,19,22,8,16,21,25,6,11,12,14,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,9,-14,49,9,2,66,9,0.59,0.32,92,12,6,31,0.34,-,3
2018/2019,A1,Regular_Season,1st,1,-,3003,28/10/2018,17:00,1403,-,C,Saugella Team Monza,Monza,3,0,8,15,21,25,7,16,19,21,8,16,21,25,3,10,11,15,8,16,21,25,2,8,13,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,22,26,72,8,8,40,2,0.78,0.6,75,10,3,38,0.51,-,3
2018/2019,A1,Regular_Season,1st,1,-,3003,28/10/2018,17:00,1403,-,O,Club Italia Crai,Clubita,0,3,7,16,19,21,8,15,21,25,3,10,11,15,8,16,21,25,2,8,13,18,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,5,-5,54,14,-,64,14,0.56,0.45,70,6,3,29,0.41,-,3
2018/2019,A1,Regular_Season,1st,1,-,3004,28/10/2018,17:00,1,-,C,Il Bisonte Firenze,Azzurra Volley San Casciano,3,0,8,16,21,25,7,12,18,23,7,15,21,27,8,16,20,25,8,16,21,25,7,15,16,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,23,34,76,12,4,61,4,0.85,0.72,103,7,7,51,0.5,-,9
2018/2019,A1,Regular_Season,1st,1,-,3004,28/10/2018,17:00,1,-,O,Reale Mutua Fenera Chieri,Fenera Chieri '76,0,3,7,12,18,23,8,16,21,25,8,16,20,25,7,15,21,27,7,15,16,20,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,16,18,69,8,1,64,8,0.73,0.63,99,4,9,39,0.39,-,7
2018/2019,A1,Regular_Season,1st,1,-,3005,28/10/2018,17:00,1577,14100,C,Zanetti Bergamo,Volley Bergamo,0,3,8,16,21,24,5,15,19,26,6,8,11,15,8,16,21,25,6,11,15,20,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,11,9,60,9,1,66,4,0.5,0.32,110,8,9,33,0.3,-,6
2018/2019,A1,Regular_Season,1st,1,-,3005,28/10/2018,17:00,1577,14100,O,Unet E-Work Busto Arsizio,Busto Arsizio Uyba,3,0,5,15,19,26,8,16,21,24,8,16,21,25,6,8,11,15,8,16,21,25,6,11,15,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,24,32,75,9,2,51,2,0.51,0.33,111,6,6,46,0.41,-,9
2018/2019,A1,Regular_Season,1st,1,-,3006,28/10/2018,17:00,-,-,C,Lardini Filottrano,Lardini Filottrano,1,3,8,15,18,25,4,16,21,23,8,14,19,23,7,16,21,25,8,16,21,22,3,10,20,25,8,16,20,23,6,11,21,25,-,-,-,-,-,-,-,-,65,23,28,94,15,2,80,8,0.65,0.4,121,10,4,60,0.5,-,3
