Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2018/2019,A1,Supercoppa,Semifinal,1,1,0,6/10/2018,17:00,1956,31000,C,Sir Safety Conad Perugia,Perugia,0,3,7,13,19,22,8,16,21,25,5,13,16,21,8,16,21,25,8,16,20,24,5,14,21,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,14,-6,69,15,7,58,3,0.38,0.21,73,6,8,36,0.49,-,2
2018/2019,A1,Supercoppa,Semifinal,1,1,0,6/10/2018,17:00,1956,31000,O,Itas Trentino,Trento,3,0,8,16,21,25,7,13,19,22,8,16,21,25,5,13,16,21,5,14,21,26,8,16,20,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,18,7,74,16,3,54,7,0.39,0.26,78,5,2,41,0.53,-,8
2018/2019,A1,Supercoppa,Semifinal,1,2,0,6/10/2018,19:30,1956,31000,C,Cucine Lube Civitanova,Lube,2,3,8,14,19,26,5,16,21,28,8,16,21,28,6,14,20,26,6,16,21,25,8,14,20,22,7,9,18,19,8,16,21,25,3,5,7,13,5,10,12,15,77,29,13,112,17,10,91,7,0.43,0.25,117,5,11,56,0.48,-,11
2018/2019,A1,Supercoppa,Semifinal,1,2,0,6/10/2018,19:30,1956,31000,O,Azimut Leo Shoes Modena,Modena,3,2,5,16,21,28,8,14,19,26,6,14,20,26,8,16,21,28,8,14,20,22,6,16,21,25,8,16,21,25,7,9,18,19,5,10,12,15,3,5,7,13,90,31,9,115,24,7,95,11,0.55,0.34,124,8,11,72,0.58,-,11
2018/2019,A1,Supercoppa,3rd-4th_place Final,-,1,0,7/10/2018,15:00,2025,32000,C,Sir Safety Conad Perugia,Perugia,1,3,8,16,21,25,5,9,14,16,8,14,18,21,5,16,21,25,8,15,20,23,6,16,21,25,7,14,20,23,8,16,21,25,-,-,-,-,-,-,-,-,66,24,6,93,27,5,72,4,0.42,0.29,86,5,7,51,0.59,-,10
2018/2019,A1,Supercoppa,3rd-4th_place Final,-,1,0,7/10/2018,15:00,2025,32000,O,Cucine Lube Civitanova,Lube,3,1,5,9,14,16,8,16,21,25,5,16,21,25,8,14,18,21,6,16,21,25,8,15,20,23,8,16,21,25,7,14,20,23,-,-,-,-,-,-,-,-,53,21,-5,90,18,4,66,6,0.39,0.23,84,3,10,42,0.5,-,7
2018/2019,A1,Supercoppa,1st-2nd_place Final,-,1,0,7/10/2018,18:00,2025,32000,C,Azimut Leo Shoes Modena,Modena,3,2,6,14,21,25,8,16,19,23,8,16,21,25,5,11,15,19,3,10,15,16,8,16,21,25,6,13,14,18,8,16,21,25,5,10,12,15,4,6,6,8,72,30,2,99,18,10,84,12,0.4,0.27,114,7,12,55,0.48,-,7
2018/2019,A1,Supercoppa,1st-2nd_place Final,-,1,0,7/10/2018,18:00,2025,32000,O,Itas Trentino,Trento,2,3,8,16,19,23,6,14,21,25,5,11,15,19,8,16,21,25,8,16,21,25,3,10,15,16,8,16,21,25,6,13,14,18,4,6,6,8,5,10,12,15,73,34,11,100,16,9,81,12,0.41,0.25,106,8,7,52,0.49,-,12
2018/2019,A1,Regular_Season,1st,1,-,1,14/10/2018,18:00,3221,31215,C,Sir Safety Conad Perugia,Perugia,3,0,8,16,21,25,3,9,13,18,8,16,21,25,7,12,17,21,6,15,21,25,8,16,20,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,26,18,74,7,8,51,4,0.47,0.18,72,2,7,41,0.57,-,8
2018/2019,A1,Regular_Season,1st,1,-,1,14/10/2018,18:00,3221,31215,O,Top Volley Latina,Latina,0,3,3,9,13,18,8,16,21,25,7,12,17,21,8,16,21,25,8,16,20,22,6,15,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,17,5,62,11,4,67,10,0.42,0.15,80,4,8,39,0.49,-,7
