Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2018/2019,A1,Supercoppa,Final,-,-,0,10/11/2018,20:30,-,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,1,Nagaoka Miyu,-,-,-,-,-,*,-,-,1,1,-,2,-,-,-,-,-,-,2,-,1,-,-,-,1
2018/2019,A1,Supercoppa,Final,-,-,0,10/11/2018,20:30,-,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,3,Bechis Marta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/2019,A1,Supercoppa,Final,-,-,0,10/11/2018,20:30,-,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,4,Easy Megan,-,-,-,1,2,1,4,-,7,3,2,5,-,-,18,2,0.5,0.11,22,1,2,6,0.27,-,1
2018/2019,A1,Supercoppa,Final,-,-,0,10/11/2018,20:30,-,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,5,De Kruijf Robin,-,-,-,5,6,5,2,-,11,7,8,13,2,2,1,-,1,-,11,-,1,5,0.45,-,4
2018/2019,A1,Supercoppa,Final,-,-,0,10/11/2018,20:30,-,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,7,Folie Raphaela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/2019,A1,Supercoppa,Final,-,-,0,10/11/2018,20:30,-,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,8,Fersino Eleonora,-,-,-,*,*,-,*,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
2018/2019,A1,Supercoppa,Final,-,-,0,10/11/2018,20:30,-,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,10,De Gennaro Monica,L,-,-,*,*,*,*,-,-,-,-,-,-,-,16,-,0.81,0.25,-,-,-,-,-,-,-
2018/2019,A1,Supercoppa,Final,-,-,0,10/11/2018,20:30,-,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,11,Danesi Anna,-,-,-,2,3,2,5,-,7,2,4,13,2,-,-,-,-,-,7,-,1,4,0.57,-,3
2018/2019,A1,Supercoppa,Final,-,-,0,10/11/2018,20:30,-,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,13,Fabris Samanta,-,-,-,3,4,3,6,-,21,9,13,14,3,1,-,-,-,-,45,4,1,19,0.42,-,1
2018/2019,A1,Supercoppa,Final,-,-,0,10/11/2018,20:30,-,-,C,Imoco Volley Conegliano,Imoco Volley Conegliano,14,Wolosz Joanna,-,-,-,6,1,6,3,-,3,2,3,14,-,-,1,-,-,-,2,-,-,1,0.5,-,2
