Season,Division,Team,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2
2018/2019,A1,Calzedonia Verona,2,GIULIANI Ludovico,Libero,1998,182,MC,ITA,-,-
2018/2019,A1,Calzedonia Verona,3,KAZIYSKI Matey,Spiker,1984,203,BUL,BUL,from 14/12/2018,-
2018/2019,A1,Calzedonia Verona,4,ALLETTI Aimone,Middleblocker,1988,207,LO,ITA,-,-
2018/2019,A1,Calzedonia Verona,5,DE PANDIS Daniele,Libero,1984,184,LE,ITA,-,-
2018/2019,A1,Calzedonia Verona,6,MARRETTA Federico,Spiker,1990,189,TP,ITA,-,-
2018/2019,A1,Calzedonia Verona,7,BIRARELLI Emanuele,Middleblocker,1981,202,AN,ITA,-,-
2018/2019,A1,Calzedonia Verona,9,BOYER Stephen,Spiker,1996,196,FRA,FRA,-,-
2018/2019,A1,Calzedonia Verona,11,SAVANI Cristian,Spiker,1982,194,MN,ITA,until 24/12/2018,transferred to Emma Villas Siena
2018/2019,A1,Calzedonia Verona,12,GROZDANOV Aleks,Middleblocker,1998,205,BUL,BUL,until 28/11/2018,-
2018/2019,A1,Calzedonia Verona,13,SPIRITO Luca,Setter,1993,199,SV,ITA,-,-
2018/2019,A1,Calzedonia Verona,14,MANAVINEZHAD Mohammadjavad,Spiker,1995,200,IRI,IRI,-,-
2018/2019,A1,Calzedonia Verona,17,JAESCHKE Thomas,Spiker,1993,198,USA,USA,-,-
2018/2019,A1,Calzedonia Verona,21,SHARIFI Morteza,Spiker,1999,193,IRI,IRI,-,-
2018/2019,A1,Calzedonia Verona,32,SOLÉ Sebastian,Middleblocker,1991,202,ARG,ARG,-,-
2018/2019,A1,Calzedonia Verona,96,MAGALINI Alberto,Spiker,1996,196,VR,ITA,-,-
2018/2019,A1,Consar Ravenna,1,RUSSO Roberto,Middleblocker,1997,205,PA,ITA,-,-
2018/2019,A1,Consar Ravenna,2,RYCHLICKI Kamil,Spiker,1996,204,LUX,LUX,-,-
2018/2019,A1,Consar Ravenna,5,DI TOMMASO Simone,Setter,1982,176,PE,ITA,-,-
2018/2019,A1,Consar Ravenna,6,POGLAJEN Cristian Gabriel,Spiker,1989,195,ARG,ARG,-,-
2018/2019,A1,Consar Ravenna,7,RAFFAELLI Giacomo,Spiker,1995,194,GR,ITA,-,-
2018/2019,A1,Consar Ravenna,8,SAITTA Davide,Setter,1987,190,CT,ITA,-,-
2018/2019,A1,Consar Ravenna,9,VERHEES Pieter,Middleblocker,1989,205,BEL,BEL,-,-
2018/2019,A1,Consar Ravenna,10,GOI Riccardo,Libero,1992,174,MN,ITA,-,-
2018/2019,A1,Consar Ravenna,11,ARGENTA Andrea,Spiker,1996,205,VR,ITA,-,-
2018/2019,A1,Consar Ravenna,12,ELIA Alberto,Middleblocker,1985,205,VT,ITA,-,-
2018/2019,A1,Consar Ravenna,13,SMIDL Matej,Spiker,1997,205,CZE,CZE,-,-
2018/2019,A1,Consar Ravenna,14,MARCHINI Stefano,Libero,1997,180,RA,ITA,-,-
2018/2019,A1,Consar Ravenna,15,LAVIA Daniele,Spiker,1999,195,CS,ITA,-,-
2018/2019,A1,Cucine Lube Civitanova,1,SOKOLOV Tsvetan,Spiker,1989,206,BUL,BUL,-,-
2018/2019,A1,Cucine Lube Civitanova,2,KOVAR Jiri,Spiker,1989,202,CZE,ITA,from 03/01/2019,-
2018/2019,A1,Cucine Lube Civitanova,3,D'HULST Stijn,Setter,1991,187,BEL,BEL,from 29/09/2018,-
2018/2019,A1,Cucine Lube Civitanova,4,MARCHISIO Andrea,Libero,1990,186,CN,ITA,-,-
2018/2019,A1,Cucine Lube Civitanova,5,JUANTORENA Osmany,Spiker,1985,200,CUB,ITA,-,-
2018/2019,A1,Cucine Lube Civitanova,6,MASSARI Jacopo,Spiker,1988,185,PR,ITA,-,-
2018/2019,A1,Cucine Lube Civitanova,7,STANKOVIC Dragan,Middleblocker,1985,205,SRB,SRB,-,-
2018/2019,A1,Cucine Lube Civitanova,8,DIAMANTINI Enrico,Middleblocker,1993,204,PU,ITA,-,-
2018/2019,A1,Cucine Lube Civitanova,9,LEAL Yoandy,Spiker,1988,201,CUB,BRA,-,-
2018/2019,A1,Cucine Lube Civitanova,10,SANDER Brenden Lee,Spiker,1995,193,USA,USA,from 11/09/2018 to 07/05/2019,-
2018/2019,A1,Cucine Lube Civitanova,11,CANTAGALLI Diego,Spiker,1999,200,PA,ITA,-,-
2018/2019,A1,Cucine Lube Civitanova,12,CESTER Enrico,Middleblocker,1988,204,TV,ITA,-,-
2018/2019,A1,Cucine Lube Civitanova,13,SIMON Robertlandy,Middleblocker,1987,206,CUB,CUB,-,-
2018/2019,A1,Cucine Lube Civitanova,14,MOSSA DE REZENDE Bruno,Setter,1986,190,BRA,BRA,-,-
2018/2019,A1,Cucine Lube Civitanova,15,PARTENIO Pier Paolo,Setter,1993,197,MC,ITA,until 05/10/2018,transferred to Menghi Shoes Macerata
2018/2019,A1,Cucine Lube Civitanova,17,BALASO Fabio,Libero,1995,178,PD,ITA,-,-
2018/2019,A1,Emma Villas Siena,1,GIRAUDO Matias,Setter,1998,195,ARG,ITA,-,-
2018/2019,A1,Emma Villas Siena,2,CORTESIA Lorenzo,Middleblocker,1999,202,TV,ITA,-,-
2018/2019,A1,Emma Villas Siena,3,SPADAVECCHIA Vincenzo,Middleblocker,1993,204,BA,ITA,-,-
2018/2019,A1,Emma Villas Siena,4,MAROUFLAKRANI Mir Saeid,Setter,1985,189,IRI,IRI,-,-
2018/2019,A1,Emma Villas Siena,7,GIOVI Andrea,Libero,1983,185,PG,ITA,-,-
2018/2019,A1,Emma Villas Siena,8,GLADYR Jurij,Middleblocker,1984,202,UKR,POL,-,-
2018/2019,A1,Emma Villas Siena,9,VEDOVOTTO Filippo,Spiker,1990,192,VE,ITA,-,-
2018/2019,A1,Emma Villas Siena,10,MATTEI Andrea,Middleblocker,1993,202,RM,ITA,-,-
2018/2019,A1,Emma Villas Siena,11,CALDELLI Lorenzo,Libero,1993,180,GR,ITA,from 30/10/2018,-
2018/2019,A1,Emma Villas Siena,12,VAN DE VOORDE Simon,Middleblocker,1989,208,BEL,BEL,from 01/01/2019,-
2018/2019,A1,Emma Villas Siena,14,ISHIKAWA Yuki,Spiker,1995,192,JPN,JPN,-,-
2018/2019,A1,Emma Villas Siena,15,FEDRIZZI Michele,Spiker,1991,192,TN,ITA,until 24/12/2018,transferred to Monini Spoleto
2018/2019,A1,Emma Villas Siena,16,JOHANSEN German,Spiker,1995,200,ARG,ARG,until 21/01/2019,-
2018/2019,A1,Emma Villas Siena,17,MARUOTTI Gabriele,Spiker,1988,194,RM,ITA,-,-
2018/2019,A1,Emma Villas Siena,19,HERNANDEZ RAMOS Fernando,Spiker,1989,196,CUB,CUB,-,-
2018/2019,A1,Emma Villas Siena,24,CHIAPPA Matteo,Libero,1993,190,MI,ITA,-,-
2018/2019,A1,Emma Villas Siena,82,SAVANI Cristian,Spiker,1982,194,MN,ITA,from 25/12/2018,coming from Ctozedonia Verona
2018/2019,A1,Globo Banca Popolare del Frusinate Sora,1,MARRAZZO Federico,Setter,1994,190,RM,ITA,-,-
2018/2019,A1,Globo Banca Popolare del Frusinate Sora,2,FARINA Mattia,Spiker,2001,202,FR,ITA,-,-
2018/2019,A1,Globo Banca Popolare del Frusinate Sora,3,KEDZIERSKI Michal,Setter,1994,195,POL,POL,-,-
2018/2019,A1,Globo Banca Popolare del Frusinate Sora,4,CANESCHI Edoardo,Middleblocker,1997,205,AR,ITA,-,-
2018/2019,A1,Globo Banca Popolare del Frusinate Sora,5,FEY Kupono,Spiker,1995,196,USA,USA,-,-
2018/2019,A1,Globo Banca Popolare del Frusinate Sora,6,BONAMI Federico,Libero,1993,183,FI,ITA,-,-
2018/2019,A1,Globo Banca Popolare del Frusinate Sora,7,DE BARROS FERREIRA Joao Rafael,Spiker,1993,191,BRA,BRA,-,-
2018/2019,A1,Globo Banca Popolare del Frusinate Sora,8,NIELSEN Rasmus Breuning,Spiker,1994,198,DEN,DEN,-,-
2018/2019,A1,Globo Banca Popolare del Frusinate Sora,9,ESPOSITO Davide,Middleblocker,1995,203,CN,ITA,-,-
2018/2019,A1,Globo Banca Popolare del Frusinate Sora,10,BERMUDEZ Willian Alejandro,Spiker,1994,205,COL,COL,-,-
2018/2019,A1,Globo Banca Popolare del Frusinate Sora,14,MAUTI Pierpaolo,Libero,1995,190,FR,ITA,-,-
2018/2019,A1,Globo Banca Popolare del Frusinate Sora,15,PETKOVIC Dusan,Spiker,1992,199,SRB,SRB,-,-
2018/2019,A1,Globo Banca Popolare del Frusinate Sora,16,RAWIAK Karol,Spiker,1994,198,POL,POL,-,-
2018/2019,A1,Globo Banca Popolare del Frusinate Sora,18,DI MARTINO Gabriele,Middleblocker,1997,199,RM,ITA,-,-
2018/2019,A1,Itas Trentino,2,RUSSELL Aaron,Spiker,1993,205,USA,USA,-,-
2018/2019,A1,Itas Trentino,3,VAN GARDEREN Maarten,Spiker,1990,200,NED,NED,-,-
2018/2019,A1,Itas Trentino,4,NELLI Gabriele,Spiker,1993,208,LU,ITA,-,-
2018/2019,A1,Itas Trentino,5,CAVUTO Oreste,Spiker,1996,199,CH,ITA,-,-
2018/2019,A1,Itas Trentino,6,DALDELLO Nicola,Setter,1983,185,TV,ITA,-,-
2018/2019,A1,Itas Trentino,7,VETTORI Luca,Spiker,1991,199,PR,ITA,-,-
2018/2019,A1,Itas Trentino,8,DE ANGELIS Carlo,Libero,1996,190,LT,ITA,-,-
2018/2019,A1,Itas Trentino,9,GIANNELLI Simone,Setter,1996,199,BZ,ITA,-,-
2018/2019,A1,Itas Trentino,10,GREBENNIKOV Jenia,Libero,1990,188,FRA,FRA,-,-
2018/2019,A1,Itas Trentino,11,CANDELLARO Davide,Middleblocker,1989,200,PD,ITA,-,-
2018/2019,A1,Itas Trentino,15,CODARIN Lorenzo,Middleblocker,1996,200,UD,ITA,-,-
2018/2019,A1,Itas Trentino,20,LISINAC Srecko,Middleblocker,1992,205,SRB,SRB,-,-
2018/2019,A1,Itas Trentino,93,KOVACEVIC Uros,Spiker,1993,198,SRB,SRB,-,-
2018/2019,A1,Kioene Padova,1,POLO Alberto,Middleblocker,1995,202,VI,ITA,-,-
2018/2019,A1,Kioene Padova,2,BASSANELLO Nicolò,Libero,1996,183,PD,ITA,-,-
2018/2019,A1,Kioene Padova,4,LOUATI Yacine,Spiker,1992,198,FRA,FRA,-,-
2018/2019,A1,Kioene Padova,7,COTTARELLI Francesco,Setter,1996,196,VR,ITA,-,-
2018/2019,A1,Kioene Padova,8,CIROVIC Lazar,Spiker,1992,200,SRB,SRB,-,-
2018/2019,A1,Kioene Padova,9,SPERANDIO Matteo,Middleblocker,1992,199,TV,ITA,-,-
2018/2019,A1,Kioene Padova,10,VOLPATO Marco,Middleblocker,1990,198,VI,ITA,-,-
2018/2019,A1,Kioene Padova,11,TORRES Maurice Armando,Spiker,1991,201,USA,USA,-,-
2018/2019,A1,Kioene Padova,12,PREMOVIC Petar,Spiker,1994,200,SRB,SRB,-,-
2018/2019,A1,Kioene Padova,13,TRAVICA Dragan,Setter,1986,200,CRO,ITA,-,-
2018/2019,A1,Kioene Padova,14,BARNES Ryley,Spiker,1993,200,CAN,-,from 18/12/2018,-
2018/2019,A1,Kioene Padova,17,LAZZARETTO Enrico,Spiker,1995,198,PD,ITA,-,-
2018/2019,A1,Kioene Padova,18,RANDAZZO Luigi,Spiker,1994,198,CT,ITA,-,-
2018/2019,A1,Kioene Padova,19,DANANI LA FUENTE Santiago Nicolas,Libero,1995,176,ARG,ESP,-,-
2018/2019,A1,Revivre Axopower Milano,1,ABDEL-AZIZ Nimir,Spiker,1992,202,NED,NED,-,-
2018/2019,A1,Revivre Axopower Milano,2,HOFFER Nicolò,Libero,2000,180,VR,ITA,-,-
2018/2019,A1,Revivre Axopower Milano,3,BASIC Luka,Spiker,1995,201,FRA,FRA,-,-
2018/2019,A1,Revivre Axopower Milano,4,KOZAMERNIK Jan,Middleblocker,1995,204,SLO,SLO,-,-
2018/2019,A1,Revivre Axopower Milano,5,IZZO Marco,Setter,1994,195,MS,ITA,-,-
2018/2019,A1,Revivre Axopower Milano,6,SBERTOLI Riccardo,Setter,1998,190,MI,ITA,-,-
2018/2019,A1,Revivre Axopower Milano,7,TONDO Alessandro,Spiker,1991,202,LE,ITA,until 06/11/2018,transferred to Gas Stoes Piacenza
2018/2019,A1,Revivre Axopower Milano,8,MAAR Stephen Timothy,Spiker,1994,202,CAN,CAN,-,-
2018/2019,A1,Revivre Axopower Milano,9,HIRSCH Simon,Spiker,1992,205,GER,GER,from 01/11/2018,-
2018/2019,A1,Revivre Axopower Milano,10,GIRONI Fabrizio,Spiker,2000,200,MB,ITA,-,-
2018/2019,A1,Revivre Axopower Milano,11,PIANO Matteo,Middleblocker,1990,207,AT,ITA,-,-
2018/2019,A1,Revivre Axopower Milano,12,BOSSI Elia,Middleblocker,1994,202,TS,ITA,-,-
2018/2019,A1,Revivre Axopower Milano,14,CEBULJ Klemen,Spiker,1992,202,SLO,SLO,from 07/03/2019,-
2018/2019,A1,Revivre Axopower Milano,17,CLEVENOT Trevor,Spiker,1994,199,FRA,FRA,-,-
2018/2019,A1,Revivre Axopower Milano,18,PESARESI Nicola,Libero,1991,190,AN,ITA,-,-
2018/2019,A1,Sir Safety Conad Perugia,1,PICCINELLI Alessandro,Libero,1997,189,MI,ITA,-,-
2018/2019,A1,Sir Safety Conad Perugia,2,RICCI Fabio,Middleblocker,1994,205,RA,ITA,-,-
2018/2019,A1,Sir Safety Conad Perugia,3,HOAG Nicholas,Spiker,1992,200,CAN,CAN,from 04/12/2018,-
2018/2019,A1,Sir Safety Conad Perugia,4,HOOGENDOORN Sjoerd,Spiker,1991,198,NED,NED,-,-
2018/2019,A1,Sir Safety Conad Perugia,6,BUCCIARELLI Luca,Middleblocker,1995,200,PG,ITA,from 01/12/2018,coming from Kemas Lamipel Santa Croce
2018/2019,A1,Sir Safety Conad Perugia,7,DELLA LUNGA Dore,Spiker,1984,194,AN,ITA,-,-
2018/2019,A1,Sir Safety Conad Perugia,8,SEIF Jonah,Setter,1994,203,USA,USA,-,-
2018/2019,A1,Sir Safety Conad Perugia,9,LEON VENERO Wilfredo,Spiker,1993,201,CUB,POL,-,-
2018/2019,A1,Sir Safety Conad Perugia,10,LANZA Filippo,Spiker,1991,196,VR,ITA,-,-
2018/2019,A1,Sir Safety Conad Perugia,11,GALASSI Gianluca,Middleblocker,1997,201,TN,ITA,-,-
2018/2019,A1,Sir Safety Conad Perugia,12,BERGER Alexander,Spiker,1988,193,AUT,AUT,-,-
2018/2019,A1,Sir Safety Conad Perugia,13,COLACI Massimo,Libero,1985,180,LE,ITA,-,-
2018/2019,A1,Sir Safety Conad Perugia,14,ATANASIJEVIC Aleksandar,Spiker,1991,200,SRB,SRB,-,-
2018/2019,A1,Sir Safety Conad Perugia,15,DE CECCO Luciano,Setter,1988,194,ARG,ARG,-,-
2018/2019,A1,Sir Safety Conad Perugia,18,PODRASCANIN Marko,Middleblocker,1987,203,SRB,SRB,-,-
2018/2019,A1,Tonno Callipo Calabria Vibo Valentia,1,ZHUKOUSKI Tsimafei,Setter,1989,192,BLR,CRO,-,-
2018/2019,A1,Tonno Callipo Calabria Vibo Valentia,3,MARRA Davide,Libero,1984,180,CS,ITA,-,-
2018/2019,A1,Tonno Callipo Calabria Vibo Valentia,4,CAPPIO Paolo,Libero,1999,186,PE,ITA,-,-
2018/2019,A1,Tonno Callipo Calabria Vibo Valentia,6,VITELLI Marco,Middleblocker,1996,201,CH,ITA,-,-
2018/2019,A1,Tonno Callipo Calabria Vibo Valentia,7,MARSILI Sebastiano,Setter,1996,181,TV,ITA,-,-
2018/2019,A1,Tonno Callipo Calabria Vibo Valentia,8,SKRIMOV Todor,Spiker,1990,192,BUL,BUL,-,-
2018/2019,A1,Tonno Callipo Calabria Vibo Valentia,9,BARRETO SILVA Carlos Eduardo,Spiker,1994,199,BRA,BRA,from 06/08/2018,-
2018/2019,A1,Tonno Callipo Calabria Vibo Valentia,10,DOMAGALA Damian,Spiker,1998,199,POL,POL,-,-
2018/2019,A1,Tonno Callipo Calabria Vibo Valentia,11,AL HACHDADI Mohamed,Spiker,1991,198,MAR,MAR,-,-
2018/2019,A1,Tonno Callipo Calabria Vibo Valentia,18,PRESTA Luca,Middleblocker,1995,200,CS,ITA,-,-
2018/2019,A1,Tonno Callipo Calabria Vibo Valentia,20,STROHBACH Tom,Spiker,1992,199,GER,GER,-,-
2018/2019,A1,Tonno Callipo Calabria Vibo Valentia,22,FOCOSI Leonardo,Middleblocker,2000,196,PT,ITA,-,-
2018/2019,A1,Tonno Callipo Calabria Vibo Valentia,23,MENGOZZI Stefano,Middleblocker,1985,205,RA,ITA,-,-
2018/2019,A1,Tonno Callipo Calabria Vibo Valentia,99,LOPEZ Tomas,Spiker,1994,190,ARG,ARG,-,-
2018/2019,A1,Top Volley Latina,1,CACCIOPPOLA Louis,Libero,1998,180,LT,ITA,-,-
2018/2019,A1,Top Volley Latina,2,GAVENDA Filip,Spiker,1996,200,SVK,SVK,-,-
2018/2019,A1,Top Volley Latina,3,PARODI Simone,Spiker,1986,195,IM,ITA,-,-
2018/2019,A1,Top Volley Latina,4,GITTO Carmelo,Middleblocker,1987,200,ME,ITA,-,-
2018/2019,A1,Top Volley Latina,5,SOTTILE Daniele,Setter,1979,186,ME,ITA,-,-
2018/2019,A1,Top Volley Latina,8,NGAPETH Swan,Spiker,1992,185,FRA,FRA,-,-
2018/2019,A1,Top Volley Latina,9,BARONE Rocco,Middleblocker,1987,200,RC,ITA,-,-
2018/2019,A1,Top Volley Latina,10,TOSI Federico,Libero,1991,185,LU,ITA,until 09/01/2019,-
2018/2019,A1,Top Volley Latina,12,SANTUCCI Facundo,Libero,1987,185,ARG,ARG,from 10/01/2019,-
2018/2019,A1,Top Volley Latina,13,ROSSI Andrea,Middleblocker,1989,200,AR,ITA,-,-
2018/2019,A1,Top Volley Latina,14,STERN Toncek,Spiker,1995,195,SLO,SLO,-,-
2018/2019,A1,Top Volley Latina,17,HUANG Pei-Hung,Setter,1990,188,TPE,TPE,-,-
2018/2019,A1,Top Volley Latina,18,PALACIOS Ezequiel,Spiker,1992,198,ARG,ARG,-,-
2018/2019,A1,Top Volley Latina,94,STERN Ziga,Spiker,1994,195,SLO,SLO,from 25/12/2018,-
2018/2019,A1,Vero Volley Monza,1,BUTI Simone,Middleblocker,1983,208,FI,ITA,-,-
2018/2019,A1,Vero Volley Monza,3,CALLIGARO Tomasz,Setter,1993,190,POL,ITA,-,-
2018/2019,A1,Vero Volley Monza,4,DZAVORONOK Donovan,Spiker,1997,202,CZE,CZE,-,-
2018/2019,A1,Vero Volley Monza,5,ORDUNA Santiago,Setter,1983,183,ARG,ITA,-,-
2018/2019,A1,Vero Volley Monza,6,GALLIANI Andrea,Spiker,1988,204,MB,ITA,-,-
2018/2019,A1,Vero Volley Monza,8,ARASOMWAN Martins,Middleblocker,1995,200,NGR,ITA,-,-
2018/2019,A1,Vero Volley Monza,9,RIZZO Marco,Libero,1990,185,LE,ITA,-,-
2018/2019,A1,Vero Volley Monza,10,GHAFOUR Amir,Spiker,1991,202,IRI,IRI,from 12/09/2018,-
2018/2019,A1,Vero Volley Monza,11,BOTTO Iacopo,Spiker,1987,190,SP,ITA,-,-
2018/2019,A1,Vero Volley Monza,12,YOSIFOV Viktor,Middleblocker,1985,204,BUL,BUL,-,-
2018/2019,A1,Vero Volley Monza,13,BERETTA Thomas,Middleblocker,1990,205,MI,ITA,-,-
2018/2019,A1,Vero Volley Monza,15,GIANNOTTI Stefano,Spiker,1989,197,PD,ITA,-,-
2018/2019,A1,Vero Volley Monza,17,PLOTNYTSKYI Oleh,Spiker,1997,194,UKR,UKR,-,-
2018/2019,A1,Vero Volley Monza,18,BUCHEGGER Paul,Spiker,1996,204,AUT,AUT,-,-
2018/2019,A1,Vero Volley Monza,27,PICCHIO Matteo,Libero,2000,182,MB,ITA,-,-
2018/2019,A2,Acqua Fonteviva Apuana Livorno,2,BRIGLIA Mattia,Spiker,1998,198,MS,ITA,-,-
2018/2019,A2,Acqua Fonteviva Apuana Livorno,4,LOGLISCI Gianluca,Spiker,1998,195,MN,ITA,-,-
2018/2019,A2,Acqua Fonteviva Apuana Livorno,5,GRIECO Gianluca,Setter,1999,190,LI,ITA,-,-
2018/2019,A2,Acqua Fonteviva Apuana Livorno,6,MISCIONE Mirko,Middleblocker,1988,200,CH,ITA,-,-
2018/2019,A2,Acqua Fonteviva Apuana Livorno,7,PAOLI Alessandro,Middleblocker,1984,194,TN,ITA,-,-
2018/2019,A2,Acqua Fonteviva Apuana Livorno,8,ZONCA Paolo,Spiker,1997,196,GO,ITA,-,-
2018/2019,A2,Acqua Fonteviva Apuana Livorno,9,BACCI Marco,Libero,1980,175,LI,ITA,-,-
2018/2019,A2,Acqua Fonteviva Apuana Livorno,11,MINUTI Mattia,Middleblocker,1998,197,PI,ITA,-,-
2018/2019,A2,Acqua Fonteviva Apuana Livorno,12,WOJCIK Michal,Spiker,1995,198,POL,POL,-,-
2018/2019,A2,Acqua Fonteviva Apuana Livorno,13,POCHINI Filippo,Libero,1989,185,PG,ITA,-,-
2018/2019,A2,Acqua Fonteviva Apuana Livorno,14,JOVANOVIC Igor,Setter,1990,194,SRB,SRB,-,-
2018/2019,A2,Acqua Fonteviva Apuana Livorno,15,DE SANTIS Danilo,Spiker,1993,202,VT,ITA,-,-
2018/2019,A2,Acqua Fonteviva Apuana Livorno,17,FACCHINI Lorenzo,Spiker,1998,191,PI,ITA,-,-
2018/2019,A2,Acqua Fonteviva Apuana Livorno,18,MACCARONE Graziano,Middleblocker,1996,200,VV,ITA,-,-
2018/2019,A2,Aeronautica Militare Club Italia Crai Roma,1,STEFANI Tommaso,Spiker,2001,210,FI,ITA,-,-
2018/2019,A2,Aeronautica Militare Club Italia Crai Roma,2,BIASOTTO Manuel,Middleblocker,2001,204,GE,ITA,-,-
2018/2019,A2,Aeronautica Militare Club Italia Crai Roma,3,CIANCIOTTA Nicola,Middleblocker,1997,196,BA,ITA,-,-
2018/2019,A2,Aeronautica Militare Club Italia Crai Roma,4,ZONTA Nicola,Setter,2000,186,UD,ITA,-,-
2018/2019,A2,Aeronautica Militare Club Italia Crai Roma,5,MOTZO Matheus,Spiker,1999,192,BRA,ITA,-,-
2018/2019,A2,Aeronautica Militare Club Italia Crai Roma,6,MAGALINI Giulio,Spiker,2001,196,VR,ITA,-,-
2018/2019,A2,Aeronautica Militare Club Italia Crai Roma,7,FEDERICI Filippo,Libero,2000,182,AN,ITA,-,-
2018/2019,A2,Aeronautica Militare Club Italia Crai Roma,8,MALETTO Gabriele,Middleblocker,1999,202,TO,ITA,-,-
2018/2019,A2,Aeronautica Militare Club Italia Crai Roma,9,RECINE Francesco,Spiker,1999,183,RA,ITA,-,-
2018/2019,A2,Aeronautica Militare Club Italia Crai Roma,10,BENEDICENTI Alberto,Libero,2001,180,TO,ITA,-,-
2018/2019,A2,Aeronautica Militare Club Italia Crai Roma,11,DAL CORSO Gianluca,Spiker,2001,197,VE,ITA,-,-
2018/2019,A2,Aeronautica Militare Club Italia Crai Roma,12,DI MARCO Leonardo,Setter,2002,202,FI,ITA,-,-
2018/2019,A2,Aeronautica Militare Club Italia Crai Roma,12,MOSCA Leandro,Middleblocker,2000,206,MC,ITA,-,-
2018/2019,A2,Aeronautica Militare Club Italia Crai Roma,15,GAMBA Kristian,Spiker,2000,190,AO,ITA,-,-
2018/2019,A2,Aeronautica Militare Club Italia Crai Roma,16,SALSI Nicola,Setter,1997,186,RE,ITA,-,-
