Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2011/2012,A1,Supercoppa,Final,-,-,0,16/2/2012,20:30,3300,12000,C,Norda Foppapedretti Bergamo,Volley Bergamo,3,2,8,15,21,25,7,16,18,20,7,16,20,20,8,14,21,25,4,9,14,17,8,16,21,25,7,13,21,25,8,16,19,22,5,9,10,15,4,10,12,13,86,27,34,101,16,-,99,12,0.7,0.49,171,7,16,72,0.42,-,14
2011/2012,A1,Supercoppa,Final,-,-,0,16/2/2012,20:30,3300,12000,O,MC-Carnaghi Villa Cortese,Villa Cortese,2,3,7,16,18,20,8,15,21,25,8,14,21,25,7,16,20,20,8,16,21,25,4,9,14,17,8,16,19,22,7,13,21,25,4,10,12,13,5,9,10,15,79,29,49,106,7,7,85,1,0.74,0.46,158,6,14,56,0.35,-,16
2011/2012,A1,Regular_Season,1st,1,-,3001,8/10/2011,20:30,1718,14355,C,Norda Foppapedretti Bergamo,Volley Bergamo,3,1,5,16,21,25,8,12,13,20,8,14,18,27,6,16,21,25,7,12,20,23,8,16,21,25,6,14,19,25,8,16,21,23,-,-,-,-,-,-,-,-,81,27,44,96,8,4,88,2,0.7,0.47,158,8,15,67,0.42,-,10
2011/2012,A1,Regular_Season,1st,1,-,3001,8/10/2011,20:30,1718,14355,O,Chieri Torino Volley Club,Chieri,1,3,8,12,13,20,5,16,21,25,6,16,21,25,8,14,18,27,8,16,21,25,7,12,20,23,8,16,21,23,6,14,19,25,-,-,-,-,-,-,-,-,74,26,46,94,6,-,88,5,0.66,0.42,157,7,10,59,0.38,-,15
2011/2012,A1,Regular_Season,1st,1,-,3002,9/10/2011,18:00,1213,10558,C,MC-Carnaghi Villa Cortese,Villa Cortese,3,0,8,16,21,25,5,10,16,17,8,16,21,25,7,14,15,18,8,16,21,25,7,10,13,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,30,40,73,6,1,40,2,0.65,0.43,93,4,5,50,0.54,-,6
2011/2012,A1,Regular_Season,1st,1,-,3002,9/10/2011,18:00,1213,10558,O,Riso Scotti Pavia,Pavia Villanterio,0,3,5,10,16,17,8,16,21,25,7,14,15,18,8,16,21,25,7,10,13,17,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,9,17,54,14,2,67,1,0.64,0.43,102,4,6,35,0.34,-,5
2011/2012,A1,Regular_Season,1st,1,-,3003,13/12/2011,20:30,1121,2772,C,Scavolini Pesaro,Pesaro,3,0,8,16,21,25,2,9,12,13,8,16,21,25,7,14,16,19,8,16,21,25,5,11,14,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,25,39,73,6,3,48,2,0.5,0.31,113,3,7,49,0.43,-,6
2011/2012,A1,Regular_Season,1st,1,-,3003,13/12/2011,20:30,1121,2772,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,0,3,2,9,12,13,8,16,21,25,7,14,16,19,8,16,21,25,5,11,14,16,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,8,15,50,2,1,67,7,0.45,0.09,100,8,6,30,0.3,-,7
2011/2012,A1,Regular_Season,1st,1,-,3005,9/10/2011,18:00,936,4395,C,Cariparma SiGrade Parma,Parma,1,3,8,16,21,25,6,13,15,19,6,10,17,19,8,16,21,25,3,10,13,19,8,16,21,25,7,15,17,19,8,16,21,25,-,-,-,-,-,-,-,-,55,19,20,82,13,2,80,8,0.55,0.31,135,6,8,45,0.33,-,8
2011/2012,A1,Regular_Season,1st,1,-,3005,9/10/2011,18:00,936,4395,O,Chateau D'Ax Urbino Volley,Urbino,3,1,6,13,15,19,8,16,21,25,8,16,21,25,6,10,17,19,8,16,21,25,3,10,13,19,8,16,21,25,7,15,17,19,-,-,-,-,-,-,-,-,74,32,39,93,13,7,67,3,0.76,0.52,159,11,8,59,0.37,-,8
