Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2011/2012,A1,Regular_Season,1st,1,-,3001,8/10/2011,20:30,1718,14355,C,Norda Foppapedretti Bergamo,Volley Bergamo,6,Gabbiadini Angela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3001,8/10/2011,20:30,1718,14355,C,Norda Foppapedretti Bergamo,Volley Bergamo,7,Diouf Valentina,-,-,-,-,*,*,*,-,5,2,3,2,-,-,-,-,-,-,8,2,-,5,0.63,-,-
2011/2012,A1,Regular_Season,1st,1,-,3001,8/10/2011,20:30,1718,14355,C,Norda Foppapedretti Bergamo,Volley Bergamo,8,Merlo Enrica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3001,8/10/2011,20:30,1718,14355,C,Norda Foppapedretti Bergamo,Volley Bergamo,9,Di Iulio Chiara ,-,L,-,*,*,*,*,-,-,-,-,-,-,-,17,-,0.65,0.41,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3001,8/10/2011,20:30,1718,14355,C,Norda Foppapedretti Bergamo,Volley Bergamo,10,Ruseva Hristina,-,-,6.3,2,2,2,2,-,9,5,5,16,3,1,1,-,-,-,11,-,-,5,0.45,-,3
2011/2012,A1,Regular_Season,1st,1,-,3001,8/10/2011,20:30,1718,14355,C,Norda Foppapedretti Bergamo,Volley Bergamo,12,Piccinini Francesca,-,-,6.4,4,4,4,4,-,13,6,6,18,-,1,28,1,0.86,0.64,29,3,3,11,0.38,-,1
2011/2012,A1,Regular_Season,1st,1,-,3001,8/10/2011,20:30,1718,14355,C,Norda Foppapedretti Bergamo,Volley Bergamo,13,Arrighetti Valentina,-,-,6.6,5,5,5,5,-,12,1,7,18,2,-,-,-,-,-,20,-,1,10,0.5,-,2
2011/2012,A1,Regular_Season,1st,1,-,3001,8/10/2011,20:30,1718,14355,C,Norda Foppapedretti Bergamo,Volley Bergamo,16,Vasileva Elitsa,-,-,6.2,1,1,1,1,-,27,10,16,17,2,1,29,1,0.66,0.38,46,2,5,24,0.52,-,2
2011/2012,A1,Regular_Season,1st,1,-,3001,8/10/2011,20:30,1718,14355,C,Norda Foppapedretti Bergamo,Volley Bergamo,18,Serena Valentina,-,-,-,-,*,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3001,8/10/2011,20:30,1718,14355,O,Chieri Torino Volley Club,Chieri,1,Corvese Viviana,-,-,6.3,2,2,2,2,-,13,5,10,16,1,-,-,-,-,-,23,1,1,8,0.35,-,5
2011/2012,A1,Regular_Season,1st,1,-,3001,8/10/2011,20:30,1718,14355,O,Chieri Torino Volley Club,Chieri,2,Borgogno Chiara,-,-,6.9,5,5,5,5,-,13,4,11,13,2,-,1,-,1,1,13,-,-,8,0.62,-,5
2011/2012,A1,Regular_Season,1st,1,-,3001,8/10/2011,20:30,1718,14355,O,Chieri Torino Volley Club,Chieri,5,Zetova Antonina,-,-,5.5,6,6,6,6,-,13,6,5,13,-,-,-,-,-,-,42,4,4,13,0.31,-,-
2011/2012,A1,Regular_Season,1st,1,-,3001,8/10/2011,20:30,1718,14355,O,Chieri Torino Volley Club,Chieri,6,Dolezalova Marketa Vesela,-,-,-,*,*,-,-,-,-,-,-,-,-,-,8,-,0.25,0.25,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3001,8/10/2011,20:30,1718,14355,O,Chieri Torino Volley Club,Chieri,7,Giogoli Francesca,-,-,5.2,3,3,3,3,-,2,-,2,19,-,-,-,-,-,-,4,-,-,2,0.5,-,-
2011/2012,A1,Regular_Season,1st,1,-,3001,8/10/2011,20:30,1718,14355,O,Chieri Torino Volley Club,Chieri,8,Arimattei Sofia,-,-,6.2,1,1,1,1,-,10,4,6,17,1,-,27,1,0.81,0.48,30,1,1,9,0.3,-,1
2011/2012,A1,Regular_Season,1st,1,-,3001,8/10/2011,20:30,1718,14355,O,Chieri Torino Volley Club,Chieri,9,Sorokaite Indre,-,-,6,4,4,4,4,-,18,6,9,13,2,-,23,2,0.57,0.39,39,1,4,14,0.36,-,4
2011/2012,A1,Regular_Season,1st,1,-,3001,8/10/2011,20:30,1718,14355,O,Chieri Torino Volley Club,Chieri,10,Vietti Erica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3001,8/10/2011,20:30,1718,14355,O,Chieri Torino Volley Club,Chieri,11,Pavlovic Marija,-,-,-,-,*,-,-,-,2,-,2,1,-,-,-,-,-,-,2,-,-,2,1,-,-
2011/2012,A1,Regular_Season,1st,1,-,3001,8/10/2011,20:30,1718,14355,O,Chieri Torino Volley Club,Chieri,13,Borri Maurizia ,-,L,-,*,*,*,*,-,-,-,-2,-,-,-,29,2,0.69,0.41,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3001,8/10/2011,20:30,1718,14355,O,Chieri Torino Volley Club,Chieri,15,Zauri Rossana ,-,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3001,8/10/2011,20:30,1718,14355,O,Chieri Torino Volley Club,Chieri,16,Grazietti Giuliana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3001,8/10/2011,20:30,1718,14355,O,Chieri Torino Volley Club,Chieri,17,Hippe Saskia,-,-,-,*,-,-,-,-,3,1,3,2,-,-,-,-,-,-,4,-,-,3,0.75,-,-
2011/2012,A1,Regular_Season,1st,1,-,3002,9/10/2011,18:00,1213,10558,C,Riso Scotti Pavia,Pavia Villanterio,2,Degradi Alice,-,-,-,*,*,*,-,-,-,-,-1,3,1,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3002,9/10/2011,18:00,1213,10558,C,Riso Scotti Pavia,Pavia Villanterio,3,Gennari Alessia ,C,-,5.7,4,4,1,-,-,7,2,5,11,1,-,20,-,0.65,0.45,25,-,1,6,0.24,-,1
2011/2012,A1,Regular_Season,1st,1,-,3002,9/10/2011,18:00,1213,10558,C,Riso Scotti Pavia,Pavia Villanterio,4,Barbieri Linda ,-,L,-,*,*,*,-,-,-,-,-1,-,-,-,18,1,0.78,0.44,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3002,9/10/2011,18:00,1213,10558,C,Riso Scotti Pavia,Pavia Villanterio,5,Balboni Martina,-,-,6.6,6,6,3,-,-,1,-,-1,8,1,-,-,-,-,-,4,1,-,1,0.25,-,-
2011/2012,A1,Regular_Season,1st,1,-,3002,9/10/2011,18:00,1213,10558,C,Riso Scotti Pavia,Pavia Villanterio,7,Maricic Gorana,-,-,6,3,3,6,-,-,12,1,8,8,3,1,1,-,-,-,33,-,1,11,0.33,-,-
2011/2012,A1,Regular_Season,1st,1,-,3002,9/10/2011,18:00,1213,10558,C,Riso Scotti Pavia,Pavia Villanterio,8,Vicinanza Rosalba,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3002,9/10/2011,18:00,1213,10558,C,Riso Scotti Pavia,Pavia Villanterio,9,Fiori Silvia ,-,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3002,9/10/2011,18:00,1213,10558,C,Riso Scotti Pavia,Pavia Villanterio,10,Lamb Dominique,-,-,5.6,2,2,5,-,-,6,2,1,10,2,1,1,-,1,1,8,1,2,4,0.5,-,1
2011/2012,A1,Regular_Season,1st,1,-,3002,9/10/2011,18:00,1213,10558,C,Riso Scotti Pavia,Pavia Villanterio,13,Bramborova Ivana,-,-,5.6,1,1,4,-,-,9,2,3,8,2,-,26,-,0.54,0.38,24,2,2,8,0.33,-,1
2011/2012,A1,Regular_Season,1st,1,-,3002,9/10/2011,18:00,1213,10558,C,Riso Scotti Pavia,Pavia Villanterio,15,Koeva Gabriela,-,-,6.9,5,5,2,-,-,7,2,3,6,4,-,1,-,1,1,8,-,-,5,0.63,-,2
2011/2012,A1,Regular_Season,1st,1,-,3002,9/10/2011,18:00,1213,10558,O,MC-Carnaghi Villa Cortese,Villa Cortese,1,Carocci Luna Veronica ,-,L,-,*,*,*,-,-,-,-,-,-,-,-,15,-,0.73,0.4,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3002,9/10/2011,18:00,1213,10558,O,MC-Carnaghi Villa Cortese,Villa Cortese,3,Perinelli Elena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3002,9/10/2011,18:00,1213,10558,O,MC-Carnaghi Villa Cortese,Villa Cortese,5,Danesi Anna,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3002,9/10/2011,18:00,1213,10558,O,MC-Carnaghi Villa Cortese,Villa Cortese,6,Pavan Sarah,-,-,6.4,3,3,3,-,-,15,7,11,17,-,1,-,-,-,-,26,3,1,13,0.5,-,1
2011/2012,A1,Regular_Season,1st,1,-,3002,9/10/2011,18:00,1213,10558,O,MC-Carnaghi Villa Cortese,Villa Cortese,7,Guiggi Martina ,C,-,7.2,5,5,5,-,-,11,5,10,6,1,-,1,-,1,1,11,-,-,9,0.82,-,2
2011/2012,A1,Regular_Season,1st,1,-,3002,9/10/2011,18:00,1213,10558,O,MC-Carnaghi Villa Cortese,Villa Cortese,8,Cruz Aurea,-,-,6,4,4,4,-,-,7,4,4,9,1,-,8,1,0.63,0.38,15,-,1,7,0.47,-,-
2011/2012,A1,Regular_Season,1st,1,-,3002,9/10/2011,18:00,1213,10558,O,MC-Carnaghi Villa Cortese,Villa Cortese,9,Bosetti Lucia,-,-,6.1,1,1,1,-,-,10,6,6,10,2,-,14,1,0.5,0.43,17,-,1,9,0.53,-,1
2011/2012,A1,Regular_Season,1st,1,-,3002,9/10/2011,18:00,1213,10558,O,MC-Carnaghi Villa Cortese,Villa Cortese,10,Pincerato Giulia,-,-,6.5,6,6,6,-,-,4,2,3,14,1,-,-,-,-,-,5,-,-,4,0.8,-,-
2011/2012,A1,Regular_Season,1st,1,-,3002,9/10/2011,18:00,1213,10558,O,MC-Carnaghi Villa Cortese,Villa Cortese,11,Barborkova Sarka,-,-,-,-,-,*,-,-,1,1,1,-,-,-,-,-,-,-,6,-,-,1,0.17,-,-
2011/2012,A1,Regular_Season,1st,1,-,3002,9/10/2011,18:00,1213,10558,O,MC-Carnaghi Villa Cortese,Villa Cortese,13,Sintoni Caterina,-,-,-,-,-,*,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3002,9/10/2011,18:00,1213,10558,O,MC-Carnaghi Villa Cortese,Villa Cortese,14,Bosetti Caterina,-,-,-,*,*,-,-,-,3,2,2,-,-,-,2,-,1,0.5,5,-,1,3,0.6,-,-
2011/2012,A1,Regular_Season,1st,1,-,3002,9/10/2011,18:00,1213,10558,O,MC-Carnaghi Villa Cortese,Villa Cortese,15,Wilson Makare Wasa Mary,-,-,6.3,2,2,2,-,-,6,3,3,14,1,-,-,-,-,-,8,1,1,4,0.5,-,2
2011/2012,A1,Regular_Season,1st,1,-,3002,9/10/2011,18:00,1213,10558,O,MC-Carnaghi Villa Cortese,Villa Cortese,17,Puerari Ramona ,-,L,-,*,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3003,13/12/2011,20:30,1121,2772,C,Scavolini Pesaro,Pesaro,1,Ortolani Serena,-,-,6,3,3,4,-,-,13,7,8,11,3,-,-,-,-,-,26,-,2,12,0.46,-,1
2011/2012,A1,Regular_Season,1st,1,-,3003,13/12/2011,20:30,1121,2772,C,Scavolini Pesaro,Pesaro,2,Agostinetto Giulia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3003,13/12/2011,20:30,1121,2772,C,Scavolini Pesaro,Pesaro,4,Brinker Maren,-,-,6,4,4,5,-,-,14,6,9,11,-,1,12,-,0.42,0.17,27,2,2,11,0.41,-,2
2011/2012,A1,Regular_Season,1st,1,-,3003,13/12/2011,20:30,1121,2772,C,Scavolini Pesaro,Pesaro,5,Klineman Alexandra Rose,-,-,5.5,1,1,2,-,-,10,3,4,15,-,1,29,2,0.52,0.31,27,1,3,9,0.33,-,-
2011/2012,A1,Regular_Season,1st,1,-,3003,13/12/2011,20:30,1121,2772,C,Scavolini Pesaro,Pesaro,7,De Gennaro Monica ,-,L,-,*,*,-,-,-,-,-,-,-,-,-,5,-,0.6,0.6,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3003,13/12/2011,20:30,1121,2772,C,Scavolini Pesaro,Pesaro,8,Saccomani Laura,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3003,13/12/2011,20:30,1121,2772,C,Scavolini Pesaro,Pesaro,9,Manzano Elisa,-,-,6.7,2,2,3,-,-,12,6,11,13,1,-,1,-,1,1,17,-,-,9,0.53,-,3
2011/2012,A1,Regular_Season,1st,1,-,3003,13/12/2011,20:30,1121,2772,C,Scavolini Pesaro,Pesaro,10,Ferretti Francesca,-,-,6.3,6,6,1,-,-,-,-,-2,12,2,-,1,-,-,-,1,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3003,13/12/2011,20:30,1121,2772,C,Scavolini Pesaro,Pesaro,11,Tomsia Berenika,-,-,6.4,5,5,6,-,-,9,3,9,11,-,1,-,-,-,-,15,-,-,8,0.53,-,-
2011/2012,A1,Regular_Season,1st,1,-,3003,13/12/2011,20:30,1121,2772,C,Scavolini Pesaro,Pesaro,12,Ampudia Paola,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3003,13/12/2011,20:30,1121,2772,C,Scavolini Pesaro,Pesaro,18,Musti De Gennaro Lulama,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3003,13/12/2011,20:30,1121,2772,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,1,Pachale Hanka,-,-,5.5,1,1,6,-,-,5,1,1,7,-,-,22,3,0.32,0.09,21,-,1,4,0.19,-,1
2011/2012,A1,Regular_Season,1st,1,-,3003,13/12/2011,20:30,1121,2772,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,2,Mazzocchi Eva,-,-,-,-,*,*,-,-,-,-,-1,-,-,-,5,1,0.2,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3003,13/12/2011,20:30,1121,2772,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,3,Davis Nicole ,-,L,-,*,*,*,-,-,-,-,-2,-,-,-,18,2,0.5,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3003,13/12/2011,20:30,1121,2772,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,4,Leggeri Manuela,-,-,6.3,2,2,1,-,-,5,1,4,11,-,-,2,1,0.5,-,7,-,-,2,0.29,-,3
2011/2012,A1,Regular_Season,1st,1,-,3003,13/12/2011,20:30,1121,2772,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,6,Turlea Carmen,-,-,5.5,3,3,2,-,-,10,2,5,11,1,1,-,-,-,-,32,1,3,8,0.25,-,1
2011/2012,A1,Regular_Season,1st,1,-,3003,13/12/2011,20:30,1121,2772,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,7,Dall'Igna Stefania,-,-,8.5,6,6,-,-,-,1,-,1,3,-,-,-,-,-,-,1,-,-,1,1,-,-
2011/2012,A1,Regular_Season,1st,1,-,3003,13/12/2011,20:30,1121,2772,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,9,Nicolini Laura,-,-,6.1,5,5,4,-,-,7,1,4,6,1,-,1,-,1,-,12,1,1,6,0.5,-,1
2011/2012,A1,Regular_Season,1st,1,-,3003,13/12/2011,20:30,1121,2772,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,10,Callegaro Cinzia,-,-,3.5,*,-,5,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3003,13/12/2011,20:30,1121,2772,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,11,Lehtonen Riikka,-,-,5.6,4,4,3,-,-,10,3,3,9,-,-,19,-,0.58,0.21,27,6,1,9,0.33,-,1
2011/2012,A1,Regular_Season,1st,1,-,3003,13/12/2011,20:30,1121,2772,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,13,Scarabelli Chiara,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3003,13/12/2011,20:30,1121,2772,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,14,Cella Elisa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3003,13/12/2011,20:30,1121,2772,O,Rebecchi Nordmeccanica Piacenza,River Volley Piacenza,15,Kajalina Anna,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3005,9/10/2011,18:00,936,4395,C,Chateau D'Ax Urbino Volley,Urbino,1,Djerisilo Ivana,-,-,5.6,4,3,3,4,-,20,11,9,13,4,1,3,-,0.67,0.67,47,5,2,18,0.38,-,1
2011/2012,A1,Regular_Season,1st,1,-,3005,9/10/2011,18:00,936,4395,C,Chateau D'Ax Urbino Volley,Urbino,2,Mc Namee Candace,-,-,-,-,*,*,-,-,1,1,-,4,1,1,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3005,9/10/2011,18:00,936,4395,C,Chateau D'Ax Urbino Volley,Urbino,3,Garzaro Ilaria,-,-,6,3,2,2,3,-,13,5,10,13,-,1,-,-,-,-,21,2,1,11,0.52,-,1
2011/2012,A1,Regular_Season,1st,1,-,3005,9/10/2011,18:00,936,4395,C,Chateau D'Ax Urbino Volley,Urbino,6,Van Hecke Lise,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,3005,9/10/2011,18:00,936,4395,C,Chateau D'Ax Urbino Volley,Urbino,7,Blagojevic Jelena,-,-,5.5,*,4,4,5,-,9,2,6,18,-,1,14,-,0.64,0.21,21,-,3,7,0.33,-,1
2011/2012,A1,Regular_Season,1st,1,-,3005,9/10/2011,18:00,936,4395,C,Chateau D'Ax Urbino Volley,Urbino,8,Skorupa Katarzyna,-,-,5.6,1,6,6,1,-,2,2,1,11,-,-,1,1,-,-,1,-,-,-,-,-,2
