Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2011/2012,A1,Regular_Season,1st,1,-,1,25/9/2011,18:00,1087,5472,C,Sisley Belluno,Treviso,1,Abdel-Aziz Nimir,-,-,-,*,*,*,*,-,1,1,-3,4,3,-,1,-,-,-,-,-,-,-,-,-,1
2011/2012,A1,Regular_Season,1st,1,-,1,25/9/2011,18:00,1087,5472,C,Sisley Belluno,Treviso,2,Szabo Dàvid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,1,25/9/2011,18:00,1087,5472,C,Sisley Belluno,Treviso,3,Fei Alessandro,-,-,6,4,3,3,3,-,12,4,2,15,2,1,1,-,-,-,32,2,4,8,0.25,-,3
2011/2012,A1,Regular_Season,1st,1,-,1,25/9/2011,18:00,1087,5472,C,Sisley Belluno,Treviso,4,Horstink Robert,-,-,5.5,5,4,4,4,-,14,3,-6,13,3,1,11,3,0.45,0.18,30,3,5,12,0.4,-,1
2011/2012,A1,Regular_Season,1st,1,-,1,25/9/2011,18:00,1087,5472,C,Sisley Belluno,Treviso,6,Dolfo Ludovico,-,-,-,*,*,*,1,-,6,1,-3,4,2,-,7,2,0.29,0.14,10,2,-,6,0.6,-,-
2011/2012,A1,Regular_Season,1st,1,-,1,25/9/2011,18:00,1087,5472,C,Sisley Belluno,Treviso,8,Kohut Emanuel,-,-,6.9,6,5,5,5,-,9,3,2,12,1,-,-,-,-,-,9,-,-,6,0.67,-,3
2011/2012,A1,Regular_Season,1st,1,-,1,25/9/2011,18:00,1087,5472,C,Sisley Belluno,Treviso,10,Curti Valerio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,1,25/9/2011,18:00,1087,5472,C,Sisley Belluno,Treviso,11,De Togni Giorgio,-,-,6.3,3,2,2,2,-,8,4,1,13,1,1,-,-,-,-,7,-,1,3,0.43,-,4
2011/2012,A1,Regular_Season,1st,1,-,1,25/9/2011,18:00,1087,5472,C,Sisley Belluno,Treviso,12,Suxho Donald,-,-,5.2,1,6,6,6,-,3,1,-,8,1,-,1,-,-,-,2,-,-,2,1,-,1
2011/2012,A1,Regular_Season,1st,1,-,1,25/9/2011,18:00,1087,5472,C,Sisley Belluno,Treviso,15,Antonov Oleg,-,-,-,*,*,-,*,-,-,-,-2,5,1,-,-,-,-,-,1,-,1,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,1,25/9/2011,18:00,1087,5472,C,Sisley Belluno,Treviso,16,Sorato Luca ,L,-,-,*,*,*,*,-,-,-,-6,-,-,-,51,6,0.49,0.33,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,1,25/9/2011,18:00,1087,5472,C,Sisley Belluno,Treviso,17,Ogurcak Frantisek,-,-,5.5,2,1,1,-,-,1,-,-6,8,1,-,7,1,0.71,0.71,9,1,2,1,0.11,-,-
2011/2012,A1,Regular_Season,1st,1,-,1,25/9/2011,18:00,1087,5472,O,Andreoli Latina,Latina,1,Rivera Caamano Jose Manuel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,1,25/9/2011,18:00,1087,5472,O,Andreoli Latina,Latina,3,Hardy-Dessources Gérald,-,-,6.8,2,3,5,3,-,11,7,-1,18,5,1,1,-,-,-,7,-,1,5,0.71,-,5
2011/2012,A1,Regular_Season,1st,1,-,1,25/9/2011,18:00,1087,5472,O,Andreoli Latina,Latina,4,Gitto Carmelo,-,-,6.3,5,6,2,6,-,3,-,-4,14,1,-,1,-,1,-,5,1,1,1,0.2,-,2
2011/2012,A1,Regular_Season,1st,1,-,1,25/9/2011,18:00,1087,5472,O,Andreoli Latina,Latina,5,Sottile Daniele,-,-,5.6,6,1,3,1,-,4,3,-2,21,2,1,2,2,-,-,1,-,-,1,1,-,2
2011/2012,A1,Regular_Season,1st,1,-,1,25/9/2011,18:00,1087,5472,O,Andreoli Latina,Latina,7,Jarosz Jakub,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,1,25/9/2011,18:00,1087,5472,O,Andreoli Latina,Latina,8,De Pandis Daniele ,L,-,-,*,*,*,*,-,-,-,-1,-,-,-,27,1,0.7,0.26,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,1,25/9/2011,18:00,1087,5472,O,Andreoli Latina,Latina,9,Guemart Michel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,1,25/9/2011,18:00,1087,5472,O,Andreoli Latina,Latina,11,Troy Murphy Edward,-,-,6.2,3,4,6,4,-,21,8,10,13,3,3,-,-,-,-,33,2,4,18,0.55,-,-
2011/2012,A1,Regular_Season,1st,1,-,1,25/9/2011,18:00,1087,5472,O,Andreoli Latina,Latina,12,Galabinov Yordan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011/2012,A1,Regular_Season,1st,1,-,1,25/9/2011,18:00,1087,5472,O,Andreoli Latina,Latina,13,Roca Borrero Alain Addys,-,-,6.4,4,5,1,5,-,20,10,10,20,5,4,10,-,0.7,0.3,19,-,3,12,0.63,-,4
2011/2012,A1,Regular_Season,1st,1,-,1,25/9/2011,18:00,1087,5472,O,Andreoli Latina,Latina,16,Fragkos Andreas Dimitrios,-,-,5.8,1,2,4,2,-,15,4,1,13,4,-,26,2,0.46,0.35,31,2,4,15,0.48,-,-
2011/2012,A1,Regular_Season,1st,1,-,2,25/9/2011,17:45,2866,24618,C,Itas Diatec Trentino,Trento,1,Kaziyski Matey,-,-,6,5,4,5,-,-,14,9,5,17,4,4,15,-,0.4,0.27,17,-,4,9,0.53,-,1
