Season,Division,Championship,Phase,Day,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,,,,
2025/2026,A2,Regular_Season,2nd,10,661,15/3/2026 ,17:00 ,463 ,€ 752 ,O,Rinascita Lagonegro ,Lagonegro,3,0,8,5,16,11,21,15,25,16,5,8,16,13,21,19,25,23,7,8,16,11,21,16,25,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,28,21,73,8,1,43,6,0.47,0.14,70,3,4,41,0.59,-,14,,,,,
2025/2026,A2,Regular_Season,2nd,11,662,18/3/2026 ,20:00 ,901 ,€ 4.398 ,C,Consar Ravenna ,Ravenna,3,0,8,7,16,10,21,19,25,22,8,6,16,10,21,14,25,18,7,8,14,16,20,21,35,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,25,4,83,15,7,56,3,0.41,0.14,92,8,10,42,0.46,-,8,,,,,
2025/2026,A2,Regular_Season,2nd,11,662,18/3/2026 ,20:00 ,901 ,€ 4.398 ,O,Tinet Prata di Pordenone ,Prata,0,3,7,8,10,16,19,21,22,25,6,8,10,16,14,21,18,25,8,7,16,14,21,20,33,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,15,-16,74,18,3,68,8,0.44,0.25,89,8,8,34,0.38,-,10,,,,,
2025/2026,A2,Regular_Season,2nd,11,663,18/3/2026 ,20:30 ,295 ,€ 480 ,C,Campi Reali Cantù ,Cantù,0,3,8,5,14,16,19,21,22,25,8,7,14,16,17,21,23,25,5,8,13,16,17,21,23,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,11,11,70,18,5,56,4,0.25,0.04,59,3,5,32,0.54,-,6,,,,,
2025/2026,A2,Regular_Season,2nd,11,663,18/3/2026 ,20:30 ,295 ,€ 480 ,O,Gruppo Consoli Sferc Brescia ,Brescia Atlantide,3,0,5,8,16,14,21,19,25,22,7,8,16,14,21,17,25,23,8,5,16,13,21,17,25,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,16,16,73,17,4,52,5,0.5,0.04,75,6,6,42,0.56,-,5,,,,,
2025/2026,A2,Regular_Season,2nd,11,664,18/3/2026 ,20:30 ,535 ,€ 1.981 ,C,Alva Inox 2 Emme Service Porto Viro ,Porto Viro,3,1,8,6,16,11,21,16,25,22,7,8,16,15,21,19,25,23,8,7,16,13,19,21,23,25,8,7,14,16,18,21,27,25,-,-,-,-,-,-,-,-,73,21,15,99,13,6,79,4,0.57,0.33,119,13,11,58,0.49,-,9,,,,,
2025/2026,A2,Regular_Season,2nd,11,664,18/3/2026 ,20:30 ,535 ,€ 1.981 ,O,Emma Villas Codyeco Lupi Siena ,Siena,1,3,6,8,11,16,16,21,22,25,8,7,15,16,19,21,23,25,7,8,13,16,21,19,25,23,7,8,16,14,21,18,25,27,-,-,-,-,-,-,-,-,67,15,2,96,17,2,86,6,0.67,0.45,122,7,9,54,0.44,-,11,,,,,
2025/2026,A2,Regular_Season,2nd,11,665,18/3/2026 ,20:30 ,305 ,€ 241 ,C,Virtus Aversa ,Aversa,3,2,8,3,16,10,21,15,25,17,4,8,13,16,15,21,21,25,8,6,16,13,21,18,25,20,8,6,16,13,19,21,22,25,5,3,0,0,0,0,15,11,73,27,33,107,13,8,79,3,0.41,0.15,116,5,16,50,0.43,-,15,,,,,
2025/2026,A2,Regular_Season,2nd,11,665,18/3/2026 ,20:30 ,305 ,€ 241 ,O,Sviluppo Sud Catania ,Acicastello,2,3,3,8,10,16,15,21,17,25,8,4,16,13,21,15,25,21,6,8,13,16,18,21,20,25,6,8,13,16,21,19,25,22,3,5,0,0,0,0,11,15,75,23,18,98,19,3,94,8,0.44,0.2,134,11,15,56,0.42,-,16,,,,,
2025/2026,A2,Regular_Season,2nd,11,666,18/3/2026 ,20:30 ,665 ,€ 2.507 ,C,Prisma La Cascina Taranto ,Taranto,2,3,5,8,15,16,18,21,21,25,8,4,16,12,21,14,25,19,8,6,15,16,21,18,25,23,5,8,15,16,17,21,19,25,5,4,0,0,0,0,12,15,69,20,28,102,13,4,89,3,0.75,0.47,130,10,15,58,0.45,-,7,,,,,
2025/2026,A2,Regular_Season,2nd,11,666,18/3/2026 ,20:30 ,665 ,€ 2.507 ,O,Abba Pineto ,Pineto,3,2,8,5,16,15,21,18,25,21,4,8,12,16,14,21,19,25,6,8,16,15,18,21,23,25,8,5,16,15,21,17,25,19,4,5,0,0,0,0,15,12,83,26,37,107,18,3,89,7,0.71,0.28,131,14,7,65,0.5,-,15,,,,,
2025/2026,A2,Regular_Season,2nd,11,667,18/3/2026 ,20:30 ,566 ,€ 3.999 ,C,Essence Hotels Fano ,Fano,2,3,6,8,11,16,13,21,17,25,5,8,16,15,21,18,25,22,6,8,16,15,20,21,36,34,5,8,10,16,15,21,17,25,1,5,0,0,0,0,8,15,81,23,1,104,18,6,106,10,0.46,0.22,142,17,13,62,0.44,-,13,,,,,
2025/2026,A2,Regular_Season,2nd,11,667,18/3/2026 ,20:30 ,566 ,€ 3.999 ,O,Banca Macerata Fisiomed MC ,Macerata,3,2,8,6,16,11,21,13,25,17,8,5,15,16,18,21,22,25,8,6,15,16,21,20,34,36,8,5,16,10,21,15,25,17,5,1,0,0,0,0,15,8,82,31,8,120,14,8,86,7,0.43,0.19,134,8,13,61,0.46,-,13,,,,,
2025/2026,A2,Regular_Season,2nd,11,668,18/3/2026 ,19:30 ,602 ,€ 1.502 ,C,Rinascita Lagonegro ,Lagonegro,3,1,8,7,16,13,21,16,25,20,6,8,16,13,21,19,25,22,8,4,16,12,20,21,22,25,8,5,16,12,21,16,25,19,-,-,-,-,-,-,-,-,59,17,28,96,13,2,61,-,0.66,0.31,97,9,7,42,0.43,-,15,,,,,
2025/2026,A2,Regular_Season,2nd,11,668,18/3/2026 ,19:30 ,602 ,€ 1.502 ,O,Romeo Sorrento ,Massa Lubrense,1,3,7,8,13,16,16,21,20,25,8,6,13,16,19,21,22,25,4,8,12,16,21,20,25,22,5,8,12,16,16,21,19,25,-,-,-,-,-,-,-,-,61,12,8,87,26,-,83,2,0.51,0.34,128,10,15,54,0.42,-,7,,,,,
2025/2026,A2,Regular_Season,2nd,12,669,22/3/2026 ,18:00 ,392 ,€ 533 ,C,Virtus Aversa ,Aversa,3,0,8,6,16,12,21,17,25,20,8,5,16,14,21,19,25,22,7,8,15,16,21,19,25,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,17,34,72,8,4,58,1,0.47,0.33,91,9,4,50,0.55,-,2,,,,,
2025/2026,A2,Regular_Season,2nd,12,669,22/3/2026 ,18:00 ,392 ,€ 533 ,O,Prisma La Cascina Taranto ,Taranto,0,3,6,8,12,16,17,21,20,25,5,8,14,16,19,21,22,25,8,7,16,15,19,21,22,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,10,23,66,8,1,64,4,0.5,0.27,91,9,2,41,0.45,-,4,,,,,
2025/2026,A2,Regular_Season,2nd,12,670,22/3/2026 ,18:00 ,674 ,€ 4.514 ,C,Essence Hotels Fano ,Fano,2,3,6,8,16,14,19,21,28,26,6,8,15,16,18,21,23,25,7,8,15,16,21,20,23,25,8,5,16,15,20,21,26,24,4,5,0,0,0,0,10,15,80,22,36,111,18,6,96,10,0.48,0.27,130,3,13,67,0.52,-,7,,,,,
2025/2026,A2,Regular_Season,2nd,12,670,22/3/2026 ,18:00 ,674 ,€ 4.514 ,O,Consar Ravenna ,Ravenna,3,2,8,6,14,16,21,19,26,28,8,6,16,15,21,18,25,23,8,7,16,15,20,21,25,23,5,8,15,16,21,20,24,26,5,4,0,0,0,0,15,10,91,31,49,114,18,10,93,6,0.39,0.13,124,10,7,68,0.55,-,13,,,,,
2025/2026,A2,Regular_Season,2nd,12,671,22/3/2026 ,17:30 ,990 ,€ 881 ,C,Gruppo Consoli Sferc Brescia ,Brescia Atlantide,3,0,8,3,16,8,21,9,25,11,7,8,13,16,21,19,25,21,8,3,16,7,21,10,25,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,25,11,73,20,8,34,1,0.59,0.38,57,4,3,38,0.67,-,4,,,,,
2025/2026,A2,Regular_Season,2nd,12,671,22/3/2026 ,17:30 ,990 ,€ 881 ,O,Emma Villas Codyeco Lupi Siena ,Siena,0,3,3,8,8,16,9,21,11,25,8,7,16,13,19,21,21,25,3,8,7,16,10,21,15,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,5,-27,49,15,-,53,9,0.49,0.26,49,7,4,20,0.41,-,3,,,,,
2025/2026,A2,Regular_Season,2nd,12,672,22/3/2026 ,16:00 ,248 ,€ 459 ,C,Sviluppo Sud Catania ,Acicastello,1,3,8,6,16,12,21,15,25,20,8,6,14,16,16,21,19,25,8,3,11,16,14,21,16,25,7,8,13,16,16,21,19,25,-,-,-,-,-,-,-,-,61,18,11,80,15,6,82,1,0.65,0.35,105,14,12,50,0.48,-,5,,,,,
2025/2026,A2,Regular_Season,2nd,12,672,22/3/2026 ,16:00 ,248 ,€ 459 ,O,Alva Inox 2 Emme Service Porto Viro ,Porto Viro,3,1,6,8,12,16,15,21,20,25,6,8,16,14,21,16,25,19,3,8,16,11,21,14,25,16,8,7,16,13,21,16,25,19,-,-,-,-,-,-,-,-,66,25,28,94,12,1,65,8,0.48,0.23,97,4,5,53,0.55,-,12,,,,,
2025/2026,A2,Regular_Season,2nd,12,673,22/3/2026 ,17:30 ,700 ,€ 4.180 ,C,Tinet Prata di Pordenone ,Prata,3,0,8,5,16,9,21,11,25,12,8,7,16,8,21,13,25,17,8,3,16,9,21,13,25,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,29,25,74,9,7,37,4,0.43,0.24,69,5,2,38,0.55,-,7,,,,,
2025/2026,A2,Regular_Season,2nd,12,673,22/3/2026 ,17:30 ,700 ,€ 4.180 ,O,Campi Reali Cantù ,Cantù,0,3,5,8,9,16,11,21,12,25,7,8,8,16,13,21,17,25,3,8,9,16,13,21,16,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,9,-19,46,9,3,65,9,0.32,0.15,73,12,7,25,0.34,-,2,,,,,
2025/2026,A2,Regular_Season,2nd,12,674,22/3/2026 ,18:00 ,795 ,€ 3.889 ,C,Abba Pineto ,Pineto,3,0,8,7,16,9,21,12,25,12,8,7,16,12,21,16,25,17,8,6,16,15,21,19,25,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,26,19,73,6,3,41,1,0.76,0.39,81,8,11,38,0.47,-,10,,,,,
2025/2026,A2,Regular_Season,2nd,12,674,22/3/2026 ,18:00 ,795 ,€ 3.889 ,O,Romeo Sorrento ,Massa Lubrense,0,3,7,8,9,16,12,21,12,25,7,8,12,16,16,21,17,25,6,8,15,16,19,21,22,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,9,-18,53,12,1,67,3,0.46,0.3,84,9,10,22,0.26,-,11,,,,,
2025/2026,A2,Regular_Season,2nd,12,675,22/3/2026 ,18:00 ,418 ,€ 718 ,C,Banca Macerata Fisiomed MC ,Macerata,3,2,8,7,16,13,21,17,25,22,6,8,11,16,14,21,18,25,8,5,16,14,21,19,25,21,8,5,16,14,21,19,22,25,5,2,0,0,0,0,23,21,80,25,9,113,24,6,95,4,0.45,0.23,141,6,7,67,0.48,-,7,,,,,
2025/2026,A2,Regular_Season,2nd,12,675,22/3/2026 ,18:00 ,418 ,€ 718 ,O,Rinascita Lagonegro ,Lagonegro,2,3,7,8,13,16,17,21,22,25,8,6,16,11,21,14,25,18,5,8,14,16,19,21,21,25,5,8,14,16,19,21,25,22,2,5,0,0,0,0,21,23,83,28,20,114,19,4,89,7,0.49,0.3,138,10,7,72,0.52,-,7,,,,,
2025/2026,A2,Regular_Season,2nd,13,676,29/3/2026 ,18:00 ,500 ,€ 2.220 ,C,Romeo Sorrento ,Massa Lubrense,3,2,4,8,14,16,20,21,25,27,8,6,16,14,21,20,21,25,8,4,16,10,21,15,25,19,6,8,16,15,21,17,25,22,5,2,0,0,0,0,15,12,81,32,13,112,19,9,90,2,0.52,0.31,146,7,11,60,0.41,-,12,,,,,
2025/2026,A2,Regular_Season,2nd,13,676,29/3/2026 ,18:00 ,500 ,€ 2.220 ,O,Tinet Prata di Pordenone ,Prata,2,3,8,4,16,14,21,20,27,25,6,8,14,16,20,21,25,21,4,8,10,16,15,21,19,25,8,6,15,16,17,21,22,25,2,5,0,0,0,0,12,15,77,28,3,105,15,2,93,11,0.46,0.27,151,13,12,64,0.42,-,11,,,,,
2025/2026,A2,Regular_Season,2nd,13,677,29/3/2026 ,18:00 ,678 ,€ 2.728 ,C,Alva Inox 2 Emme Service Porto Viro ,Porto Viro,0,3,7,8,14,16,19,21,21,25,4,8,11,16,17,21,18,25,7,8,12,16,19,21,23,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,12,1,63,8,2,49,7,0.24,0.04,70,8,8,29,0.41,-,2,,,,,
2025/2026,A2,Regular_Season,2nd,13,677,29/3/2026 ,18:00 ,678 ,€ 2.728 ,O,Gruppo Consoli Sferc Brescia ,Brescia Atlantide,3,0,8,7,16,14,21,19,25,21,8,4,16,11,21,17,25,18,8,7,16,12,21,19,25,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,23,25,74,25,7,55,3,0.51,0.13,78,3,2,43,0.55,-,8,,,,,
2025/2026,A2,Regular_Season,2nd,13,678,29/3/2026 ,18:00 ,401 ,€ 566 ,C,Emma Villas Codyeco Lupi Siena ,Siena,3,2,5,8,12,16,15,21,20,25,7,8,16,15,20,21,31,33,8,2,16,13,21,16,25,18,8,7,16,13,21,19,25,23,5,2,0,0,0,0,15,11,82,32,8,115,19,11,86,7,0.63,0.29,114,14,7,59,0.52,-,12,,,,,
2025/2026,A2,Regular_Season,2nd,13,678,29/3/2026 ,18:00 ,401 ,€ 566 ,O,Virtus Aversa ,Aversa,2,3,8,5,16,12,21,15,25,20,8,7,15,16,21,20,33,31,2,8,13,16,16,21,18,25,7,8,13,16,19,21,23,25,2,5,0,0,0,0,11,15,75,20,1,111,25,6,96,12,0.49,0.2,116,8,12,62,0.53,-,7,,,,,
2025/2026,A2,Regular_Season,2nd,13,679,29/3/2026 ,18:00 ,817 ,€ 3.745 ,C,Prisma La Cascina Taranto ,Taranto,3,0,8,4,16,10,21,15,25,17,8,2,16,8,21,11,25,16,3,8,16,14,21,17,25,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,23,23,74,5,5,42,3,0.4,0.24,69,5,4,37,0.54,-,8,,,,,
2025/2026,A2,Regular_Season,2nd,13,679,29/3/2026 ,18:00 ,817 ,€ 3.745 ,O,Sviluppo Sud Catania ,Acicastello,0,3,4,8,10,16,15,21,17,25,2,8,8,16,11,21,16,25,8,3,14,16,17,21,20,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,10,-6,54,12,1,69,6,0.57,0.3,89,12,8,38,0.43,-,4,,,,,
2025/2026,A2,Regular_Season,2nd,13,680,29/3/2026 ,18:00 ,1.502 ,€ 8.597 ,C,Consar Ravenna ,Ravenna,1,3,8,7,14,16,20,21,23,25,4,8,10,16,11,21,19,25,8,6,16,11,21,16,25,20,4,8,12,16,18,21,22,25,-,-,-,-,-,-,-,-,65,22,19,90,18,3,75,11,0.59,0.31,107,8,8,52,0.49,-,10,,,,,
2025/2026,A2,Regular_Season,2nd,13,680,29/3/2026 ,18:00 ,1.502 ,€ 8.597 ,O,Abba Pineto ,Pineto,3,1,7,8,16,14,21,20,25,23,8,4,16,10,21,11,25,19,6,8,11,16,16,21,20,25,8,4,16,12,21,18,25,22,-,-,-,-,-,-,-,-,67,24,30,93,18,7,72,3,0.63,0.35,109,6,10,52,0.48,-,8,,,,,
2025/2026,A2,Regular_Season,2nd,13,681,29/3/2026 ,18:00 ,701 ,€ 2.417 ,C,Rinascita Lagonegro ,Lagonegro,3,0,8,7,16,11,21,13,25,17,8,4,16,9,21,12,25,18,8,4,16,12,21,18,25,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,22,19,74,7,4,43,1,0.63,0.37,88,6,5,41,0.47,-,9,,,,,
2025/2026,A2,Regular_Season,2nd,13,681,29/3/2026 ,18:00 ,701 ,€ 2.417 ,O,Essence Hotels Fano ,Fano,0,3,7,8,11,16,13,21,17,25,4,8,9,16,12,21,18,25,4,8,12,16,18,21,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,6,-14,57,14,1,67,5,0.63,0.4,93,7,9,37,0.4,-,5,,,,,
2025/2026,A2,Regular_Season,2nd,13,682,29/3/2026 ,18:00 ,380 ,€ 1.280 ,C,Campi Reali Cantù ,Cantù,0,3,8,6,15,16,18,21,23,25,5,8,11,16,15,21,18,25,1,8,9,16,11,21,15,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,12,-8,58,12,3,61,5,0.41,0.28,75,8,9,31,0.41,-,5,,,,,
2025/2026,A2,Regular_Season,2nd,13,682,29/3/2026 ,18:00 ,380 ,€ 1.280 ,O,Banca Macerata Fisiomed MC ,Macerata,3,0,6,8,16,15,21,18,25,23,8,5,16,11,21,15,25,18,8,1,16,9,21,11,25,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,29,22,73,12,4,46,4,0.48,0.26,69,4,5,42,0.61,-,9,,,,,
2025/2026,A2,Coppa_Italia,Quarter,-,2101,21/1/2026 ,20:30 ,510 ,€ 3.058 ,C,Tinet Prata di Pordenone ,Prata,3,2,8,6,16,11,21,17,25,22,6,8,16,14,21,16,25,21,6,8,14,16,19,21,24,26,8,3,16,13,20,21,21,25,5,4,0,0,0,0,15,10,76,30,-1,109,19,8,85,8,0.56,0.35,124,9,14,55,0.44,-,13,,,,,
2025/2026,A2,Coppa_Italia,Quarter,-,2101,21/1/2026 ,20:30 ,510 ,€ 3.058 ,O,Romeo Sorrento ,Massa Lubrense,2,3,6,8,11,16,17,21,22,25,8,6,14,16,16,21,21,25,8,6,16,14,21,19,26,24,3,8,13,16,21,20,25,21,4,5,0,0,0,0,10,15,75,29,-,105,20,7,90,8,0.46,0.22,115,12,13,54,0.47,-,14,,,,,
2025/2026,A2,Coppa_Italia,Quarter,-,2102,21/1/2026 ,20:30 ,805 ,€ 2.760 ,C,Virtus Aversa ,Aversa,1,3,8,6,16,9,21,17,25,21,8,6,13,16,17,21,18,25,6,8,15,16,21,20,23,25,6,8,12,16,15,21,16,25,-,-,-,-,-,-,-,-,55,17,-3,83,19,4,72,7,0.31,0.15,91,8,5,48,0.53,-,3,,,,,
2025/2026,A2,Coppa_Italia,Quarter,-,2102,21/1/2026 ,20:30 ,805 ,€ 2.760 ,O,Gruppo Consoli Sferc Brescia ,Brescia Atlantide,3,1,6,8,9,16,17,21,21,25,6,8,16,13,21,17,25,18,8,6,16,15,20,21,25,23,8,6,16,12,21,15,25,16,-,-,-,-,-,-,-,-,68,26,18,95,23,7,64,4,0.59,0.33,97,4,3,56,0.58,-,5,,,,,
2025/2026,A2,Coppa_Italia,Quarter,-,2103,21/1/2026 ,20:30 ,546 ,€ 1.601 ,C,Consar Ravenna ,Ravenna,3,1,4,8,13,16,16,21,17,25,8,1,16,15,21,20,25,23,8,7,16,10,21,16,25,17,7,8,15,16,21,17,25,20,-,-,-,-,-,-,-,-,70,31,8,91,15,6,78,4,0.59,0.22,125,11,12,47,0.38,-,17,,,,,
2025/2026,A2,Coppa_Italia,Quarter,-,2103,21/1/2026 ,20:30 ,546 ,€ 1.601 ,O,Rinascita Lagonegro ,Lagonegro,1,3,8,4,16,13,21,16,25,17,1,8,15,16,20,21,23,25,7,8,10,16,16,21,17,25,8,7,16,15,17,21,20,25,-,-,-,-,-,-,-,-,57,27,-11,86,8,4,76,7,0.53,0.17,121,13,17,41,0.34,-,12,,,,,
2025/2026,A2,Coppa_Italia,Quarter,-,2104,21/1/2026 ,20:00 ,653 ,€ 2.091 ,C,Abba Pineto ,Pineto,3,0,8,3,16,11,21,13,25,18,8,5,16,14,21,19,25,22,8,6,16,10,21,13,25,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,23,17,74,14,5,43,3,0.58,0.37,70,4,4,41,0.59,-,6,,,,,
2025/2026,A2,Coppa_Italia,Quarter,-,2104,21/1/2026 ,20:00 ,653 ,€ 2.091 ,O,Emma Villas Codyeco Lupi Siena ,Siena,0,3,3,8,11,16,13,21,18,25,5,8,14,16,19,21,22,25,6,8,10,16,13,21,16,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,9,-10,57,14,3,60,8,0.58,0.33,70,8,6,29,0.41,-,4,,,,,
2025/2026,A2,Coppa_Italia,Semifinal,-,2105,4/2/2026 ,20:00 ,728 ,€ 5.340 ,C,Tinet Prata di Pordenone ,Prata,3,1,5,8,11,16,15,21,18,25,8,4,16,12,21,19,25,20,8,6,16,13,21,15,25,22,7,8,16,11,21,15,25,17,-,-,-,-,-,-,-,-,58,26,-,91,23,7,61,11,0.34,0.11,74,4,5,41,0.55,-,10,,,,,
2025/2026,A2,Coppa_Italia,Semifinal,-,2105,4/2/2026 ,20:00 ,728 ,€ 5.340 ,O,Gruppo Consoli Sferc Brescia ,Brescia Atlantide,1,3,8,5,16,11,21,15,25,18,4,8,12,16,19,21,20,25,6,8,13,16,15,21,22,25,8,7,11,16,15,21,17,25,-,-,-,-,-,-,-,-,56,22,-8,85,24,10,68,7,0.44,0.21,86,10,10,41,0.48,-,5,,,,,
2025/2026,A2,Coppa_Italia,Semifinal,-,2106,4/2/2026 ,20:00 ,-,-,C,Abba Pineto ,Pineto,3,1,5,8,16,14,21,19,25,22,7,8,15,16,20,21,24,26,8,6,16,12,21,18,25,22,8,6,16,13,21,19,25,22,-,-,-,-,-,-,-,-,66,22,16,98,16,6,70,1,0.51,0.33,110,6,5,52,0.47,-,8,,,,,
2025/2026,A2,Coppa_Italia,Semifinal,-,2106,4/2/2026 ,20:00 ,-,-,O,Consar Ravenna ,Ravenna,1,3,8,5,14,16,19,21,22,25,8,7,16,15,21,20,26,24,6,8,12,16,18,21,22,25,6,8,13,16,19,21,22,25,-,-,-,-,-,-,-,-,69,18,6,93,23,1,82,6,0.48,0.27,115,9,8,63,0.55,-,5,,,,,
2025/2026,A2,Coppa_Italia,Final,-,2107,22/2/2026 ,17:30 ,-,-,C,Tinet Prata di Pordenone ,Prata,1,3,8,4,16,15,21,19,25,22,7,8,12,16,16,21,19,25,7,8,12,16,16,21,21,25,5,8,10,16,16,21,23,25,-,-,-,-,-,-,-,-,63,22,6,89,20,6,74,5,0.57,0.26,106,7,7,47,0.44,-,10,,,,,
2025/2026,A2,Coppa_Italia,Final,-,2107,22/2/2026 ,17:30 ,-,-,O,Abba Pineto ,Pineto,3,1,4,8,15,16,19,21,22,25,8,7,16,12,21,16,25,19,8,7,16,12,21,16,25,21,8,5,16,10,21,16,25,23,-,-,-,-,-,-,-,-,66,24,15,96,22,5,69,6,0.42,0.22,103,3,10,54,0.52,-,7,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,1,1001,18/10/2025 ,20:30 ,510 ,€ 867 ,C,Conad Reggio Emilia ,Reggio Emilia,3,0,8,6,16,15,21,17,25,19,8,7,16,13,21,16,25,18,5,8,11,16,15,21,29,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,22,22,78,10,4,54,1,0.44,0.19,94,9,5,46,0.49,-,7,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,1,1001,18/10/2025 ,20:30 ,510 ,€ 867 ,O,Monge Gerbaudo Savigliano ,Savigliano ,0,3,6,8,15,16,17,21,19,25,7,8,13,16,16,21,18,25,8,5,16,11,21,15,27,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,10,-1,65,11,1,68,4,0.38,0.18,101,11,7,39,0.39,-,5,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,1,1002,19/10/2025 ,18:00 ,430 ,€ 728 ,C,Personal Time San Donà di Piave ,San Donà di Piave,3,1,7,8,15,16,21,20,25,22,7,8,12,16,19,21,23,25,8,6,16,15,21,19,25,19,6,8,16,14,21,18,27,25,-,-,-,-,-,-,-,-,70,30,18,99,15,6,79,4,0.49,0.13,107,12,6,45,0.42,-,19,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,1,1002,19/10/2025 ,18:00 ,430 ,€ 728 ,O,Sav Trebaseleghe ,Trebaseleghe,1,3,8,7,16,15,20,21,22,25,8,7,16,12,21,19,25,23,6,8,15,16,19,21,19,25,8,6,14,16,18,21,25,27,-,-,-,-,-,-,-,-,60,21,-2,92,13,4,84,6,0.49,0.18,141,13,19,50,0.35,-,6,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,1,1003,19/10/2025 ,18:00 ,625 ,€ 2.900 ,C,Belluno Volley ,Belluno,3,1,7,8,16,10,21,16,25,18,8,7,15,16,21,20,23,25,8,3,16,6,21,11,25,14,6,8,16,14,21,20,25,23,-,-,-,-,-,-,-,-,66,24,16,97,14,2,65,-,0.54,0.22,133,5,9,52,0.39,-,12,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,1,1003,19/10/2025 ,18:00 ,625 ,€ 2.900 ,O,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,1,3,8,7,10,16,16,21,18,25,7,8,16,15,20,21,25,23,3,8,6,16,11,21,14,25,8,6,14,16,20,21,23,25,-,-,-,-,-,-,-,-,61,15,-7,81,16,-,83,3,0.45,0.19,134,14,12,52,0.39,-,9,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,1,1004,19/10/2025 ,17:00 ,324 ,€ 1.266 ,C,Gabbiano FarmaMed Mantova ,Mantova Top Team,3,1,6,8,12,16,17,21,27,25,8,6,16,13,21,14,25,17,7,8,12,16,18,21,23,25,3,8,12,16,21,19,25,22,-,-,-,-,-,-,-,-,75,33,19,99,18,8,73,2,0.62,0.41,116,8,8,54,0.47,-,13,,,,,
