Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2025/2026,A1,Regular_Season,1st,1,-,3002,6/10/2025 ,20:30,1.13,-,C,Wash4green Monviso Volley,Pallavolo Pinerolo,1,3,4,8,8,16,15,21,19,25,7,8,16,15,21,19,26,24,3,8,9,16,12,21,15,25,6,8,15,16,20,21,24,26,-,-,-,-,-,-,-,-,65,17,13,85,14,6,89,7,0.63 ,0.31 ,132,15,16,53,0.40 ,-,6
2025/2026,A1,Regular_Season,1st,2,-,3002,6/10/2025 ,20:30,1.13,-,O,Savino Del Bene Scandicci,Savino Del Bene Scandicci,3,1,8,4,16,8,21,15,25,19,8,7,15,16,19,21,24,26,8,3,16,9,21,12,25,15,8,6,16,15,21,20,26,24,-,-,-,-,-,-,-,-,70,30,35,99,10,7,71,11,0.54 ,0.35 ,107,8,6,47,0.44 ,-,16
2025/2026,A1,Regular_Season,1st,3,-,3003,6/10/2025 ,20:30,732,-,C,Il Bisonte Firenze,Azzurra Volley Firenze,1,3,3,8,6,16,11,21,13,25,6,8,10,16,12,21,15,25,8,7,16,11,21,17,25,21,7,8,12,16,14,21,15,25,-,-,-,-,-,-,-,-,41,12,4,69,6,3,79,8,0.52 ,0.25 ,131,10,13,30,0.23 ,-,8
2025/2026,A1,Regular_Season,1st,4,-,3003,6/10/2025 ,20:30,732,-,O,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,3,1,8,3,16,6,21,11,25,13,8,6,16,10,21,12,25,15,7,8,11,16,17,21,21,25,8,7,16,12,21,14,25,15,-,-,-,-,-,-,-,-,78,36,42,95,16,5,63,4,0.59 ,0.30 ,136,8,8,60,0.44 ,-,13
2025/2026,A1,Regular_Season,1st,5,-,3004,6/10/2025 ,20:30,1.15,-,C,Bartoccini-Mc Restauri Perugia,Bartoccini Perugia,2,3,7,8,13,16,18,21,26,28,6,8,16,14,20,21,26,24,8,6,16,10,21,14,25,18,5,8,13,16,17,21,18,25,3,5,7,10,10,12,13,15,73,28,26,109,12,3,95,8,0.48 ,0.39 ,184,9,16,57,0.31 ,-,13
2025/2026,A1,Regular_Season,1st,6,-,3004,6/10/2025 ,20:30,1.15,-,O,Megabox Ondulati Del Savio Vallefoglia,Megabox Vallefoglia,3,2,8,7,16,13,21,18,28,26,8,6,14,16,21,20,24,26,6,8,10,16,14,21,18,25,8,5,16,13,21,17,25,18,5,3,10,7,12,10,15,13,82,29,33,109,14,1,97,7,0.53 ,0.42 ,181,13,13,65,0.36 ,-,16
2025/2026,A1,Regular_Season,1st,7,-,3005,6/10/2025 ,20:30,3.237,-,C,Numia Vero Volley Milano,Vero Volley,3,0,6,8,16,15,21,17,25,19,8,5,16,11,21,18,25,20,7,8,16,15,21,20,25,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,23,42,74,4,3,58,5,0.50 ,0.41 ,102,4,4,50,0.49 ,-,6
2025/2026,A1,Regular_Season,1st,8,-,3005,6/10/2025 ,20:30,3.237,-,O,Bergamo,Volley Bergamo 1991,0,3,8,6,15,16,17,21,19,25,5,8,11,16,18,21,20,25,8,7,15,16,20,21,23,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,13,25,63,5,3,70,5,0.47 ,0.30 ,112,8,6,42,0.38 ,-,4
2025/2026,A1,Regular_Season,1st,9,-,3006,6/10/2025 ,20:30,1.003,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,0,3,3,8,8,16,13,21,16,25,8,4,16,9,21,19,23,25,7,8,15,16,20,21,23,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,16,8,63,9,4,61,4,0.51 ,0.25 ,99,12,8,30,0.30 ,-,7
2025/2026,A1,Regular_Season,1st,10,-,3006,6/10/2025 ,20:30,1.003,-,O,Igor Gorgonzola Novara,Igor Novara,3,0,8,3,16,8,21,13,25,16,4,8,9,16,19,21,25,23,8,7,16,15,21,20,25,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,25,21,74,13,4,54,4,0.67 ,0.39 ,100,7,7,40,0.40 ,-,8
2025/2026,A1,Regular_Season,1st,11,-,3007,6/10/2025 ,20:30,810,-,C,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,2,3,8,5,15,16,18,21,30,28,8,2,16,8,21,9,25,12,8,7,15,16,21,19,27,29,8,7,12,16,15,21,18,25,3,5,10,9,12,9,14,16,81,32,44,114,11,8,94,11,0.46 ,0.21 ,163,6,9,64,0.39 ,-,9
2025/2026,A1,Regular_Season,1st,12,-,3007,6/10/2025 ,20:30,810,-,O,Honda Cuneo Granda Volley,Honda Cuneo Granda Volley,3,2,5,8,16,15,21,18,28,30,2,8,8,16,9,21,12,25,7,8,16,15,19,21,29,27,7,8,16,12,21,15,25,18,5,3,9,10,9,12,16,14,91,36,41,110,16,3,103,10,0.64 ,0.26 ,182,15,9,79,0.43 ,-,9
2025/2026,A1,Regular_Season,1st,13,-,3011,11/10/2025 ,20:30,2.1,-,C,Savino Del Bene Scandicci,Savino Del Bene Scandicci,3,1,8,6,16,12,21,17,25,20,8,4,16,7,21,11,25,18,7,8,14,16,17,21,23,25,8,6,15,16,19,21,28,26,-,-,-,-,-,-,-,-,73,26,42,100,12,2,77,9,0.55 ,0.30 ,126,6,4,63,0.50 ,-,8
2025/2026,A1,Regular_Season,2nd,1,-,3011,11/10/2025 ,20:30,2.1,-,O,Bartoccini-Mc Restauri Perugia,Bartoccini Perugia,1,3,6,8,12,16,17,21,20,25,4,8,7,16,11,21,18,25,8,7,16,14,21,17,25,23,6,8,16,15,21,19,26,28,-,-,-,-,-,-,-,-,69,19,30,90,13,4,87,7,0.47 ,0.20 ,128,11,8,61,0.48 ,-,4
