Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,O,Personal Time San Donà di Piave ,San Donà di Piave,4,Bidoia Tommaso,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,O,Personal Time San Donà di Piave ,San Donà di Piave,6,Barbon Gioele,-,-,-,1,6,5 ,-,-,19,5,12,9,2,1,-,-,-,-,30,2,1,16,0.53 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,O,Personal Time San Donà di Piave ,San Donà di Piave,7,Bellucci Alessandro,-,-,-,4,3,2 ,-,-,4,3,1,12,1,2,-,-,-,-,4,-,1,2,0.50 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,O,Personal Time San Donà di Piave ,San Donà di Piave,8,Lazzarini Dago Alessandro,-,-,-,*,5,4 ,-,-,7,1,3,9,-,-,1,-,-,-,7,-,1,5,0.71 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,O,Personal Time San Donà di Piave ,San Donà di Piave,9,Zilio Manuel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,O,Personal Time San Donà di Piave ,San Donà di Piave,10,Paludet Federico,L,-,-,*,*,*,-,-,-,-,-,-,-,-,15,-,0.33 ,0.07 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,O,Personal Time San Donà di Piave ,San Donà di Piave,11,Garra Filippo,-,-,-,*,-,-,-,-,-,-,-2,1,-,-,3,-,0.33 ,-,2,-,2,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,O,Personal Time San Donà di Piave ,San Donà di Piave,12,Filippelli Mattia,-,-,-,6,-,-,-,-,1,-,1,3,-,-,2,-,1.00 ,1.00 ,1,-,-,1,1.00 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,O,Personal Time San Donà di Piave ,San Donà di Piave,13,Marzorati Manuel,-,-,-,3,2,1 ,-,-,7,2,1,12,1,-,-,-,-,-,9,-,-,5,0.56 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,O,Personal Time San Donà di Piave ,San Donà di Piave,15,Cunial Edoardo,-,-,-,5,4,3 ,-,-,11,-,2,11,1,-,21,-,0.62 ,0.19 ,29,2,5,11,0.38 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,O,Personal Time San Donà di Piave ,San Donà di Piave,17,Zanatta Davide,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,O,Personal Time San Donà di Piave ,San Donà di Piave,18,Fedrici Marco,-,-,-,2,1,6 ,-,-,7,3,-7,11,2,2,28,1,0.54 ,0.07 ,22,4,3,5,0.23 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1053,13/12/2025 ,18:00 ,286 ,€ 543 ,C,Sav Trebaseleghe ,Trebaseleghe,1,Candeago Giovanni,-,-,-,6,1,6 ,-,-,11,3,-,11,4,-,21,1,0.62 ,0.48 ,16,-,3,10,0.63 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1053,13/12/2025 ,18:00 ,286 ,€ 543 ,C,Sav Trebaseleghe ,Trebaseleghe,2,Cester Davide,-,-,-,2,3,2 ,-,-,16,4,4,15,4,-,-,-,-,-,34,5,2,16,0.47 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1053,13/12/2025 ,18:00 ,286 ,€ 543 ,C,Sav Trebaseleghe ,Trebaseleghe,3,Streliotto Luca,-,-,-,1,2,1 ,-,-,4,2,-3,14,3,-,-,-,-,-,5,-,-,2,0.40 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1053,13/12/2025 ,18:00 ,286 ,€ 543 ,C,Sav Trebaseleghe ,Trebaseleghe,4,Munarin Francesco,-,-,-,4,5,4 ,-,-,6,5,3,9,-,-,-,-,-,-,7,-,1,4,0.57 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1053,13/12/2025 ,18:00 ,286 ,€ 543 ,C,Sav Trebaseleghe ,Trebaseleghe,5,Martinez Ignacio,-,-,-,5,6,5 ,-,-,1,1,-1,10,1,-,-,-,-,-,2,1,-,1,0.50 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1053,13/12/2025 ,18:00 ,286 ,€ 543 ,C,Sav Trebaseleghe ,Trebaseleghe,6,Zaghetto Alberto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1053,13/12/2025 ,18:00 ,286 ,€ 543 ,C,Sav Trebaseleghe ,Trebaseleghe,7,Mason Tommaso,-,-,-,-,*,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1053,13/12/2025 ,18:00 ,286 ,€ 543 ,C,Sav Trebaseleghe ,Trebaseleghe,8,Rampazzo Emanuele,-,-,-,-,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1053,13/12/2025 ,18:00 ,286 ,€ 543 ,C,Sav Trebaseleghe ,Trebaseleghe,9,Mistretta Andrea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1053,13/12/2025 ,18:00 ,286 ,€ 543 ,C,Sav Trebaseleghe ,Trebaseleghe,10,Amarilli Mattia,L,-,-,*,*,*,-,-,-,-,-3,-,-,-,20,3,0.50 ,0.30 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1053,13/12/2025 ,18:00 ,286 ,€ 543 ,C,Sav Trebaseleghe ,Trebaseleghe,11,Rampin Giacomo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1053,13/12/2025 ,18:00 ,286 ,€ 543 ,C,Sav Trebaseleghe ,Trebaseleghe,15,Tosatto Luca,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1053,13/12/2025 ,18:00 ,286 ,€ 543 ,C,Sav Trebaseleghe ,Trebaseleghe,19,Martinez Gonzalo,-,-,-,*,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1053,13/12/2025 ,18:00 ,286 ,€ 543 ,C,Sav Trebaseleghe ,Trebaseleghe,24,Ceolin Vittorio,-,-,-,3,4,3 ,-,-,11,3,6,13,-,1,7,-,0.57 ,0.43 ,22,2,2,10,0.45 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1053,13/12/2025 ,18:00 ,286 ,€ 543 ,O,Negrini CTE Acqui Terme ,Acqui Terme,1,Volpara Daniele,-,-,-,-,*,*,-,-,-,-,-1,2,-,-,5,-,0.20 ,0.20 ,1,-,1,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1053,13/12/2025 ,18:00 ,286 ,€ 543 ,O,Negrini CTE Acqui Terme ,Acqui Terme,3,Argenta Andrea,-,-,-,5,5,5 ,-,-,19,4,7,12,5,3,-,-,-,-,35,4,1,15,0.43 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1053,13/12/2025 ,18:00 ,286 ,€ 543 ,O,Negrini CTE Acqui Terme ,Acqui Terme,4,Garrone Andrea,-,-,-,*,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1053,13/12/2025 ,18:00 ,286 ,€ 543 ,O,Negrini CTE Acqui Terme ,Acqui Terme,5,Bellanova Giuseppe,-,-,-,2,2,2 ,-,-,2,1,-2,15,1,-,-,-,-,-,3,1,-,-,-,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1053,13/12/2025 ,18:00 ,286 ,€ 543 ,O,Negrini CTE Acqui Terme ,Acqui Terme,7,Dotta Francesco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1053,13/12/2025 ,18:00 ,286 ,€ 543 ,O,Negrini CTE Acqui Terme ,Acqui Terme,8,Guastamacchia Francesco,-,-,-,1,1,1 ,-,-,5,-,-3,6,2,-,-,-,-,-,10,1,1,5,0.50 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1053,13/12/2025 ,18:00 ,286 ,€ 543 ,O,Negrini CTE Acqui Terme ,Acqui Terme,9,Carrera Pietro,L,-,-,*,*,*,-,-,-,-,-,-,-,-,14,-,0.64 ,0.29 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1053,13/12/2025 ,18:00 ,286 ,€ 543 ,O,Negrini CTE Acqui Terme ,Acqui Terme,11,Botto Iacopo,-,-,-,3,3,3 ,-,-,5,2,-7,11,3,1,17,2,0.65 ,0.41 ,15,1,2,3,0.20 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1053,13/12/2025 ,18:00 ,286 ,€ 543 ,O,Negrini CTE Acqui Terme ,Acqui Terme,14,Esposito Davide,-,-,-,4,4,4 ,-,-,9,2,4,10,1,-,-,-,-,-,9,-,-,5,0.56 ,-,4,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1053,13/12/2025 ,18:00 ,286 ,€ 543 ,O,Negrini CTE Acqui Terme ,Acqui Terme,16,Carpita Daniele,-,-,-,6,6,6 ,-,-,1,-,-9,5,3,-,26,1,0.50 ,0.35 ,11,4,-,1,0.09 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1053,13/12/2025 ,18:00 ,286 ,€ 543 ,O,Negrini CTE Acqui Terme ,Acqui Terme,45,Sarasino Filippo,-,-,-,-,-,*,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,C,Negrini CTE Acqui Terme ,Acqui Terme,1,Volpara Daniele,L,-,-,-,-,*,-,-,-,-,-,-,-,-,7,-,0.57 ,0.14 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,C,Negrini CTE Acqui Terme ,Acqui Terme,3,Argenta Andrea,-,-,-,5,6,6 ,-,-,15,6,4,7,4,-,-,-,-,-,31,3,4,13,0.42 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,C,Negrini CTE Acqui Terme ,Acqui Terme,4,Garrone Andrea,-,-,-,-,*,*,-,-,-,-,-2,1,1,-,-,-,-,-,1,-,1,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,C,Negrini CTE Acqui Terme ,Acqui Terme,5,Bellanova Giuseppe,-,-,-,2,3,3 ,-,-,1,1,-3,10,1,1,-,-,-,-,1,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,C,Negrini CTE Acqui Terme ,Acqui Terme,7,Dotta Francesco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,C,Negrini CTE Acqui Terme ,Acqui Terme,8,Guastamacchia Francesco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,C,Negrini CTE Acqui Terme ,Acqui Terme,9,Carrera Pietro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,C,Negrini CTE Acqui Terme ,Acqui Terme,11,Botto Iacopo,-,-,-,3,4,4 ,-,-,3,1,-1,9,-,1,10,-,0.60 ,0.50 ,9,1,2,2,0.22 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,C,Negrini CTE Acqui Terme ,Acqui Terme,12,Petras Michal,-,-,-,6,1,1 ,-,-,10,3,-4,10,4,2,20,1,0.40 ,0.20 ,24,3,5,8,0.33 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,C,Negrini CTE Acqui Terme ,Acqui Terme,13,Assalino Giovanni,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,C,Negrini CTE Acqui Terme ,Acqui Terme,14,Esposito Davide,-,-,-,4,5,5 ,-,-,7,1,3,10,1,-,1,-,-,-,9,-,-,6,0.67 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,C,Negrini CTE Acqui Terme ,Acqui Terme,16,Carpita Daniele,-,-,-,-,-,*,-,-,2,1,-,3,1,1,3,1,0.33 ,0.33 ,2,-,-,1,0.50 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,C,Negrini CTE Acqui Terme ,Acqui Terme,21,Trombin Filippo,L,-,-,*,*,*,-,-,-,-,-3,-,-,-,19,3,0.42 ,0.32 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,C,Negrini CTE Acqui Terme ,Acqui Terme,45,Sarasino Filippo,-,-,-,1,2,2 ,-,-,3,1,-1,9,2,1,1,-,1.00 ,-,4,-,-,2,0.50 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,O,Conad Reggio Emilia ,Reggio Emilia,1,Bertoni Andrea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,O,Conad Reggio Emilia ,Reggio Emilia,2,Signorini Davide,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,O,Conad Reggio Emilia ,Reggio Emilia,4,Chevalier Martin,-,-,-,3,3,2 ,-,-,10,6,1,12,5,1,24,3,0.29 ,0.04 ,13,-,1,6,0.46 ,-,3,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,O,Conad Reggio Emilia ,Reggio Emilia,5,Marini Andrea,L,-,-,*,*,*,-,-,-,-,-,-,-,-,6,-,0.33 ,0.17 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,O,Conad Reggio Emilia ,Reggio Emilia,7,Scaltriti Riccardo,-,-,-,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,O,Conad Reggio Emilia ,Reggio Emilia,9,Barone Rocco,-,-,-,4,4,3 ,-,-,3,2,-4,11,1,-,1,-,-,-,3,-,-,1,0.33 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,O,Conad Reggio Emilia ,Reggio Emilia,11,Mian Riccardo,-,-,-,5,5,4 ,-,-,20,12,13,10,4,2,-,-,-,-,26,1,1,16,0.62 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,O,Conad Reggio Emilia ,Reggio Emilia,14,Alberghini Riccardo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,O,Conad Reggio Emilia ,Reggio Emilia,16,Catellani Mattia,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,O,Conad Reggio Emilia ,Reggio Emilia,18,Sighinolfi Nicholas,-,-,-,1,1,6 ,-,-,5,2,1,8,-,-,1,-,-,-,6,1,-,3,0.50 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,O,Conad Reggio Emilia ,Reggio Emilia,21,Sanguanini Andrea,-,-,-,-,-,*,-,-,-,-,-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,O,Conad Reggio Emilia ,Reggio Emilia,23,Zecca Alessandro,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,O,Conad Reggio Emilia ,Reggio Emilia,24,Mazzon Riccardo,-,-,-,6,6,5 ,-,-,9,1,1,16,1,-,13,3,0.31 ,0.23 ,18,2,1,8,0.44 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1055,20/12/2025 ,20:30 ,197 ,€ 136 ,O,Conad Reggio Emilia ,Reggio Emilia,44,Santambrogio Filippo,-,-,-,2,2,1 ,-,-,4,3,1,17,2,1,-,-,-,-,3,-,-,1,0.33 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1056,21/12/2025 ,18:00 ,573 ,€ 1.161 ,C,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,1,Tesone Vitale,-,-,-,*,*,-,-,-,1,1,-,5,1,1,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1056,21/12/2025 ,18:00 ,573 ,€ 1.161 ,C,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,2,Cipriani Nico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1056,21/12/2025 ,18:00 ,573 ,€ 1.161 ,C,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,3,Biffi Jacopo,-,-,-,2,1,2 ,-,-,4,3,-,19,2,3,-,-,-,-,1,-,1,-,-,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1056,21/12/2025 ,18:00 ,573 ,€ 1.161 ,C,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,5,Marzolla Simone,-,-,-,5,4,5 ,-,-,18,3,12,11,2,1,1,-,1.00 ,1.00 ,30,3,-,16,0.53 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1056,21/12/2025 ,18:00 ,573 ,€ 1.161 ,C,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,7,Favaro Gioele,-,-,-,-,-,*,-,-,1,1,-,1,-,-,5,-,0.80 ,0.60 ,3,1,-,1,0.33 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1056,21/12/2025 ,18:00 ,573 ,€ 1.161 ,C,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,8,Chiella Leonardo,L,-,-,-,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1056,21/12/2025 ,18:00 ,573 ,€ 1.161 ,C,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,9,Procelli Flavio,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1056,21/12/2025 ,18:00 ,573 ,€ 1.161 ,C,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,10,Alpini Matteo,-,-,-,6,5,6 ,-,-,11,5,3,7,2,1,12,1,0.33 ,0.08 ,28,2,2,8,0.29 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1056,21/12/2025 ,18:00 ,573 ,€ 1.161 ,C,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,11,Compagnoni Mirco,-,-,-,1,6,1 ,-,-,8,2,3,8,1,1,-,-,-,-,8,1,-,6,0.75 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1056,21/12/2025 ,18:00 ,573 ,€ 1.161 ,C,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,12,Marra Davide,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1056,21/12/2025 ,18:00 ,573 ,€ 1.161 ,C,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,13,Pochini Filippo,L,-,-,*,*,*,-,-,-,-,-,-,-,-,10,-,0.70 ,0.40 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1056,21/12/2025 ,18:00 ,573 ,€ 1.161 ,C,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,14,Cappelletti Niccolò,-,-,-,3,2,3 ,-,-,9,6,-4,15,6,3,24,-,0.58 ,0.25 ,13,3,2,5,0.38 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1056,21/12/2025 ,18:00 ,573 ,€ 1.161 ,C,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,15,Bianchini Davide,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1056,21/12/2025 ,18:00 ,573 ,€ 1.161 ,C,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,17,Quarta Augusto,-,-,-,4,3,4 ,-,-,7,2,4,7,1,-,2,-,0.50 ,-,7,-,-,6,0.86 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1056,21/12/2025 ,18:00 ,573 ,€ 1.161 ,O,Personal Time San Donà di Piave ,San Donà di Piave,2,Salvador Alessandro,-,-,-,-,*,*,-,-,2,-,1,1,-,-,-,-,-,-,4,-,1,2,0.50 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1056,21/12/2025 ,18:00 ,573 ,€ 1.161 ,O,Personal Time San Donà di Piave ,San Donà di Piave,3,Grespan Nicolò,-,-,-,*,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1056,21/12/2025 ,18:00 ,573 ,€ 1.161 ,O,Personal Time San Donà di Piave ,San Donà di Piave,6,Barbon Gioele,-,-,-,6,-,-,-,-,1,1,-1,1,-,-,-,-,-,-,3,2,-,1,0.33 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1056,21/12/2025 ,18:00 ,573 ,€ 1.161 ,O,Personal Time San Donà di Piave ,San Donà di Piave,7,Bellucci Alessandro,-,-,-,3,3,3 ,-,-,2,-,-4,11,2,-,1,-,-,-,4,1,-,2,0.50 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,10 ,,1056,21/12/2025 ,18:00 ,573 ,€ 1.161 ,O,Personal Time San Donà di Piave ,San Donà di Piave,8,Lazzarini Dago Alessandro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
