Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2023/2024,A1,Regular_Season,1st,1,-,3005,7/10/2023 ,20:30 ,1.733 ,-,C,Trasportipesanti Casalmaggiore,Casalmaggiore,2,3,8,16,21,25,6,13,17,20,6,11,16,23,8,16,21,25,8,16,19,23,6,14,21,25,8,16,21,25,3,9,13,14,2,6,7,11,5,10,12,15,80,32,42,107,6,4,92,12 ,0.57,0.36,135,6,14,65 ,0.48,-,11
2023/2024,A1,Regular_Season,1st,1,-,3005,7/10/2023 ,20:30 ,1.733 ,-,O,Volley Bergamo 1991,Volley Bergamo 1991,3,2,6,13,17,20,8,16,21,25,8,16,21,25,6,11,16,23,6,14,21,25,8,16,19,23,3,9,13,14,8,16,21,25,5,10,12,15,2,6,7,11,85,31,39,99,7,7,101,12 ,65%,0.32,138,16,11,64 ,46%,-,14
2023/2024,A1,Regular_Season,1st,1,-,3001,8/10/2023 ,17:00 ,4.030 ,-,C,Prosecco Doc Imoco Conegliano,Imoco Volley Conegliano,3,0,8,16,21,25,4,9,16,18,8,16,21,25,6,9,10,16,8,16,21,25,4,9,15,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,30,34,73,8,6,46,8 ,43%,0.22,90,4,5,45 ,50%,-,8
2023/2024,A1,Regular_Season,1st,1,-,3001,8/10/2023 ,17:00 ,4.030 ,-,O,Itas Trentino,Trentino Volley,0,3,4,9,16,18,8,16,21,25,6,9,10,16,8,16,21,25,4,9,15,18,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,12,4,54,8,4,65,11 ,38%,0.15,96,7,8,29 ,30%,-,5
2023/2024,A1,Regular_Season,1st,1,-,3002,8/10/2023 ,17:00 ,2.438 ,-,C,Savino Del Bene Scandicci,Savino Del Bene Scandicci,3,0,8,16,21,25,6,11,16,20,6,16,21,25,8,13,14,19,8,16,21,25,5,11,14,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,28,34,73,10,5,48,8 ,60%,0.29,77,5,1,41 ,53%,-,12
2023/2024,A1,Regular_Season,1st,1,-,3002,8/10/2023 ,17:00 ,2.438 ,-,O,Il Bisonte Firenze,Azzurra Volley Firenze,0,3,6,11,16,20,8,16,21,25,8,13,14,19,6,16,21,25,5,11,14,18,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,13,3,59,11,5,63,8 ,67%,0.41,92,6,12,34 ,37%,-,1
2023/2024,A1,Regular_Season,1st,1,-,3003,8/10/2023 ,17:00 ,4.834 ,-,C,Allianz Vero Volley Milano,Vero Volley,3,0,8,12,21,25,6,16,20,21,8,16,21,25,0,9,9,10,8,16,21,25,1,7,9,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,37,44,74,5,6,40,6 ,58%,0.45,80,3,4,46 ,58%,-,10
2023/2024,A1,Regular_Season,1st,1,-,3003,8/10/2023 ,17:00 ,4.834 ,-,O,Uyba Volley Busto Arsizio,Uyba Busto Arsizio,0,3,6,16,20,21,8,12,21,25,0,9,9,10,8,16,21,25,1,7,9,12,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,10,1,44,4,5,69,9 ,51%,0.3,89,9,10,24 ,27%,-,4
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00 ,842 ,-,C,Megabox Ond. Savio Vallefoglia,Megabox Vallefoglia,2,3,6,16,21,25,8,13,18,22,6,12,16,20,8,16,21,25,6,11,18,19,8,16,21,25,8,16,21,25,5,8,13,19,5,10,12,12,1,6,11,15,79,33,27,101,12,4,95,8 ,61%,0.08,195,20,12,62 ,32%,-,13
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00 ,842 ,-,O,Aeroitalia Smi Roma,Roma Volley Club,3,2,8,13,18,22,6,16,21,25,8,16,21,25,6,12,16,20,8,16,21,25,6,11,18,19,5,8,13,19,8,16,21,25,1,6,11,15,5,10,12,12,73,37,29,106,11,5,89,11 ,52%,0.16,169,9,13,56 ,33%,-,12
