Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt
2023/2024,SuperLega,Regular_Season,1st,1,-,1,22/10/2023 ,20:00 ,3.142 ,€ 21.241 ,C,Sir Susa Vim Perugia,Perugia,3,0,8,16,21,25,6,11,15,15,8,16,21,25,5,13,16,18,8,16,21,25,4,14,20,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,25,13,73,18,6,40,-,60%,38%,68,5,6,41,60%,-,7
2023/2024,SuperLega,Regular_Season,1st,1,-,1,22/10/2023 ,20:00 ,3.142 ,€ 21.241 ,O,Farmitalia Catania,Acicastello,0,3,6,11,15,15,8,16,21,25,5,13,16,18,8,16,21,25,4,14,20,22,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,9,-16,57,17,-,55,6,33%,16%,66,4,7,26,39%,-,6
2023/2024,SuperLega,Regular_Season,1st,1,-,2,22/10/2023 ,15:45 ,4.138 ,€ 53.700 ,C,Valsa Group Modena,Modena,3,2,8,16,21,25,4,12,15,19,2,6,9,12,8,16,21,25,7,15,17,21,8,16,21,25,8,16,21,26,5,15,20,24,5,10,12,15,4,6,6,12,73,27,-1,99,25,6,87,3,60%,43%,128,9,21,64,50%,-,3
2023/2024,SuperLega,Regular_Season,1st,1,-,2,22/10/2023 ,15:45 ,4.138 ,€ 53.700 ,O,Allianz Milano,Milano,2,3,4,12,15,19,8,16,21,25,8,16,21,25,2,6,9,12,8,16,21,25,7,15,17,21,5,15,20,24,8,16,21,26,4,6,6,12,5,10,12,15,68,30,14,105,18,3,74,6,54%,31%,100,4,3,44,44%,-,21
2023/2024,SuperLega,Regular_Season,1st,1,-,3,22/10/2023 ,18:00 ,2.053 ,€ 28.240 ,C,Cucine Lube Civitanova,Lube,0,3,7,12,20,23,8,16,21,25,8,15,19,21,5,16,21,25,8,15,19,22,5,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,16,-7,67,12,5,58,11,45%,29%,74,3,7,34,46%,-,6
2023/2024,SuperLega,Regular_Season,1st,1,-,3,22/10/2023 ,18:00 ,2.053 ,€ 28.240 ,O,Mint Vero Volley Monza,Monza,3,0,8,16,21,25,7,12,20,23,5,16,21,25,8,15,19,21,5,16,21,25,8,15,19,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,23,16,74,16,11,55,5,42%,20%,69,1,6,41,59%,-,7
2023/2024,SuperLega,Regular_Season,1st,1,-,4,22/10/2023 ,18:00 ,2.079 ,€ 14.419 ,C,Gas Sales Bluenergy Piacenza,Piacenza,3,0,8,16,21,25,6,10,16,21,8,16,21,25,4,14,17,19,8,16,21,25,4,7,11,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,19,16,73,11,8,42,5,62%,43%,67,2,3,35,52%,-,5
2023/2024,SuperLega,Regular_Season,1st,1,-,4,22/10/2023 ,18:00 ,2.079 ,€ 14.419 ,O,Pallavolo Padova,Padova,0,3,6,10,16,21,8,16,21,25,4,14,17,19,8,16,21,25,4,7,11,16,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,11,-6,58,16,5,62,9,55%,37%,78,11,5,34,44%,-,3
2023/2024,SuperLega,Regular_Season,1st,1,-,5,22/10/2023 ,18:00 ,2.203 ,€ 17.297 ,C,Cisterna Volley,Cisterna Volley,2,3,5,9,14,18,8,16,21,25,8,16,21,25,7,8,10,15,8,16,20,28,6,15,21,26,8,12,13,17,7,16,21,25,3,-,-,8,5,-,-,15,73,27,10,97,18,10,90,10,29%,19%,134,8,9,55,41%,-,8
2023/2024,SuperLega,Regular_Season,1st,1,-,5,22/10/2023 ,18:00 ,2.203 ,€ 17.297 ,O,Itas Trentino,Trent,3,2,8,16,21,25,5,9,14,18,7,8,10,15,8,16,21,25,6,15,21,26,8,16,20,28,7,16,21,25,8,12,13,17,5,-,-,15,3,-,-,8,77,34,12,106,16,7,79,12,37%,19%,118,4,8,61,52%,-,9
2023/2024,SuperLega,Regular_Season,1st,1,-,6,22/10/2023 ,16:00 ,1.074 ,€ 7.779 ,C,Gioiella Prisma Taranto,Taranto,1,3,6,14,18,22,8,16,21,25,8,16,20,22,6,15,21,25,6,13,20,28,8,16,21,26,4,7,10,16,8,16,21,25,-,-,-,-,-,-,-,-,67,21,10,89,16,6,85,4,53%,35%,112,9,9,52,46%,-,9
2023/2024,SuperLega,Regular_Season,1st,1,-,6,22/10/2023 ,16:00 ,1.074 ,€ 7.779 ,O,Rana Verona,Verona,3,1,8,16,21,25,6,14,18,22,6,15,21,25,8,16,20,22,8,16,21,26,6,13,20,28,8,16,21,25,4,7,10,16,-,-,-,-,-,-,-,-,73,25,19,99,13,4,73,6,59%,27%,102,5,9,60,59%,-,9
2023/2024,SuperLega,Regular_Season,1st,2,-,7,28/10/2023 ,20:30 ,2.214 ,€ 20.629 ,C,Itas Trentino,Trent,3,2,8,16,21,25,5,9,11,16,8,15,21,23,5,16,20,25,5,9,14,18,8,16,21,25,7,13,17,26,8,16,21,24,5,10,12,15,4,7,8,8,84,28,24,106,16,4,81,8,59%,40%,125,10,5,69,55%,-,11
2023/2024,SuperLega,Regular_Season,1st,2,-,7,28/10/2023 ,20:30 ,2.214 ,€ 20.629 ,O,Gioiella Prisma Taranto,Taranto,2,3,5,9,11,16,8,16,21,25,5,16,20,25,8,15,21,23,8,16,21,25,5,9,14,18,8,16,21,24,7,13,17,26,4,7,8,8,5,10,12,15,69,21,10,99,15,9,90,4,43%,30%,124,8,11,56,45%,-,5
2023/2024,SuperLega,Regular_Season,1st,2,-,8,28/10/2023 ,18:00 ,3.381 ,€ 30.929 ,C,Rana Verona,Verona,2,3,8,16,24,25,5,14,21,23,8,16,21,25,4,10,15,17,2,8,16,20,8,16,21,25,8,16,19,23,3,15,21,25,4,-,-,11,5,-,-,15,73,26,-3,105,10,4,90,9,37%,16%,120,7,14,61,51%,-,8
2023/2024,SuperLega,Regular_Season,1st,2,-,8,28/10/2023 ,18:00 ,3.381 ,€ 30.929 ,O,Valsa Group Modena,Modena,3,2,5,14,21,23,8,16,24,25,4,10,15,17,8,16,21,25,8,16,21,25,2,8,16,20,3,15,21,25,8,16,19,23,5,-,-,15,4,-,-,11,88,33,22,104,14,8,94,3,51%,15%,135,14,8,66,49%,-,14
2023/2024,SuperLega,Regular_Season,1st,2,-,9,29/10/2023 ,19:30 ,3.510 ,€ 31.028 ,C,Mint Vero Volley Monza,Monza,0,3,8,15,21,23,7,16,20,25,8,16,21,30,5,12,18,32,8,15,19,22,7,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,15,-1,77,18,2,58,3,55%,22%,87,7,6,39,45%,-,6
2023/2024,SuperLega,Regular_Season,1st,2,-,9,29/10/2023 ,19:30 ,3.510 ,€ 31.028 ,O,Sir Susa Vim Perugia,Perugia,3,0,7,16,20,25,8,15,21,23,5,12,18,32,8,16,21,30,7,16,21,25,8,15,19,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,19,10,80,22,3,59,2,59%,32%,92,5,6,46,50%,-,6
2023/2024,SuperLega,Regular_Season,1st,2,-,10,29/10/2023 ,16:30 ,3.547 ,€ 31.983 ,C,Allianz Milano,Milano,0,3,8,16,19,23,6,14,21,25,7,12,17,21,8,16,21,25,7,13,18,23,8,16,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,11,5,69,13,4,64,6,61%,27%,89,5,3,42,47%,-,4
